N (new),Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),CaCO3 (%),Oxygen (umol/L),Sed Rate (g/cm2/y),Code,Image Link,Filename,N,Label
1058,DSDP,13,130,*,33.6052,27.8665,2979,,185.385376,0.219739199,13-130-*,,,201,
1338,DSDP,13,130,*,33.6052,27.8665,2979,,185.385376,0.219739199,13-130-*,,,202,
2262,DSDP,13,131,*,33.1065,28.5115,3035,,184.8918457,0.232129812,13-131-*,,,203,
3286,DSDP,13,131,*,33.1065,28.5115,3035,,184.8918457,0.232129812,13-131-*,,,204,
2321,DSDP,13,132,*,40.2617,11.4412,2835,35.7,188.2504578,0.271440029,13-132-*,http://deepseadrilling.org/cores/leg013/132.1R.PDF,132.1R.PDF,205,0
3685,DSDP,13,133,*,39.1998,7.3355,2563,,194.8387909,0.231891438,13-133-*,,,206,
3381,DSDP,13,134,*,39.195,7.3042,2864,,193.0491638,0.231891438,13-134-*,,,207,
2520,DSDP,13,134,*,39.195,7.3042,2864,,193.0491638,0.231891438,13-134-*,,,208,
554,DSDP,13,134,*,39.195,7.3042,2864,,193.0491638,0.231891438,13-134-*,,,209,
100,DSDP,13,134,*,39.195,7.3042,2864,,193.0491638,0.231891438,13-134-*,,,210,
3639,DSDP,13,134,*,39.195,7.3042,2864,,193.0491638,0.231891438,13-134-*,,,211,
1726,DSDP,13,134,*,39.195,7.3042,2864,,193.0491638,0.231891438,13-134-*,,,212,
2060,DSDP,14,135,*,35.3467,-10.4243,4152,35.1,239.4560547,0.069289975,14-135-*,http://deepseadrilling.org/cores/leg014/135.1R.PDF,135.1R.PDF,213,0
1288,DSDP,14,136,*,34.1688,-16.3032,4169,,243.0602264,0.05356371,14-136-*,,,214,
2519,DSDP,14,137,*,25.9255,-27.0607,5361,,248.5087891,0.053962622,14-137-*,,,215,
21,DSDP,14,138,*,25.9228,-25.5632,5288,,247.3470764,0.055446807,14-138-*,,,216,
1081,DSDP,14,139,*,23.519,-18.7043,3047,,233.2779236,0.061792046,14-139-*,,,217,
1661,DSDP,14,140,*,21.7495,-21.792,4483,,245.6172028,0.060489185,14-140-*,,,218,
553,DSDP,14,140,*,21.7495,-21.792,4483,,245.6172028,0.060489185,14-140-*,,,219,
2822,DSDP,14,141,*,19.4193,-23.9985,4148,,246.8384552,0.055934295,14-141-*,,,220,
92,DSDP,14,142,*,3.3692,-42.3915,4372,,242.3887177,0.06796106,14-142-*,,,221,
1557,DSDP,14,143,*,9.4742,-54.3118,3493,,261.8192749,0.076375522,14-143-*,,,222,
2426,DSDP,14,143,*,9.4742,-54.3118,3493,,261.8192749,0.076375522,14-143-*,,,223,
1080,DSDP,14,144,*,9.4538,-54.342,2957,,261.3530273,0.076778464,14-144-*,,,224,
1957,DSDP,14,144,*,9.4538,-54.342,2957,,261.3530273,0.076778464,14-144-*,,,225,
2275,DSDP,14,144,*,9.4538,-54.342,2957,,261.3530273,0.076778464,14-144-*,,,226,
2214,DSDP,15,146,*,15.1165,-69.3778,3949,,218.8738708,0.064181924,15-146-*,,,227,
534,DSDP,15,146,*,15.1165,-69.3778,3949,,218.8738708,0.064181924,15-146-*,,,228,
449,DSDP,15,147,*,10.708,-65.1747,892,,155.2437286,0.104654275,15-147-*,,,229,
581,DSDP,15,147,*,10.708,-65.1747,892,,155.2437286,0.104654275,15-147-*,,,230,
2629,DSDP,15,147,*,10.708,-65.1747,892,,155.2437286,0.104654275,15-147-*,,,231,
2963,DSDP,15,147,*,10.708,-65.1747,892,,155.2437286,0.104654275,15-147-*,,,232,
2416,DSDP,15,148,*,13.4187,-63.7208,1232,33,197.2018585,0.071510524,15-148-*,http://deepseadrilling.org/cores/leg015/148.1R.PDF,148.1R.PDF,233,0
1483,DSDP,15,149,*,15.1042,-69.3642,3972,,218.8738708,0.064152397,15-149-*,,,234,
2818,DSDP,15,150,*,14.5115,-69.3558,4545,,219.3665161,0.064986631,15-150-*,,,235,
52,DSDP,15,150,*,14.5115,-69.3558,4545,,219.3665161,0.064986631,15-150-*,,,236,
3656,DSDP,15,151,*,15.017,-73.4097,2029,,217.2621002,0.062569581,15-151-*,,,237,
459,DSDP,15,152,*,15.8787,-74.6078,3899,,216.4840698,0.064751871,15-152-*,,,238,
3267,DSDP,15,153,*,13.9722,-72.4347,3932,,220.5167236,0.070870742,15-153-*,,,239,
894,DSDP,15,154,*,11.0852,-80.3792,3338,,221.4218903,0.088717744,15-154-*,,,240,
2803,DSDP,15,154,*,11.0852,-80.3792,3338,,221.4218903,0.088717744,15-154-*,,,241,
1234,DSDP,16,155,*,6.123,-81.0437,2752,,105.751152,0.058855586,16-155-*,,,242,
1892,DSDP,16,156,*,-1.68,-85.401,2369,75.8,113.397728,0.055310536,16-156-*,http://deepseadrilling.org/cores/leg016/156.1R.PDF,156.1R.PDF,243,0
2048,DSDP,16,157,*,-1.7617,-85.9028,2591,,120.7320251,0.054033045,16-157-*,,,244,
3405,DSDP,16,157,*,-1.7617,-85.9028,2591,,120.7320251,0.054033045,16-157-*,,,245,
569,DSDP,16,158,*,6.6227,-85.236,1953,50.7,95.26969147,0.049831588,16-158-*,http://deepseadrilling.org/cores/leg016/158.1R.PDF,158.1R.PDF,246,0
2359,DSDP,16,159,*,12.332,-122.2878,4484,,160.8497467,0.02796944,16-159-*,http://deepseadrilling.org/cores/leg016/159.1R.PDF,159.1R.PDF,247,9
926,DSDP,16,160,*,11.7045,-130.8802,4940,2.5,165.2806244,0.029928081,16-160-*,http://deepseadrilling.org/cores/leg016/160.1R.PDF,160.1R.PDF,248,0
495,DSDP,16,161,*,10.6708,-139.9535,4939,3.1,170.0320587,0.034430515,16-161-*,http://deepseadrilling.org/cores/leg016/161.1R.PDF,161.1R.PDF,249,0
1375,DSDP,16,161,*,10.6708,-139.9535,4939,3.1,170.0320587,0.034430515,16-161-*,http://deepseadrilling.org/cores/leg016/161.1R.PDF,161.1R.PDF,250,0
2376,DSDP,16,162,*,14.8698,-140.0435,4854,85.1,162.9578857,0.031439841,16-162-*,http://deepseadrilling.org/cores/leg016/162.1R.PDF,162.1R.PDF,251,0
2850,DSDP,16,163,*,11.2443,-150.292,5320,,173.906662,0.036664393,16-163-*,,,252,
2143,DSDP,16,163,*,11.2443,-150.292,5320,,173.906662,0.036664393,16-163-*,,,253,
960,DSDP,17,164,*,13.2017,-161.5167,5485,,177.305954,0.034941636,17-164-*,,,254,
2288,DSDP,17,165,*,8.1783,-164.86,5053,1,187.237793,0.041940421,17-165-*,http://deepseadrilling.org/cores/leg017/165.1R.PDF,165.1R.PDF,255,0
2453,DSDP,17,165,*,8.1783,-164.86,5053,1,187.237793,0.041940421,17-165-*,http://deepseadrilling.org/cores/leg017/165.1R.PDF,165.1R.PDF,256,0
319,DSDP,17,166,*,3.7617,-175.08,4962,,190.6260071,0.038445801,17-166-*,,,257,
1867,DSDP,17,166,*,3.7617,-175.08,4962,,190.6260071,0.038445801,17-166-*,,,258,
2,DSDP,17,167,*,7.0683,-176.825,3176,,134.0792084,0.036770105,17-167-*,http://deepseadrilling.org/cores/leg017/167.1R.PDF,167.1R.PDF,259,0
1097,DSDP,17,168,*,10.7033,173.5983,5430,,188.4841156,0.033959337,17-168-*,,,260,
1311,DSDP,17,169,*,10.67,173.55,5415,,188.4841156,0.033959337,17-169-*,,,261,
469,DSDP,17,170,*,11.8,177.6167,5792,,,0.03569936,17-170-*,,,262,
312,DSDP,17,171,*,19.1317,-169.46,2295,,108.234436,0.04559483,17-171-*,,,263,
3519,DSDP,18,172,*,31.5372,-133.3727,4768,0,154.0170135,0.028346013,18-172-*,http://deepseadrilling.org/cores/leg018/172.1R.PDF,172.1R.PDF,264,0
797,DSDP,18,172,*,31.5372,-133.3727,4768,0,154.0170135,0.028346013,18-172-*,http://deepseadrilling.org/cores/leg018/172.1R.PDF,172.1R.PDF,265,0
383,DSDP,18,173,*,39.9618,-125.452,2927,6,104.6662369,0.045652077,18-173-*,http://deepseadrilling.org/cores/leg018/173.1R.PDF,173.1R.PDF,266,0
2258,DSDP,18,174,*,44.8897,-126.3467,2815,7.9,91.49204254,0.047259681,18-174-*,http://deepseadrilling.org/cores/leg018/174.1R.PDF,174.1R.PDF,267,9
1492,DSDP,18,174,*,44.8897,-126.3467,2815,7.9,91.49204254,0.047259681,18-174-*,http://deepseadrilling.org/cores/leg018/174.1R.PDF,174.1R.PDF,268,9
1193,DSDP,18,175,*,44.8367,-125.2417,1999,5.3,63.29179001,0.050248571,18-175-*,,,269,
718,DSDP,18,176,*,45.9333,-124.6167,193,7.8,138.3837738,0.054015204,18-176-*,http://deepseadrilling.org/cores/leg018/176.1R.PDF,176.1R.PDF,270,0
2057,DSDP,18,177,*,50.4697,-130.205,2006,9.5,64.20662689,0.047785114,18-177-*,http://deepseadrilling.org/cores/leg018/177.1R.PDF,177.1R.PDF,271,6
2271,DSDP,18,177,*,50.4697,-130.205,2006,9.5,64.20662689,0.047785114,18-177-*,http://deepseadrilling.org/cores/leg018/177.1R.PDF,177.1R.PDF,272,0
1992,DSDP,18,178,*,56.9563,-147.131,4218,1.4,146.6903381,0.069094814,18-178-*,http://deepseadrilling.org/cores/leg018/178.1R.PDF,178.1R.PDF,273,0
606,DSDP,18,179,*,56.409,-145.9887,3781,3.3,141.3732605,0.056976516,18-179-*,http://deepseadrilling.org/cores/leg018/179.1R.PDF,179.1R.PDF,274,0
3774,DSDP,18,180,*,57.3627,-147.8562,4923,1.9,154.0670471,0.082062244,18-180-*,http://deepseadrilling.org/cores/leg018/180.1R.PDF,180.1R.PDF,275,0
1028,DSDP,18,181,*,57.4383,-148.4647,3086,1.2,116.1152039,0.087368526,18-181-*,http://deepseadrilling.org/cores/leg018/181.1R.PDF,181.1R.PDF,276,0
2964,DSDP,18,182,*,57.8827,-148.7165,1419,4.4,34.99375153,0.097971901,18-182-*,http://deepseadrilling.org/cores/leg018/182.1R.PDF,182.1R.PDF,277,0
3574,DSDP,18,182,*,57.8827,-148.7165,1419,4.4,34.99375153,0.097971901,18-182-*,http://deepseadrilling.org/cores/leg018/182.1R.PDF,182.1R.PDF,278,0
3252,DSDP,19,183,*,52.5717,-161.2055,4708,1,148.7010803,0.084991865,19-183-*,http://deepseadrilling.org/cores/leg019/183.1R.PDF,183.1R.PDF,279,0
6,DSDP,19,184,*,53.7107,-170.9232,1910,2.4,58.16250229,0.102893874,19-184-*,http://deepseadrilling.org/cores/leg019/184.1R.PDF,184.1R.PDF,280,0
1329,DSDP,19,184,*,53.7107,-170.9232,1910,2.4,58.16250229,0.102893874,19-184-*,http://deepseadrilling.org/cores/leg019/184.1R.PDF,184.1R.PDF,281,0
2541,DSDP,19,185,*,54.4288,-169.2432,2110,1.1,71.27171326,0.105803676,19-185-*,http://deepseadrilling.org/cores/leg019/185.1R.PDF,185.1R.PDF,282,0
1036,DSDP,19,186,*,51.1302,-174.0057,4522,3.9,154.418457,0.07605058,19-186-*,http://deepseadrilling.org/cores/leg019/186.1R.PDF,186.1R.PDF,283,5
2882,DSDP,19,187,*,51.11,-173.9533,4567,,154.418457,0.075241268,19-187-*,,,284,
3274,DSDP,19,188,*,53.7535,178.6593,2649,10.7,85.47216034,0.075818807,19-188-*,http://deepseadrilling.org/cores/leg019/188.1R.PDF,188.1R.PDF,285,9
305,DSDP,19,189,*,54.0357,170.223,3437,4.5,118.301918,0.061836954,19-189-*,http://deepseadrilling.org/cores/leg019/189.1R.PDF,189.1R.PDF,286,0
3387,DSDP,19,190,*,55.5592,171.6403,3875,0.4,113.482811,0.061639372,19-190-*,http://deepseadrilling.org/cores/leg019/190.1R.PDF,190.1R.PDF,287,8
1990,DSDP,19,191,*,56.945,168.1787,3854,,121.092598,0.065575607,19-191-*,,,288,
3806,DSDP,19,191,*,56.945,168.1787,3854,,121.092598,0.065575607,19-191-*,,,289,
1883,DSDP,19,191,*,56.945,168.1787,3854,,121.092598,0.065575607,19-191-*,,,290,
1286,DSDP,19,192,*,53.0095,164.7135,3014,7.7,125.9548492,0.061261892,19-192-*,http://deepseadrilling.org/cores/leg019/192.1R.PDF,192.1R.PDF,291,9
2785,DSDP,19,192,*,53.0095,164.7135,3014,7.7,125.9548492,0.061261892,19-192-*,http://deepseadrilling.org/cores/leg019/192.1R.PDF,192.1R.PDF,292,9
2856,DSDP,19,193,*,45.8033,155.8712,4811,,158.85495,0.060941473,19-193-*,,,293,
2988,DSDP,20,194,*,33.978,148.8107,5754,,,0.042541683,20-194-*,,,294,
1319,DSDP,20,195,*,32.7733,146.9788,5968,,,0.044082541,20-195-*,,,295,
117,DSDP,20,195,*,32.7733,146.9788,5968,,,0.044082541,20-195-*,,,296,
1479,DSDP,20,195,*,32.7733,146.9788,5968,,,0.044082541,20-195-*,,,297,
1275,DSDP,20,196,*,30.1162,148.5748,6194,,,0.039666578,20-196-*,,,298,
747,DSDP,20,197,*,30.2907,147.6743,6153,,,0.040309366,20-197-*,,,299,
2707,DSDP,20,198,*,25.8257,154.5842,5848,,,0.039145105,20-198-*,,,300,
816,DSDP,20,199,*,13.513,156.1723,6100,,,0.042854186,20-199-*,,,301,
3388,DSDP,20,200,*,12.8367,156.7827,1479,91.8,87.27523804,0.043325298,20-200-*,http://deepseadrilling.org/cores/leg020/200.1R.PDF,200.1R.PDF,302,0
2087,DSDP,20,200,*,12.8367,156.7827,1479,91.8,87.27523804,0.043325298,20-200-*,http://deepseadrilling.org/cores/leg020/200.1R.PDF,200.1R.PDF,303,0
1117,DSDP,20,202,*,12.815,156.9525,1515,,88.73745728,0.043102868,20-202-*,,,304,
2770,DSDP,21,203,*,-22.1537,-177.5462,2720,62.7,153.5027008,0.042116057,21-203-*,http://deepseadrilling.org/cores/leg021/203.1R.PDF,203.1R.PDF,305,0
2901,DSDP,21,204,*,-24.9545,-174.1115,5354,0.3,205.7207489,0.050505914,21-204-*,http://deepseadrilling.org/cores/leg021/204.1R.PDF,204.1R.PDF,306,0
1438,DSDP,21,204,*,-24.9545,-174.1115,5354,0.3,205.7207489,0.050505914,21-204-*,http://deepseadrilling.org/cores/leg021/204.1R.PDF,204.1R.PDF,307,0
1988,DSDP,21,205,*,-25.5165,177.8992,4320,,156.2703094,0.033404734,21-205-*,,,308,
2218,DSDP,21,206,*,-32.0125,165.4525,3196,89.6,164.0697479,0.04225583,21-206-*,http://deepseadrilling.org/cores/leg021/206.1R.PDF,206.1R.PDF,309,0
530,DSDP,21,206,*,-32.0125,165.4525,3196,89.6,164.0697479,0.04225583,21-206-*,http://deepseadrilling.org/cores/leg021/206.1R.PDF,206.1R.PDF,310,8
1501,DSDP,21,206,*,-32.0125,165.4525,3196,89.6,164.0697479,0.04225583,21-206-*,http://deepseadrilling.org/cores/leg021/206.1R.PDF,206.1R.PDF,311,0
3246,DSDP,21,206,*,-32.0125,165.4525,3196,89.6,164.0697479,0.04225583,21-206-*,http://deepseadrilling.org/cores/leg021/206.1R.PDF,206.1R.PDF,312,0
1388,DSDP,21,207,*,-36.9625,165.4343,1389,95.1,161.0922546,0.050605223,21-207-*,http://deepseadrilling.org/cores/leg021/207.1R.PDF,207.1R.PDF,313,0
2579,DSDP,21,207,*,-36.9625,165.4343,1389,95.1,161.0922546,0.050605223,21-207-*,http://deepseadrilling.org/cores/leg021/207.1R.PDF,207.1R.PDF,314,8
408,DSDP,21,208,*,-26.1102,161.2212,1545,93.9,151.5491028,0.048900206,21-208-*,http://deepseadrilling.org/cores/leg021/208.1R.PDF,208.1R.PDF,315,0
113,DSDP,21,209,*,-15.9365,152.1878,1428,87.8,142.3742676,0.05922246,21-209-*,http://deepseadrilling.org/cores/leg021/209.1R.PDF,209.1R.PDF,316,0
646,DSDP,21,209,*,-15.9365,152.1878,1428,87.8,142.3742676,0.05922246,21-209-*,http://deepseadrilling.org/cores/leg021/209.1R.PDF,209.1R.PDF,317,0
513,DSDP,21,210,*,-13.7665,152.8963,4643,4.8,182.8501129,0.052899037,21-210-*,http://deepseadrilling.org/cores/leg021/210.1R.PDF,210.1R.PDF,318,9
1259,DSDP,22,211,*,-9.7755,102.6992,5518,0.7,194.4064941,0.034093775,22-211-*,http://deepseadrilling.org/cores/leg022/211.1R.PDF,211.1R.PDF,319,0
349,DSDP,22,212,*,-19.189,99.2973,6233,86.6,,0.026601994,22-212-*,http://deepseadrilling.org/cores/leg022/212.1R.PDF,212.1R.PDF,320,0
938,DSDP,22,213,*,-10.2118,93.8962,5601,,,0.028466864,22-213-*,http://deepseadrilling.org/cores/leg022/213.1R.PDF,213.1R.PDF,321,0
2186,DSDP,22,213,*,-10.2118,93.8962,5601,,,0.028466864,22-213-*,http://deepseadrilling.org/cores/leg022/213.1R.PDF,213.1R.PDF,322,0
3467,DSDP,22,214,*,-11.3368,88.718,1655,91.6,123.5493622,0.037883598,22-214-*,http://deepseadrilling.org/cores/leg022/214.1R.PDF,214.1R.PDF,323,0
2620,DSDP,22,215,*,-8.1217,86.7917,5309,,187.777832,0.029025277,22-215-*,http://deepseadrilling.org/cores/leg022/215.1R.PDF,215.1R.PDF,324,0
2123,DSDP,22,216,*,1.4622,90.208,2237,87.7,137.563797,0.03908924,22-216-*,http://deepseadrilling.org/cores/leg022/216.1R.PDF,216.1R.PDF,325,0
2795,DSDP,22,216,*,1.4622,90.208,2237,87.7,137.563797,0.03908924,22-216-*,http://deepseadrilling.org/cores/leg022/216.1R.PDF,216.1R.PDF,326,0
1018,DSDP,22,217,*,8.9262,90.5388,3010,52.2,153.5238647,0.049853168,22-217-*,http://deepseadrilling.org/cores/leg022/217.1R.PDF,217.1R.PDF,327,9
1133,DSDP,22,217,*,8.9262,90.5388,3010,52.2,153.5238647,0.049853168,22-217-*,http://deepseadrilling.org/cores/leg022/217.1R.PDF,217.1R.PDF,328,0
128,DSDP,22,218,*,8.007,86.2828,3749,,159.9682159,0.057383519,22-218-*,http://deepseadrilling.org/cores/leg022/218.1R.PDF,218.1R.PDF,329,0
2665,DSDP,23,219,*,9.0292,72.8778,1764,68.2,100.4517212,0.050299164,23-219-*,http://deepseadrilling.org/cores/leg023/219.1R.PDF,219.1R.PDF,330,0
871,DSDP,23,219,*,9.0292,72.8778,1764,68.2,100.4517212,0.050299164,23-219-*,http://deepseadrilling.org/cores/leg023/219.1R.PDF,219.1R.PDF,331,0
843,DSDP,23,220,*,6.5162,70.9837,4036,51.8,157.7934418,0.039929468,23-220-*,http://deepseadrilling.org/cores/leg023/220.1R.PDF,220.1R.PDF,332,0
2456,DSDP,23,221,*,7.9697,68.4062,4650,,162.3321991,0.036578279,23-221-*,,,333,
3086,DSDP,23,222,*,20.0915,61.5093,3546,47.4,132.3867188,0.064847015,23-222-*,http://deepseadrilling.org/cores/leg023/222.1R.PDF,222.1R.PDF,334,0
2390,DSDP,23,223,*,18.7497,60.1297,3633,61,136.4693756,0.070132218,23-223-*,http://deepseadrilling.org/cores/leg023/223.1R.PDF,223.1R.PDF,335,0
2843,DSDP,23,224,*,16.5418,59.7017,2500,,109.696106,0.058386404,23-224-*,,,336,
1139,DSDP,23,225,*,21.3097,38.2518,1228,66.8,,0.236190259,23-225-*,http://deepseadrilling.org/cores/leg023/225.1R.PDF,225.1R.PDF,337,0
3430,DSDP,23,226,*,21.3418,38.0822,2169,,,0.235529661,23-226-*,,,338,
2975,DSDP,23,227,*,21.331,38.1328,1795,,,0.235838145,23-227-*,http://deepseadrilling.org/cores/leg023/227.1R.PDF,227.1R.PDF,339,0
2077,DSDP,23,228,*,19.086,39.0033,1038,8,92.46005249,0.23136203,23-228-*,http://deepseadrilling.org/cores/leg023/228.1R.PDF,228.1R.PDF,340,0
785,DSDP,23,229,*,14.7682,42.1912,852,44,73.89641571,0.276231974,23-229-*,http://deepseadrilling.org/cores/leg023/229.1R.PDF,229.1R.PDF,341,9
455,DSDP,23,229,*,14.7682,42.1912,852,44,73.89641571,0.276231974,23-229-*,http://deepseadrilling.org/cores/leg023/229.1R.PDF,229.1R.PDF,342,9
556,DSDP,23,230,*,15.3167,41.8342,832,79.9,73.73052979,0.273041576,23-230-*,http://deepseadrilling.org/cores/leg023/230.1R.PDF,230.1R.PDF,343,6
3679,DSDP,24,231,*,11.8902,48.2452,2152,,94.27129364,0.068006754,24-231-*,http://deepseadrilling.org/cores/leg024/231.1R.PDF,231.1R.PDF,344,9
2540,DSDP,24,232,*,14.4822,51.9145,1743,62.2,74.15673065,0.061963934,24-232-*,http://deepseadrilling.org/cores/leg024/232.1R.PDF,232.1R.PDF,345,0
1869,DSDP,24,232,*,14.4822,51.9145,1743,62.2,74.15673065,0.061963934,24-232-*,http://deepseadrilling.org/cores/leg024/232.1R.PDF,232.1R.PDF,346,0
1577,DSDP,24,233,*,14.328,52.1352,1839,,79.66156006,0.059876472,24-233-*,http://deepseadrilling.org/cores/leg024/233.1R.PDF,233.1R.PDF,347,0
2539,DSDP,24,233,*,14.328,52.1352,1839,,79.66156006,0.059876472,24-233-*,http://deepseadrilling.org/cores/leg024/233.1R.PDF,233.1R.PDF,348,0
2386,DSDP,24,234,*,4.4827,51.2247,4721,45.1,187.0192108,0.056194641,24-234-*,http://deepseadrilling.org/cores/leg024/234.1R.PDF,234.1R.PDF,349,0
2176,DSDP,24,234,*,4.4827,51.2247,4721,45.1,187.0192108,0.056194641,24-234-*,http://deepseadrilling.org/cores/leg024/234.1R.PDF,234.1R.PDF,350,0
1246,DSDP,24,235,*,3.2343,52.694,5130,55,190.2587891,0.04930548,24-235-*,http://deepseadrilling.org/cores/leg024/235.1R.PDF,235.1R.PDF,351,0
2088,DSDP,24,236,*,-1.677,57.6475,4487,,183.4220886,0.042895496,24-236-*,http://deepseadrilling.org/cores/leg024/236.1R.PDF,236.1R.PDF,352,0
721,DSDP,24,237,*,-7.0832,58.1247,1623,,119.6819382,0.049608339,24-237-*,http://deepseadrilling.org/cores/leg024/237.1R.PDF,237.1R.PDF,353,0
1062,DSDP,24,238,*,-11.1535,70.526,2832,91.4,172.5232544,0.041417908,24-238-*,http://deepseadrilling.org/cores/leg024/238.1R.PDF,238.1R.PDF,354,0
1160,DSDP,25,239,*,-21.2945,51.6788,4971,90.7,206.552536,0.033259835,25-239-*,http://deepseadrilling.org/cores/leg025/239.1R.PDF,239.1R.PDF,355,9
1155,DSDP,25,240,*,-3.4873,50.0537,5082,23.8,192.1518402,0.043840427,25-240-*,http://deepseadrilling.org/cores/leg025/240.1R.PDF,240.1R.PDF,356,0
2017,DSDP,25,240,*,-3.4873,50.0537,5082,23.8,192.1518402,0.043840427,25-240-*,http://deepseadrilling.org/cores/leg025/240.1R.PDF,240.1R.PDF,357,0
2211,DSDP,25,241,*,-2.3707,44.6795,4054,56.7,179.6457825,0.058263279,25-241-*,http://deepseadrilling.org/cores/leg025/241.1R.PDF,241.1R.PDF,358,0
1999,DSDP,25,242,*,-15.8442,41.8205,2275,64.3,164.1754608,0.053336151,25-242-*,http://deepseadrilling.org/cores/leg025/242.1R.PDF,242.1R.PDF,359,0
1552,DSDP,25,243,*,-22.9082,41.3998,3879,,208.3623657,0.05358291,25-243-*,,,360,
1785,DSDP,25,244,*,-22.9312,41.433,3768,,214.3860626,0.05358291,25-244-*,,,361,
1171,DSDP,25,245,*,-31.5337,52.3018,4857,,208.1506653,0.030436169,25-245-*,,,362,
2139,DSDP,25,245,*,-31.5337,52.3018,4857,,208.1506653,0.030436169,25-245-*,,,363,
1281,DSDP,25,246,*,-33.6202,45.1595,1030,,203.8907318,0.039068341,25-246-*,,,364,
1339,DSDP,25,247,*,-33.6255,45.0113,944,,206.7810974,0.038668532,25-247-*,,,365,
3386,DSDP,25,248,*,-29.5297,37.4747,4994,,222.0189209,0.044422757,25-248-*,,,366,
981,DSDP,25,249,*,-29.9498,36.077,2098,89.3,178.5596161,0.046171151,25-249-*,http://deepseadrilling.org/cores/leg025/249.1R.PDF,249.1R.PDF,367,0
1800,DSDP,26,250,*,-33.4623,39.3692,5119,22.6,223.1376648,0.035126667,26-250-*,http://deepseadrilling.org/cores/leg026/250.1R.PDF,250.1R.PDF,368,0
2404,DSDP,26,250,*,-33.4623,39.3692,5119,22.6,223.1376648,0.035126667,26-250-*,http://deepseadrilling.org/cores/leg026/250.1R.PDF,250.1R.PDF,369,0
2174,DSDP,26,251,*,-36.5042,49.4858,3499,87,205.5956573,0.042869985,26-251-*,http://deepseadrilling.org/cores/leg026/251.1R.pdf,251.1R.pdf,370,0
520,DSDP,26,251,*,-36.5042,49.4858,3499,87,205.5956573,0.042869985,26-251-*,http://deepseadrilling.org/cores/leg026/251.1R.pdf,251.1R.pdf,371,0
3296,DSDP,26,252,*,-37.0407,59.2388,5032,2,222.89328,0.037314441,26-252-*,http://deepseadrilling.org/cores/leg026/252.2R.PDF,252.2R.PDF,372,0
3650,DSDP,26,253,*,-24.8775,87.3662,1962,94.6,154.0800323,0.029768219,26-253-*,http://deepseadrilling.org/cores/leg026/253.1R.PDF,253.1R.PDF,373,0
850,DSDP,26,254,*,-30.9692,87.8953,1253,89.6,161.4134827,0.029441154,26-254-*,http://deepseadrilling.org/cores/leg026/254.1R.PDF,254.1R.PDF,374,0
2183,DSDP,26,255,*,-31.1312,93.7287,1144,,173.5213013,0.031405643,26-255-*,,,375,
1124,DSDP,26,256,*,-23.4558,100.7743,5361,0,205.5426941,0.029570742,26-256-*,http://deepseadrilling.org/cores/leg026/256.1R.PDF,256.1R.PDF,376,0
56,DSDP,26,257,*,-30.986,108.3498,5278,0,208.9775085,0.029882889,26-257-*,http://deepseadrilling.org/cores/leg026/257.1R.PDF,257.1R.PDF,377,0
1023,DSDP,26,258,*,-33.7948,112.4737,2793,86.1,181.5776367,0.045568869,26-258-*,http://deepseadrilling.org/cores/leg026/258.1R.PDF,258.1R.PDF,378,0
2757,DSDP,26,258,*,-33.7948,112.4737,2793,86.1,181.5776367,0.045568869,26-258-*,http://deepseadrilling.org/cores/leg026/258.1R.PDF,258.1R.PDF,379,0
694,DSDP,26,258,*,-33.7948,112.4737,2793,86.1,181.5776367,0.045568869,26-258-*,http://deepseadrilling.org/cores/leg026/258.1R.PDF,258.1R.PDF,380,0
3659,DSDP,27,259,*,-29.6175,112.6963,4696,77.4,199.452179,0.048249274,27-259-*,http://deepseadrilling.org/cores/leg027/259.1R.PDF,259.1R.PDF,381,0
743,DSDP,27,260,*,-16.1445,110.2987,5702,65.1,,0.037134454,27-260-*,http://deepseadrilling.org/cores/leg027/260.1R.PDF,260.1R.PDF,382,0
1022,DSDP,27,261,*,-12.9472,117.8927,5667,,,0.047984526,27-261-*,,,383,
1830,DSDP,27,262,*,-10.8698,123.8463,2298,47.4,93.87289429,0.115903638,27-262-*,http://deepseadrilling.org/cores/leg027/262.1R.PDF,262.1R.PDF,384,0
1395,DSDP,27,263,*,-23.3238,110.9635,5048,52.9,194.7459869,0.052476287,27-263-*,http://deepseadrilling.org/cores/leg027/263.1R.PDF,263.1R.PDF,385,0
1064,DSDP,28,264,*,-34.9688,112.0447,2876,94.6,189.6583557,0.038365752,28-264-*,http://deepseadrilling.org/cores/leg028/264.1R.PDF,264.1R.PDF,386,0
1821,DSDP,28,264,*,-34.9688,112.0447,2876,94.6,189.6583557,0.038365752,28-264-*,http://deepseadrilling.org/cores/leg028/264.1R.PDF,264.1R.PDF,387,0
1608,DSDP,28,265,*,-53.5408,109.9457,3581,1.7,229.023941,0.055181298,28-265-*,http://deepseadrilling.org/cores/leg028/265.1R.PDF,265.1R.PDF,388,7
3266,DSDP,28,266,*,-56.4022,110.1117,4167,0.5,234.5926208,0.049217086,28-266-*,http://deepseadrilling.org/cores/leg028/266.1R.PDF,266.1R.PDF,389,0
798,DSDP,28,267,*,-59.2623,104.4883,4522,0.6,243.5737457,0.043161049,28-267-*,http://deepseadrilling.org/cores/leg028/267.1R.PDF,267.1R.PDF,390,0
