Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),BWO Glodap,BWO WOA,BWO Seiter,MAR Restreppo,SR Dutkiewicz,Productivity Lee,CaCO3 Archer,OC Lee,ProvCode,Holocene CaCO3 (%),LGM CaCO3 (%),Holocene-LGM CaCO3 (%),Code,Image Link,Filename
DSDP,2,12,*,19.6955,-26.0005,4557.0,244.7876796722412,245.03236389160156,246.875,0.0011521692624437059,1.0454624891281128,288.3960266113281,67.1725,0.2908986806869507,NATR,61.15384615384615,49.76923076923077,11.384615384615387,2-12-*,,
DSDP,3,13,*,6.04,-18.2285,4585.0,243.18199634552002,244.2767791748047,242.125,0.001218515132284165,1.8768832683563232,334.46533203125,27.557499999999997,0.5905801057815552,ETRA,66.8125,42.0,24.8125,3-13-*,http://deepseadrilling.org/cores/leg003/13.1R.PDF,13.1R.PDF
DSDP,3,13,*,6.04,-18.2285,4585.0,243.18199634552002,244.2767791748047,242.125,0.001218515132284165,1.8768832683563232,334.46533203125,27.557499999999997,0.5905801057815552,ETRA,66.8125,42.0,24.8125,3-13-*,http://deepseadrilling.org/cores/leg003/13.1R.PDF,13.1R.PDF
DSDP,3,14,*,-28.3315,-20.941,4343.0,251.37259006500244,228.77194213867188,230.6875,0.0003642405173615242,0.2938086986541748,172.93130493164062,78.065,0.2972792387008667,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-14-*,http://deepseadrilling.org/cores/leg003/14.1R.PDF,14.1R.PDF
DSDP,3,15,*,-30.8897,-17.9832,3927.0,244.72496891021729,235.71121215820312,245.375,0.0005104982088436602,0.5243052840232849,181.9329833984375,89.4775,0.30261167883872986,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-15-*,http://deepseadrilling.org/cores/leg003/15.1R.PDF,15.1R.PDF
DSDP,3,16,*,-30.3358,-15.7132,3527.0,243.20199966430664,241.73338317871094,245.5625,0.0007136446395284235,0.9922720193862915,180.1869354248047,90.8925,0.27449336647987366,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-16-*,http://deepseadrilling.org/cores/leg003/16.1R.PDF,16.1R.PDF
DSDP,3,17,*,-28.0457,-6.6025,4265.0,241.23600482940674,232.59361267089844,235.25,0.0004174844248748605,0.35591256618499756,173.4777374267578,91.2675,0.272087424993515,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-17-*,http://deepseadrilling.org/cores/leg003/17.1R.PDF,17.1R.PDF
DSDP,3,17,*,-28.0457,-6.6025,4265.0,241.23600482940674,232.59361267089844,235.25,0.0004174844248748605,0.35591256618499756,173.4777374267578,91.2675,0.272087424993515,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-17-*,http://deepseadrilling.org/cores/leg003/17.1R.PDF,17.1R.PDF
DSDP,3,17,*,-28.0457,-6.6025,4265.0,241.23600482940674,232.59361267089844,235.25,0.0004174844248748605,0.35591256618499756,173.4777374267578,91.2675,0.272087424993515,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-17-*,http://deepseadrilling.org/cores/leg003/17.1R.PDF,17.1R.PDF
DSDP,3,18,*,-27.9787,-8.0117,4018.0,240.72636318206787,233.6568145751953,235.9375,0.0004451272993104491,0.45142459869384766,164.46141052246094,90.5025,0.26935723423957825,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-18-*,http://deepseadrilling.org/cores/leg003/18.1R.PDF,18.1R.PDF
DSDP,3,19,*,-28.5347,-23.6772,4677.0,250.22432708740234,226.99586486816406,228.1875,0.0003675379033719236,0.2584031820297241,178.48910522460938,42.905,0.32707300782203674,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-19-*,http://deepseadrilling.org/cores/leg003/19.1R.PDF,19.1R.PDF
DSDP,3,20,*,-28.5262,-26.843,4500.0,249.29545211791992,225.5284423828125,228.625,0.00041049958391539633,0.20471073687076569,204.811767578125,32.4425,0.3588964641094208,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-20-*,,
DSDP,3,20,*,-28.5262,-26.843,4500.0,249.29545211791992,225.5284423828125,228.625,0.00041049958391539633,0.20471073687076569,204.811767578125,32.4425,0.3588964641094208,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-20-*,,
DSDP,3,20,*,-28.5262,-26.843,4500.0,249.29545211791992,225.5284423828125,228.625,0.00041049958391539633,0.20471073687076569,204.811767578125,32.4425,0.3588964641094208,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-20-*,,
DSDP,3,20,*,-28.5262,-26.843,4500.0,249.29545211791992,225.5284423828125,228.625,0.00041049958391539633,0.20471073687076569,204.811767578125,32.4425,0.3588964641094208,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-20-*,,
DSDP,3,21,*,-28.585,-30.5975,2113.0,246.87338256835938,233.82513427734375,232.4375,0.000560955676180491,0.21939407289028168,216.40284729003906,43.46,0.43326935172080994,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-21-*,,
DSDP,3,21,*,-28.585,-30.5975,2113.0,246.87338256835938,233.82513427734375,232.4375,0.000560955676180491,0.21939407289028168,216.40284729003906,43.46,0.43326935172080994,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-21-*,,
DSDP,3,22,*,-30.0052,-35.25,2134.0,240.0144100189209,233.73760986328125,218.75,0.0005715510726904776,0.8828005790710449,283.92340087890625,34.2,0.40660232305526733,SATL,69.08333333333333,58.083333333333336,10.999999999999993,3-22-*,http://deepseadrilling.org/cores/leg003/22.1R.PDF,22.1R.PDF
DSDP,4,23,*,-6.1458,-31.0433,5079.0,257.9261531829834,223.3236541748047,226.5625,0.0006069758547025985,1.3491754531860352,143.2307891845703,11.45,0.3544846475124359,SATL,69.08333333333333,58.083333333333336,10.999999999999993,4-23-*,http://deepseadrilling.org/cores/leg004/23.1R.PDF,23.1R.PDF
DSDP,4,24,*,-6.2717,-30.8922,5148.0,257.9261531829834,223.51390075683594,223.8125,0.0005532462658961036,1.2410823106765747,148.7428741455078,7.8825,0.36505842208862305,SATL,69.08333333333333,58.083333333333336,10.999999999999993,4-24-*,,
DSDP,4,24,*,-6.2717,-30.8922,5148.0,257.9261531829834,223.51390075683594,223.8125,0.0005532462658961036,1.2410823106765747,148.7428741455078,7.8825,0.36505842208862305,SATL,69.08333333333333,58.083333333333336,10.999999999999993,4-24-*,,
DSDP,4,25,*,-0.5167,-39.24,1916.0,254.27142143249512,257.8570861816406,229.6875,0.0018674902977581502,1.826634168624878,257.1156005859375,48.910000000000004,0.4213777184486389,WTRA,65.04761904761905,46.95238095238095,18.095238095238102,4-25-*,http://deepseadrilling.org/cores/leg004/25.1R.PDF,25.1R.PDF
DSDP,4,25,*,-0.5167,-39.24,1916.0,254.27142143249512,257.8570861816406,229.6875,0.0018674902977581502,1.826634168624878,257.1156005859375,48.910000000000004,0.4213777184486389,WTRA,65.04761904761905,46.95238095238095,18.095238095238102,4-25-*,http://deepseadrilling.org/cores/leg004/25.1R.PDF,25.1R.PDF
DSDP,4,26,*,10.8925,-44.0428,5169.0,255.6626319885254,241.48095703125,245.9375,0.000993859385987103,2.398127317428589,260.31951904296875,31.025,0.2891163229942322,NATR,61.15384615384615,49.76923076923077,11.384615384615387,4-26-*,,
DSDP,4,26,*,10.8925,-44.0428,5169.0,255.6626319885254,241.48095703125,245.9375,0.000993859385987103,2.398127317428589,260.31951904296875,31.025,0.2891163229942322,NATR,61.15384615384615,49.76923076923077,11.384615384615387,4-26-*,,
DSDP,4,27,*,15.8565,-56.8793,5251.0,264.86794090270996,248.44125366210938,251.9375,0.0017547943090069405,1.7341101169586182,547.5125732421875,13.3,0.4903774857521057,NATR,61.15384615384615,49.76923076923077,11.384615384615387,4-27-*,,
DSDP,4,27,*,15.8565,-56.8793,5251.0,264.86794090270996,248.44125366210938,251.9375,0.0017547943090069405,1.7341101169586182,547.5125732421875,13.3,0.4903774857521057,NATR,61.15384615384615,49.76923076923077,11.384615384615387,4-27-*,,
DSDP,4,28,*,20.5865,-65.6222,5251.0,268.7351322174072,253.1668701171875,249.53846740722656,0.0016390671577597767,0.527931272983551,163.51983642578125,12.07,0.32839110493659973,NATR,61.15384615384615,49.76923076923077,11.384615384615387,4-28-*,,
DSDP,4,29,*,14.7852,-69.3227,4247.0,219.17018604278564,220.0762176513672,,0.0018602366858776346,0.7175775170326233,380.06134033203125,41.3425,0.9735878705978394,CARB,60.0,50.111111111111114,9.888888888888886,4-29-*,http://deepseadrilling.org/cores/leg004/29.1R.PDF,29.1R.PDF
DSDP,4,29,*,14.7852,-69.3227,4247.0,219.17018604278564,220.0762176513672,,0.0018602366858776346,0.7175775170326233,380.06134033203125,41.3425,0.9735878705978394,CARB,60.0,50.111111111111114,9.888888888888886,4-29-*,http://deepseadrilling.org/cores/leg004/29.1R.PDF,29.1R.PDF
DSDP,4,29,*,14.7852,-69.3227,4247.0,219.17018604278564,220.0762176513672,,0.0018602366858776346,0.7175775170326233,380.06134033203125,41.3425,0.9735878705978394,CARB,60.0,50.111111111111114,9.888888888888886,4-29-*,http://deepseadrilling.org/cores/leg004/29.1R.PDF,29.1R.PDF
DSDP,4,29,*,14.7852,-69.3227,4247.0,219.17018604278564,220.0762176513672,,0.0018602366858776346,0.7175775170326233,380.06134033203125,41.3425,0.9735878705978394,CARB,60.0,50.111111111111114,9.888888888888886,4-29-*,http://deepseadrilling.org/cores/leg004/29.1R.PDF,29.1R.PDF
DSDP,4,30,*,12.882,-63.3833,1218.0,227.11119842529297,204.1815185546875,207.39999389648438,0.0020876998238965067,1.8526971340179443,1089.468994140625,28.86,1.697785496711731,CARB,60.0,50.111111111111114,9.888888888888886,4-30-*,,
DSDP,4,31,*,14.9433,-72.0272,3369.0,217.6368153889974,217.22584533691406,,0.0017070918515913846,0.7571026086807251,313.3685607910156,52.8625,0.7964133024215698,CARB,60.0,50.111111111111114,9.888888888888886,4-31-*,http://deepseadrilling.org/cores/leg004/31.1R.PDF,31.1R.PDF
DSDP,5,32,*,37.1272,-127.5563,4758.0,290.36326026916504,150.88572692871094,130.5625,0.00026326665239346245,1.0966296195983887,622.6430053710938,0.8225,0.7199265956878662,CCAL,0.2222222222222222,15.0,-14.777777777777779,5-32-*,http://deepseadrilling.org/cores/leg005/32.1R.PDF,32.1R.PDF
DSDP,5,33,*,39.4747,-127.4968,4284.0,286.1300163269043,141.9080810546875,115.8125,0.0005980043062518866,4.330684661865234,729.6407470703125,1.145,0.825698733329773,CCAL,0.2222222222222222,15.0,-14.777777777777779,5-33-*,http://deepseadrilling.org/cores/leg005/33.1R.PDF,33.1R.PDF
DSDP,5,34,*,39.4702,-127.2757,4322.0,286.1300163269043,143.2296905517578,115.8125,0.0006347242995034718,5.216670036315918,729.6407470703125,1.145,0.8914056420326233,CCAL,0.2222222222222222,15.0,-14.777777777777779,5-34-*,,
DSDP,5,35,*,40.6737,-127.4747,3273.0,283.93297004699707,116.94725036621094,109.625,0.0006964226029504763,10.360051155090332,770.068603515625,4.79,1.2253031730651855,CCAL,0.2222222222222222,15.0,-14.777777777777779,5-35-*,http://deepseadrilling.org/cores/leg005/35.1R.PDF,35.1R.PDF
DSDP,5,36,*,40.9847,-130.1097,3273.0,295.31422424316406,115.98063659667969,125.4375,0.00046502537757647967,2.1581788063049316,463.9610290527344,1.6475,0.748454749584198,CCAL,0.2222222222222222,15.0,-14.777777777777779,5-36-*,http://deepseadrilling.org/cores/leg005/36.1R.PDF,36.1R.PDF
DSDP,5,37,*,40.979,-140.7185,4682.0,284.51656913757324,147.040771484375,146.8125,0.0003358264825248148,0.3690398335456848,435.0267639160156,0.7175,0.3020627200603485,NPPF,1.5555555555555556,11.1,-9.544444444444444,5-37-*,http://deepseadrilling.org/cores/leg005/37.1R.PDF,37.1R.PDF
DSDP,5,38,*,38.702,-140.3545,5137.0,276.1013011932373,151.54238891601562,148.75,0.0002915978944770177,0.22739668190479279,391.9565734863281,0.3325,0.34770405292510986,NPPF,1.5555555555555556,11.1,-9.544444444444444,5-38-*,http://deepseadrilling.org/cores/leg005/38.1R.PDF,38.1R.PDF
DSDP,5,39,*,32.8047,-139.5715,4929.0,251.2853183746338,157.9324951171875,148.3125,0.00027667102091595016,0.20344291627407074,358.3088684082031,1.09,0.3119108974933624,NPTG,0.0,29.5,-29.5,5-39-*,http://deepseadrilling.org/cores/leg005/39.1R.PDF,39.1R.PDF
DSDP,5,40,*,19.7928,-139.9013,5183.0,227.55273246765137,169.3168182373047,168.1875,0.00031377581260297034,0.17332565784454346,235.53155517578125,0.46499999999999997,0.3752650022506714,NPTG,0.0,29.5,-29.5,5-40-*,http://deepseadrilling.org/cores/leg005/40.1R.PDF,40.1R.PDF
DSDP,5,41,*,19.8542,-140.048,5339.0,227.55273246765137,170.86119079589844,169.0,0.0003135602217481767,0.17267180979251862,232.53805541992188,0.29500000000000004,0.3743866980075836,NPTG,0.0,29.5,-29.5,5-41-*,http://deepseadrilling.org/cores/leg005/41.1R.PDF,41.1R.PDF
DSDP,5,42,*,13.8427,-140.1885,4848.0,223.332049369812,164.36317443847656,171.875,0.0003561008727785283,0.21571391820907593,239.17039489746094,0.14,0.5029479265213013,NPTG,0.0,29.5,-29.5,5-42-*,http://deepseadrilling.org/cores/leg005/42.1R.PDF,42.1R.PDF
DSDP,5,42,*,13.8427,-140.1885,4848.0,223.332049369812,164.36317443847656,171.875,0.0003561008727785283,0.21571391820907593,239.17039489746094,0.14,0.5029479265213013,NPTG,0.0,29.5,-29.5,5-42-*,http://deepseadrilling.org/cores/leg005/42.1R.PDF,42.1R.PDF
DSDP,5,43,*,17.1098,-151.3752,5405.0,222.5217990875244,176.2913055419922,176.0625,0.00033488111827085305,0.122059166431427,186.0709991455078,0.0,0.7804428935050964,NPTG,0.0,29.5,-29.5,5-43-*,http://deepseadrilling.org/cores/leg005/43.1R.PDF,43.1R.PDF
DSDP,6,44,*,19.3083,-169.015,1478.0,214.0745210647583,79.28880310058594,177.9375,0.0009226598817349563,0.13792741298675537,169.4200439453125,27.120000000000005,0.9194409847259521,NPTG,0.0,29.5,-29.5,6-44-*,,
DSDP,6,45,*,24.265,-178.5083,5508.0,219.14078267415366,175.85467529296875,176.3125,0.0003413802648142127,0.1495792716741562,166.09896850585938,3.6075,0.5926724672317505,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-45-*,,
DSDP,6,46,*,27.8833,171.4383,5769.0,231.35864734649658,,178.0,0.0005057216461187517,0.07471683621406555,156.9009246826172,0.6425,0.3529137969017029,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-46-*,http://deepseadrilling.org/cores/leg006/46.1R.PDF,46.1R.PDF
DSDP,6,47,*,32.4483,157.7117,2689.0,225.10148239135742,118.89883422851562,174.25,0.0005285288690815735,0.5617451667785645,281.23883056640625,41.89,1.4192898273468018,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-47-*,http://deepseadrilling.org/cores/leg006/47.1R.PDF,47.1R.PDF
DSDP,6,47,*,32.4483,157.7117,2689.0,225.10148239135742,118.89883422851562,174.25,0.0005285288690815735,0.5617451667785645,281.23883056640625,41.89,1.4192898273468018,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-47-*,http://deepseadrilling.org/cores/leg006/47.1R.PDF,47.1R.PDF
DSDP,6,47,*,32.4483,157.7117,2689.0,225.10148239135742,118.89883422851562,174.25,0.0005285288690815735,0.5617451667785645,281.23883056640625,41.89,1.4192898273468018,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-47-*,http://deepseadrilling.org/cores/leg006/47.1R.PDF,47.1R.PDF
DSDP,6,48,*,32.4083,158.0217,2619.0,225.10148239135742,118.89883422851562,174.4375,0.0005385307050222531,0.5522558689117432,281.0668640136719,70.42,1.3831863403320312,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-48-*,,
DSDP,6,48,*,32.4083,158.0217,2619.0,225.10148239135742,118.89883422851562,174.4375,0.0005385307050222531,0.5522558689117432,281.0668640136719,70.42,1.3831863403320312,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-48-*,,
DSDP,6,49,*,32.4017,156.6,4282.0,225.26018905639648,156.36367797851562,173.8125,0.000511138707773974,0.5226936936378479,284.04705810546875,14.935,1.4541664123535156,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-49-*,http://deepseadrilling.org/cores/leg006/49.1R.PDF,49.1R.PDF
DSDP,6,49,*,32.4017,156.6,4282.0,225.26018905639648,156.36367797851562,173.8125,0.000511138707773974,0.5226936936378479,284.04705810546875,14.935,1.4541664123535156,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-49-*,http://deepseadrilling.org/cores/leg006/49.1R.PDF,49.1R.PDF
DSDP,6,50,*,32.4033,156.5717,4487.0,225.26018905639648,157.95156860351562,173.8125,0.000511138707773974,0.5226936936378479,284.04705810546875,14.935,1.4541664123535156,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-50-*,,
DSDP,6,50,*,32.4033,156.5717,4487.0,225.26018905639648,157.95156860351562,173.8125,0.000511138707773974,0.5226936936378479,284.04705810546875,14.935,1.4541664123535156,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-50-*,,
DSDP,6,51,*,33.475,153.405,5981.0,231.0771360397339,,171.625,0.0005623626268332679,0.22727841138839722,306.347900390625,0.34750000000000003,0.603649377822876,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-51-*,,
DSDP,6,51,*,33.475,153.405,5981.0,231.0771360397339,,171.625,0.0005623626268332679,0.22727841138839722,306.347900390625,0.34750000000000003,0.603649377822876,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-51-*,,
DSDP,6,52,*,27.7717,147.13,5744.0,225.89203071594238,,167.1875,0.00043932221539700873,0.1010817140340805,150.73333740234375,0.42000000000000004,0.3628130257129669,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-52-*,http://deepseadrilling.org/cores/leg006/52.1R.PDF,52.1R.PDF
DSDP,6,53,*,18.0333,141.1917,4629.0,209.40549087524414,159.72439575195312,151.25,0.00041543455447437376,1.7867004871368408,148.7709197998047,2.27,0.4908594489097595,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-53-*,,
DSDP,6,53,*,18.0333,141.1917,4629.0,209.40549087524414,159.72439575195312,151.25,0.00041543455447437376,1.7867004871368408,148.7709197998047,2.27,0.4908594489097595,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-53-*,,
DSDP,6,53,*,18.0333,141.1917,4629.0,209.40549087524414,159.72439575195312,151.25,0.00041543455447437376,1.7867004871368408,148.7709197998047,2.27,0.4908594489097595,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-53-*,,
DSDP,6,54,*,15.61,140.3017,4990.0,207.681321144104,161.71728515625,157.1875,0.00033254567293569,1.1667119264602661,148.69879150390625,0.415,0.4034726619720459,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-54-*,,
DSDP,6,55,*,9.3017,142.535,2850.0,209.15248584747314,139.8367156982422,144.75,0.0006686060137973583,0.08739587664604187,129.3997039794922,55.135,0.40602606534957886,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-55-*,http://deepseadrilling.org/cores/leg006/55.1R.PDF,55.1R.PDF
DSDP,6,56,*,8.3733,143.56,2508.0,206.667236328125,132.9185333251953,149.125,0.0007185571026089674,0.07489722222089767,142.27468872070312,60.637499999999996,0.4074160158634186,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-56-*,,
DSDP,6,57,*,8.6817,143.5333,3300.0,209.59881591796875,147.0807342529297,149.125,0.000710435006470573,0.07574689388275146,142.27468872070312,60.637499999999996,0.3778113126754761,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-57-*,,
DSDP,6,57,*,8.6817,143.5333,3300.0,209.59881591796875,147.0807342529297,149.125,0.000710435006470573,0.07574689388275146,142.27468872070312,60.637499999999996,0.3778113126754761,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-57-*,,
DSDP,6,57,*,8.6817,143.5333,3300.0,209.59881591796875,147.0807342529297,149.125,0.000710435006470573,0.07574689388275146,142.27468872070312,60.637499999999996,0.3778113126754761,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-57-*,,
DSDP,6,58,*,9.235,144.4183,4503.0,209.59881591796875,170.79478454589844,156.625,0.0005651660250743619,0.08295784145593643,130.93649291992188,35.69,0.34691593050956726,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-58-*,,
DSDP,6,58,*,9.235,144.4183,4503.0,209.59881591796875,170.79478454589844,156.625,0.0005651660250743619,0.08295784145593643,130.93649291992188,35.69,0.34691593050956726,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-58-*,,
DSDP,6,58,*,9.235,144.4183,4503.0,209.59881591796875,170.79478454589844,156.625,0.0005651660250743619,0.08295784145593643,130.93649291992188,35.69,0.34691593050956726,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-58-*,,
DSDP,6,59,*,11.78,147.5817,5554.0,211.35674953460693,176.29580688476562,167.5625,0.0005159528388295848,0.10294598340988159,115.4543685913086,2.2225,0.2942846119403839,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-59-*,,
DSDP,6,59,*,11.78,147.5817,5554.0,211.35674953460693,176.29580688476562,167.5625,0.0005159528388295848,0.10294598340988159,115.4543685913086,2.2225,0.2942846119403839,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-59-*,,
DSDP,6,59,*,11.78,147.5817,5554.0,211.35674953460693,176.29580688476562,167.5625,0.0005159528388295848,0.10294598340988159,115.4543685913086,2.2225,0.2942846119403839,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,6-59-*,,
DSDP,6,60,*,13.6667,145.6983,3717.0,212.33916664123535,155.31622314453125,165.8125,0.0017213716767705072,0.14129815995693207,128.97084045410156,13.9025,0.7829668521881104,NPSW,9.823529411764707,14.578947368421053,-4.755417956656347,6-60-*,,
DSDP,7,61,*,12.0837,147.0617,5570.0,212.12452697753906,176.06529235839844,170.4375,0.0005366401481010349,0.08301950246095657,117.89450073242188,19.807499999999997,0.3352799415588379,WARM,52.63636363636363,60.76923076923077,-8.132867132867133,7-61-*,,
