Top Depth CCSF (m),Exp,Site,Hole,Core,Type,Section,Top Offset (cm),Bottom Offset (cm),Bottom Depth CCSF (m),Thickness (cm),Label,N,N (new),SectionLabel
29.043,306,1313,C,4,H,4,4.3,4.9,29.049,0.6000000000000227,,153,56,1313C_4H4
46.07,306,1313,B,5,H,4,97.0,97.7,46.077,0.6999999999997897,,415,57,1313B_5H4
19.222,306,1313,C,3,H,4,108.2,109.6,19.236,1.3999999999999346,,82,58,1313C_3H4
46.034,306,1313,B,5,H,4,93.4,96.9,46.069,3.5000000000003695,,414,59,1313B_5H4
19.152,306,1313,C,3,H,4,101.2,103.4,19.174,2.1999999999998465,,78,60,1313C_3H4
44.437000000000005,306,1313,C,5,H,6,119.7,121.3,44.453,1.5999999999998238,,382,61,1313C_5H6
32.303,306,1313,B,4,H,2,135.3,136.0,32.31,0.7000000000005002,,177,62,1313B_4H2
19.365,306,1313,C,3,H,4,122.5,124.0,19.38,1.5000000000000568,,89,63,1313C_3H4
28.767,306,1313,C,4,H,3,126.7,128.3,28.783,1.600000000000179,,150,64,1313C_4H3
37.248000000000005,306,1313,C,5,H,2,0.8,2.2,37.262,1.3999999999995794,,266,65,1313C_5H2
45.608,306,1313,B,5,H,4,50.8,51.6,45.616,0.8000000000002672,,394,66,1313B_5H4
43.568000000000005,306,1313,C,5,H,6,32.8,33.2,43.572,0.3999999999997783,,350,67,1313C_5H6
55.325,306,1313,B,6,H,4,57.5,58.4,55.334,0.9000000000000341,,537,68,1313B_6H4
18.554,306,1313,C,3,H,4,41.4,46.2,18.602,4.800000000000182,,62,69,1313C_3H4
10.057,306,1313,C,2,H,5,92.7,95.6,10.086,2.900000000000169,,31,70,1313C_2H5
53.144,306,1313,B,6,H,2,139.4,139.8,53.148,0.4000000000004888,,492,71,1313B_6H2
49.13700000000001,306,1313,C,6,H,3,69.7,70.2,49.142,0.4999999999995452,,441,72,1313C_6H3
11.125000000000004,306,1313,C,2,H,6,49.5,50.4,11.134000000000004,0.9000000000000341,,46,73,1313C_2H6
34.943,306,1313,B,4,H,4,99.3,100.1,34.95099999999999,0.7999999999995566,,219,74,1313B_4H4
42.733,306,1313,C,5,H,5,99.3,100.7,42.747,1.40000000000029,,343,75,1313C_5H5
54.828,306,1313,B,6,H,4,7.8,9.0,54.84,1.2000000000000457,,528,76,1313B_6H4
36.669,306,1313,C,5,H,1,92.9,93.5,36.675,0.6000000000000227,,255,77,1313C_5H1
46.544,306,1313,B,5,H,4,144.4,144.9,46.549,0.5000000000002558,,421,78,1313B_5H4
10.997000000000003,306,1313,C,2,H,6,36.7,37.4,11.004000000000003,0.6999999999999673,,39,79,1313C_2H6
19.578,306,1313,C,3,H,4,143.8,144.1,19.581,0.3000000000000113,,97,80,1313C_3H4
6.700000000000001,306,1313,C,2,H,3,57.0,59.7,6.727,2.6999999999999247,,4,81,1313C_2H3
38.580000000000005,306,1313,C,5,H,2,134.0,136.7,38.607,2.699999999999392,,278,82,1313C_5H2
50.101000000000006,306,1313,C,6,H,4,16.1,16.5,50.105,0.3999999999990677,,459,83,1313C_6H4
47.940000000000005,306,1313,B,5,H,5,134.0,136.1,47.961,2.099999999999369,,435,84,1313B_5H5
43.973,306,1313,C,5,H,6,73.3,74.0,43.98,0.6999999999997897,,363,85,1313C_5H6
31.997,306,1313,B,4,H,2,104.7,107.5,32.025,2.7999999999998693,,163,86,1313B_4H2
8.192000000000002,306,1313,C,2,H,4,56.2,56.6,8.196000000000002,0.3999999999999559,,12,87,1313C_2H4
38.976,306,1313,C,5,H,3,23.6,24.5,38.985,0.9000000000000341,,297,88,1313C_5H3
39.676,306,1313,C,5,H,3,93.6,95.1,39.691,1.5000000000000568,,309,89,1313C_5H3
28.426,306,1313,C,4,H,3,92.6,93.0,28.43,0.4000000000001336,,144,90,1313C_4H3
37.597,306,1313,C,5,H,2,35.7,36.8,37.608,1.099999999999568,,275,91,1313C_5H2
28.629,306,1313,C,4,H,3,112.9,114.6,28.646,1.699999999999946,,146,92,1313C_4H3
53.665,306,1313,B,6,H,3,41.5,44.6,53.696,3.0999999999998806,,515,93,1313B_6H3
40.467,306,1313,C,5,H,4,22.7,23.5,40.475,0.8000000000002672,,313,94,1313C_5H4
43.886,306,1313,C,5,H,6,64.6,66.3,43.903,1.6999999999995907,,360,95,1313C_5H6
23.05,306,1313,B,3,H,4,45.0,47.9,23.079,2.8999999999999915,,125,96,1313B_3H4
18.99,306,1313,C,3,H,4,85.0,86.9,19.009,1.9000000000001904,,72,97,1313C_3H4
34.86299999999999,306,1313,B,4,H,4,91.3,91.6,34.86599999999999,0.3000000000000113,,216,98,1313B_4H4
38.692,306,1313,C,5,H,2,145.2,146.4,38.704,1.2000000000000457,,284,99,1313C_5H2
37.377,306,1313,C,5,H,2,13.7,14.1,37.381,0.3999999999997783,,272,100,1313C_5H2
33.956999999999994,306,1313,B,4,H,4,0.7,2.0,33.97,1.300000000000523,,205,101,1313B_4H4
49.166,306,1313,C,6,H,3,72.6,75.5,49.19500000000001,2.9000000000010573,,443,102,1313C_6H3
49.678999999999995,306,1313,C,6,H,3,123.9,125.9,49.699000000000005,2.000000000001023,,452,103,1313C_6H3
8.502000000000002,306,1313,C,2,H,4,87.2,89.7,8.527000000000001,2.499999999999858,,21,104,1313C_2H4
50.242,306,1313,C,6,H,4,30.2,31.8,50.258,1.6000000000005343,,460,105,1313C_6H4
42.035,306,1313,C,5,H,5,29.5,30.1,42.041,0.6000000000000227,,338,106,1313C_5H5
38.746,306,1313,C,5,H,3,0.6,1.2,38.752,0.6000000000000227,,287,107,1313C_5H3
55.405,306,1313,B,6,H,4,65.5,67.7,55.427,2.1999999999998465,,543,108,1313B_6H4
19.946,306,1313,C,3,H,5,30.6,31.7,19.956999999999997,1.099999999999568,,105,109,1313C_3H5
36.986999999999995,306,1313,C,5,H,1,124.7,125.5,36.995,0.8000000000002672,,260,110,1313C_5H1
20.731999999999996,306,1313,C,3,H,5,109.2,109.6,20.735999999999997,0.4000000000001336,,118,111,1313C_3H5
41.129,306,1313,C,5,H,4,88.9,92.6,41.166,3.700000000000614,,319,112,1313C_5H4
44.073,306,1313,C,5,H,6,83.3,86.1,44.101,2.7999999999998693,,369,113,1313C_5H6
49.26500000000001,306,1313,C,6,H,3,82.5,83.2,49.272000000000006,0.6999999999997897,,446,114,1313C_6H3
4.094158878504673,306,1313,B,1,H,3,97.5,97.6,4.095158878504673,0.1000000000000334,,0,115,1313B_1H3
38.79,306,1313,C,5,H,3,5.0,8.1,38.821000000000005,3.100000000000591,,290,116,1313C_5H3
24.007,306,1313,B,3,H,4,140.7,142.4,24.024,1.699999999999946,,131,117,1313B_3H4
51.152,306,1313,B,6,H,1,90.2,91.7,51.167,1.5000000000000568,,462,118,1313B_6H1
44.345,306,1313,C,5,H,6,110.5,111.1,44.351,0.6000000000000227,,376,119,1313C_5H6
39.638000000000005,306,1313,C,5,H,3,89.8,90.4,39.644000000000005,0.6000000000000227,,308,120,1313C_5H3
52.911,306,1313,B,6,H,2,116.1,116.5,52.915,0.3999999999997783,,486,121,1313B_6H2
36.68299999999999,306,1313,C,5,H,1,94.3,94.7,36.687,0.4000000000004888,,256,122,1313C_5H1
36.56499999999999,306,1313,C,5,H,1,82.5,84.9,36.589000000000006,2.400000000001512,,249,123,1313C_5H1
45.675,306,1313,B,5,H,4,57.5,58.4,45.684000000000005,0.9000000000007446,,397,124,1313B_5H4
4.194158878504672,306,1313,B,1,H,3,107.5,108.9,4.208158878504673,1.4000000000000234,,1,125,1313B_1H3
39.147000000000006,306,1313,C,5,H,3,40.7,42.3,39.163,1.5999999999991132,,301,126,1313C_5H3
48.262,306,1313,B,5,H,6,16.2,16.8,48.268,0.6000000000000227,,439,127,1313B_5H6
54.870999999999995,306,1313,B,6,H,4,12.1,16.5,54.915,4.400000000000404,,531,128,1313B_6H4
24.458,306,1313,B,3,H,5,35.8,37.6,24.476000000000003,1.8000000000004237,,134,129,1313B_3H5
47.803,306,1313,B,5,H,5,120.3,122.0,47.82,1.7000000000003013,,430,130,1313B_5H5
34.75899999999999,306,1313,B,4,H,4,80.9,81.6,34.766,0.7000000000005002,,212,131,1313B_4H4
54.84,306,1313,B,6,H,4,9.0,10.5,54.855,1.4999999999993463,,529,132,1313B_6H4
45.559000000000005,306,1313,B,5,H,4,45.9,47.7,45.577000000000005,1.8000000000000682,,391,133,1313B_5H4
19.552,306,1313,C,3,H,4,141.2,143.7,19.577,2.499999999999858,,96,134,1313C_3H4
45.394000000000005,306,1313,C,5,H,7,65.4,68.3,45.423,2.899999999999636,,389,135,1313C_5H7
38.779,306,1313,C,5,H,3,3.9,4.9,38.789,0.999999999999801,,289,136,1313C_5H3
35.407,306,1313,B,4,H,4,145.7,146.5,35.415,0.8000000000002672,,239,137,1313B_4H4
19.2,306,1313,C,3,H,4,106.0,108.1,19.221,2.1000000000000796,,81,138,1313C_3H4
43.753,306,1313,C,5,H,6,51.3,56.5,43.805,5.19999999999996,,353,139,1313C_5H6
41.864,306,1313,C,5,H,5,12.4,13.9,41.879000000000005,1.5000000000007674,,333,140,1313C_5H5
19.647999999999996,306,1313,C,3,H,5,0.8,2.2,19.661999999999995,1.3999999999999346,,101,141,1313C_3H5
45.617,306,1313,B,5,H,4,51.7,55.7,45.657,3.9999999999999143,,395,142,1313B_5H4
45.262,306,1313,C,5,H,7,52.2,54.4,45.284,2.1999999999998465,,388,143,1313C_5H7
39.163999999999994,306,1313,C,5,H,3,42.4,45.9,39.199000000000005,3.50000000000108,,302,144,1313C_5H3
8.237000000000002,306,1313,C,2,H,4,60.7,63.3,8.263000000000002,2.59999999999998,,14,145,1313C_2H4
19.467,306,1313,C,3,H,4,132.7,133.4,19.474,0.700000000000145,,91,146,1313C_3H4
41.167,306,1313,C,5,H,4,92.7,93.6,41.176,0.9000000000000341,,320,147,1313C_5H4
19.175,306,1313,C,3,H,4,103.5,104.9,19.189,1.3999999999999346,,79,148,1313C_3H4
32.088,306,1313,B,4,H,2,113.8,114.8,32.098,0.999999999999801,,168,149,1313B_4H2
18.77,306,1313,C,3,H,4,63.0,63.6,18.776,0.6000000000000227,,66,150,1313C_3H4
53.103,306,1313,B,6,H,2,135.3,138.1,53.131,2.7999999999998693,,490,151,1313B_6H2
49.952000000000005,306,1313,C,6,H,4,1.2,2.3,49.96300000000001,1.1000000000002783,,457,152,1313C_6H4
45.939,306,1313,B,5,H,4,83.9,85.4,45.954,1.5000000000000568,,409,153,1313B_5H4
38.436,306,1313,C,5,H,2,119.6,119.8,38.438,0.2000000000002444,,276,154,1313C_5H2
54.659,306,1313,B,6,H,3,140.9,143.0,54.68,2.1000000000000796,,523,155,1313B_6H3
35.16,306,1313,B,4,H,4,121.0,123.5,35.184999999999995,2.499999999999858,,230,156,1313B_4H4
19.07,306,1313,C,3,H,4,93.0,96.7,19.107,3.6999999999999034,,75,157,1313C_3H4
6.680000000000001,306,1313,C,2,H,3,55.0,56.9,6.699000000000001,1.9000000000000128,,3,158,1313C_2H3
44.022000000000006,306,1313,C,5,H,6,78.2,79.8,44.038,1.5999999999991132,,366,159,1313C_5H6
47.71,306,1313,B,5,H,5,111.0,114.4,47.744,3.399999999999892,,427,160,1313B_5H5
51.646,306,1313,B,6,H,1,139.6,140.9,51.659,1.2999999999998124,,474,161,1313B_6H1
19.064,306,1313,C,3,H,4,92.4,92.9,19.069,0.4999999999999005,,74,162,1313C_3H4
35.382999999999996,306,1313,B,4,H,4,143.3,144.1,35.391,0.8000000000002672,,237,163,1313B_4H4
17.193,306,1313,C,3,H,3,55.3,55.8,17.198,0.4999999999999005,,58,164,1313C_3H3
49.514,306,1313,C,6,H,3,107.4,108.4,49.52400000000001,1.0000000000005116,,448,165,1313C_6H3
8.802000000000001,306,1313,C,2,H,4,117.2,118.1,8.811000000000002,0.9000000000000341,,28,166,1313C_2H4
32.225,306,1313,B,4,H,2,127.5,128.4,32.234,0.9000000000000341,,174,167,1313B_4H2
34.955,306,1313,B,4,H,4,100.5,102.9,34.979,2.400000000000091,,220,168,1313B_4H4
39.2,306,1313,C,5,H,3,46.0,46.6,39.206,0.6000000000000227,,303,169,1313C_5H3
19.773999999999997,306,1313,C,3,H,5,13.4,14.3,19.783,0.9000000000003894,,103,170,1313C_3H5
20.231999999999996,306,1313,C,3,H,5,59.2,61.0,20.249999999999996,1.8000000000000682,,111,171,1313C_3H5
20.318,306,1313,C,3,H,5,67.8,68.6,20.325999999999997,0.7999999999995566,,114,172,1313C_3H5
8.643,306,1313,C,2,H,4,101.3,102.0,8.650000000000002,0.700000000000145,,26,173,1313C_2H4
45.545,306,1313,C,5,H,7,80.5,80.8,45.548,0.3000000000000113,,390,174,1313C_5H7
19.525,306,1313,C,3,H,4,138.5,140.0,19.54,1.5000000000000568,,94,175,1313C_3H4
24.028,306,1313,B,3,H,4,142.8,146.4,24.064,3.6000000000001364,,132,176,1313B_3H4
55.355,306,1313,B,6,H,4,60.5,61.1,55.361,0.6000000000000227,,539,177,1313B_6H4
43.994,306,1313,C,5,H,6,75.4,78.1,44.02100000000001,2.700000000000813,,365,178,1313C_5H6
38.491,306,1313,C,5,H,2,125.1,133.3,38.573,8.200000000000074,,277,179,1313C_5H2
23.944000000000003,306,1313,B,3,H,4,134.4,135.5,23.955,1.099999999999568,,129,180,1313B_3H4
11.135000000000003,306,1313,C,2,H,6,50.5,52.6,11.156000000000004,2.1000000000000796,,47,181,1313C_2H6
41.586,306,1313,C,5,H,4,134.6,135.2,41.592,0.6000000000000227,,326,182,1313C_5H4
8.335,306,1313,C,2,H,4,70.5,71.5,8.345000000000002,1.0000000000001563,,16,183,1313C_2H4
32.326,306,1313,B,4,H,2,137.6,138.4,32.333999999999996,0.7999999999995566,,179,184,1313B_4H2
6.728000000000001,306,1313,C,2,H,3,59.8,60.1,6.731000000000001,0.3000000000000113,,5,185,1313C_2H3
43.826,306,1313,C,5,H,6,58.6,59.3,43.833,0.6999999999997897,,355,186,1313C_5H6
11.063000000000004,306,1313,C,2,H,6,43.3,45.2,11.082000000000004,1.9000000000000128,,43,187,1313C_2H6
25.333,306,1313,B,3,H,5,123.3,125.6,25.356,2.300000000000324,,138,188,1313B_3H5
8.346000000000002,306,1313,C,2,H,4,71.6,74.1,8.371000000000002,2.5000000000000355,,17,189,1313C_2H4
19.126,306,1313,C,3,H,4,98.6,99.0,19.13,0.3999999999997783,,77,190,1313C_3H4
35.392999999999994,306,1313,B,4,H,4,144.3,145.6,35.406,1.300000000000523,,238,191,1313B_4H4
22.328000000000003,306,1313,B,3,H,3,122.8,123.4,22.334000000000003,0.6000000000000227,,122,192,1313B_3H3
7.634000000000001,306,1313,C,2,H,4,0.4,1.3,7.643000000000002,0.9000000000000341,,9,193,1313C_2H4
39.554,306,1313,C,5,H,3,81.4,83.3,39.573,1.8999999999998352,,306,194,1313C_5H3
39.602,306,1313,C,5,H,3,86.2,89.7,39.63700000000001,3.50000000000108,,307,195,1313C_5H3
46.099,306,1313,B,5,H,4,99.9,103.8,46.138000000000005,3.9000000000008583,,417,196,1313B_5H4
19.314,306,1313,C,3,H,4,117.4,117.9,19.319,0.4999999999999005,,86,197,1313C_3H4
10.884000000000004,306,1313,C,2,H,6,25.4,26.5,10.895000000000003,1.0999999999999233,,35,198,1313C_2H6
51.499,306,1313,B,6,H,1,124.9,126.4,51.514,1.5000000000000568,,468,199,1313B_6H1
28.752,306,1313,C,4,H,3,125.2,126.4,28.764,1.2000000000000457,,149,200,1313C_4H3
45.842,306,1313,B,5,H,4,74.2,76.3,45.863,2.1000000000000796,,404,201,1313B_5H4
41.510000000000005,306,1313,C,5,H,4,127.0,128.6,41.526,1.5999999999998238,,322,202,1313C_5H4
36.59,306,1313,C,5,H,1,85.0,85.3,36.593,0.3000000000000113,,250,203,1313C_5H1
11.396000000000004,306,1313,C,2,H,6,76.6,81.4,11.444000000000004,4.800000000000182,,55,204,1313C_2H6
33.19199999999999,306,1313,B,4,H,3,74.2,75.2,33.202,1.0000000000005116,,194,205,1313B_4H3
30.895,306,1313,C,4,H,5,39.5,41.4,30.914,1.9000000000001904,,157,206,1313C_4H5
53.478,306,1313,B,6,H,3,22.8,24.3,53.493,1.5000000000000568,,506,207,1313B_6H3
49.718,306,1313,C,6,H,3,127.8,129.4,49.734,1.5999999999998238,,454,208,1313C_6H3
44.061,306,1313,C,5,H,6,82.1,83.0,44.07,0.9000000000000341,,368,209,1313C_5H6
19.982999999999997,306,1313,C,3,H,5,34.3,34.6,19.985999999999997,0.3000000000000113,,106,210,1313C_3H5
38.608,306,1313,C,5,H,2,136.8,138.2,38.622,1.40000000000029,,279,211,1313C_5H2
53.258,306,1313,B,6,H,3,0.8,4.5,53.295,3.6999999999999034,,498,212,1313B_6H3
51.416,306,1313,B,6,H,1,116.6,117.4,51.424,0.8000000000002672,,465,213,1313B_6H1
37.246,306,1313,C,5,H,2,0.6,0.7,37.247,0.0999999999997669,,265,214,1313C_5H2
22.222,306,1313,B,3,H,3,112.2,113.1,22.231,0.9000000000000341,,121,215,1313B_3H3
8.383000000000001,306,1313,C,2,H,4,75.3,79.5,8.425000000000002,4.200000000000159,,18,216,1313C_2H4
37.364,306,1313,C,5,H,2,12.4,13.3,37.373000000000005,0.9000000000007446,,271,217,1313C_5H2
45.902,306,1313,B,5,H,4,80.2,81.9,45.919,1.7000000000003013,,407,218,1313B_5H4
32.311,306,1313,B,4,H,2,136.1,137.4,32.324,1.2999999999998124,,178,219,1313B_4H2
47.828,306,1313,B,5,H,5,122.8,125.1,47.851,2.2999999999996135,,431,220,1313B_5H5
36.72599999999999,306,1313,C,5,H,1,98.6,100.8,36.748,2.200000000000557,,258,221,1313C_5H1
11.187000000000005,306,1313,C,2,H,6,55.7,58.0,11.210000000000004,2.3000000000001464,,49,222,1313C_2H6
34.596,306,1313,B,4,H,4,64.6,65.3,34.602999999999994,0.6999999999997897,,209,223,1313B_4H4
39.010000000000005,306,1313,C,5,H,3,27.0,28.0,39.02,0.999999999999801,,298,224,1313C_5H3
19.664999999999996,306,1313,C,3,H,5,2.5,2.7,19.667,0.2000000000005997,,102,225,1313C_3H5
52.629,306,1313,B,6,H,2,87.9,88.3,52.633,0.4000000000004888,,478,226,1313B_6H2
33.184,306,1313,B,4,H,3,73.4,73.7,33.187,0.3000000000000113,,193,227,1313B_4H3
33.16,306,1313,B,4,H,3,71.0,72.0,33.169999999999995,0.999999999999801,,192,228,1313B_4H3
36.535999999999994,306,1313,C,5,H,1,79.6,80.4,36.544,0.8000000000002672,,247,229,1313C_5H1
17.198,306,1313,C,3,H,3,55.8,58.0,17.22,2.1999999999998465,,59,230,1313C_3H3
19.602,306,1313,C,3,H,4,146.2,147.2,19.612,0.999999999999801,,99,231,1313C_3H4
44.15,306,1313,C,5,H,6,91.0,94.7,44.187000000000005,3.700000000000614,,372,232,1313C_5H6
41.73,306,1313,C,5,H,4,149.0,149.9,41.739,0.9000000000000341,,330,233,1313C_5H4
36.995,306,1313,C,5,H,1,125.5,127.4,37.014,1.9000000000005457,,261,234,1313C_5H1
51.759,306,1313,B,6,H,2,0.9,1.7,51.767,0.8000000000002672,,476,235,1313B_6H2
41.794,306,1313,C,5,H,5,5.4,7.7,41.817,2.300000000000324,,331,236,1313C_5H5
49.82900000000001,306,1313,C,6,H,3,138.9,140.0,49.84,1.099999999999568,,456,237,1313C_6H3
32.736999999999995,306,1313,B,4,H,3,28.7,32.5,32.775,3.800000000000381,,182,238,1313B_4H3
19.293,306,1313,C,3,H,4,115.3,116.3,19.303,1.0000000000001563,,85,239,1313C_3H4
19.19,306,1313,C,3,H,4,105.0,105.8,19.198,0.7999999999999119,,80,240,1313C_3H4
51.515,306,1313,B,6,H,1,126.5,127.0,51.52,0.5000000000002558,,469,241,1313B_6H1
28.327,306,1313,C,4,H,3,82.7,85.7,28.357,2.9999999999997584,,143,242,1313C_4H3
54.641,306,1313,B,6,H,3,139.1,139.5,54.645,0.4000000000004888,,521,243,1313B_6H3
47.788,306,1313,B,5,H,5,118.8,120.2,47.802,1.40000000000029,,429,244,1313B_5H5
41.658,306,1313,C,5,H,4,141.8,142.9,41.669,1.099999999999568,,328,245,1313C_5H4
43.939,306,1313,C,5,H,6,69.9,70.5,43.945,0.6000000000000227,,362,246,1313C_5H6
51.606,306,1313,B,6,H,1,135.6,136.6,51.616,0.999999999999801,,471,247,1313B_6H1
44.369,306,1313,C,5,H,6,112.9,114.6,44.386,1.7000000000003013,,378,248,1313C_5H6
41.830000000000005,306,1313,C,5,H,5,9.0,11.7,41.857,2.699999999999392,,332,249,1313C_5H5
42.765,306,1313,C,5,H,5,102.5,103.0,42.77,0.5000000000002558,,344,250,1313C_5H5
33.36299999999999,306,1313,B,4,H,3,91.3,92.8,33.37799999999999,1.5000000000000568,,201,251,1313B_4H3
20.293999999999997,306,1313,C,3,H,5,65.4,67.8,20.318,2.400000000000446,,113,252,1313C_3H5
51.661,306,1313,B,6,H,1,141.1,142.4,51.674,1.2999999999998124,,475,253,1313B_6H1
54.728,306,1313,B,6,H,3,147.8,149.1,54.741,1.2999999999998124,,524,254,1313B_6H3
52.743,306,1313,B,6,H,2,99.3,99.6,52.746,0.3000000000000113,,479,255,1313B_6H2
44.41,306,1313,C,5,H,6,117.0,117.4,44.414,0.4000000000004888,,381,256,1313C_5H6
47.369,306,1313,B,5,H,5,76.9,77.3,47.373000000000005,0.4000000000004888,,423,257,1313B_5H5
36.12,306,1313,B,4,H,5,67.0,68.9,36.139,1.8999999999998352,,243,258,1313B_4H5
19.347,306,1313,C,3,H,4,120.7,122.4,19.364,1.699999999999946,,88,259,1313C_3H4
