Top Depth CCSF (m),Exp,Site,Hole,Core,Type,Section,Top Offset (cm),Bottom Offset (cm),Bottom Depth CCSF (m),Thickness (cm),Label,N,N (new),SectionLabel
0.202,361,U1474,A,1,H,1,20.2,22.5,0.225,2.3,0,0,1201,U1474A_1H1
0.226,361,U1474,A,1,H,1,22.6,24.8,0.248,2.2,0,1,263,U1474A_1H1
0.497,361,U1474,A,1,H,1,49.7,51.7,0.517,2,0,2,1043,U1474A_1H1
0.523,361,U1474,A,1,H,1,52.3,54.1,0.541,1.8,3,3,1021,U1474A_1H1
0.542,361,U1474,A,1,H,1,54.2,54.6,0.546,0.4,0,4,1092,U1474A_1H1
0.548,361,U1474,A,1,H,1,54.8,55.7,0.557,0.9,3,5,758,U1474A_1H1
0.558,361,U1474,A,1,H,1,55.8,56.4,0.564,0.6,4,6,1036,U1474A_1H1
0.565,361,U1474,A,1,H,1,56.5,56.8,0.568,0.3,4,7,177,U1474A_1H1
0.571,361,U1474,A,1,H,1,57.1,57.4,0.574,0.3,4,8,1075,U1474A_1H1
0.58,361,U1474,A,1,H,1,58,59.1,0.591,1.1,4,9,539,U1474A_1H1
1.413,361,U1474,A,1,H,1,141.3,142.6,1.426,1.3,4,10,741,U1474A_1H1
1.453,361,U1474,A,1,H,1,145.3,145.7,1.457,0.4,2,11,289,U1474A_1H1
1.461,361,U1474,A,1,H,1,146.1,146.7,1.467,0.6,2,12,35,U1474A_1H1
2.848,361,U1474,A,1,H,2,134.8,138,2.88,3.2,0,13,1292,U1474A_1H2
2.989,361,U1474,A,1,H,2,-1.1,0.6,3.006,1.7,0,14,1003,U1474A_1H2
3.058,361,U1474,A,1,H,3,5.8,9.6,3.096,3.8,0,15,1248,U1474A_1H3
3.099,361,U1474,A,1,H,3,9.9,13.9,3.139,4,0,16,1093,U1474A_1H3
3.14,361,U1474,A,1,H,3,14,19.7,3.197,5.7,0,17,272,U1474A_1H3
3.746,361,U1474,A,1,H,3,74.6,74.9,3.749,0.3,0,18,1068,U1474A_1H3
3.949,361,U1474,A,1,H,3,94.9,95.5,3.955,0.6,0,19,906,U1474A_1H3
4.018,361,U1474,A,1,H,4,0.8,2.1,4.031,1.3,0,20,535,U1474A_1H4
4.096,361,U1474,A,1,H,4,8.6,10,4.11,1.4,0,21,800,U1474A_1H4
4.111,361,U1474,A,1,H,4,10.1,12.7,4.137,2.6,0,22,621,U1474A_1H4
4.139,361,U1474,A,1,H,4,12.9,14.1,4.151,1.2,0,23,449,U1474A_1H4
4.177,361,U1474,A,1,H,4,16.7,17,4.18,0.3,2,24,467,U1474A_1H4
4.18,361,U1474,A,1,H,4,17.1,20,4.195,2.9,4,25,1221,U1474A_1H4
4.211,361,U1474,A,1,H,4,20.1,23.8,4.248,3.7,0,26,119,U1474A_1H4
4.249,361,U1474,A,1,H,4,23.9,24.6,4.256,0.7,0,27,1032,U1474A_1H4
4.265,361,U1474,A,1,H,4,25.5,27.6,4.286,2.1,0,28,98,U1474A_1H4
4.294,361,U1474,A,1,H,4,28.4,31.2,4.322,2.8,3,29,201,U1474A_1H4
4.441,361,U1474,A,1,H,4,43.1,43.7,4.447,0.6,0,30,859,U1474A_1H4
4.461,361,U1474,A,1,H,4,45.1,45.9,4.469,0.8,0,31,1022,U1474A_1H4
5.219,361,U1474,A,2,H,1,131.7,132.5,5.227,0.8,3,32,200,U1474A_2H1
5.286,361,U1474,A,2,H,1,138.4,140.6,5.308,2.2,4,33,968,U1474A_2H1
6.279,361,U1474,A,2,H,2,87.7,88.1,6.283,0.4,4,34,460,U1474A_2H2
6.284,361,U1474,A,2,H,2,88.2,89.9,6.301,1.7,4,35,564,U1474A_2H2
7.035,361,U1474,A,2,H,3,13.3,13.6,7.038,0.3,0,36,5,U1474A_2H3
7.81,361,U1474,A,2,H,3,90.8,92.9,7.831,2.1,4,37,430,U1474A_2H3
7.833,361,U1474,A,2,H,3,93.1,94.7,7.849,1.6,1,38,923,U1474A_2H3
8.022,361,U1474,A,2,H,3,112,113.9,8.041,1.9,4,39,844,U1474A_2H3
8.041,361,U1474,A,2,H,3,113.9,114.4,8.046,0.5,0,40,450,U1474A_2H3
8.052,361,U1474,A,2,H,3,115,116.8,8.07,1.8,0,41,128,U1474A_2H3
8.071,361,U1474,A,2,H,3,116.9,119.1,8.093,2.2,1,42,1031,U1474A_2H3
8.094,361,U1474,A,2,H,3,119.2,119.6,8.098,0.4,3,43,518,U1474A_2H3
8.099,361,U1474,A,2,H,3,119.7,120,8.102,0.3,2,44,1247,U1474A_2H3
8.167,361,U1474,A,2,H,3,126.5,126.8,8.17,0.3,0,45,165,U1474A_2H3
8.319,361,U1474,A,2,H,3,141.7,142,8.322,0.3,1,46,207,U1474A_2H3
8.323,361,U1474,A,2,H,3,142.1,143.4,8.336,1.3,4,47,920,U1474A_2H3
8.383,361,U1474,A,2,H,3,148.1,149.1,8.393,1,0,48,408,U1474A_2H3
8.44,361,U1474,A,2,H,4,3.8,5,8.452,1.2,4,49,643,U1474A_2H4
8.507,361,U1474,A,2,H,4,10.5,11.5,8.517,1,3,50,452,U1474A_2H4
8.818,361,U1474,A,2,H,4,41.6,43,8.832,1.4,4,51,75,U1474A_2H4
8.835,361,U1474,A,2,H,4,43.3,44,8.842,0.7,3,52,842,U1474A_2H4
9.135,361,U1474,A,2,H,4,73.3,74.9,9.151,1.6,4,53,1195,U1474A_2H4
9.197,361,U1474,A,2,H,4,79.5,80.4,9.206,0.9,0,54,1191,U1474A_2H4
9.234,361,U1474,A,2,H,4,83.2,85.4,9.256,2.2,3,55,188,U1474A_2H4
9.257,361,U1474,A,2,H,4,85.5,90.4,9.306,4.9,4,56,872,U1474A_2H4
9.394,361,U1474,A,2,H,4,99.2,101.2,9.414,2,0,57,88,U1474A_2H4
9.464,361,U1474,A,2,H,4,106.2,108,9.482,1.8,3,58,103,U1474A_2H4
9.515,361,U1474,A,2,H,4,111.3,112.1,9.523,0.8,0,59,668,U1474A_2H4
9.524,361,U1474,A,2,H,4,112.2,112.6,9.528,0.4,0,60,768,U1474A_2H4
9.567,361,U1474,A,2,H,4,116.5,117.5,9.577,1,1,61,624,U1474A_2H4
9.58,361,U1474,A,2,H,4,117.8,118.9,9.591,1.1,2,62,1049,U1474A_2H4
9.622,361,U1474,A,2,H,4,122,123.1,9.633,1.1,1,63,773,U1474A_2H4
9.694,361,U1474,A,2,H,4,129.2,130.2,9.704,1,3,64,398,U1474A_2H4
10.302,361,U1474,A,2,H,5,40,40.6,10.308,0.6,2,65,438,U1474A_2H5
10.362,361,U1474,A,2,H,5,46,47.1,10.373,1.1,3,66,893,U1474A_2H5
10.621,361,U1474,A,2,H,5,71.9,73.1,10.633,1.2,4,67,148,U1474A_2H5
10.66,361,U1474,A,2,H,5,75.8,77.3,10.675,1.5,4,68,1317,U1474A_2H5
12.257,361,U1474,A,2,H,6,85.5,86.2,12.264,0.7,0,69,657,U1474A_2H6
12.279,361,U1474,A,2,H,6,87.7,88.7,12.289,1,1,70,1015,U1474A_2H6
12.29,361,U1474,A,2,H,6,88.8,89.3,12.295,0.5,0,71,306,U1474A_2H6
12.296,361,U1474,A,2,H,6,89.4,91.9,12.321,2.5,4,72,903,U1474A_2H6
12.815,361,U1474,A,2,H,7,20.3,21.4,12.826,1.1,4,73,682,U1474A_2H7
12.88,361,U1474,A,2,H,7,26.8,28,12.892,1.2,3,74,1091,U1474A_2H7
12.938,361,U1474,A,2,H,7,32.6,34.7,12.959,2.1,2,75,1185,U1474A_2H7
12.986,361,U1474,A,2,H,7,37.4,39,13.002,1.6,0,76,479,U1474A_2H7
13.011,361,U1474,A,2,H,7,39.9,41,13.022,1.1,0,77,481,U1474A_2H7
17.724,361,U1474,A,3,H,4,2.1,2.5,17.728,0.4,3,78,274,U1474A_3H4
18.243,361,U1474,A,3,H,4,54,54.6,18.249,0.6,1,79,1264,U1474A_3H4
18.35,361,U1474,A,3,H,4,64.7,66.9,18.372,2.2,0,80,269,U1474A_3H4
19.727,361,U1474,A,3,H,5,52.4,52.7,19.73,0.3,3,81,213,U1474A_3H5
20.404,361,U1474,A,3,H,5,120.1,120.5,20.408,0.4,3,82,166,U1474A_3H5
20.412,361,U1474,A,3,H,5,120.9,122.3,20.426,1.4,0,83,428,U1474A_3H5
20.428,361,U1474,A,3,H,5,122.5,127.7,20.48,5.2,0,84,1064,U1474A_3H5
21.593,361,U1474,A,3,H,6,89,89.6,21.599,0.6,4,85,113,U1474A_3H6
21.62,361,U1474,A,3,H,6,91.7,92.3,21.626,0.6,3,86,769,U1474A_3H6
21.635,361,U1474,A,3,H,6,93.2,93.5,21.638,0.3,0,87,1137,U1474A_3H6
21.639,361,U1474,A,3,H,6,93.6,94,21.643,0.4,0,88,530,U1474A_3H6
26.86,361,U1474,A,4,H,2,36.4,39.3,26.889,2.9,1,89,196,U1474A_4H2
26.909,361,U1474,A,4,H,2,41.3,42.6,26.922,1.3,0,90,746,U1474A_4H2
27.109,361,U1474,A,4,H,2,61.3,62.8,27.124,1.5,4,91,96,U1474A_4H2
27.13,361,U1474,A,4,H,2,63.4,64.3,27.139,0.9,1,92,521,U1474A_4H2
27.14,361,U1474,A,4,H,2,64.4,66.3,27.159,1.9,2,93,380,U1474A_4H2
27.161,361,U1474,A,4,H,2,66.5,67.3,27.169,0.8,1,94,232,U1474A_4H2
27.191,361,U1474,A,4,H,2,69.5,70.1,27.197,0.6,2,95,1143,U1474A_4H2
27.213,361,U1474,A,4,H,2,71.7,72.5,27.221,0.8,1,96,1160,U1474A_4H2
27.268,361,U1474,A,4,H,2,77.2,78.2,27.278,1,2,97,874,U1474A_4H2
27.402,361,U1474,A,4,H,2,90.6,92.5,27.421,1.9,3,98,1165,U1474A_4H2
27.599,361,U1474,A,4,H,2,110.3,110.8,27.604,0.5,1,99,1139,U1474A_4H2
27.74,361,U1474,A,4,H,2,124.4,125.9,27.755,1.5,1,100,959,U1474A_4H2
27.936,361,U1474,A,4,H,2,144,146.3,27.959,2.3,3,101,1308,U1474A_4H2
28.069,361,U1474,A,4,H,3,7.3,8.1,28.077,0.8,4,102,276,U1474A_4H3
28.078,361,U1474,A,4,H,3,8.2,9.2,28.088,1,4,103,878,U1474A_4H3
28.211,361,U1474,A,4,H,3,21.5,24.8,28.244,3.3,4,104,1236,U1474A_4H3
28.258,361,U1474,A,4,H,3,26.2,26.8,28.264,0.6,2,105,824,U1474A_4H3
28.282,361,U1474,A,4,H,3,28.6,29.4,28.29,0.8,1,106,513,U1474A_4H3
28.35,361,U1474,A,4,H,3,35.4,36.8,28.364,1.4,3,107,267,U1474A_4H3
28.365,361,U1474,A,4,H,3,36.9,37.3,28.369,0.4,1,108,64,U1474A_4H3
28.923,361,U1474,A,4,H,3,92.7,93.6,28.932,0.9,0,109,606,U1474A_4H3
28.968,361,U1474,A,4,H,3,97.2,99,28.986,1.8,0,110,850,U1474A_4H3
28.987,361,U1474,A,4,H,3,99.1,102,29.016,2.9,0,111,943,U1474A_4H3
29.221,361,U1474,A,4,H,3,122.5,123.4,29.23,0.9,0,112,1224,U1474A_4H3
29.231,361,U1474,A,4,H,3,123.5,125.1,29.247,1.6,2,113,590,U1474A_4H3
29.248,361,U1474,A,4,H,3,125.2,126.2,29.258,1,1,114,1343,U1474A_4H3
29.259,361,U1474,A,4,H,3,126.3,126.8,29.264,0.5,0,115,671,U1474A_4H3
29.274,361,U1474,A,4,H,3,127.8,128.8,29.284,1,0,116,104,U1474A_4H3
29.427,361,U1474,A,4,H,3,143.1,146.3,29.459,3.2,3,117,23,U1474A_4H3
29.537,361,U1474,A,4,H,4,4.1,4.7,29.543,0.6,3,118,142,U1474A_4H4
29.689,361,U1474,A,4,H,4,19.3,20.3,29.699,1,3,119,716,U1474A_4H4
30.065,361,U1474,A,4,H,4,56.9,58.2,30.078,1.3,3,120,799,U1474A_4H4
30.118,361,U1474,A,4,H,4,62.2,62.5,30.121,0.3,2,121,895,U1474A_4H4
30.122,361,U1474,A,4,H,4,62.6,63.8,30.134,1.2,2,122,1088,U1474A_4H4
30.159,361,U1474,A,4,H,4,66.3,66.9,30.165,0.6,1,123,162,U1474A_4H4
30.166,361,U1474,A,4,H,4,67,69,30.186,2,2,124,1154,U1474A_4H4
30.208,361,U1474,A,4,H,4,71.2,73,30.226,1.8,2,125,1118,U1474A_4H4
30.785,361,U1474,A,4,H,4,128.9,130.1,30.797,1.2,0,126,549,U1474A_4H4
30.808,361,U1474,A,4,H,4,131.2,133.5,30.831,2.3,4,127,953,U1474A_4H4
30.843,361,U1474,A,4,H,4,134.7,135.3,30.849,0.6,2,128,979,U1474A_4H4
30.85,361,U1474,A,4,H,4,135.4,137.3,30.869,1.9,2,129,1300,U1474A_4H4
30.87,361,U1474,A,4,H,4,137.4,138.4,30.88,1,3,130,370,U1474A_4H4
30.884,361,U1474,A,4,H,4,138.8,139.9,30.895,1.1,2,131,630,U1474A_4H4
30.902,361,U1474,A,4,H,4,140.6,142.3,30.919,1.7,3,132,944,U1474A_4H4
30.938,361,U1474,A,4,H,4,144.2,146.3,30.959,2.1,1,133,496,U1474A_4H4
30.96,361,U1474,A,4,H,4,146.4,147.1,30.967,0.7,1,134,3,U1474A_4H4
31.035,361,U1474,A,4,H,5,3.9,4.6,31.042,0.7,2,135,969,U1474A_4H5
31.206,361,U1474,A,4,H,5,21,21.4,31.21,0.4,1,136,29,U1474A_4H5
31.236,361,U1474,A,4,H,5,24,25.5,31.251,1.5,4,137,439,U1474A_4H5
31.364,361,U1474,A,4,H,5,36.8,37.6,31.372,0.8,2,138,529,U1474A_4H5
31.413,361,U1474,A,4,H,5,41.7,42.8,31.424,1.1,2,139,1144,U1474A_4H5
31.551,361,U1474,A,4,H,5,55.5,56.7,31.563,1.2,2,140,270,U1474A_4H5
32.351,361,U1474,A,4,H,5,135.5,136.6,32.362,1.1,3,141,884,U1474A_4H5
32.366,361,U1474,A,4,H,5,137,137.3,32.369,0.3,3,142,1006,U1474A_4H5
32.37,361,U1474,A,4,H,5,137.4,138.6,32.382,1.2,3,143,1126,U1474A_4H5
32.383,361,U1474,A,4,H,5,138.7,139,32.386,0.3,3,144,140,U1474A_4H5
32.496,361,U1474,A,4,H,6,0,1.1,32.507,1.1,0,145,955,U1474A_4H6
32.513,361,U1474,A,4,H,6,1.7,3.2,32.528,1.5,4,146,589,U1474A_4H6
32.543,361,U1474,A,4,H,6,4.7,5.7,32.553,1,3,147,1151,U1474A_4H6
32.697,361,U1474,A,4,H,6,20.1,21,32.706,0.9,3,148,1105,U1474A_4H6
32.736,361,U1474,A,4,H,6,24,24.6,32.742,0.6,2,149,541,U1474A_4H6
32.86,361,U1474,A,4,H,6,36.4,36.6,32.862,0.2,0,150,412,U1474A_4H6
32.91,361,U1474,A,4,H,6,41.4,41.9,32.915,0.5,2,151,180,U1474A_4H6
32.944,361,U1474,A,4,H,6,44.8,46,32.956,1.2,2,152,514,U1474A_4H6
33.011,361,U1474,A,4,H,6,51.5,52.1,33.017,0.6,2,153,183,U1474A_4H6
33.018,361,U1474,A,4,H,6,52.2,52.5,33.021,0.3,1,154,257,U1474A_4H6
33.037,361,U1474,A,4,H,6,54.1,55,33.046,0.9,3,155,499,U1474A_4H6
33.133,361,U1474,A,4,H,6,63.7,64.8,33.144,1.1,2,156,560,U1474A_4H6
33.204,361,U1474,A,4,H,6,70.8,71.4,33.21,0.6,2,157,868,U1474A_4H6
33.771,361,U1474,A,4,H,6,127.5,133.6,33.832,6.1,0,158,697,U1474A_4H6
34.014,361,U1474,A,4,H,7,1.8,3.4,34.03,1.6,4,159,362,U1474A_4H7
41.231,361,U1474,A,5,H,5,107.1,110.2,41.262,3.1,4,160,818,U1474A_5H5
42.87,361,U1474,A,5,H,6,121,122.9,42.889,1.9,1,161,230,U1474A_5H6
42.918,361,U1474,A,5,H,6,125.8,126.3,42.923,0.5,2,162,688,U1474A_5H6
42.924,361,U1474,A,5,H,6,126.4,128.3,42.943,1.9,2,163,841,U1474A_5H6
42.944,361,U1474,A,5,H,6,128.4,130.6,42.966,2.2,0,164,690,U1474A_5H6
42.989,361,U1474,A,5,H,6,132.9,134.4,43.004,1.5,2,165,1085,U1474A_5H6
43.01,361,U1474,A,5,H,6,135,137.5,43.035,2.5,2,166,863,U1474A_5H6
43.036,361,U1474,A,5,H,6,137.6,137.8,43.038,0.2,0,167,653,U1474A_5H6
43.062,361,U1474,A,5,H,6,140.2,142.5,43.085,2.3,2,168,123,U1474A_5H6
43.086,361,U1474,A,5,H,6,142.6,143.3,43.093,0.7,0,169,1344,U1474A_5H6
43.16,361,U1474,A,5,H,7,0,1.6,43.176,1.6,1,170,129,U1474A_5H7
43.272,361,U1474,A,5,H,7,11.2,13,43.29,1.8,0,171,489,U1474A_5H7
43.315,361,U1474,A,5,H,7,15.5,17.4,43.334,1.9,1,172,1208,U1474A_5H7
43.335,361,U1474,A,5,H,7,17.5,19,43.35,1.5,0,173,364,U1474A_5H7
43.351,361,U1474,A,5,H,7,19.1,19.5,43.355,0.4,0,174,487,U1474A_5H7
43.394,361,U1474,A,5,H,7,23.4,24.8,43.408,1.4,1,175,118,U1474A_5H7
43.463,361,U1474,A,5,H,7,30.3,32.3,43.483,2,3,176,696,U1474A_5H7
43.585,361,U1474,A,5,H,7,42.5,43.8,43.598,1.3,0,177,338,U1474A_5H7
43.614,361,U1474,A,5,H,7,45.4,46.3,43.623,0.9,1,178,1180,U1474A_5H7
43.624,361,U1474,A,5,H,7,46.4,49.3,43.653,2.9,1,179,324,U1474A_5H7
46.947,361,U1474,A,6,H,1,116.4,117.1,46.954,0.7,1,180,1287,U1474A_6H1
46.968,361,U1474,A,6,H,1,118.5,119.2,46.975,0.7,1,181,1306,U1474A_6H1
47.234,361,U1474,A,6,H,1,145.1,146.6,47.249,1.5,2,182,284,U1474A_6H1
47.25,361,U1474,A,6,H,1,146.7,147.1,47.254,0.4,0,183,830,U1474A_6H1
47.36,361,U1474,A,6,H,2,7.7,8.1,47.364,0.4,2,184,545,U1474A_6H2
47.385,361,U1474,A,6,H,2,10.2,11.6,47.399,1.4,4,185,1250,U1474A_6H2
48.016,361,U1474,A,6,H,2,73.3,74,48.023,0.7,2,186,734,U1474A_6H2
48.035,361,U1474,A,6,H,2,75.2,76.1,48.044,0.9,2,187,569,U1474A_6H2
48.081,361,U1474,A,6,H,2,79.8,80.3,48.086,0.5,0,188,897,U1474A_6H2
48.126,361,U1474,A,6,H,2,84.3,84.6,48.129,0.3,0,189,1127,U1474A_6H2
48.856,361,U1474,A,6,H,3,7.3,8.3,48.866,1,3,190,69,U1474A_6H3
48.867,361,U1474,A,6,H,3,8.4,9.2,48.875,0.8,3,191,857,U1474A_6H3
48.886,361,U1474,A,6,H,3,10.3,10.9,48.892,0.6,3,192,561,U1474A_6H3
49.209,361,U1474,A,6,H,3,42.6,44.2,49.225,1.6,0,193,951,U1474A_6H3
49.226,361,U1474,A,6,H,3,44.3,45.1,49.234,0.8,2,194,557,U1474A_6H3
49.267,361,U1474,A,6,H,3,48.4,49,49.273,0.6,1,195,71,U1474A_6H3
49.284,361,U1474,A,6,H,3,50.1,50.7,49.29,0.6,2,196,1039,U1474A_6H3
49.331,361,U1474,A,6,H,3,54.8,55.6,49.339,0.8,2,197,798,U1474A_6H3
49.407,361,U1474,A,6,H,3,62.4,62.7,49.41,0.3,0,198,894,U1474A_6H3
49.424,361,U1474,A,6,H,3,64.1,65.3,49.436,1.2,1,199,719,U1474A_6H3
49.466,361,U1474,A,6,H,3,68.3,68.6,49.469,0.3,0,200,461,U1474A_6H3
49.524,361,U1474,A,6,H,3,74.1,75.5,49.538,1.4,0,201,247,U1474A_6H3
49.547,361,U1474,A,6,H,3,76.4,76.9,49.552,0.5,1,202,1004,U1474A_6H3
49.588,361,U1474,A,6,H,3,80.5,81.2,49.595,0.7,3,203,401,U1474A_6H3
49.634,361,U1474,A,6,H,3,85.1,85.7,49.64,0.6,1,204,965,U1474A_6H3
49.751,361,U1474,A,6,H,3,96.8,97.2,49.755,0.4,2,205,143,U1474A_6H3
50.123,361,U1474,A,6,H,3,134,134.6,50.129,0.6,2,206,1305,U1474A_6H3
0.603,361,U1474,B,1,H,1,60.3,63.7,0.637,3.4,4,207,154,U1474B_1H1
0.638,361,U1474,B,1,H,1,63.8,66.3,0.663,2.5,4,208,141,U1474B_1H1
0.667,361,U1474,B,1,H,1,66.7,67.7,0.677,1,4,209,422,U1474B_1H1
0.696,361,U1474,B,1,H,1,69.6,70.7,0.707,1.1,4,210,780,U1474B_1H1
1.585,361,U1474,B,1,H,2,8.5,9.4,1.594,0.9,3,211,409,U1474B_1H2
1.666,361,U1474,B,1,H,2,16.6,17.7,1.677,1.1,0,212,595,U1474B_1H2
1.679,361,U1474,B,1,H,2,17.9,19.5,1.695,1.6,4,213,8,U1474B_1H2
2.105,361,U1474,B,1,H,2,60.5,61.9,2.119,1.4,4,214,1024,U1474B_1H2
3,361,U1474,B,1,H,3,0,0.9,3.009,0.9,0,215,1350,U1474B_1H3
3.079,361,U1474,B,1,H,3,7.9,9.6,3.096,1.7,0,216,558,U1474B_1H3
3.097,361,U1474,B,1,H,3,9.7,12.3,3.123,2.6,0,217,1188,U1474B_1H3
3.141,361,U1474,B,1,H,3,14.1,14.6,3.146,0.5,0,218,212,U1474B_1H3
3.193,361,U1474,B,1,H,3,19.3,20.8,3.208,1.5,0,219,1212,U1474B_1H3
3.209,361,U1474,B,1,H,3,20.9,24.2,3.242,3.3,0,220,635,U1474B_1H3
3.264,361,U1474,B,1,H,3,26.4,27.6,3.276,1.2,3,221,1237,U1474B_1H3
3.321,361,U1474,B,1,H,3,32.1,34.4,3.344,2.3,0,222,532,U1474B_1H3
3.345,361,U1474,B,1,H,3,34.5,38.7,3.387,4.2,0,223,1239,U1474B_1H3
3.389,361,U1474,B,1,H,3,38.9,41.1,3.411,2.2,0,224,426,U1474B_1H3
3.412,361,U1474,B,1,H,3,41.2,46.7,3.467,5.5,0,225,137,U1474B_1H3
3.478,361,U1474,B,1,H,3,47.8,48.7,3.487,0.9,0,226,1251,U1474B_1H3
4.46,361,U1474,B,1,H,4,45,46.2,4.472,1.2,0,227,52,U1474B_1H4
4.473,361,U1474,B,1,H,4,46.3,51,4.52,4.7,4,228,1124,U1474B_1H4
4.526,361,U1474,B,1,H,4,51.6,52.8,4.538,1.2,0,229,1256,U1474B_1H4
4.539,361,U1474,B,1,H,4,52.9,55.9,4.569,3,1,230,679,U1474B_1H4
4.57,361,U1474,B,1,H,4,56,57.3,4.583,1.3,3,231,45,U1474B_1H4
6.827,361,U1474,B,2,H,1,143.3,144.7,6.841,1.4,4,232,725,U1474B_2H1
7.055,361,U1474,B,2,H,2,16.1,16.6,7.06,0.5,0,233,429,U1474B_2H2
8.131,361,U1474,B,2,H,2,123.7,125,8.144,1.3,3,234,149,U1474B_2H2
8.145,361,U1474,B,2,H,2,125.1,125.5,8.149,0.4,3,235,444,U1474B_2H2
8.397,361,U1474,B,2,H,3,0.3,0.8,8.402,0.5,3,236,1182,U1474B_2H3
8.435,361,U1474,B,2,H,3,4.1,9.5,8.489,5.4,0,237,1291,U1474B_2H3
8.704,361,U1474,B,2,H,3,31,31.7,8.711,0.7,3,238,1325,U1474B_2H3
8.759,361,U1474,B,2,H,3,36.5,37.5,8.769,1,3,239,109,U1474B_2H3
9.041,361,U1474,B,2,H,3,64.7,65.6,9.05,0.9,4,240,610,U1474B_2H3
9.071,361,U1474,B,2,H,3,67.7,68.1,9.075,0.4,2,241,1047,U1474B_2H3
9.384,361,U1474,B,2,H,3,99,99.4,9.388,0.4,2,242,707,U1474B_2H3
9.398,361,U1474,B,2,H,3,100.4,101.6,9.41,1.2,4,243,1238,U1474B_2H3
9.447,361,U1474,B,2,H,3,105.3,106.5,9.459,1.2,4,244,389,U1474B_2H3
9.46,361,U1474,B,2,H,3,106.6,107.3,9.467,0.7,3,245,446,U1474B_2H3
9.658,361,U1474,B,2,H,3,126.4,126.6,9.66,0.2,3,246,632,U1474B_2H3
9.665,361,U1474,B,2,H,3,127.1,127.7,9.671,0.6,3,247,387,U1474B_2H3
9.817,361,U1474,B,2,H,3,142.3,142.7,9.821,0.4,3,248,947,U1474B_2H3
9.822,361,U1474,B,2,H,3,142.8,143.3,9.827,0.5,0,249,451,U1474B_2H3
10.368,361,U1474,B,2,H,4,47.4,48.1,10.375,0.7,3,250,1315,U1474B_2H4
10.407,361,U1474,B,2,H,4,51.3,52.2,10.416,0.9,3,251,591,U1474B_2H4
10.628,361,U1474,B,2,H,4,73.4,74.3,10.637,0.9,4,252,48,U1474B_2H4
10.669,361,U1474,B,2,H,4,77.5,78.2,10.676,0.7,3,253,1061,U1474B_2H4
12.181,361,U1474,B,2,H,5,78.7,79.9,12.193,1.2,1,254,1220,U1474B_2H5
12.213,361,U1474,B,2,H,5,81.9,83.8,12.232,1.9,1,255,1152,U1474B_2H5
12.239,361,U1474,B,2,H,5,84.5,85.9,12.253,1.4,4,256,1140,U1474B_2H5
12.692,361,U1474,B,2,H,5,129.8,131.1,12.705,1.3,4,257,256,U1474B_2H5
12.767,361,U1474,B,2,H,5,137.3,137.8,12.772,0.5,3,258,881,U1474B_2H5
12.779,361,U1474,B,2,H,5,138.5,139.2,12.786,0.7,3,259,601,U1474B_2H5
12.909,361,U1474,B,2,H,6,1.5,2.3,12.917,0.8,1,260,164,U1474B_2H6
12.958,361,U1474,B,2,H,6,6.4,7.4,12.968,1,2,261,724,U1474B_2H6
12.973,361,U1474,B,2,H,6,7.9,8.5,12.979,0.6,2,262,66,U1474B_2H6
13.023,361,U1474,B,2,H,6,12.9,13.3,13.027,0.4,1,263,520,U1474B_2H6
13.074,361,U1474,B,2,H,6,18,18.7,13.081,0.7,0,264,407,U1474B_2H6
13.568,361,U1474,B,2,H,6,67.4,68.2,13.576,0.8,3,265,41,U1474B_2H6
13.577,361,U1474,B,2,H,6,68.3,68.6,13.58,0.3,2,266,233,U1474B_2H6
13.826,361,U1474,B,2,H,7,12.2,12.6,13.83,0.4,3,267,139,U1474B_2H7
13.876,361,U1474,B,2,H,7,17.2,17.6,13.88,0.4,3,268,578,U1474B_2H7
14.256,361,U1474,B,2,H,7,55.2,55.8,14.262,0.6,3,269,792,U1474B_2H7
17.452,361,U1474,B,3,H,3,143,143.9,17.461,0.9,0,270,822,U1474B_3H3
17.978,361,U1474,B,3,H,4,45.6,46.1,17.983,0.5,3,271,225,U1474B_3H4
18.913,361,U1474,B,3,H,4,139.1,139.4,18.916,0.3,0,272,1112,U1474B_3H4
19.076,361,U1474,B,3,H,5,5.4,6,19.082,0.6,3,273,1194,U1474B_3H5
19.23,361,U1474,B,3,H,5,20.8,21.9,19.241,1.1,3,274,1030,U1474B_3H5
19.719,361,U1474,B,3,H,5,69.7,70.8,19.73,1.1,3,275,413,U1474B_3H5
20.331,361,U1474,B,3,H,5,130.9,132.1,20.343,1.2,4,276,555,U1474B_3H5
20.459,361,U1474,B,3,H,5,143.7,144.4,20.466,0.7,0,277,507,U1474B_3H5
20.541,361,U1474,B,3,H,6,1.9,3.2,20.554,1.3,3,278,320,U1474B_3H6
20.555,361,U1474,B,3,H,6,3.3,5.5,20.577,2.2,0,279,436,U1474B_3H6
20.578,361,U1474,B,3,H,6,5.6,7.9,20.601,2.3,0,280,600,U1474B_3H6
20.621,361,U1474,B,3,H,6,9.9,11.4,20.636,1.5,0,281,1050,U1474B_3H6
21.679,361,U1474,B,3,H,6,115.7,116.2,21.684,0.5,4,282,32,U1474B_3H6
21.699,361,U1474,B,3,H,6,117.7,118.6,21.708,0.9,3,283,999,U1474B_3H6
25.375,361,U1474,B,4,H,1,89,89.4,25.379,0.4,0,284,351,U1474B_4H1
