,Age [ka BP],U1476_d18O,U1476_d18O_error,U1476_d13C,U1476_d13C_error,U1308_d18O,U1308_d18O_error,U1308_d13C,U1308_d13C_error,MD06_3018_d18O,MD06_3018_d18O_error,MD06_3018_d13C,MD06_3018_d13C_error,ODP1143_d18O,ODP1143_d18O_error,ODP1143_d13C,ODP1143_d13C_error,ODP1090_d18O,ODP1090_d18O_error,ODP1090_d13C,ODP1090_d13C_error,ODP1088_d18O,ODP1088_d18O_error,ODP1088_d13C,ODP1088_d13C_error,ODP925_d18O,ODP925_d18O_error,ODP925_d13C,ODP925_d13C_error,ODP849_d18O,ODP849_d18O_error,ODP849_d13C,ODP849_d13C_error,DSDP502_d18O,DSDP502_d18O_error,DSDP502_d13C,DSDP502_d13C_error,ODP659_d18O,ODP659_d18O_error,ODP659_d13C,ODP659_d13C_error,ODP664_d18O,ODP664_d18O_error,ODP664_d13C,ODP664_d13C_error,ODP846_d18O,ODP846_d18O_error,ODP846_d13C,ODP846_d13C_error,DSDP607_d18O,DSDP607_d18O_error,DSDP607_d13C,DSDP607_d13C_error,DSDP552_d18O,DSDP552_d18O_error,DSDP552_d13C,DSDP552_d13C_error,ODP984_d18O,ODP984_d18O_error,ODP984_d13C,ODP984_d13C_error,ODP983_d18O,ODP983_d18O_error,ODP983_d13C,ODP983_d13C_error,ODP982_d18O,ODP982_d18O_error,ODP982_d13C,ODP982_d13C_error,ODP980_d18O,ODP980_d18O_error,ODP980_d13C,ODP980_d13C_error,ODP1063_d18O,ODP1063_d18O_error,ODP1063_d13C,ODP1063_d13C_error,ODP1264_d18O,ODP1264_d18O_error,ODP1264_d13C,ODP1264_d13C_error,ODP1267_d18O,ODP1267_d18O_error,ODP1267_d13C,ODP1267_d13C_error
74,373.5,3.5268333333333337,0.05797433180424033,0.042166666666666665,0.02549664102786294,3.8091666666666666,0.030651679610797233,0.2716666666666667,0.06735924968791235,4.1145,0.0,0.3152,0.0,3.466,0.0,-0.3,0.0,,,,,3.77,0.0,0.58,0.0,3.46,0.0,0.58,0.0,4.165,0.16617009357883872,-0.125,0.03181980515339464,,,,,,,,,4.11,0.028284271247461926,0.19,0.11313708498984759,3.49,0.0,-0.265,0.05303300858899107,3.61,0.014142135623730963,0.19,0.0,,,,,3.89,0.13435028842544397,0.9950000000000001,0.2510229073212244,3.91,0.021213203435596444,1.13,0.06363961030678926,3.1300000000000003,0.1211977264179857,1.11,0.04898979485566354,3.845294117647059,0.049545460911434865,0.7688235294117647,0.04006812842559814,3.6519999999999997,0.0776865496723854,-0.372,0.11290349861718191,4.18,0.0,0.14,0.0,4.5600000000000005,0.11313708498984738,0.61,0.11313708498984759
75,378.5,3.5474285714285716,0.05272371465918878,0.20128571428571426,0.0288640121143142,3.6699999999999995,0.038252650968559655,0.45785714285714285,0.06185218201345102,,,,,3.448,0.0,-0.364,0.0,,,,,3.46,0.0,0.34,0.0,3.36,0.1626345596729059,0.635,0.1873832970144351,4.04,0.0,-0.34,0.0,,,,,3.02,0.0,0.97,0.0,4.055,0.07424621202458748,0.22,0.09899494936611664,3.42,0.035355339059327404,-0.195,0.045961940777125586,3.4766666666666666,0.0869652974637756,0.79,0.02309401076758502,3.18,0.0,1.11,0.0,3.72,0.0,0.99,0.0,3.606666666666667,0.027621784210346754,0.89,0.0758653778449403,2.8766666666666665,0.12058499384558907,0.9966666666666667,0.034102242784939604,3.63,0.03247376563543956,0.6336363636363637,0.07094722432992154,3.69,0.040792156108742254,-0.182,0.19273608899217604,4.21,0.06363961030678918,0.9650000000000001,0.10960155108391488,4.52,0.19798989873223316,0.625,0.08838834764831843
76,383.5,3.5286666666666675,0.058878720296077325,0.19283333333333333,0.06480930002993684,3.4638461538461534,0.02484361648245225,0.5792307692307692,0.035575763614562335,4.1234,0.0,0.3619,0.0,3.5,0.010969655114602964,-0.27549999999999997,0.01991858428704209,,,,,3.55,0.0,0.7,0.0,3.335,0.12374368670764568,0.9450000000000001,0.010606601717798182,4.105,0.0106066017177983,0.015,0.010606601717798212,2.54,0.0,0.62,0.0,,,,,3.96,0.0,0.49,0.0,3.365,0.06010407640085667,-0.245,0.01767766952966369,3.24,0.0,0.92,0.0,,,,,3.21,0.2050609665440988,0.265,0.13788582233137675,3.6733333333333333,0.029938207967349924,0.77,0.06236095644623236,3.3633333333333333,0.04996294923537136,1.0999999999999999,0.04027681991198189,3.594500000000001,0.02649032842378517,0.4965,0.06040809134544808,3.498,0.09705256307795275,0.13600000000000004,0.1820461479955014,4.05,0.0,0.83,0.0,4.153333333333333,0.20560660026875127,0.49666666666666665,0.11375737664319065
77,388.5,3.2715,0.04799233156337465,0.31016666666666665,0.03660101445669586,3.4093333333333335,0.02744637869926931,0.5333333333333333,0.04906835745879113,4.0264,0.0,0.3427,0.0,3.354,0.0,-0.12,0.0,,,,,3.27,0.0,0.56,0.0,3.15,0.0,1.1,0.0,4.07,0.0,-0.03,0.0,,,,,2.7,0.0,0.8300000000000001,0.06363961030678929,3.83,0.035355339059327404,0.68,0.09192388155425117,3.08,0.0,0.08,0.0,3.14,0.0,0.84,0.0,2.86,0.0,1.39,0.0,,,,,3.4,0.02915475947422652,0.8650000000000001,0.1254713336007694,2.9466666666666668,0.061342994408187884,1.1500000000000001,0.03265986323710901,3.416842105263158,0.034729286511458665,0.40263157894736845,0.06090654984934071,3.3987499999999997,0.073875687391049,-0.016249999999999994,0.1480597166264342,3.94,0.0,0.78,0.0,3.8499999999999996,0.1697056274847714,0.7949999999999999,0.30759144981614817
78,393.5,3.177666666666667,0.15497646177308252,0.3166666666666667,0.11830719586142086,3.3133333333333326,0.04885048997062742,0.3966666666666667,0.05709770703056427,4.1205,0.0,0.0745,0.0,,,,,,,,,3.38,0.007071067811865481,0.585,0.017677669529663664,2.8966666666666665,0.10168943278797823,0.9433333333333334,0.1687426267250634,,,,,,,,,,,,,,,,,3.0250000000000004,0.09545941546018391,-0.035,0.05303300858899107,3.015,0.06128825336065629,0.9099999999999999,0.03,3.04,0.0,1.19,0.0,,,,,3.26,0.13435028842544414,0.64,0.30405591591021547,2.84,0.0,1.07,0.0,3.135294117647059,0.029565687199121192,0.6970588235294118,0.05151520557519804,3.33125,0.07461227906651828,0.3925,0.11848984661142911,4.32,0.0,0.66,0.0,4.03,0.15797327481430393,0.5,0.3306895153396242
79,398.5,3.0265714285714287,0.1311881118840745,0.467,0.07914698287338048,2.970625,0.030573537756326145,0.821875,0.05507962099032182,3.7458,0.0,0.49,0.0,2.587,0.0,0.177,0.0,,,,,,,,,2.86,0.0,1.18,0.0,3.6849999999999996,0.23688077169749322,0.185,0.1520279579551077,,,,,3.23,0.0,0.42,0.0,3.3200000000000003,0.021213203435596444,0.875,0.010606601717798222,2.635,0.07267220926874315,0.11249999999999999,0.028367014294775544,2.73,0.040276819911981884,1.2650000000000001,0.02020725942163692,,,,,,,,,3.0,0.0,1.36,0.0,2.1,0.0,0.73,0.0,2.8346153846153848,0.034428820055767355,0.9199999999999999,0.04956616521103696,2.8266666666666667,0.0643485877136456,0.37000000000000005,0.15755069730795299,4.2,0.0,0.67,0.0,4.1899999999999995,0.19798989873223316,0.65,0.19091883092036782
80,403.5,2.6816666666666666,0.10693707045284641,0.6346666666666666,0.04906043136709997,2.735,0.013246243352851505,0.911111111111111,0.06119634908464261,3.2115,0.0,0.573,0.0,2.44,0.0021213203435597227,0.044000000000000004,0.06363961030678927,,,,,2.835,0.04596194077712555,0.6699999999999999,0.03535533905932737,2.255,0.003535533905932662,1.06,0.014142135623730963,3.22,0.0,0.35,0.0,,,,,,,,,3.0949999999999998,0.010606601717798142,0.885,0.1025304832720494,2.57,0.0,0.06,0.0,2.285,0.08131727983645295,1.175,0.08131727983645295,2.7249999999999996,0.06717514421272198,1.3250000000000002,0.031819805153394665,,,,,2.9075,0.021901769334919052,1.135,0.05539629951540084,2.04,0.03535533905932733,0.9400000000000001,0.09899494936611665,2.582666666666667,0.023256381043904047,1.0353333333333332,0.044390856582726,2.795714285714286,0.061771704203730994,0.7085714285714284,0.1787077031039458,3.525,0.06010407640085651,0.89,0.014142135623730963,3.72,0.1626345596729059,0.29500000000000004,0.031819805153394644
81,408.5,2.6766666666666663,0.10789827170551453,0.5323333333333333,0.07614119437913673,2.7029411764705884,0.022899882985487792,0.9435294117647061,0.03940685813593538,,,,,2.4865,0.04207285348059949,0.075,0.03464823227814083,,,,,2.855,0.03181980515339459,0.54,0.007071067811865481,2.23,0.0,1.32,0.0,,,,,2.18,0.0,0.62,0.0,4.24,0.0,-0.5,0.0,3.1,0.0,0.9,0.0,2.65,0.028284271247461926,-0.05500000000000001,0.010606601717798213,2.54,0.0,1.05,0.0,,,,,,,,,2.9,0.05436502143433363,1.19,0.03858612300930073,2.43,0.0,1.29,0.0,2.6329411764705886,0.03520345911245936,1.0305882352941178,0.03745789413046047,2.6550000000000002,0.08835298523536152,0.705,0.08642193008721802,,,,,3.725,0.0106066017177983,1.08,0.03535533905932733
82,413.5,2.8040000000000003,0.052998427649632494,0.49166666666666664,0.05934862474614943,2.85375,0.026233253586812295,0.9406249999999999,0.03927535755327378,3.339,0.0,0.565,0.0,2.392,0.05939696961967004,-0.1185,0.022273863607376244,,,,,3.13,0.0,0.48,0.0,,,,,,,,,2.52,0.0,0.54,0.0,3.92,0.0,0.04,0.0,3.39,0.0,0.77,0.0,,,,,2.69,0.0,1.01,0.0,2.94,0.0,1.18,0.0,,,,,2.9524999999999997,0.04491311055805422,0.8075,0.07765106245248678,2.2066666666666666,0.04626813958590446,0.8999999999999999,0.02867441755680875,2.7393939393939393,0.014193593880452934,0.9009090909090909,0.025538690777032635,2.7866666666666666,0.04225145187073677,-0.12,0.30011109054259666,4.1,0.0,0.82,0.0,3.9033333333333338,0.20582264929536548,0.47666666666666674,0.26643045093454537
83,418.5,3.214,0.12110211485445752,0.4028333333333333,0.07118536704605435,3.1168750000000003,0.03098284240410326,0.8075,0.05663410522821033,3.5148,0.0,0.8727,0.0,3.133,0.03323401871576784,-0.20700000000000002,0.05020458146424488,,,,,3.375,0.024748737341529263,0.47,0.0848528137423857,4.01,0.0,-0.25,0.0,,,,,,,,,,,,,3.49,0.0,0.74,0.0,3.11,0.0,-0.17,0.0,3.0149999999999997,0.010606601717798142,0.8300000000000001,0.07071067811865477,3.16,0.11313708498984754,0.81,0.12727922061357855,,,,,3.2,0.0,1.01,0.0,2.64,0.2468917891618827,1.0433333333333332,0.07620634755325444,3.1428125,0.033175769981526985,0.4421875,0.04880952770840123,2.9633333333333334,0.06688851974796625,0.3933333333333333,0.14532211985282392,3.86,0.0,0.7,0.0,4.035,0.1590990257669731,0.755,0.017677669529663702
84,423.5,3.6088,0.09265436848848523,0.07339999999999999,0.026785966475003285,3.3152941176470594,0.03054428570073369,0.3164705882352941,0.06570322906049736,4.0009,0.0,0.5711,0.0,3.4975,0.07813529932111353,-0.4515,0.059043416229076724,3.348,0.13039631896644938,0.016000000000000014,0.1149469442830039,3.62,0.0,0.07,0.0,3.16,0.05656854249492385,0.665,0.0035355339059327407,,,,,2.73,0.0,0.45,0.0,4.41,0.0,-0.39,0.0,4.105,0.1944543648263005,0.165,0.32173358543987907,,,,,3.08,0.05196152422706624,-0.20333333333333334,0.3118522917213402,3.39,0.0,0.88,0.0,3.42,0.0,-0.5,0.0,3.37,0.007071067811865481,0.7050000000000001,0.024748737341529145,,,,,3.38,0.0342928563989645,0.10200000000000001,0.13677426658549477,3.1424999999999996,0.08820253681159063,-0.3675,0.27295546797966885,3.74,0.0,0.79,0.0,4.233333333333333,0.03953432638812712,0.6566666666666666,0.04225145187073677
85,428.5,3.8406,0.16760873485591377,-0.0598,0.06771847606082108,4.053076923076923,0.09669928140438173,-0.3553846153846154,0.03584343642085781,4.6179,0.0,0.0747,0.0,4.1525,0.18207999615553602,-0.531,0.009899494936611674,3.9033333333333338,0.25594053128716354,-0.10333333333333332,0.13810221657244398,,,,,4.275,0.09545941546018408,-0.14,0.07778174593052023,4.83,0.0,-0.39,0.0,,,,,4.37,0.0,0.05,0.0,4.73,0.06363961030678948,-0.36,0.021213203435596423,4.34,0.06363961030678918,-0.56,0.049497474683058325,,,-0.8400000000000001,0.05656854249492381,,,,,4.97,0.0,0.68,0.0,4.3999999999999995,0.10313825672368135,0.055,0.027950849718747374,3.5400000000000005,0.19646882704388502,0.7233333333333333,0.11375737664319066,4.253846153846155,0.13813439327470534,-0.11692307692307694,0.08755309202724988,4.0475,0.09749198685020224,-0.71,0.11683321445547924,4.640000000000001,0.1626345596729059,0.455,0.20152543263816605,5.03,0.26303516875125277,0.1175,0.1962579616219429
86,433.5,4.3572500000000005,0.04970082368532739,-0.3145,0.026416140899079114,4.6433333333333335,0.06463573143221771,-0.2711111111111111,0.025261322822192494,4.89415,0.047270088322320755,0.02775,0.0006010407640085653,4.235,0.0,-0.581,0.0,4.376666666666666,0.033110365390558665,-0.86,0.23328570942563595,3.88,0.0,0.21,0.0,4.24,0.0,-0.18,0.0,,,,,3.26,0.0,0.61,0.0,4.15,0.014142135623730963,0.34,0.4101219330881976,4.91,0.0,-0.31,0.0,4.53,0.0,-0.37,0.0,,,-0.59,0.0,4.335,0.038890872965259914,0.8200000000000001,0.0070710678118654415,4.11,0.0,0.19,0.0,4.48,0.08485281374238546,0.9550000000000001,0.2085965004500315,4.07,0.12020815280171318,0.825,0.07424621202458752,4.638888888888889,0.055765037155897486,0.17777777777777776,0.06508831185544793,4.390000000000001,0.10984838035522726,-0.6766666666666666,0.08709296863229081,4.395,0.017677669529663625,0.51,0.09899494936611665,5.3525,0.07716662167025322,-0.0925,0.04143896113562694
87,438.5,4.3606,0.013808982583811098,-0.332,0.023891421054428714,4.332,0.11396139697283462,-0.042,0.14997066379795748,4.8322,0.15492709575797262,-0.08195,0.053846181387355585,4.459,0.0,-0.494,0.0,4.373333333333334,0.015153535218873242,-1.2766666666666666,0.017847087115787804,4.42,0.0,0.14,0.0,3.963333333333333,0.08463428952240909,0.23666666666666666,0.06836720027962294,4.86,0.0,-0.34,0.0,3.66,0.0,0.96,0.0,4.03,0.0,0.08,0.0,4.775,0.024748737341528947,-0.395,0.05303300858899105,4.29,0.0,-0.55,0.0,3.81,0.0,-0.675,0.06717514421272203,,,,,,,,,4.21,0.0,0.92,0.0,4.48,0.06363961030678948,1.1949999999999998,0.1449568901432422,4.34,0.0,-0.24,0.0,4.336666666666666,0.14113298168223648,-0.8566666666666668,0.13336110821819525,4.27,0.09192388155425141,0.755,0.06717514421272198,5.2749999999999995,0.07093130479555564,-0.0425,0.026309456474811484
88,443.5,4.252,0.04796665508454805,-0.23679999999999998,0.033725242771550215,4.344444444444445,0.025872961772700712,-0.034444444444444444,0.06146586146960176,4.8688,0.0,-0.2344,0.0,4.362,0.0,-0.487,0.0,4.263333333333333,0.023726840560069493,-1.3066666666666666,0.0570250107571393,4.74,0.0,0.21,0.0,3.6533333333333338,0.0667221990933441,0.44333333333333336,0.06277531951922459,4.9,0.10606601717798206,-0.43,0.007071067811865481,,,,,4.28,0.0,0.38,0.0,4.81,0.0,-0.18,0.0,3.9749999999999996,0.08131727983645295,-0.44,0.0,,,-0.35,0.04949747468305831,,,,,,,,,4.41,0.0,1.08,0.0,3.92,0.2839013913315679,1.2566666666666666,0.11984557965550069,4.511764705882352,0.025885498393328966,0.36882352941176466,0.050724047196306535,4.483,0.0650853286079129,-0.958,0.04582139238390732,4.859999999999999,0.007071067811865638,0.375,0.25102290732122434,5.19,0.0410960933531266,-0.09666666666666666,0.08059960481476504
89,448.5,4.2128,0.024792579535013994,-0.2484,0.02103444793665857,4.263333333333334,0.01943650631615105,-0.17666666666666667,0.07175059684872419,,,,,4.196,0.0,-0.461,0.0,4.0325,0.01780975856096878,-0.8875,0.21264333401261373,4.33,0.0,0.18,0.0,4.2125,0.0886266748783909,-0.2,0.09387491677759294,5.07,0.0,-0.41,0.0,3.52,0.0,0.88,0.0,3.77,0.0,0.49,0.0,4.5,0.049497474683058526,-0.1,0.0,3.84,0.012747548783982017,-0.4925,0.032858598570237284,,,-0.38,0.0,,,,,4.51,0.0,1.3,0.0,4.37,0.0,0.95,0.0,3.75,0.14817407180595238,1.1500000000000001,0.12684198393626964,4.240714285714286,0.04943006073018812,0.28928571428571426,0.058610303176864435,4.421818181818181,0.06868701723097431,-0.8883333333333335,0.0674210786909543,5.055,0.038890872965260226,0.27,0.021213203435596423,5.0625,0.0638724314552061,-0.0775,0.12631186603007652
90,453.5,3.9436,0.0412345486212715,-0.1268,0.020812304053131645,4.159999999999999,0.04715930449020634,-0.318,0.08477735546712932,4.7243,0.0,-0.0266,0.0,3.351,0.0,-0.394,0.0,3.92,0.02943920288775953,-0.8533333333333334,0.0993683756236061,4.07,0.0,0.3,0.0,4.215,0.06717514421272183,-0.055,0.11667261889578034,4.6,0.04242640687119289,-0.265,0.03181980515339464,3.13,0.0,0.63,0.0,,,,,,,,,3.8449999999999998,0.024748737341529103,-0.44,0.0,3.99,0.0,-0.36,0.0,,,,,4.085,0.187383297014435,0.525,0.07424621202458749,,,,,3.27,0.0,1.11,0.0,4.20625,0.05656681613366619,0.33875,0.08837840339981255,4.361666666666667,0.10724884528429578,-0.9433333333333332,0.052263577006185495,4.27,0.0,0.83,0.0,5.026666666666666,0.01784708711578789,0.04999999999999999,0.06128258770283413
91,458.5,3.78325,0.033736802975385796,-0.09724999999999999,0.06748090007550284,4.283333333333334,0.01422916497207298,-0.1011111111111111,0.09787172815204483,4.421,0.0,0.053,0.0,3.7030000000000003,0.009899494936611674,-0.5509999999999999,0.05020458146424488,3.965,0.0025000000000000577,-1.0675,0.06107116750153053,4.27,0.0,0.09,0.0,3.79,0.028284271247461926,0.44999999999999996,0.021213203435596423,4.64,0.0,-0.4,0.0,3.42,0.0,0.93,0.0,3.31,0.0,0.51,0.0,4.3149999999999995,0.05303300858899087,-0.365,0.08131727983645295,4.006666666666667,0.028414915227876526,-0.42,0.01414213562373095,,,,,3.92,0.0,0.97,0.0,,,,,4.05,0.0,1.34,0.0,3.3433333333333337,0.2557052701552809,1.3833333333333335,0.1589083127210526,4.070909090909091,0.05257744457880454,0.3572727272727273,0.08760439731114779,4.2555555555555555,0.06314201121477617,-0.952,0.0688737976301583,4.88,0.0,0.58,0.0,4.91,0.0,0.04,0.0
92,463.5,3.9396,0.048811146268040055,-0.1006,0.01286732295390148,4.037000000000001,0.054864378243082323,-0.06299999999999999,0.08200060975383049,4.3848,0.0,0.0351,0.0,3.614333333333333,0.174203159387942,-0.6003333333333334,0.04120499789894246,3.93,0.02449489742783187,-0.85,0.09877021593352704,3.43,0.0,1.04,0.0,3.8333333333333335,0.04721895413527955,0.12666666666666668,0.13986766232036255,,,,,,,,,,,,,4.585,0.12374368670764568,-0.175,0.1025304832720494,3.97,0.0,-0.39,0.0,3.63,0.0,-0.28,0.0,,,,,,,,,3.9499999999999997,0.04949747468305821,1.185,0.017677669529663702,,,,,4.095454545454546,0.034792505043653055,0.5509090909090909,0.09478513801847349,4.1775,0.02469431164818686,-0.6487499999999999,0.03851547533495826,4.38,0.0,0.52,0.0,5.025,0.05303300858899087,-0.1,0.11313708498984759
93,468.5,3.8437999999999994,0.017170672671738847,-0.06139999999999999,0.03136698901711798,4.101428571428571,0.02244526870998782,-0.02285714285714287,0.06567434456108182,4.2454,0.0,0.2064,0.0,3.5276666666666667,0.0426883625394123,-0.5716666666666667,0.010395868125080936,3.7975,0.021901769334918993,-0.525,0.08584142356694699,3.42,0.0,0.63,0.0,3.685,0.06010407640085651,0.51,0.14849242404917495,4.385,0.08838834764831843,-0.18,0.021213203435596423,2.86,0.0,0.97,0.0,,,,,4.09,0.007071067811865324,-0.095,0.1025304832720494,3.895,0.07424621202458748,-0.295,0.05303300858899106,3.475,0.06010407640085651,-0.07,0.26870057685088805,3.71,0.08485281374238578,1.4,0.11313708498984762,,,,,4.04,0.0,1.07,0.0,3.465,0.03181980515339459,1.2799999999999998,0.10606601717798214,3.660769230769231,0.04143093687962793,0.7892307692307692,0.05432165366914868,3.9821739130434786,0.054035472916971215,-0.6356521739130434,0.06258401109687771,4.09,0.0,0.64,0.0,4.275,0.3217335854398793,0.235,0.03889087296526011
94,473.5,3.7049999999999996,0.04299674406277759,0.07100000000000001,0.03914077158156185,4.001111111111111,0.02804073071221881,-0.02,0.07044829992954381,4.646,0.0,0.0935,0.0,3.6763333333333335,0.07386223412292389,-0.4936666666666667,0.013762536372609787,3.45,0.07778174593052029,-0.49,0.14849242404917495,,,,,3.686666666666666,0.06869147340477215,0.5533333333333333,0.06997353997259462,4.27,0.0,-0.29,0.0,,,,,,,,,4.055,0.05303300858899103,-0.125,0.05303300858899107,3.51,0.07778174593052029,-0.1,0.014142135623730947,3.73,0.0,-0.08,0.0,3.63,0.0,1.05,0.0,3.83,0.0,0.89,0.0,3.75,0.0,1.3,0.0,3.426666666666667,0.09572336685973269,1.42,0.03091206165165233,3.641428571428572,0.058804910447269355,0.7128571428571427,0.10746821348482999,4.033448275862069,0.03295323628575602,-0.53,0.05569792828481126,,,,,4.16,0.049497474683058526,0.915,0.06010407640085655
95,478.5,3.4244,0.11046758800661846,0.43260000000000004,0.09898185692337763,3.677222222222222,0.04519372263000417,0.6055555555555556,0.08306334865788058,3.8645,0.0,0.4682,0.0,3.203,0.0,-0.769,0.0,3.4166666666666665,0.06771399548974487,0.4466666666666667,0.10876410083124684,,,,,3.31,0.0,1.25,0.0,4.244999999999999,0.13081475451951133,-0.185,0.017677669529663684,,,,,3.31,0.0,1.1,0.0,3.77,0.0,0.31,0.0,3.44,0.0,0.1,0.0,3.675,0.08131727983645295,0.6699999999999999,0.05656854249492381,,,,,3.67,0.0,1.12,0.0,3.73,0.0,1.2,0.0,3.0125,0.04668712349245771,1.435,0.07462405778299648,3.530625,0.033859414657337175,0.82875,0.06993230543711541,3.7115384615384617,0.04666189801588823,-0.31846153846153846,0.14100168345902642,4.33,0.0,0.83,0.0,4.1899999999999995,0.09192388155425141,0.6000000000000001,0.33941125496954283
96,483.5,3.1622,0.05539776168763494,0.6072,0.08475536561185963,3.5195833333333333,0.03839885327546085,0.6733333333333333,0.06132695468038807,3.8082,0.0,0.5576,0.0,,,,,3.373333333333333,0.03569417423157561,0.47000000000000003,0.05557777333511023,3.49,0.034832934606968353,0.8066666666666666,0.09524238085595672,,,,,3.82,0.0,0.34,0.0,2.46,0.0,1.02,0.0,3.06,0.0,1.08,0.0,3.87,0.0919238815542511,0.6,0.15556349186104043,3.29,0.0,0.16,0.0,3.3466666666666662,0.019051586888313685,0.79,0.0,3.36,0.0,1.64,0.0,3.54,0.07071067811865481,0.9850000000000001,0.06717514421272203,3.3449999999999998,0.038890872965260066,1.4449999999999998,0.024748737341529183,2.9166666666666665,0.10158010887235024,1.5266666666666666,0.14455551285335438,3.3200000000000003,0.046324939287601896,1.259,0.08386238727820715,3.2960000000000003,0.062116020477812325,0.48600000000000004,0.11797626880012776,4.05,0.0,1.07,0.0,4.275,0.06010407640085651,1.04,0.028284271247461926
97,488.5,2.9065000000000003,0.021881784662134005,0.7989999999999999,0.025536738241208484,3.325,0.014254910709606116,1.0195454545454548,0.023927207729319642,3.6426,0.0,0.8078,0.0,3.0749999999999997,0.07302510983673122,0.138,0.051852354494918235,3.143333333333333,0.03781044339371904,0.2733333333333333,0.0790686527762542,4.005,0.17609183210283572,0.635,0.18763883748662838,2.9,0.09899494936611673,1.285,0.10960155108391488,3.735,0.1025304832720494,0.35,0.09192388155425117,2.51,0.0,1.07,0.0,,,,,3.52,0.09899494936611673,0.9249999999999999,0.15202795795510768,3.18,0.0,0.24,0.007071067811865471,3.12,0.0,0.86,0.0,,,,,,,,,3.34,0.0,1.46,0.0,2.525,0.13081475451951133,1.455,0.08838834764831843,3.138333333333333,0.017226701926348523,1.3766666666666667,0.02844748247664912,2.825,0.08131727983645295,0.51,0.1697056274847714,4.15,0.0,0.79,0.0,4.19,0.0,1.23,0.0
98,493.5,2.988,0.022452728119317755,0.897,0.03589742330585861,3.3313636363636374,0.028322927185543977,1.2031818181818181,0.04004845393594682,,,,,2.8345000000000002,0.04631549416771878,0.1525,0.063286056916196,3.1166666666666667,0.005443310539518178,0.16666666666666666,0.05298497341140606,3.785,0.03752776749732565,0.485,0.03752776749732569,,,,,,,,,2.565,0.003535533905932662,1.165,0.017677669529663702,3.47,0.0,1.13,0.0,3.65,0.0,1.14,0.0,3.4699999999999998,0.1697056274847714,-0.065,0.1237436867076458,,,,,,,,,2.69,0.0,0.41,0.0,3.3600000000000003,0.049497474683058366,1.5150000000000001,0.0035355339059327407,2.8550000000000004,0.03491060010942238,1.4075,0.047614992386852274,3.1942857142857144,0.030024285602617128,1.1485714285714284,0.08092396460040269,2.93,0.04242640687119289,1.025,0.010606601717798222,3.78,0.0,1.33,0.0,4.18,0.05656854249492385,0.75,0.04242640687119289
99,498.5,3.0125,0.016288416129261896,0.83825,0.017049101882503956,3.3334782608695654,0.02384265288626428,1.2360869565217392,0.03774223154176606,3.8169,0.0,0.7432,0.0,3.1464999999999996,0.013788582233137727,-0.045,0.14919953083036153,3.045,0.06010407640085651,0.1,0.09192388155425117,3.4375,0.09030330835578511,0.8975000000000001,0.08465924344098524,2.89,0.0,1.4,0.0,3.6849999999999996,0.06717514421272198,0.33,0.03535533905932737,,,,,,,,,,,,,3.17,0.0919238815542511,0.060000000000000005,0.049497474683058325,2.88,0.0,1.14,0.0,,,,,,,,,3.533333333333333,0.06688851974796634,1.2033333333333334,0.1081494165323896,2.8966666666666665,0.007200822998231008,1.2666666666666668,0.07060584384585443,3.271,0.00727323861838724,1.367,0.03679809777692321,3.0966666666666662,0.03347193406976013,0.8966666666666666,0.08438228706529809,,,,,4.3149999999999995,0.04596194077712555,1.005,0.09545941546018388
100,503.5,3.1085000000000003,0.029777298399955583,0.87125,0.01583262059799326,3.365416666666667,0.0370387333234238,1.1729166666666666,0.04143887385298621,3.5775,0.0,0.7775,0.0,2.9459999999999997,0.03181980515339474,0.0,0.05161879502661796,3.54,0.1501110699893027,0.295,0.19918584287042088,3.18,0.0,0.71,0.0,2.99,0.0,1.32,0.0,3.87,0.014142135623730963,0.28500000000000003,0.010606601717798201,,,,,,,,,3.8333333333333335,0.09059474271395336,1.0233333333333334,0.07906865277625422,3.48,0.0,0.19,0.0,,,,,,,,,3.55,0.0,1.26,0.0,3.475,0.04596194077712555,1.295,0.0035355339059327407,2.89,0.0,1.125,0.017677669529663625,3.275714285714286,0.010273235060125082,1.33,0.03129843185743805,3.228571428571428,0.09896254850109157,0.5528571428571428,0.20330648709963242,3.73,0.0,1.19,0.0,4.135,0.0106066017177983,0.8400000000000001,0.12020815280171306
101,508.5,3.2695,0.046109245276842285,0.74275,0.02646076104347719,3.6052173913043486,0.05356080432561273,1.092608695652174,0.04827934386434221,,,,,3.512,0.0,0.113,0.0,3.68,0.0,0.57,0.0,3.77,0.0,0.59,0.0,3.19,0.0,1.51,0.0,3.9,0.07778174593052013,0.22999999999999998,0.04949747468305832,2.86,0.014142135623730963,1.21,0.007071067811865481,3.54,0.0,0.97,0.0,3.73,0.0,1.08,0.0,3.5949999999999998,0.01767766952966378,0.19,0.021213203435596423,3.185,0.0106066017177983,0.94,0.0,3.36,0.0,1.67,0.0,,,,,3.6025,0.02218529918662359,1.28,0.05667892024377314,3.216666666666667,0.05702501075713926,1.3366666666666667,0.07664250827102463,3.52,0.0,1.26,0.0,3.3772727272727265,0.08609134980295098,0.8136363636363636,0.10962952434021758,4.33,0.0,0.84,0.0,4.29,0.1131370849898477,0.905,0.18738329701443504
