"Exp","Site","Hole","Core","Type","Sect","A/W","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CCSF-361-U1474-ABDEF-20160220 (m)","Bottom depth CCSF-361-U1474-ABDEF-20160220 (m)","Display status (T/F)","Uncropped image (JPG) link","Uncropped image filename","Cropped image (JPG) link","Cropped image filename","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","A","20","H","6","A","183.890","185.390","198.045","199.545","T","33435161","361-u1474a-20h-6-a_shlf7608961_20160212045326.jpg","33435181","361-u1474a-20h-6-a_shlf7608961_20160212045326_trim.jpg","2016-02-12 11:01:53","CV-L107C-L170542B","SHIL","SHLF7608961","95004121",""
"361","U1474","A","20","H","7","A","185.390","186.120","199.545","200.275","T","33435241","361-u1474a-20h-7-a_shlf7608991_20160212045629.jpg","33435261","361-u1474a-20h-7-a_shlf7608991_20160212045629_trim.jpg","2016-02-12 11:02:39","CV-L107C-L170542B","SHIL","SHLF7608991","95004131",""
"361","U1474","A","21","H","1","A","185.900","187.400","203.397","204.897","T","33439371","361-u1474a-21h-1-a_shlf7609501_20160212063256.jpg","33439391","361-u1474a-21h-1-a_shlf7609501_20160212063256_trim.jpg","2016-02-12 12:51:28","CV-L107C-L170542B","SHIL","SHLF7609501","95015431",""
"361","U1474","A","20","H","CC","A","186.120","186.510","200.275","200.665","T","33435251","361-u1474a-20h-cc-a_shlf7609021_20160212045730.jpg","33435271","361-u1474a-20h-cc-a_shlf7609021_20160212045730_trim.jpg","2016-02-12 11:02:39","CV-L107C-L170542B","SHIL","SHLF7609021","95004141",""
"361","U1474","A","21","H","2","A","187.400","188.890","204.897","206.387","T","33439451","361-u1474a-21h-2-a_shlf7609531_20160212063442.jpg","33439471","361-u1474a-21h-2-a_shlf7609531_20160212063442_trim.jpg","2016-02-12 12:51:59","CV-L107C-L170542B","SHIL","SHLF7609531","95015821",""
"361","U1474","A","21","H","3","A","188.890","190.390","206.387","207.887","T","33439461","361-u1474a-21h-3-a_shlf7609561_20160212063629.jpg","33439481","361-u1474a-21h-3-a_shlf7609561_20160212063629_trim.jpg","2016-02-12 12:52:00","CV-L107C-L170542B","SHIL","SHLF7609561","95015841",""
"361","U1474","A","21","H","4","A","190.390","191.880","207.887","209.377","T","33439591","361-u1474a-21h-4-a_shlf7609591_20160212063822.jpg","33439611","361-u1474a-21h-4-a_shlf7609591_20160212063822_trim.jpg","2016-02-12 12:52:43","CV-L107C-L170542B","SHIL","SHLF7609591","95016241",""
"361","U1474","A","21","H","5","A","191.880","193.380","209.377","210.877","T","33439581","361-u1474a-21h-5-a_shlf7609621_20160212064113.jpg","33439601","361-u1474a-21h-5-a_shlf7609621_20160212064113_trim.jpg","2016-02-12 12:52:43","CV-L107C-L170542B","SHIL","SHLF7609621","95016251",""
"361","U1474","A","21","H","6","A","193.380","194.860","210.877","212.357","T","33439671","361-u1474a-21h-6-a_shlf7609651_20160212064247.jpg","33439691","361-u1474a-21h-6-a_shlf7609651_20160212064247_trim.jpg","2016-02-12 12:53:32","CV-L107C-L170542B","SHIL","SHLF7609651","95016291",""
"361","U1474","A","21","H","7","A","194.860","195.650","212.357","213.147","T","33439661","361-u1474a-21h-7-a_shlf7609681_20160212064422.jpg","33439681","361-u1474a-21h-7-a_shlf7609681_20160212064422_trim.jpg","2016-02-12 12:53:29","CV-L107C-L170542B","SHIL","SHLF7609681","95016281",""
"361","U1474","A","22","H","1","A","195.400","196.900","214.395","215.895","T","33442701","361-u1474a-22h-1-a_shlf7610191_20160212081829.jpg","33442711","361-u1474a-22h-1-a_shlf7610191_20160212081829_trim.jpg","2016-02-12 14:19:43","CV-L107C-L170542B","SHIL","SHLF7610191","95021241",""
"361","U1474","A","21","H","CC","A","195.650","195.920","213.147","213.417","T","33439781","361-u1474a-21h-cc-a_shlf7609711_20160212064609.jpg","33439791","361-u1474a-21h-cc-a_shlf7609711_20160212064609_trim.jpg","2016-02-12 12:53:59","CV-L107C-L170542B","SHIL","SHLF7609711","95016311",""
"361","U1474","A","22","H","2","A","196.900","198.410","215.895","217.405","T","33442811","361-u1474a-22h-2-a_shlf7610221_20160212082010.jpg","33442821","361-u1474a-22h-2-a_shlf7610221_20160212082010_trim.jpg","2016-02-12 14:21:11","CV-L107C-L170542B","SHIL","SHLF7610221","95021661",""
"361","U1474","A","22","H","3","A","198.410","199.920","217.405","218.915","T","33442861","361-u1474a-22h-3-a_shlf7610251_20160212082158.jpg","33442871","361-u1474a-22h-3-a_shlf7610251_20160212082158_trim.jpg","2016-02-12 14:23:11","CV-L107C-L170542B","SHIL","SHLF7610251","95022101",""
"361","U1474","A","22","H","4","A","199.920","201.430","218.915","220.425","T","33442981","361-u1474a-22h-4-a_shlf7610281_20160212082403.jpg","33442991","361-u1474a-22h-4-a_shlf7610281_20160212082403_trim.jpg","2016-02-12 14:26:37","CV-L107C-L170542B","SHIL","SHLF7610281","95022681",""
"361","U1474","A","22","H","5","A","201.430","202.940","220.425","221.935","T","33443061","361-u1474a-22h-5-a_shlf7610311_20160212082708.jpg","33443071","361-u1474a-22h-5-a_shlf7610311_20160212082708_trim.jpg","2016-02-12 14:28:05","CV-L107C-L170542B","SHIL","SHLF7610311","95022711",""
"361","U1474","A","22","H","6","A","202.940","204.440","221.935","223.435","T","33443111","361-u1474a-22h-6-a_shlf7610341_20160212083000.jpg","33443121","361-u1474a-22h-6-a_shlf7610341_20160212083000_trim.jpg","2016-02-12 14:31:03","CV-L107C-L170542B","SHIL","SHLF7610341","95022781",""
"361","U1474","A","22","H","7","A","204.440","205.030","223.435","224.025","T","33443161","361-u1474a-22h-7-a_shlf7610371_20160212083112.jpg","33443171","361-u1474a-22h-7-a_shlf7610371_20160212083112_trim.jpg","2016-02-12 14:31:52","CV-L107C-L170542B","SHIL","SHLF7610371","95022991",""
"361","U1474","A","23","H","1","A","204.900","206.400","221.865","223.365","T","33455541","361-u1474a-23h-1-a_shlf7610771_20160212104049.jpg","33455561","361-u1474a-23h-1-a_shlf7610771_20160212104049_trim.jpg","2016-02-12 21:36:03","CV-L107C-L170542B","SHIL","SHLF7610771","95071571",""
"361","U1474","A","22","H","CC","A","205.030","205.360","224.025","224.355","T","33444181","361-u1474a-22h-cc-a_shlf7610401_20160212083248.jpg","33444201","361-u1474a-22h-cc-a_shlf7610401_20160212083248_trim.jpg","2016-02-12 14:54:19","CV-L107C-L170542B","SHIL","SHLF7610401","95027091",""
"361","U1474","A","23","H","2","A","206.400","207.900","223.365","224.865","T","33455531","361-u1474a-23h-2-a_shlf7610801_20160212104314.jpg","33455551","361-u1474a-23h-2-a_shlf7610801_20160212104314_trim.jpg","2016-02-12 21:36:03","CV-L107C-L170542B","SHIL","SHLF7610801","95071581",""
"361","U1474","A","23","H","3","A","207.900","209.400","224.865","226.365","T","33455611","361-u1474a-23h-3-a_shlf7610831_20160212104440.jpg","33455631","361-u1474a-23h-3-a_shlf7610831_20160212104440_trim.jpg","2016-02-12 21:36:27","CV-L107C-L170542B","SHIL","SHLF7610831","95071591",""
"361","U1474","A","23","H","4","A","209.400","210.890","226.365","227.855","T","33455621","361-u1474a-23h-4-a_shlf7610861_20160212104557.jpg","33455641","361-u1474a-23h-4-a_shlf7610861_20160212104557_trim.jpg","2016-02-12 21:36:27","CV-L107C-L170542B","SHIL","SHLF7610861","95071601",""
"361","U1474","A","23","H","5","A","210.890","212.390","227.855","229.355","T","33459861","361-u1474a-23h-5-a_shlf7610891_20160212104735.jpg","33459921","361-u1474a-23h-5-a_shlf7610891_20160212104735_trim.jpg","2016-02-12 22:40:53","CV-L107C-L170542B","SHIL","SHLF7610891","95077491",""
"361","U1474","A","23","H","6","A","212.390","213.890","229.355","230.855","T","33455791","361-u1474a-23h-6-a_shlf7610921_20160212105150.jpg","33455821","361-u1474a-23h-6-a_shlf7610921_20160212105150_trim.jpg","2016-02-12 21:37:07","CV-L107C-L170542B","SHIL","SHLF7610921","95071611",""
"361","U1474","A","23","H","7","A","213.890","214.560","230.855","231.525","T","33455691","361-u1474a-23h-7-a_shlf7610951_20160212105327.jpg","33455701","361-u1474a-23h-7-a_shlf7610951_20160212105327_trim.jpg","2016-02-12 21:36:56","CV-L107C-L170542B","SHIL","SHLF7610951","95071621",""
"361","U1474","A","24","H","1","A","214.400","215.900","233.585","235.085","T","33456041","361-u1474a-24h-1-a_shlf7611251_20160212112319.jpg","33456081","361-u1474a-24h-1-a_shlf7611251_20160212112319_trim.jpg","2016-02-12 21:37:59","CV-L107C-L170542B","SHIL","SHLF7611251","95071681",""
"361","U1474","A","23","H","CC","A","214.560","214.920","231.525","231.885","T","33455921","361-u1474a-23h-cc-a_shlf7610981_20160212105425.jpg","33455941","361-u1474a-23h-cc-a_shlf7610981_20160212105425_trim.jpg","2016-02-12 21:37:33","CV-L107C-L170542B","SHIL","SHLF7610981","95071651",""
"361","U1474","A","24","H","2","A","215.900","217.390","235.085","236.574","T","33456201","361-u1474a-24h-2-a_shlf7611281_20160212112446.jpg","33456241","361-u1474a-24h-2-a_shlf7611281_20160212112446_trim.jpg","2016-02-12 21:38:26","CV-L107C-L170542B","SHIL","SHLF7611281","95071881",""
"361","U1474","A","24","H","3","A","217.390","218.870","236.574","238.055","T","33456331","361-u1474a-24h-3-a_shlf7611311_20160212112630.jpg","33456371","361-u1474a-24h-3-a_shlf7611311_20160212112630_trim.jpg","2016-02-12 21:38:48","CV-L107C-L170542B","SHIL","SHLF7611311","95071991",""
"361","U1474","A","24","H","4","A","218.870","220.360","238.055","239.544","T","33456541","361-u1474a-24h-4-a_shlf7611341_20160212112749.jpg","33456581","361-u1474a-24h-4-a_shlf7611341_20160212112749_trim.jpg","2016-02-12 21:39:28","CV-L107C-L170542B","SHIL","SHLF7611341","95072041",""
"361","U1474","A","24","H","5","A","220.360","221.580","239.544","240.764","T","33456591","361-u1474a-24h-5-a_shlf7611371_20160212113222.jpg","33456621","361-u1474a-24h-5-a_shlf7611371_20160212113222_trim.jpg","2016-02-12 21:39:31","CV-L107C-L170542B","SHIL","SHLF7611371","95072071",""
"361","U1474","A","24","H","CC","A","221.580","222.010","240.764","241.195","T","33456731","361-u1474a-24h-cc-a_shlf7611401_20160212113322.jpg","33456751","361-u1474a-24h-cc-a_shlf7611401_20160212113322_trim.jpg","2016-02-12 21:40:03","CV-L107C-L170542B","SHIL","SHLF7611401","95072111",""
"361","U1474","A","25","H","1","A","222.000","223.490","241.538","243.028","T","33456761","361-u1474a-25h-1-a_shlf7611801_20160212120856.jpg","33456801","361-u1474a-25h-1-a_shlf7611801_20160212120856_trim.jpg","2016-02-12 21:40:11","CV-L107C-L170542B","SHIL","SHLF7611801","95072121",""
"361","U1474","A","25","H","2","A","223.490","225.000","243.028","244.538","T","33456981","361-u1474a-25h-2-a_shlf7611831_20160212121152.jpg","33457001","361-u1474a-25h-2-a_shlf7611831_20160212121152_trim.jpg","2016-02-12 21:41:11","CV-L107C-L170542B","SHIL","SHLF7611831","95072151",""
"361","U1474","A","25","H","3","A","225.000","226.500","244.538","246.038","T","33456971","361-u1474a-25h-3-a_shlf7611861_20160212121451.jpg","33456991","361-u1474a-25h-3-a_shlf7611861_20160212121451_trim.jpg","2016-02-12 21:41:10","CV-L107C-L170542B","SHIL","SHLF7611861","95072171",""
"361","U1474","A","25","H","4","A","226.500","228.000","246.038","247.538","T","33457051","361-u1474a-25h-4-a_shlf7611891_20160212121610.jpg","33457071","361-u1474a-25h-4-a_shlf7611891_20160212121610_trim.jpg","2016-02-12 21:41:56","CV-L107C-L170542B","SHIL","SHLF7611891","95072201",""
"361","U1474","A","25","H","5","A","228.000","229.510","247.538","249.048","T","33457061","361-u1474a-25h-5-a_shlf7611921_20160212121734.jpg","33457081","361-u1474a-25h-5-a_shlf7611921_20160212121734_trim.jpg","2016-02-12 21:42:08","CV-L107C-L170542B","SHIL","SHLF7611921","95072211",""
"361","U1474","A","25","H","6","A","229.510","230.620","249.048","250.158","T","33457141","361-u1474a-25h-6-a_shlf7611951_20160212121848.jpg","33457171","361-u1474a-25h-6-a_shlf7611951_20160212121848_trim.jpg","2016-02-12 21:43:02","CV-L107C-L170542B","SHIL","SHLF7611951","95072221",""
"361","U1474","A","25","H","7","A","230.620","231.120","250.158","250.658","T","33457131","361-u1474a-25h-7-a_shlf7611981_20160212122404.jpg","33457151","361-u1474a-25h-7-a_shlf7611981_20160212122404_trim.jpg","2016-02-12 21:42:55","CV-L107C-L170542B","SHIL","SHLF7611981","95072231",""
"361","U1474","A","25","H","CC","A","231.120","231.440","250.658","250.978","T","33457211","361-u1474a-25h-cc-a_shlf7612011_20160212122449.jpg","33457221","361-u1474a-25h-cc-a_shlf7612011_20160212122449_trim.jpg","2016-02-12 21:43:43","CV-L107C-L170542B","SHIL","SHLF7612011","95072331",""
"361","U1474","A","26","H","1","A","231.400","232.900","250.926","252.426","T","33457231","361-u1474a-26h-1-a_shlf7612311_20160212134313.jpg","33457251","361-u1474a-26h-1-a_shlf7612311_20160212134313_trim.jpg","2016-02-12 21:44:10","CV-L107C-L170542B","SHIL","SHLF7612311","95072441",""
"361","U1474","A","26","H","2","A","232.900","234.390","252.426","253.916","T","33457291","361-u1474a-26h-2-a_shlf7612341_20160212134431.jpg","33457311","361-u1474a-26h-2-a_shlf7612341_20160212134431_trim.jpg","2016-02-12 21:45:18","CV-L107C-L170542B","SHIL","SHLF7612341","95072451",""
"361","U1474","A","26","H","3","A","234.390","235.890","253.916","255.416","T","33457301","361-u1474a-26h-3-a_shlf7612381_20160212134557.jpg","33457321","361-u1474a-26h-3-a_shlf7612381_20160212134557_trim.jpg","2016-02-12 21:45:00","CV-L107C-L170542B","SHIL","SHLF7612381","95072461",""
"361","U1474","A","26","H","4","A","235.890","237.380","255.416","256.906","T","33457401","361-u1474a-26h-4-a_shlf7612411_20160212134713.jpg","33457421","361-u1474a-26h-4-a_shlf7612411_20160212134713_trim.jpg","2016-02-12 21:47:23","CV-L107C-L170542B","SHIL","SHLF7612411","95072921",""
"361","U1474","A","26","H","5","A","237.380","238.880","256.906","258.406","T","33457411","361-u1474a-26h-5-a_shlf7612441_20160212134837.jpg","33457431","361-u1474a-26h-5-a_shlf7612441_20160212134837_trim.jpg","2016-02-12 21:47:23","CV-L107C-L170542B","SHIL","SHLF7612441","95073001",""
"361","U1474","A","26","H","6","A","238.880","239.440","258.406","258.966","T","33457531","361-u1474a-26h-6-a_shlf7612481_20160212134925.jpg","33457551","361-u1474a-26h-6-a_shlf7612481_20160212134925_trim.jpg","2016-02-12 21:48:21","CV-L107C-L170542B","SHIL","SHLF7612481","95073041",""
"361","U1474","A","26","H","CC","A","239.440","239.900","258.966","259.426","T","33457511","361-u1474a-26h-cc-a_shlf7612511_20160212135008.jpg","33457521","361-u1474a-26h-cc-a_shlf7612511_20160212135008_trim.jpg","2016-02-12 21:48:00","CV-L107C-L170542B","SHIL","SHLF7612511","95073051",""
"361","U1474","A","27","H","1","A","239.900","241.400","260.705","262.205","T","33457591","361-u1474a-27h-1-a_shlf7612771_20160212145335.jpg","33457601","361-u1474a-27h-1-a_shlf7612771_20160212145335_trim.jpg","2016-02-12 21:48:53","CV-L107C-L170542B","SHIL","SHLF7612771","95073891",""
"361","U1474","A","27","H","2","A","241.400","242.660","262.205","263.465","T","33457621","361-u1474a-27h-2-a_shlf7612801_20160212145538.jpg","33457631","361-u1474a-27h-2-a_shlf7612801_20160212145538_trim.jpg","2016-02-12 21:49:01","CV-L107C-L170542B","SHIL","SHLF7612801","95073901",""
"361","U1474","A","27","H","3","A","242.660","244.160","263.465","264.965","T","33457671","361-u1474a-27h-3-a_shlf7612831_20160212145723.jpg","33457691","361-u1474a-27h-3-a_shlf7612831_20160212145723_trim.jpg","2016-02-12 21:50:11","CV-L107C-L170542B","SHIL","SHLF7612831","95073911",""
"361","U1474","A","27","H","4","A","244.160","245.660","264.965","266.465","T","33457681","361-u1474a-27h-4-a_shlf7612861_20160212145901.jpg","33457701","361-u1474a-27h-4-a_shlf7612861_20160212145901_trim.jpg","2016-02-12 21:50:11","CV-L107C-L170542B","SHIL","SHLF7612861","95074061",""
"361","U1474","A","28","F","1","A","244.900","245.320","267.928","268.348","T","33459901","361-u1474a-28f-1-a_shlf7613271_20160212153450.jpg","33459971","361-u1474a-28f-1-a_shlf7613271_20160212153450_trim.jpg","2016-02-12 22:40:56","CV-L107C-L170542B","SHIL","SHLF7613271","95077471",""
"361","U1474","A","28","F","2","A","245.320","246.820","268.348","269.848","T","33459911","361-u1474a-28f-2-a_shlf7613301_20160212153816.jpg","33459951","361-u1474a-28f-2-a_shlf7613301_20160212153816_trim.jpg","2016-02-12 22:40:56","CV-L107C-L170542B","SHIL","SHLF7613301","95077481",""
"361","U1474","A","27","H","5","A","245.660","247.160","266.465","267.965","T","33457851","361-u1474a-27h-5-a_shlf7612891_20160212150034.jpg","33457891","361-u1474a-27h-5-a_shlf7612891_20160212150034_trim.jpg","2016-02-12 21:51:30","CV-L107C-L170542B","SHIL","SHLF7612891","95074221",""
"361","U1474","A","28","F","3","A","246.820","248.330","269.848","271.358","T","33459891","361-u1474a-28f-3-a_shlf7613331_20160212154214.jpg","33459931","361-u1474a-28f-3-a_shlf7613331_20160212154214_trim.jpg","2016-02-12 22:40:55","CV-L107C-L170542B","SHIL","SHLF7613331","95077461",""
"361","U1474","A","27","H","6","A","247.160","248.030","267.965","268.835","T","33457771","361-u1474a-27h-6-a_shlf7612921_20160212150157.jpg","33457781","361-u1474a-27h-6-a_shlf7612921_20160212150157_trim.jpg","2016-02-12 21:50:45","CV-L107C-L170542B","SHIL","SHLF7612921","95074211",""
"361","U1474","A","27","H","7","A","248.030","248.600","268.835","269.405","T","33457971","361-u1474a-27h-7-a_shlf7612951_20160212150335.jpg","33457981","361-u1474a-27h-7-a_shlf7612951_20160212150335_trim.jpg","2016-02-12 21:51:53","CV-L107C-L170542B","SHIL","SHLF7612951","95074341",""
"361","U1474","A","28","F","4","A","248.330","249.050","271.358","272.078","T","33459811","361-u1474a-28f-4-a_shlf7613361_20160212154320.jpg","33459881","361-u1474a-28f-4-a_shlf7613361_20160212154320_trim.jpg","2016-02-12 22:40:53","CV-L107C-L170542B","SHIL","SHLF7613361","95077431",""
"361","U1474","A","27","H","CC","A","248.600","248.870","269.405","269.675","T","33457991","361-u1474a-27h-cc-a_shlf7612981_20160212150456.jpg","33458011","361-u1474a-27h-cc-a_shlf7612981_20160212150456_trim.jpg","2016-02-12 21:51:57","CV-L107C-L170542B","SHIL","SHLF7612981","95074391",""
"361","U1474","A","29","F","1","A","249.600","251.110","273.568","275.078","T","33461091","361-u1474a-29f-1-a_shlf7613731_20160212170243.jpg","33461101","361-u1474a-29f-1-a_shlf7613731_20160212170243_trim.jpg","2016-02-12 23:03:50","CV-L107C-L170542B","SHIL","SHLF7613731","95078361",""
"361","U1474","A","29","F","2","A","251.110","252.610","275.078","276.578","T","33461201","361-u1474a-29f-2-a_shlf7613761_20160212170457.jpg","33461211","361-u1474a-29f-2-a_shlf7613761_20160212170457_trim.jpg","2016-02-12 23:05:48","CV-L107C-L170542B","SHIL","SHLF7613761","95078431",""
"361","U1474","A","29","F","3","A","252.610","253.570","276.578","277.538","T","33461251","361-u1474a-29f-3-a_shlf7613791_20160212170630.jpg","33461261","361-u1474a-29f-3-a_shlf7613791_20160212170630_trim.jpg","2016-02-12 23:07:13","CV-L107C-L170542B","SHIL","SHLF7613791","95078441",""
"361","U1474","A","29","F","CC","A","253.570","254.070","277.538","278.038","T","33461351","361-u1474a-29f-cc-a_shlf7613821_20160212170738.jpg","33461371","361-u1474a-29f-cc-a_shlf7613821_20160212170738_trim.jpg","2016-02-12 23:08:13","CV-L107C-L170542B","SHIL","SHLF7613821","95078961",""
"361","U1474","B","1","H","1","A","0.000","1.500","0.000","1.500","T","33463061","361-u1474b-1h-1-a_shlf7614851_20160212174523.jpg","33463081","361-u1474b-1h-1-a_shlf7614851_20160212174523_trim.jpg","2016-02-12 23:52:33","CV-L107C-L170542B","SHIL","SHLF7614851","95081661",""
"361","U1474","B","1","H","2","A","1.500","3.000","1.500","3.000","T","33463071","361-u1474b-1h-2-a_shlf7614881_20160212175130.jpg","33463091","361-u1474b-1h-2-a_shlf7614881_20160212175130_trim.jpg","2016-02-12 23:52:33","CV-L107C-L170542B","SHIL","SHLF7614881","95081651",""
"361","U1474","B","1","H","3","A","3.000","4.010","3.000","4.010","T","33463161","361-u1474b-1h-3-a_shlf7614911_20160212175330.jpg","33463171","361-u1474b-1h-3-a_shlf7614911_20160212175330_trim.jpg","2016-02-12 23:57:17","CV-L107C-L170542B","SHIL","SHLF7614911","95082191",""
"361","U1474","B","1","H","4","A","4.010","4.610","4.010","4.610","T","33463461","361-u1474b-1h-4-a_shlf7614941_20160212175811.jpg","33463471","361-u1474b-1h-4-a_shlf7614941_20160212175811_trim.jpg","2016-02-13 00:00:05","CV-L107C-L170542B","SHIL","SHLF7614941","95082291",""
"361","U1474","B","1","H","CC","A","4.610","4.780","4.610","4.780","T","33463541","361-u1474b-1h-cc-a_shlf7614971_20160212180025.jpg","33463551","361-u1474b-1h-cc-a_shlf7614971_20160212180025_trim.jpg","2016-02-13 00:00:55","CV-L107C-L170542B","SHIL","SHLF7614971","95082491",""
"361","U1474","B","2","H","1","A","4.800","6.300","5.394","6.894","T","33466091","361-u1474b-2h-1-a_shlf7615411_20160212190428.jpg","33466101","361-u1474b-2h-1-a_shlf7615411_20160212190428_trim.jpg","2016-02-13 01:07:01","CV-L107C-L170542B","SHIL","SHLF7615411","95090411",""
"361","U1474","B","2","H","2","A","6.300","7.800","6.894","8.394","T","33466171","361-u1474b-2h-2-a_shlf7615441_20160212191222.jpg","33466181","361-u1474b-2h-2-a_shlf7615441_20160212191222_trim.jpg","2016-02-13 01:14:07","CV-L107C-L170542B","SHIL","SHLF7615441","95092351",""
"361","U1474","B","2","H","3","A","7.800","9.300","8.394","9.894","T","33466221","361-u1474b-2h-3-a_shlf7615471_20160212191633.jpg","33466231","361-u1474b-2h-3-a_shlf7615471_20160212191633_trim.jpg","2016-02-13 01:18:19","CV-L107C-L170542B","SHIL","SHLF7615471","95095241",""
"361","U1474","B","2","H","4","A","9.300","10.800","9.894","11.394","F","33466271","361-u1474b-2h-4-a_shlf7615501_20160212191936.jpg","33466281","361-u1474b-2h-4-a_shlf7615501_20160212191936_trim.jpg","2016-02-13 01:21:36","CV-L107C-L170542B","SHIL","SHLF7615501","95095251",""
"361","U1474","B","2","H","4","A","9.300","10.800","9.894","11.394","T","33489281","361-u1474b-2h-4-a_shlf7615501_20160213054746.jpg","33489291","361-u1474b-2h-4-a_shlf7615501_20160213054746_trim.jpg","2016-02-13 11:50:04","CV-L107C-L170542B","SHIL","SHLF7615501","95160641",""
"361","U1474","B","2","H","5","A","10.800","12.300","11.394","12.894","T","33466341","361-u1474b-2h-5-a_shlf7615531_20160212192152.jpg","33466351","361-u1474b-2h-5-a_shlf7615531_20160212192152_trim.jpg","2016-02-13 01:23:10","CV-L107C-L170542B","SHIL","SHLF7615531","95095281",""
"361","U1474","B","2","H","6","A","12.300","13.110","12.894","13.704","T","33466411","361-u1474b-2h-6-a_shlf7615561_20160212192321.jpg","33466421","361-u1474b-2h-6-a_shlf7615561_20160212192321_trim.jpg","2016-02-13 01:24:10","CV-L107C-L170542B","SHIL","SHLF7615561","95095311",""
"361","U1474","B","2","H","7","A","13.110","13.820","13.704","14.414","T","33466491","361-u1474b-2h-7-a_shlf7615591_20160212192437.jpg","33466501","361-u1474b-2h-7-a_shlf7615591_20160212192437_trim.jpg","2016-02-13 01:25:35","CV-L107C-L170542B","SHIL","SHLF7615591","95095361",""
"361","U1474","B","2","H","CC","A","13.820","14.030","14.414","14.624","T","33466541","361-u1474b-2h-cc-a_shlf7615621_20160212192556.jpg","33466551","361-u1474b-2h-cc-a_shlf7615621_20160212192556_trim.jpg","2016-02-13 01:26:44","CV-L107C-L170542B","SHIL","SHLF7615621","95095381",""
"361","U1474","B","3","H","1","A","14.300","15.800","13.021","14.521","F","33469761","361-u1474b-3h-1-a_shlf7616091_20160212205427.jpg","33469781","361-u1474b-3h-1-a_shlf7616091_20160212205427_trim.jpg","2016-02-13 02:55:46","CV-L107C-L170542B","SHIL","SHLF7616091","95102771",""
"361","U1474","B","3","H","1","A","14.300","15.800","13.021","14.521","T","33568101","361-u1474b-3h-1-a_shlf7616091_20160214155022.jpg","33568111","361-u1474b-3h-1-a_shlf7616091_20160214155022_trim.jpg","2016-02-14 21:52:14","CV-L107C-L170542B","SHIL","SHLF7616091","95331281",""
"361","U1474","B","3","H","2","A","15.800","17.300","14.521","16.021","T","33568151","361-u1474b-3h-2-a_shlf7616121_20160214155239.jpg","33568161","361-u1474b-3h-2-a_shlf7616121_20160214155239_trim.jpg","2016-02-14 21:54:36","CV-L107C-L170542B","SHIL","SHLF7616121","95331301",""
"361","U1474","B","3","H","2","A","15.800","17.300","14.521","16.021","F","33469941","361-u1474b-3h-2-a_shlf7616121_20160212205714.jpg","33469951","361-u1474b-3h-2-a_shlf7616121_20160212205714_trim.jpg","2016-02-13 02:58:33","CV-L107C-L170542B","SHIL","SHLF7616121","95102981",""
"361","U1474","B","3","H","3","A","17.300","18.800","16.021","17.521","T","33568201","361-u1474b-3h-3-a_shlf7616151_20160214155453.jpg","33568211","361-u1474b-3h-3-a_shlf7616151_20160214155453_trim.jpg","2016-02-14 21:56:21","CV-L107C-L170542B","SHIL","SHLF7616151","95331331",""
"361","U1474","B","3","H","3","A","17.300","18.800","16.021","17.521","F","33470041","361-u1474b-3h-3-a_shlf7616151_20160212210007.jpg","33470061","361-u1474b-3h-3-a_shlf7616151_20160212210007_trim.jpg","2016-02-13 03:01:14","CV-L107C-L170542B","SHIL","SHLF7616151","95103021",""
"361","U1474","B","3","H","4","A","18.800","20.300","17.521","19.021","T","33568391","361-u1474b-3h-4-a_shlf7616181_20160214155639.jpg","33568401","361-u1474b-3h-4-a_shlf7616181_20160214155639_trim.jpg","2016-02-14 21:58:03","CV-L107C-L170542B","SHIL","SHLF7616181","95331391",""
"361","U1474","B","3","H","4","A","18.800","20.300","17.521","19.021","F","33470191","361-u1474b-3h-4-a_shlf7616181_20160212210249.jpg","33470201","361-u1474b-3h-4-a_shlf7616181_20160212210249_trim.jpg","2016-02-13 03:03:53","CV-L107C-L170542B","SHIL","SHLF7616181","95105601",""
"361","U1474","B","3","H","5","A","20.300","21.800","19.021","20.521","F","33470461","361-u1474b-3h-5-a_shlf7616211_20160212210554.jpg","33470471","361-u1474b-3h-5-a_shlf7616211_20160212210554_trim.jpg","2016-02-13 03:06:45","CV-L107C-L170542B","SHIL","SHLF7616211","95106181",""
"361","U1474","B","3","H","5","A","20.300","21.800","19.021","20.521","T","33568471","361-u1474b-3h-5-a_shlf7616211_20160214155830.jpg","33568481","361-u1474b-3h-5-a_shlf7616211_20160214155830_trim.jpg","2016-02-14 22:00:21","CV-L107C-L170542B","SHIL","SHLF7616211","95331421",""
"361","U1474","B","3","H","6","A","21.800","23.300","20.521","22.021","T","33568521","361-u1474b-3h-6-a_shlf7616241_20160214160021.jpg","33568531","361-u1474b-3h-6-a_shlf7616241_20160214160021_trim.jpg","2016-02-14 22:01:27","CV-L107C-L170542B","SHIL","SHLF7616241","95331431",""
"361","U1474","B","3","H","6","A","21.800","23.300","20.521","22.021","F","33470511","361-u1474b-3h-6-a_shlf7616241_20160212210755.jpg","33470521","361-u1474b-3h-6-a_shlf7616241_20160212210755_trim.jpg","2016-02-13 03:08:54","CV-L107C-L170542B","SHIL","SHLF7616241","95106201",""
