"Exp","Site","Hole","Core","Type","Sect","A/W","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CCSF-361-U1474-ABDEF-20160220 (m)","Bottom depth CCSF-361-U1474-ABDEF-20160220 (m)","Display status (T/F)","Uncropped image (JPG) link","Uncropped image filename","Cropped image (JPG) link","Cropped image filename","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","7","H","3","A","53.700","55.200","56.067","57.567","T","33672551","361-u1474f-7h-3-a_shlf7639301_20160217015434.jpg","33672561","361-u1474f-7h-3-a_shlf7639301_20160217015434_trim.jpg","2016-02-17 07:55:41","CV-L107C-L170542B","SHIL","SHLF7639301","95509691",""
"361","U1474","F","7","H","4","A","55.200","56.700","57.567","59.067","T","33672621","361-u1474f-7h-4-a_shlf7639331_20160217015607.jpg","33672631","361-u1474f-7h-4-a_shlf7639331_20160217015607_trim.jpg","2016-02-17 07:57:24","CV-L107C-L170542B","SHIL","SHLF7639331","95509711",""
"361","U1474","F","7","H","5","A","56.700","58.200","59.067","60.567","T","33672691","361-u1474f-7h-5-a_shlf7639361_20160217015855.jpg","33672701","361-u1474f-7h-5-a_shlf7639361_20160217015855_trim.jpg","2016-02-17 08:00:04","CV-L107C-L170542B","SHIL","SHLF7639361","95509741",""
"361","U1474","F","7","H","6","A","58.200","59.700","60.567","62.067","T","33672761","361-u1474f-7h-6-a_shlf7639391_20160217020028.jpg","33672771","361-u1474f-7h-6-a_shlf7639391_20160217020028_trim.jpg","2016-02-17 08:01:34","CV-L107C-L170542B","SHIL","SHLF7639391","95509791",""
"361","U1474","F","7","H","7","A","59.700","60.450","62.067","62.817","T","33672871","361-u1474f-7h-7-a_shlf7639421_20160217020138.jpg","33672911","361-u1474f-7h-7-a_shlf7639421_20160217020138_trim.jpg","2016-02-17 08:02:34","CV-L107C-L170542B","SHIL","SHLF7639421","95509821",""
"361","U1474","F","8","H","1","A","60.200","61.700","63.762","65.262","T","33674501","361-u1474f-8h-1-a_shlf7639491_20160217025130.jpg","33674511","361-u1474f-8h-1-a_shlf7639491_20160217025130_trim.jpg","2016-02-17 08:52:28","CV-L107C-L170542B","SHIL","SHLF7639491","95511141",""
"361","U1474","F","7","H","CC","A","60.450","60.660","62.817","63.027","T","33673081","361-u1474f-7h-cc-a_shlf7639451_20160217020244.jpg","33673091","361-u1474f-7h-cc-a_shlf7639451_20160217020244_trim.jpg","2016-02-17 08:06:15","CV-L107C-L170542B","SHIL","SHLF7639451","95509881",""
"361","U1474","F","8","H","2","A","61.700","63.200","65.262","66.762","T","33674581","361-u1474f-8h-2-a_shlf7639521_20160217025256.jpg","33674591","361-u1474f-8h-2-a_shlf7639521_20160217025256_trim.jpg","2016-02-17 08:53:53","CV-L107C-L170542B","SHIL","SHLF7639521","95512111",""
"361","U1474","F","8","H","3","A","63.200","64.700","66.762","68.262","T","33674661","361-u1474f-8h-3-a_shlf7639551_20160217025429.jpg","33674671","361-u1474f-8h-3-a_shlf7639551_20160217025429_trim.jpg","2016-02-17 08:55:18","CV-L107C-L170542B","SHIL","SHLF7639551","95512151",""
"361","U1474","F","8","H","4","A","64.700","66.200","68.262","69.762","T","33674711","361-u1474f-8h-4-a_shlf7639581_20160217025600.jpg","33674721","361-u1474f-8h-4-a_shlf7639581_20160217025600_trim.jpg","2016-02-17 08:56:58","CV-L107C-L170542B","SHIL","SHLF7639581","95512211",""
"361","U1474","F","8","H","5","A","66.200","67.700","69.762","71.262","T","33674961","361-u1474f-8h-5-a_shlf7639611_20160217025722.jpg","33674971","361-u1474f-8h-5-a_shlf7639611_20160217025722_trim.jpg","2016-02-17 08:59:47","CV-L107C-L170542B","SHIL","SHLF7639611","95512591",""
"361","U1474","F","8","H","6","A","67.700","69.230","71.262","72.792","T","33675031","361-u1474f-8h-6-a_shlf7639641_20160217030014.jpg","33675041","361-u1474f-8h-6-a_shlf7639641_20160217030014_trim.jpg","2016-02-17 09:01:18","CV-L107C-L170542B","SHIL","SHLF7639641","95512631",""
"361","U1474","F","8","H","7","A","69.230","69.990","72.792","73.552","T","33675181","361-u1474f-8h-7-a_shlf7639671_20160217030135.jpg","33675221","361-u1474f-8h-7-a_shlf7639671_20160217030135_trim.jpg","2016-02-17 09:02:28","CV-L107C-L170542B","SHIL","SHLF7639671","95512661",""
"361","U1474","F","9","H","1","A","69.700","71.200","74.068","75.568","T","33679281","361-u1474f-9h-1-a_shlf7639741_20160217051525.jpg","33679291","361-u1474f-9h-1-a_shlf7639741_20160217051525_trim.jpg","2016-02-17 11:16:29","CV-L107C-L170542B","SHIL","SHLF7639741","95528191",""
"361","U1474","F","8","H","CC","A","69.990","70.170","73.552","73.732","T","33675331","361-u1474f-8h-cc-a_shlf7639701_20160217030244.jpg","33675341","361-u1474f-8h-cc-a_shlf7639701_20160217030244_trim.jpg","2016-02-17 09:03:14","CV-L107C-L170542B","SHIL","SHLF7639701","95512731",""
"361","U1474","F","9","H","2","A","71.200","72.700","75.568","77.068","T","33679351","361-u1474f-9h-2-a_shlf7639771_20160217051654.jpg","33679361","361-u1474f-9h-2-a_shlf7639771_20160217051654_trim.jpg","2016-02-17 11:17:53","CV-L107C-L170542B","SHIL","SHLF7639771","95528241",""
"361","U1474","F","9","H","3","A","72.700","74.200","77.068","78.568","T","33679401","361-u1474f-9h-3-a_shlf7639801_20160217051818.jpg","33679411","361-u1474f-9h-3-a_shlf7639801_20160217051818_trim.jpg","2016-02-17 11:19:17","CV-L107C-L170542B","SHIL","SHLF7639801","95528251",""
"361","U1474","F","9","H","4","A","74.200","75.700","78.568","80.068","T","33679471","361-u1474f-9h-4-a_shlf7639831_20160217051954.jpg","33679481","361-u1474f-9h-4-a_shlf7639831_20160217051954_trim.jpg","2016-02-17 11:20:51","CV-L107C-L170542B","SHIL","SHLF7639831","95528281",""
"361","U1474","F","9","H","5","A","75.700","77.200","80.068","81.568","T","33679541","361-u1474f-9h-5-a_shlf7639861_20160217052143.jpg","33679551","361-u1474f-9h-5-a_shlf7639861_20160217052143_trim.jpg","2016-02-17 11:22:41","CV-L107C-L170542B","SHIL","SHLF7639861","95528321",""
"361","U1474","F","9","H","6","A","77.200","78.710","81.568","83.078","T","33679771","361-u1474f-9h-6-a_shlf7639891_20160217052306.jpg","33679781","361-u1474f-9h-6-a_shlf7639891_20160217052306_trim.jpg","2016-02-17 11:24:04","CV-L107C-L170542B","SHIL","SHLF7639891","95528821",""
"361","U1474","F","9","H","7","A","78.710","79.440","83.078","83.808","T","33679881","361-u1474f-9h-7-a_shlf7639921_20160217052413.jpg","33679891","361-u1474f-9h-7-a_shlf7639921_20160217052413_trim.jpg","2016-02-17 11:25:04","CV-L107C-L170542B","SHIL","SHLF7639921","95530031",""
"361","U1474","F","10","H","1","A","79.200","80.700","85.022","86.522","T","33680901","361-u1474f-10h-1-a_shlf7639991_20160217055353.jpg","33680911","361-u1474f-10h-1-a_shlf7639991_20160217055353_trim.jpg","2016-02-17 11:54:51","CV-L107C-L170542B","SHIL","SHLF7639991","95535241",""
"361","U1474","F","9","H","CC","A","79.440","79.660","83.808","84.028","T","33679931","361-u1474f-9h-cc-a_shlf7639951_20160217052547.jpg","33679941","361-u1474f-9h-cc-a_shlf7639951_20160217052547_trim.jpg","2016-02-17 11:26:47","CV-L107C-L170542B","SHIL","SHLF7639951","95531091",""
"361","U1474","F","10","H","2","A","80.700","82.200","86.522","88.022","T","33680951","361-u1474f-10h-2-a_shlf7640021_20160217055532.jpg","33680961","361-u1474f-10h-2-a_shlf7640021_20160217055532_trim.jpg","2016-02-17 11:56:27","CV-L107C-L170542B","SHIL","SHLF7640021","95536721",""
"361","U1474","F","10","H","3","A","82.200","83.700","88.022","89.522","T","33681021","361-u1474f-10h-3-a_shlf7640051_20160217055710.jpg","33681031","361-u1474f-10h-3-a_shlf7640051_20160217055710_trim.jpg","2016-02-17 11:58:03","CV-L107C-L170542B","SHIL","SHLF7640051","95536751",""
"361","U1474","F","10","H","4","A","83.700","85.200","89.522","91.022","T","33681771","361-u1474f-10h-4-a_shlf7640081_20160217063659.jpg","33681781","361-u1474f-10h-4-a_shlf7640081_20160217063659_trim.jpg","2016-02-17 12:38:34","CV-L107C-L170542B","SHIL","SHLF7640081","95538991",""
"361","U1474","F","10","H","5","A","85.200","86.700","91.022","92.522","T","33681821","361-u1474f-10h-5-a_shlf7640111_20160217063853.jpg","33681831","361-u1474f-10h-5-a_shlf7640111_20160217063853_trim.jpg","2016-02-17 12:39:48","CV-L107C-L170542B","SHIL","SHLF7640111","95539521",""
"361","U1474","F","10","H","6","A","86.700","88.200","92.522","94.022","T","33681921","361-u1474f-10h-6-a_shlf7640141_20160217064431.jpg","33681931","361-u1474f-10h-6-a_shlf7640141_20160217064431_trim.jpg","2016-02-17 12:45:25","CV-L107C-L170542B","SHIL","SHLF7640141","95539591",""
"361","U1474","F","10","H","7","A","88.200","88.810","94.022","94.632","T","33682351","361-u1474f-10h-7-a_shlf7640171_20160217065428.jpg","33682361","361-u1474f-10h-7-a_shlf7640171_20160217065428_trim.jpg","2016-02-17 12:55:08","CV-L107C-L170542B","SHIL","SHLF7640171","95539781",""
"361","U1474","F","11","H","1","A","88.700","90.200","95.786","97.286","T","33683461","361-u1474f-11h-1-a_shlf7640261_20160217072354.jpg","33683481","361-u1474f-11h-1-a_shlf7640261_20160217072354_trim.jpg","2016-02-17 13:24:59","CV-L107C-L170542B","SHIL","SHLF7640261","95540191",""
"361","U1474","F","10","H","CC","A","88.810","89.060","94.632","94.882","T","33682401","361-u1474f-10h-cc-a_shlf7640201_20160217065517.jpg","33682411","361-u1474f-10h-cc-a_shlf7640201_20160217065517_trim.jpg","2016-02-17 12:55:50","CV-L107C-L170542B","SHIL","SHLF7640201","95539801",""
"361","U1474","F","11","H","2","A","90.200","91.710","97.286","98.796","T","33683521","361-u1474f-11h-2-a_shlf7640291_20160217072514.jpg","33683531","361-u1474f-11h-2-a_shlf7640291_20160217072514_trim.jpg","2016-02-17 13:26:28","CV-L107C-L170542B","SHIL","SHLF7640291","95540231",""
"361","U1474","F","11","H","3","A","91.710","93.220","98.796","100.306","T","33683591","361-u1474f-11h-3-a_shlf7640321_20160217072733.jpg","33683601","361-u1474f-11h-3-a_shlf7640321_20160217072733_trim.jpg","2016-02-17 13:28:39","CV-L107C-L170542B","SHIL","SHLF7640321","95540261",""
"361","U1474","F","11","H","4","A","93.220","94.720","100.306","101.806","T","33683691","361-u1474f-11h-4-a_shlf7640351_20160217072908.jpg","33683701","361-u1474f-11h-4-a_shlf7640351_20160217072908_trim.jpg","2016-02-17 13:30:20","CV-L107C-L170542B","SHIL","SHLF7640351","95540291",""
"361","U1474","F","11","H","5","A","94.720","96.230","101.806","103.316","T","33683741","361-u1474f-11h-5-a_shlf7640381_20160217073024.jpg","33683751","361-u1474f-11h-5-a_shlf7640381_20160217073024_trim.jpg","2016-02-17 13:31:28","CV-L107C-L170542B","SHIL","SHLF7640381","95540321",""
"361","U1474","F","11","H","6","A","96.230","97.740","103.316","104.826","T","33683911","361-u1474f-11h-6-a_shlf7640411_20160217073142.jpg","33683941","361-u1474f-11h-6-a_shlf7640411_20160217073142_trim.jpg","2016-02-17 13:33:13","CV-L107C-L170542B","SHIL","SHLF7640411","95540371",""
"361","U1474","F","11","H","7","A","97.740","98.390","104.826","105.476","T","33684041","361-u1474f-11h-7-a_shlf7640441_20160217073247.jpg","33684071","361-u1474f-11h-7-a_shlf7640441_20160217073247_trim.jpg","2016-02-17 13:34:14","CV-L107C-L170542B","SHIL","SHLF7640441","95540431",""
"361","U1474","F","12","H","1","A","98.200","99.700","105.839","107.339","T","33686091","361-u1474f-12h-1-a_shlf7640511_20160217083637.jpg","33686101","361-u1474f-12h-1-a_shlf7640511_20160217083637_trim.jpg","2016-02-17 14:37:32","CV-L107C-L170542B","SHIL","SHLF7640511","95542121",""
"361","U1474","F","11","H","CC","A","98.390","98.590","105.476","105.676","T","33684241","361-u1474f-11h-cc-a_shlf7640471_20160217073546.jpg","33684251","361-u1474f-11h-cc-a_shlf7640471_20160217073546_trim.jpg","2016-02-17 13:36:28","CV-L107C-L170542B","SHIL","SHLF7640471","95540851",""
"361","U1474","F","12","H","2","A","99.700","101.200","107.339","108.839","T","33686211","361-u1474f-12h-2-a_shlf7640541_20160217084006.jpg","33686221","361-u1474f-12h-2-a_shlf7640541_20160217084006_trim.jpg","2016-02-17 14:40:57","CV-L107C-L170542B","SHIL","SHLF7640541","95542171",""
"361","U1474","F","12","H","3","A","101.200","102.700","108.839","110.339","T","33686261","361-u1474f-12h-3-a_shlf7640571_20160217084138.jpg","33686271","361-u1474f-12h-3-a_shlf7640571_20160217084138_trim.jpg","2016-02-17 14:42:32","CV-L107C-L170542B","SHIL","SHLF7640571","95542201",""
"361","U1474","F","12","H","4","A","102.700","104.200","110.339","111.839","T","33686341","361-u1474f-12h-4-a_shlf7640601_20160217084315.jpg","33686361","361-u1474f-12h-4-a_shlf7640601_20160217084315_trim.jpg","2016-02-17 14:44:09","CV-L107C-L170542B","SHIL","SHLF7640601","95542231",""
"361","U1474","F","12","H","5","A","104.200","105.700","111.839","113.339","T","33686581","361-u1474f-12h-5-a_shlf7640631_20160217084453.jpg","33686591","361-u1474f-12h-5-a_shlf7640631_20160217084453_trim.jpg","2016-02-17 14:45:56","CV-L107C-L170542B","SHIL","SHLF7640631","95542311",""
"361","U1474","F","12","H","6","A","105.700","107.200","113.339","114.839","T","33686691","361-u1474f-12h-6-a_shlf7640661_20160217084637.jpg","33686701","361-u1474f-12h-6-a_shlf7640661_20160217084637_trim.jpg","2016-02-17 14:48:13","CV-L107C-L170542B","SHIL","SHLF7640661","95542351",""
"361","U1474","F","12","H","7","A","107.200","107.940","114.839","115.579","T","33686761","361-u1474f-12h-7-a_shlf7640691_20160217084838.jpg","33686771","361-u1474f-12h-7-a_shlf7640691_20160217084838_trim.jpg","2016-02-17 14:49:14","CV-L107C-L170542B","SHIL","SHLF7640691","95542381",""
"361","U1474","F","13","H","1","A","107.700","109.200","116.207","117.707","T","33689921","361-u1474f-13h-1-a_shlf7640761_20160217104252.jpg","33689931","361-u1474f-13h-1-a_shlf7640761_20160217104252_trim.jpg","2016-02-17 16:43:56","CV-L107C-L170542B","SHIL","SHLF7640761","95551861",""
"361","U1474","F","12","H","CC","A","107.940","108.120","115.579","115.759","T","33686861","361-u1474f-12h-cc-a_shlf7640721_20160217085003.jpg","33686871","361-u1474f-12h-cc-a_shlf7640721_20160217085003_trim.jpg","2016-02-17 14:50:34","CV-L107C-L170542B","SHIL","SHLF7640721","95542441",""
"361","U1474","F","13","H","2","A","109.200","110.710","117.707","119.217","T","33690191","361-u1474f-13h-2-a_shlf7640791_20160217104844.jpg","33690201","361-u1474f-13h-2-a_shlf7640791_20160217104844_trim.jpg","2016-02-17 16:50:07","CV-L107C-L170542B","SHIL","SHLF7640791","95552051",""
"361","U1474","F","13","H","3","A","110.710","112.240","119.217","120.747","T","33690291","361-u1474f-13h-3-a_shlf7640821_20160217105030.jpg","33690301","361-u1474f-13h-3-a_shlf7640821_20160217105030_trim.jpg","2016-02-17 16:52:25","CV-L107C-L170542B","SHIL","SHLF7640821","95552101",""
"361","U1474","F","13","H","4","A","112.240","113.760","120.747","122.267","T","33712681","361-u1474f-13h-4-a_shlf7640851_20160217220037.jpg","33712691","361-u1474f-13h-4-a_shlf7640851_20160217220037_trim.jpg","2016-02-18 04:02:00","CV-L107C-L170542B","SHIL","SHLF7640851","95593201",""
"361","U1474","F","13","H","5","A","113.760","115.270","122.267","123.777","T","33690371","361-u1474f-13h-5-a_shlf7640881_20160217105323.jpg","33690381","361-u1474f-13h-5-a_shlf7640881_20160217105323_trim.jpg","2016-02-17 16:54:27","CV-L107C-L170542B","SHIL","SHLF7640881","95552121",""
"361","U1474","F","13","H","6","A","115.270","116.780","123.777","125.287","T","33690421","361-u1474f-13h-6-a_shlf7640911_20160217105444.jpg","33690431","361-u1474f-13h-6-a_shlf7640911_20160217105444_trim.jpg","2016-02-17 16:55:45","CV-L107C-L170542B","SHIL","SHLF7640911","95552441",""
"361","U1474","F","13","H","7","A","116.780","117.450","125.287","125.957","T","33690471","361-u1474f-13h-7-a_shlf7640941_20160217105546.jpg","33690481","361-u1474f-13h-7-a_shlf7640941_20160217105546_trim.jpg","2016-02-17 16:56:28","CV-L107C-L170542B","SHIL","SHLF7640941","95552471",""
"361","U1474","F","14","H","1","A","117.200","118.700","127.189","128.689","T","33693931","361-u1474f-14h-1-a_shlf7641011_20160217130409.jpg","33693941","361-u1474f-14h-1-a_shlf7641011_20160217130409_trim.jpg","2016-02-17 19:05:23","CV-L107C-L170542B","SHIL","SHLF7641011","95556691",""
"361","U1474","F","13","H","CC","A","117.450","117.700","125.957","126.207","T","33690521","361-u1474f-13h-cc-a_shlf7640971_20160217105629.jpg","33690541","361-u1474f-13h-cc-a_shlf7640971_20160217105629_trim.jpg","2016-02-17 16:57:12","CV-L107C-L170542B","SHIL","SHLF7640971","95552491",""
"361","U1474","F","14","H","2","A","118.700","120.200","128.689","130.189","T","33693991","361-u1474f-14h-2-a_shlf7641041_20160217130527.jpg","33694001","361-u1474f-14h-2-a_shlf7641041_20160217130527_trim.jpg","2016-02-17 19:06:56","CV-L107C-L170542B","SHIL","SHLF7641041","95556771",""
"361","U1474","F","14","H","3","A","120.200","121.700","130.189","131.689","T","33694051","361-u1474f-14h-3-a_shlf7641071_20160217130638.jpg","33694081","361-u1474f-14h-3-a_shlf7641071_20160217130638_trim.jpg","2016-02-17 19:08:16","CV-L107C-L170542B","SHIL","SHLF7641071","95556801",""
"361","U1474","F","14","H","4","A","121.700","123.200","131.689","133.189","T","33694301","361-u1474f-14h-4-a_shlf7641101_20160217130751.jpg","33694321","361-u1474f-14h-4-a_shlf7641101_20160217130751_trim.jpg","2016-02-17 19:09:33","CV-L107C-L170542B","SHIL","SHLF7641101","95556851",""
"361","U1474","F","14","H","5","A","123.200","124.700","133.189","134.689","T","33694361","361-u1474f-14h-5-a_shlf7641131_20160217130906.jpg","33694371","361-u1474f-14h-5-a_shlf7641131_20160217130906_trim.jpg","2016-02-17 19:10:39","CV-L107C-L170542B","SHIL","SHLF7641131","95556901",""
"361","U1474","F","14","H","6","A","124.700","126.200","134.689","136.189","T","33694431","361-u1474f-14h-6-a_shlf7641161_20160217131021.jpg","33694441","361-u1474f-14h-6-a_shlf7641161_20160217131021_trim.jpg","2016-02-17 19:12:10","CV-L107C-L170542B","SHIL","SHLF7641161","95556921",""
"361","U1474","F","14","H","7","A","126.200","126.820","136.189","136.809","T","33694481","361-u1474f-14h-7-a_shlf7641191_20160217131202.jpg","33694491","361-u1474f-14h-7-a_shlf7641191_20160217131202_trim.jpg","2016-02-17 19:13:26","CV-L107C-L170542B","SHIL","SHLF7641191","95556941",""
"361","U1474","F","15","H","1","A","126.700","128.200","136.417","137.917","T","33696551","361-u1474f-15h-1-a_shlf7641281_20160217141504.jpg","33696561","361-u1474f-15h-1-a_shlf7641281_20160217141504_trim.jpg","2016-02-17 20:16:31","CV-L107C-L170542B","SHIL","SHLF7641281","95561701",""
"361","U1474","F","14","H","CC","A","126.820","126.940","136.809","136.929","T","33694561","361-u1474f-14h-cc-a_shlf7641221_20160217131257.jpg","33694581","361-u1474f-14h-cc-a_shlf7641221_20160217131257_trim.jpg","2016-02-17 19:14:11","CV-L107C-L170542B","SHIL","SHLF7641221","95556981",""
"361","U1474","F","15","H","2","A","128.200","129.700","137.917","139.417","T","33696631","361-u1474f-15h-2-a_shlf7641311_20160217141658.jpg","33696641","361-u1474f-15h-2-a_shlf7641311_20160217141658_trim.jpg","2016-02-17 20:18:02","CV-L107C-L170542B","SHIL","SHLF7641311","95561741",""
"361","U1474","F","15","H","3","A","129.700","131.200","139.417","140.917","T","33696711","361-u1474f-15h-3-a_shlf7641341_20160217141826.jpg","33696721","361-u1474f-15h-3-a_shlf7641341_20160217141826_trim.jpg","2016-02-17 20:19:31","CV-L107C-L170542B","SHIL","SHLF7641341","95561781",""
"361","U1474","F","15","H","4","A","131.200","132.700","140.917","142.417","T","33696781","361-u1474f-15h-4-a_shlf7641371_20160217141948.jpg","33696791","361-u1474f-15h-4-a_shlf7641371_20160217141948_trim.jpg","2016-02-17 20:20:54","CV-L107C-L170542B","SHIL","SHLF7641371","95561811",""
"361","U1474","F","15","H","5","A","132.700","134.200","142.417","143.917","T","33696851","361-u1474f-15h-5-a_shlf7641401_20160217142128.jpg","33696861","361-u1474f-15h-5-a_shlf7641401_20160217142128_trim.jpg","2016-02-17 20:22:34","CV-L107C-L170542B","SHIL","SHLF7641401","95561841",""
"361","U1474","F","15","H","6","A","134.200","135.710","143.917","145.427","T","33696931","361-u1474f-15h-6-a_shlf7641431_20160217142246.jpg","33696941","361-u1474f-15h-6-a_shlf7641431_20160217142246_trim.jpg","2016-02-17 20:23:49","CV-L107C-L170542B","SHIL","SHLF7641431","95562041",""
"361","U1474","F","15","H","7","A","135.710","136.420","145.427","146.137","T","33697271","361-u1474f-15h-7-a_shlf7641461_20160217143255.jpg","33697281","361-u1474f-15h-7-a_shlf7641461_20160217143255_trim.jpg","2016-02-17 20:33:37","CV-L107C-L170542B","SHIL","SHLF7641461","95562181",""
"361","U1474","F","16","H","1","A","136.200","137.700","146.532","148.032","T","33698691","361-u1474f-16h-1-a_shlf7641531_20160217151222.jpg","33698701","361-u1474f-16h-1-a_shlf7641531_20160217151222_trim.jpg","2016-02-17 21:13:26","CV-L107C-L170542B","SHIL","SHLF7641531","95566151",""
"361","U1474","F","15","H","CC","A","136.420","136.700","146.137","146.417","T","33697361","361-u1474f-15h-cc-a_shlf7641491_20160217143346.jpg","33697381","361-u1474f-15h-cc-a_shlf7641491_20160217143346_trim.jpg","2016-02-17 20:34:22","CV-L107C-L170542B","SHIL","SHLF7641491","95562211",""
"361","U1474","F","16","H","2","A","137.700","139.210","148.032","149.542","T","33698791","361-u1474f-16h-2-a_shlf7641561_20160217151422.jpg","33698801","361-u1474f-16h-2-a_shlf7641561_20160217151422_trim.jpg","2016-02-17 21:15:20","CV-L107C-L170542B","SHIL","SHLF7641561","95568551",""
"361","U1474","F","16","H","3","A","139.210","140.720","149.542","151.052","T","33699001","361-u1474f-16h-3-a_shlf7641591_20160217151617.jpg","33699021","361-u1474f-16h-3-a_shlf7641591_20160217151617_trim.jpg","2016-02-17 21:17:15","CV-L107C-L170542B","SHIL","SHLF7641591","95570911",""
"361","U1474","F","16","H","4","A","140.720","142.220","151.052","152.552","T","33699111","361-u1474f-16h-4-a_shlf7641621_20160217151821.jpg","33699121","361-u1474f-16h-4-a_shlf7641621_20160217151821_trim.jpg","2016-02-17 21:19:21","CV-L107C-L170542B","SHIL","SHLF7641621","95571201",""
"361","U1474","F","16","H","5","A","142.220","143.720","152.552","154.052","T","33699181","361-u1474f-16h-5-a_shlf7641651_20160217152018.jpg","33699211","361-u1474f-16h-5-a_shlf7641651_20160217152018_trim.jpg","2016-02-17 21:21:22","CV-L107C-L170542B","SHIL","SHLF7641651","95571531",""
"361","U1474","F","16","H","6","A","143.720","145.220","154.052","155.552","T","33699331","361-u1474f-16h-6-a_shlf7641681_20160217152211.jpg","33699341","361-u1474f-16h-6-a_shlf7641681_20160217152211_trim.jpg","2016-02-17 21:23:06","CV-L107C-L170542B","SHIL","SHLF7641681","95571601",""
"361","U1474","F","16","H","7","A","145.220","145.910","155.552","156.242","T","33699381","361-u1474f-16h-7-a_shlf7641711_20160217152341.jpg","33699391","361-u1474f-16h-7-a_shlf7641711_20160217152341_trim.jpg","2016-02-17 21:24:22","CV-L107C-L170542B","SHIL","SHLF7641711","95571611",""
"361","U1474","F","17","H","1","A","145.700","147.200","156.351","157.851","T","33702421","361-u1474f-17h-1-a_shlf7641781_20160217170948.jpg","33702431","361-u1474f-17h-1-a_shlf7641781_20160217170948_trim.jpg","2016-02-17 23:10:49","CV-L107C-L170542B","SHIL","SHLF7641781","95576651",""
"361","U1474","F","16","H","CC","A","145.910","146.170","156.242","156.502","T","33699461","361-u1474f-16h-cc-a_shlf7641741_20160217152448.jpg","33699471","361-u1474f-16h-cc-a_shlf7641741_20160217152448_trim.jpg","2016-02-17 21:25:24","CV-L107C-L170542B","SHIL","SHLF7641741","95571651",""
"361","U1474","F","17","H","2","A","147.200","148.700","157.851","159.351","T","33702501","361-u1474f-17h-2-a_shlf7641811_20160217171112.jpg","33702511","361-u1474f-17h-2-a_shlf7641811_20160217171112_trim.jpg","2016-02-17 23:12:24","CV-L107C-L170542B","SHIL","SHLF7641811","95576681",""
"361","U1474","F","17","H","3","A","148.700","150.200","159.351","160.851","T","33702571","361-u1474f-17h-3-a_shlf7641841_20160217171322.jpg","33702581","361-u1474f-17h-3-a_shlf7641841_20160217171322_trim.jpg","2016-02-17 23:14:42","CV-L107C-L170542B","SHIL","SHLF7641841","95576721",""
"361","U1474","F","17","H","4","A","150.200","151.700","160.851","162.351","T","33702941","361-u1474f-17h-4-a_shlf7641871_20160217172507.jpg","33702951","361-u1474f-17h-4-a_shlf7641871_20160217172507_trim.jpg","2016-02-17 23:26:06","CV-L107C-L170542B","SHIL","SHLF7641871","95576891",""
"361","U1474","F","17","H","5","A","151.700","153.200","162.351","163.851","T","33702991","361-u1474f-17h-5-a_shlf7641901_20160217172656.jpg","33703001","361-u1474f-17h-5-a_shlf7641901_20160217172656_trim.jpg","2016-02-17 23:27:53","CV-L107C-L170542B","SHIL","SHLF7641901","95576911",""
"361","U1474","F","17","H","6","A","153.200","154.610","163.851","165.261","T","33703391","361-u1474f-17h-6-a_shlf7641931_20160217173542.jpg","33703401","361-u1474f-17h-6-a_shlf7641931_20160217173542_trim.jpg","2016-02-17 23:36:51","CV-L107C-L170542B","SHIL","SHLF7641931","95577341",""
"361","U1474","F","17","H","7","A","154.610","155.330","165.261","165.981","T","33703711","361-u1474f-17h-7-a_shlf7641961_20160217173711.jpg","33703721","361-u1474f-17h-7-a_shlf7641961_20160217173711_trim.jpg","2016-02-17 23:37:57","CV-L107C-L170542B","SHIL","SHLF7641961","95577441",""
"361","U1474","F","18","H","1","A","155.200","156.700","168.104","169.604","T","33706711","361-u1474f-18h-1-a_shlf7642041_20160217185834.jpg","33706721","361-u1474f-18h-1-a_shlf7642041_20160217185834_trim.jpg","2016-02-18 00:59:34","CV-L107C-L170542B","SHIL","SHLF7642041","95581001",""
"361","U1474","F","17","H","CC","A","155.330","155.540","165.981","166.191","T","33703791","361-u1474f-17h-cc-a_shlf7641991_20160217173817.jpg","33703801","361-u1474f-17h-cc-a_shlf7641991_20160217173817_trim.jpg","2016-02-17 23:38:58","CV-L107C-L170542B","SHIL","SHLF7641991","95577471",""
"361","U1474","F","18","H","2","A","156.700","158.200","169.604","171.104","T","33706761","361-u1474f-18h-2-a_shlf7642071_20160217185951.jpg","33706771","361-u1474f-18h-2-a_shlf7642071_20160217185951_trim.jpg","2016-02-18 01:00:46","CV-L107C-L170542B","SHIL","SHLF7642071","95581041",""
"361","U1474","F","18","H","3","A","158.200","159.700","171.104","172.604","T","33706841","361-u1474f-18h-3-a_shlf7642101_20160217190117.jpg","33706851","361-u1474f-18h-3-a_shlf7642101_20160217190117_trim.jpg","2016-02-18 01:02:23","CV-L107C-L170542B","SHIL","SHLF7642101","95581071",""
"361","U1474","F","18","H","4","A","159.700","161.200","172.604","174.104","T","33706961","361-u1474f-18h-4-a_shlf7642131_20160217190240.jpg","33706981","361-u1474f-18h-4-a_shlf7642131_20160217190240_trim.jpg","2016-02-18 01:04:00","CV-L107C-L170542B","SHIL","SHLF7642131","95581101",""
