Code,Hmin,Hmax,Smin,Smax,Vmin,Vmax,U1474,1313
130-10-30,130,139.9,10,19.9,30,39.9,True,True
130-10-40,130,139.9,10,19.9,40,49.9,True,True
130-10-50,130,139.9,10,19.9,50,59.9,False,False
130-10-60,130,139.9,10,19.9,60,69.9,False,False
130-10-70,130,139.9,10,19.9,70,79.9,False,False
130-10-80,130,139.9,10,19.9,80,89.9,False,False
130-10-90,130,139.9,10,19.9,90,99.9,False,False
130-20-20,130,139.9,20,29.9,20,29.9,False,False
130-20-30,130,139.9,20,29.9,30,39.9,False,False
130-20-40,130,139.9,20,29.9,40,49.9,False,False
130-20-50,130,139.9,20,29.9,50,59.9,False,False
130-20-60,130,139.9,20,29.9,60,69.9,False,False
130-20-70,130,139.9,20,29.9,70,79.9,False,False
130-20-80,130,139.9,20,29.9,80,89.9,False,False
130-20-90,130,139.9,20,29.9,90,99.9,False,False
130-30-0,130,139.9,30,39.9,0,9.9,False,False
130-30-10,130,139.9,30,39.9,10,19.9,False,False
130-30-20,130,139.9,30,39.9,20,29.9,False,False
130-30-30,130,139.9,30,39.9,30,39.9,False,False
130-30-40,130,139.9,30,39.9,40,49.9,False,False
130-30-50,130,139.9,30,39.9,50,59.9,False,False
130-30-60,130,139.9,30,39.9,60,69.9,False,False
130-30-70,130,139.9,30,39.9,70,79.9,False,False
130-30-80,130,139.9,30,39.9,80,89.9,False,False
130-30-90,130,139.9,30,39.9,90,99.9,False,False
130-40-0,130,139.9,40,49.9,0,9.9,False,False
130-40-10,130,139.9,40,49.9,10,19.9,False,False
130-40-20,130,139.9,40,49.9,20,29.9,False,False
130-40-30,130,139.9,40,49.9,30,39.9,False,False
130-40-40,130,139.9,40,49.9,40,49.9,False,False
130-40-50,130,139.9,40,49.9,50,59.9,False,False
130-40-60,130,139.9,40,49.9,60,69.9,False,False
130-40-70,130,139.9,40,49.9,70,79.9,False,False
130-50-0,130,139.9,50,59.9,0,9.9,False,False
130-50-10,130,139.9,50,59.9,10,19.9,False,False
130-50-20,130,139.9,50,59.9,20,29.9,False,False
130-50-30,130,139.9,50,59.9,30,39.9,False,False
130-50-40,130,139.9,50,59.9,40,49.9,False,False
130-50-50,130,139.9,50,59.9,50,59.9,False,False
130-60-0,130,139.9,60,69.9,0,9.9,False,False
130-60-10,130,139.9,60,69.9,10,19.9,False,False
130-60-20,130,139.9,60,69.9,20,29.9,False,False
130-60-30,130,139.9,60,69.9,30,39.9,False,False
130-60-40,130,139.9,60,69.9,40,49.9,False,False
130-70-0,130,139.9,70,79.9,0,9.9,False,False
130-70-10,130,139.9,70,79.9,10,19.9,False,False
130-80-0,130,139.9,80,89.9,0,9.9,False,False
130-80-10,130,139.9,80,89.9,10,19.9,False,False
