Age [ka BP],607,1308,925,659,664,1088,U1474,1090,U1475,758,1143,U1489,846,849,stack,1s,filt
87.0,0.9461131080887846,0.6389142857142855,0.629624734448896,0.6759259259259259,0.7024,0.5826,0.5570518767692478,0.19325000000000028,0.5579999999999992,0.27814289045944224,-0.06810333333333327,0.15773255813953485,-0.1146,0.11399999999999999,0.4179322890151987,0.13136612168955425,0.11381807427253979
88.0,1.02153186580166,0.6267285714285713,0.6102005949647777,0.7055555555555556,0.7351,0.6144000000000001,0.5814596856094985,0.19852380952380994,0.48399999999999865,0.28912516430473806,-0.09966333333333326,0.15263953488372078,-0.11739999999999999,0.0955,0.42126438919564263,0.1407353320848253,0.11381704627252698
89.0,1.0422565155450363,0.6173714285714286,0.6073778155002779,0.7351851851851852,0.7556,0.6354000000000001,0.6113681149053758,0.18792857142857172,0.4426666666666647,0.29815416719327004,-0.13192999999999994,0.14029069767441837,-0.1234,0.092,0.42216208304787345,0.14828116637720284,0.11381602766278255
90.0,1.0288428039611117,0.6108428571428571,0.6188270293485957,0.7648148148148148,0.7639000000000001,0.6456000000000001,0.641276544201253,0.21334920634920657,0.4146666666666642,0.3052298991250382,-0.16490333333333326,0.12068604651162769,-0.1326,0.1035,0.42385946677055963,0.15742759314561863,0.11381501850317902
91.0,1.042040587553539,0.6071428571428571,0.6926470463054339,0.7944444444444444,0.7600000000000001,0.645,0.6696105330052793,0.2672471898090457,0.4286666666666658,0.3103523601000425,-0.19858333333333328,0.101081395348837,-0.14500000000000002,0.12999999999999998,0.4360464105030579,0.16182783444636464,0.11381401884469387
92.0,1.0563465294934677,0.6057142857142856,0.7741952825537615,0.8240740740740741,0.7479000000000001,0.639,0.6861776507649449,0.2975748115000692,0.43733333333333224,0.3144955447743314,-0.22494999999999998,0.08147674418604631,-0.15760000000000002,0.16049999999999998,0.44587416117102224,0.16386240458014512,0.11381302872093618
93.0,1.0503333086305737,0.6060000000000001,0.8634717380935785,,0.7316,0.633,0.6909778974802497,0.28465349999370615,0.46266666666666517,0.31863872944862026,-0.2359833333333333,0.06187209302325564,-0.1674,0.184,0.4470268864690596,0.16329373802547686,0.11381204816751123
94.0,1.0628926095044817,0.608,0.960476412924885,,0.7111000000000001,0.627,0.684011273151194,0.25854277909948,0.4813333333333324,0.3227819141229091,-0.23168333333333332,0.042267441860464945,-0.1744,0.20049999999999998,0.4523339503659903,0.15556776080010962,0.11381107723299423
95.0,1.1111148317267039,0.6117142857142858,1.065209307047681,,0.6864000000000001,0.621,0.6664373789173788,0.2292624900872322,0.5059999999999991,0.32708823447950613,-0.21205,0.02266279069767426,-0.1786,0.20999999999999996,0.4610583263665322,0.150817291545953,0.11381011596278812
96.0,1.117468186134853,0.6171428571428572,1.115299617353446,,0.6575,0.615,0.6421745299145296,0.19754163362410768,0.5206666666666651,0.3345907868562474,-0.17708333333333334,0.003058139534883575,-0.18,0.2125,0.4617983083068242,0.14289250099335277,0.11380916439916182
