Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),Transition Depth,Green bands assoc. with transition,Red bands assoc. with transition,Green bands deeper than transiition,Red bands deeper than transiition,Unusable image,Bottomwater O2 (umol/L),Holocene-LGM CaCO3 (%),Organic Carbon (%),CaCO3 (%),Productivity (mgC/m2/day),Sedimentation Rate (cm/ka)
ODP,122,764,A,-16.566,115.4572,2698.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,188.25,-21.375,0.4948715567588806,30.485,191.8115234,0.7689348459243774
ODP,123,765,A,-15.976,117.5752,5721.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,,3.7307692307692335,0.770394504,0,196.16403198242188,0.6084741950035095
ODP,123,765,B,-15.976,117.5752,5717.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,,3.7307692307692335,0.770394504,0,196.16403198242188,0.6084741950035095
ODP,123,766,A,-19.932,110.4541,3997.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,185.1875,-21.375,0.7452833652496338,55.045,207.26431274414065,0.7015311121940613
ODP,124,767,A,4.7911,123.5034,4905.6,Deep (>40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,,7.75,1.4137693643569946,2.9775,260.9431152,4.670523166656494
ODP,124,767,B,4.7915,123.5033,4905.3,Deep (>40 cm),FALSE,FALSE,TRUE,FALSE,FALSE,,7.75,1.4137693643569946,2.9775,260.9431152,4.670523166656494
ODP,124,768,A,8,121.2193,4384.4,Deep (>40 cm),FALSE,FALSE,TRUE,FALSE,FALSE,,,1.4882811307907104,34.97,314.70623779296875,7.176958084106445
ODP,124,768,B,8,121.2198,4384.4,None,FALSE,FALSE,FALSE,TRUE,FALSE,,,1.4882811307907104,34.97,314.70623779296875,7.176958084106445
ODP,124,769,A,8.7856,121.2942,3644.8,Deep (>40 cm),FALSE,FALSE,FALSE,TRUE,FALSE,,7.75,1.2268462181091309,34.97,309.43621826171875,6.363092422485352
ODP,124,769,B,8.7853,121.2946,3643.6,Deep (>40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,,7.75,1.2268462181091309,34.97,309.43621826171875,6.363092422485352
ODP,124,770,A,5.145,123.6706,4506.7,Deep (>40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,,7.75,1.2550885677337646,11.49,312.12152099609375,5.223386764526367
ODP,124,770,B,5.1448,123.6683,4504.9,Shallow (<40 cm),FALSE,FALSE,TRUE,FALSE,FALSE,,7.75,1.2550885677337646,11.49,312.12152099609375,5.223386764526367
ODP,124,772,A,16.6523,119.7022,1529.5,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,142.5,7.75,1.9081202745437624,,272.9855957,7.382246971130371
ODP,124,775,A,19.8512,121.7157,495.5,None,FALSE,FALSE,FALSE,FALSE,TRUE,141.4166717529297,-2.25,1.157819151878357,33,282.8520202636719,2.104482650756836
ODP,124,777,B,17.6978,148.6881,5800,None,FALSE,FALSE,FALSE,TRUE,FALSE,173.6875,-4.755417957,0.3344968259334564,0.2425,147.77940368652344,0.1389504075050354
ODP,124,777,D,17.6978,148.6881,5800,None,FALSE,FALSE,FALSE,FALSE,TRUE,173.6875,-4.755417957,0.3344968259334564,0.2425,147.77940368652344,0.1389504075050354
ODP,125,778,A,19.499,146.666,3913.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,167.875,-4.755417957,0.6174583435058594,28.17,138.5398712158203,0.1281643211841583
ODP,125,779,A,19.5125,146.696,3947.2,None,FALSE,FALSE,FALSE,FALSE,TRUE,167.875,-4.755417957,0.6174583435058594,28.17,138.5398712158203,0.1259002834558487
ODP,125,779,B,19.5125,146.696,3947.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,167.875,-4.755417957,0.6174583435058594,28.17,138.5398712158203,0.1259002834558487
ODP,125,780,A,19.5418,146.655,3086.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,167.875,-4.755417957,0.6106150150299072,28.17,138.5398712158203,0.1259002834558487
ODP,125,780,B,19.5412,146.6537,3094,None,FALSE,FALSE,FALSE,FALSE,FALSE,167.875,-4.755417957,0.6174583435058594,28.17,138.5398712158203,0.1259002834558487
ODP,125,780,C,19.5422,146.6535,3083.4,None,FALSE,FALSE,FALSE,FALSE,TRUE,167.875,-4.755417957,0.6106150150299072,28.17,138.5398712158203,0.1259002834558487
ODP,125,780,D,19.5425,146.6533,3088.9,None,FALSE,FALSE,FALSE,FALSE,TRUE,167.875,-4.755417957,0.6106150150299072,28.17,138.5398712158203,0.1259002834558487
ODP,125,781,A,19.6318,146.5427,4431.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,167.875,-4.755417957,0.6153303384780884,28.17,138.5398712158203,0.1253080368041992
ODP,125,782,A,30.861,141.3142,2958.9,None,FALSE,FALSE,FALSE,FALSE,FALSE,156,-4.755417957,0.7442049384117126,10.9675,214.7204437255859,0.5583992600440979
ODP,125,782,B,30.86,141.314,2965.9,None,FALSE,FALSE,FALSE,FALSE,TRUE,156,-4.755417957,0.7442049384117126,10.9675,214.7204437255859,0.5583992600440979
ODP,125,783,A,30.9643,141.788,4648.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,156,-4.755417957,0.6952185034751892,10.9675,214.7204437255859,0.4928125143051147
ODP,125,784,A,30.908,141.738,4900.8,None,FALSE,FALSE,FALSE,FALSE,TRUE,156,-4.755417957,0.6884326934814453,10.9675,214.7204437255859,0.4928125143051147
ODP,125,785,A,30.8245,140.92,2660.8,None,FALSE,FALSE,FALSE,FALSE,TRUE,152.3125,-4.755417957,0.7952921986579895,25.97,223.46060180664065,0.6136656999588013
ODP,126,787,A,32.3757,140.7494,3254.5,None,FALSE,FALSE,FALSE,FALSE,TRUE,146,-4.755417957,0.6813039183616638,43.0625,311.5781555175781,0.8118584156036377
ODP,126,787,B,32.3757,140.7494,3258.9,None,FALSE,FALSE,FALSE,FALSE,TRUE,146,-4.755417957,0.6813039183616638,43.0625,311.5781555175781,0.8118584156036377
ODP,126,789,A,30.9201,139.9975,1118,None,FALSE,FALSE,FALSE,FALSE,TRUE,150.5,-2.25,0.8959316611289978,28.09,227.9582061767578,
ODP,126,790,A,30.9154,139.8439,2222.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,150.5,-2.25,0.9187003374099731,28.09,227.9582061767578,
ODP,126,790,B,30.9161,139.8443,2223.5,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,150.5,-2.25,0.9187003374099731,28.09,227.9582061767578,
ODP,126,792,A,32.3998,140.3807,1787.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,146,-2.25,0.7033746242523193,43.0625,311.5781555175781,0.8760256767272949
ODP,126,792,B,32.3998,140.3807,1787.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,146,-2.25,0.7033746242523193,43.0625,311.5781555175781,0.8760256767272949
ODP,126,793,A,31.1057,140.8882,2964.8,None,FALSE,FALSE,FALSE,FALSE,TRUE,149.75,-4.755417957,0.8035545945167542,33.4675,251.31207275390625,0.6207284927368164
ODP,127,794,A,40.19,138.231,2811,Deep (>40 cm),FALSE,TRUE,TRUE,FALSE,FALSE,,-2.25,0.6996826529502869,0,622.7164306640625,6.645212173461914
ODP,127,795,A,43.987,138.967,3300.2,None,FALSE,FALSE,TRUE,TRUE,FALSE,,-2.25,0.7749508023262024,,687.5730590820312,5.102751255
ODP,127,796,A,42.849,139.411,2570.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,,-2.25,0.8681780099868774,0,667.0504150390625,7.125253677368164
ODP,127,796,B,42.849,139.414,2622.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,,-2.25,0.8681780099868774,0,667.0504150390625,7.125253677368164
ODP,127,797,B,38.616,134.536,2862.2,None,FALSE,FALSE,TRUE,FALSE,FALSE,,-2.25,0.656646192,6.406666666666666,629.8303833007812,
ODP,128,798,A,37.0383,134.7998,903.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,,-2.25,1.0147109031677246,6.763333333333333,611.3804931640625,
ODP,128,798,B,37.0385,134.7996,900,None,FALSE,FALSE,FALSE,FALSE,FALSE,,-2.25,1.0147109031677246,6.763333333333333,611.3804931640625,
ODP,128,798,C,37.0385,134.7997,900.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,,-2.25,1.0147109031677246,6.763333333333333,611.3804931640625,
ODP,128,799,A,39.2205,133.8669,2073,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,,-2.25,0.539526105,7.1225000000000005,711.2227783203125,
ODP,129,800,A,21.923,152.3229,5686,None,FALSE,FALSE,FALSE,FALSE,TRUE,176.0625,-4.755417957,0.3388212621212005,0.34,125.3403778076172,0.125825822
ODP,130,803,A,2.433,160.54,3409.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,173.6875,-8.132867133,0.8866083025932312,79.345,188.08230590820312,0.706023097
ODP,130,803,B,2.433,160.54,3410.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,173.6875,-8.132867133,0.8866083025932312,79.345,188.08230590820312,0.706023097
ODP,130,803,D,2.433,160.541,3412.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,173.6875,-8.132867133,0.8866083025932312,79.345,188.08230590820312,0.706023097
ODP,130,804,A,0.937,161.65,3861.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,170.5,-8.132867133,0.9541884660720824,72.7975,242.4806671142578,0.4776825308799743
ODP,130,804,B,0.937,161.65,3860.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,170.5,-8.132867133,0.9541884660720824,72.7975,242.4806671142578,0.4776825308799743
ODP,130,804,C,0.937,161.65,3861.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,170.5,-8.132867133,0.9541884660720824,72.7975,242.4806671142578,0.4776825308799743
ODP,130,805,A,1.228,160.528,3188.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,171.3125,-8.132867133,0.8767493367195129,79.44749999999999,210.97174072265625,0.9026639461517334
ODP,130,805,B,1.228,160.528,3186.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,171.3125,-8.132867133,0.8767493367195129,79.44749999999999,210.97174072265625,0.9026639461517334
ODP,130,805,C,1.2282,160.5295,3187.7,None,FALSE,FALSE,FALSE,TRUE,FALSE,171.3125,-8.132867133,0.8767493367195129,79.44749999999999,210.97174072265625,0.9026639461517334
ODP,130,806,A,0.319,159.361,2520.7,Shallow (<40 cm),FALSE,FALSE,FALSE,TRUE,FALSE,165.125,-8.132867133,0.7139159440994263,80.75999999999999,233.9235992431641,1.314218044281006
ODP,130,806,B,0.3185,159.361,2519.9,Deep (>40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,165.125,-8.132867133,0.7139159440994263,80.75999999999999,233.9235992431641,1.314218044281006
ODP,130,806,C,0.3185,159.361,2520.8,Deep (>40 cm),FALSE,FALSE,TRUE,FALSE,FALSE,165.125,-8.132867133,0.7139159440994263,80.75999999999999,233.9235992431641,1.314218044281006
ODP,130,807,A,3.607,156.625,2803.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,164.8125,-8.132867133,0.8035563230514526,79.29249999999999,180.7223663330078,0.7050756216049194
ODP,130,807,B,3.607,156.625,2806.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,164.8125,-8.132867133,0.8035563230514526,79.29249999999999,180.7223663330078,0.7050756216049194
ODP,131,808,A,32.352,134.9444,4676,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,157.86666870117188,-4.755417957,1.338948369026184,25.307499999999997,327.8067321777344,5.517840862
ODP,132,810,A,32.423,157.846,2621.9,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,174.25,-4.755417957,1.408449649810791,41.89,281.23883056640625,0.5598989725112915
ODP,132,810,C,32.423,157.846,2623,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,174.25,-4.755417957,1.408449649810791,41.89,281.23883056640625,0.5598989725112915
ODP,133,811,A,-16.51628333,148.15726666666666,937.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,182.75,,0.4477068483829498,,192.3586578369141,
ODP,133,811,C,-16.5157,148.15751666666668,936.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,182.75,,0.4477068483829498,,192.3586578369141,
ODP,133,812,A,-17.81401667,149.60521666666668,461.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,185.1875,,0.4079141616821289,,197.7067871,
ODP,133,812,B,-17.81403333,149.6051,461.6,None,FALSE,FALSE,FALSE,FALSE,TRUE,185.1875,,0.4079141616821289,,197.7067871,
ODP,133,812,C,-17.81403333,149.60551666666666,461.9,None,FALSE,FALSE,FALSE,FALSE,FALSE,185.1875,,0.4079141616821289,,197.7067871,
ODP,133,813,A,-17.83265,149.4944833333333,539.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,185.1875,,0.4000007808208465,,197.7067871,
ODP,133,813,B,-17.83251667,149.49455,538.9,Shallow (<40 cm),FALSE,TRUE,FALSE,FALSE,FALSE,185.1875,,0.4000007808208465,,197.7067871,
ODP,133,814,A,-17.83308333,149.51385,520.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,185.1875,,0.4000007808208465,,197.7067871,
ODP,133,815,A,-19.15056667,149.9918,465.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,189,,0.5419209003448486,,492.6836242675781,
ODP,133,815,B,-19.15056667,149.9921,465.9,None,FALSE,FALSE,FALSE,FALSE,FALSE,189,,0.5419209003448486,,492.6836242675781,
ODP,133,816,A,-19.19873333,150.0101,437.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,188.25,,0.5419209003448486,,360.5954895019531,
ODP,133,816,C,-19.19851667,150.0101,437.8,None,FALSE,FALSE,FALSE,FALSE,TRUE,188.25,,0.5419209003448486,,360.5954895019531,
ODP,133,817,A,-18.15826667,149.75821666666667,1016.6,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,186.875,,0.4117665886878967,,203.5793609619141,
ODP,133,817,B,-18.15811667,149.75841666666668,1015.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,186.875,,0.4117665886878967,,203.5793609619141,
ODP,133,818,B,-18.06278333,150.04221666666666,744.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,186.5,,0.4452442526817322,,176.36431884765625,
ODP,133,819,A,-16.62398333,146.32476666666668,565.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,181.0625,,0.7906755805015564,,460.7110290527344,
ODP,133,820,A,-16.63701667,146.30381666666668,278,None,FALSE,FALSE,FALSE,FALSE,FALSE,181.0625,,0.7948832511901855,,460.7110290527344,
ODP,133,820,B,-16.63698333,146.30363333333332,279,None,FALSE,FALSE,FALSE,FALSE,FALSE,181.0625,,0.7948832511901855,,460.7110290527344,
ODP,133,821,A,-16.64655,146.2896,212.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,181.0625,,0.80496639,,460.7110290527344,
ODP,133,821,B,-16.64656667,146.2894333333333,211.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,181.0625,,0.80496639,,460.7110290527344,
ODP,133,822,A,-16.42298333,146.21506666666667,955.2,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,181.0625,,0.7842531800270081,,460.7110290527344,
ODP,133,823,A,-16.61635,146.78395,1638.4,Deep (>40 cm),FALSE,TRUE,TRUE,TRUE,FALSE,181.0625,,0.718532145,,460.7110290527344,
ODP,133,823,B,-16.61636667,146.78423333333333,1637.9,Deep (>40 cm),FALSE,TRUE,FALSE,TRUE,FALSE,181.0625,,0.718532145,,460.7110290527344,
ODP,133,824,B,-16.44505,147.762,1001.9,None,FALSE,FALSE,FALSE,FALSE,FALSE,181.5,,0.4871767461299896,,205.37014770507812,
ODP,133,825,A,-16.5158,148.15761666666666,939.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,182.75,,0.4477068483829498,,192.3586578369141,
ODP,133,825,B,-16.51601667,148.15761666666666,939.3,None,FALSE,FALSE,FALSE,FALSE,TRUE,182.75,,0.4477068483829498,,192.3586578369141,
ODP,133,826,A,-19.2255,150.00995,425.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,188.25,,0.5576446652412415,,360.5954895019531,
ODP,134,827,A,-15.295,166.3519,2803.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,146.3125,7.75,0.6987635493278503,28.799999999999997,237.99497985839844,0.398614764
ODP,134,828,A,-15.288,166.284,3086.7,Shallow (<40 cm),FALSE,FALSE,FALSE,TRUE,FALSE,146.3125,7.75,0.6976575255393982,28.799999999999997,237.99497985839844,0.398614764
ODP,134,829,A,-15.315,166.345,2905.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,146.3125,7.75,0.6987635493278503,28.799999999999997,237.99497985839844,0.3836981654167175
ODP,134,829,B,-15.315,166.345,2909,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,146.3125,7.75,0.6987635493278503,28.799999999999997,237.99497985839844,0.3836981654167175
ODP,134,829,C,-15.315,166.345,2910.7,Shallow (<40 cm),FALSE,FALSE,FALSE,FALSE,FALSE,146.3125,7.75,0.6987635493278503,28.799999999999997,237.99497985839844,0.3836981654167175
ODP,134,830,A,-15.95,166.78,1018.4,Deep (>40 cm),FALSE,FALSE,TRUE,FALSE,FALSE,146.3125,7.75,0.7065398693084717,28.799999999999997,237.99497985839844,0.337619811
ODP,134,831,A,-16.009,166.672,1066.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,147.875,7.75,0.6798071265220642,32.7625,259.25506591796875,0.3176146447658539
ODP,134,831,B,-16.009,166.673,1066.4,None,FALSE,FALSE,FALSE,FALSE,TRUE,147.875,7.75,0.6798071265220642,32.7625,259.25506591796875,0.3176146447658539
ODP,134,832,A,-14.796,167.573,3089.3,Shallow (<40 cm),FALSE,FALSE,FALSE,TRUE,FALSE,145.1875,7.75,0.867198646,48.995,205.73011779785156,1.138552427
ODP,134,833,A,-14.876,167.88,2628.5,Deep (>40 cm),FALSE,FALSE,TRUE,FALSE,FALSE,145.1875,7.75,0.8571319580078125,48.995,205.73011779785156,1.0780338048934937
ODP,135,834,A,-18.5676,-177.8623,2692.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.5,-13.6375,0.8241537809371948,47.4225,222.0461578369141,2.5029385089874268
ODP,135,834,B,-18.5675,-177.8623,2688.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.5,-13.6375,0.8241537809371948,47.4225,222.0461578369141,2.5029385089874268
ODP,135,835,A,-18.50101667,-177.3027,2905.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.5,-13.6375,0.839484453,47.4225,222.0461578369141,2.931854724884033
ODP,135,835,B,-18.50083333,-177.3032,2905.6,None,FALSE,FALSE,FALSE,FALSE,TRUE,203.5,-13.6375,0.839484453,47.4225,222.0461578369141,2.931854724884033
ODP,135,836,A,-20.14156667,-176.5001333,2455.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.75,-13.6375,0.8922091722488403,26.675,248.4109039306641,6.5569047927856445
ODP,135,836,B,-20.14175,-176.5001833,2457.7,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.75,-13.6375,0.8922091722488403,26.675,248.4109039306641,6.5569047927856445
ODP,135,837,A,-20.22178333,-176.8226833,2752.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.75,-13.6375,0.8640680313110352,26.675,248.4109039306641,6.560012340545654
ODP,135,837,B,-20.22198333,-176.8227,2753,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.75,-13.6375,0.8640680313110352,26.675,248.4109039306641,6.560012340545654
ODP,135,838,A,-20.82696667,-176.8900333,2322.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.75,-13.6375,0.8751908540725708,26.675,248.4109039306641,8.951881408691406
ODP,135,838,B,-20.82715,-176.8900333,2322.7,None,FALSE,FALSE,FALSE,FALSE,TRUE,203.75,-13.6375,0.8751908540725708,26.675,248.4109039306641,8.951881408691406
ODP,135,839,A,-20.69218333,-176.7748667,2617.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,203.75,-13.6375,0.8732059001922607,26.675,248.4109039306641,8.514405250549316
ODP,135,839,B,-20.70898333,-176.7750167,2617.3,None,FALSE,FALSE,FALSE,FALSE,TRUE,203.75,-13.6375,0.8778975009918213,26.675,248.4109039306641,8.884071350097656
ODP,135,840,A,-22.22081667,-175.7486,743.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,205.125,-13.6375,0.9345871806144714,48.405,244.40188598632812,12.90652847290039
ODP,135,840,B,-22.22098333,-175.7486333,743.3,None,FALSE,FALSE,FALSE,FALSE,TRUE,205.125,-13.6375,0.9345871806144714,48.405,244.40188598632812,12.90652847290039
ODP,135,841,A,-23.34576667,-175.29785,4809.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,204.9375,-13.6375,0.671839178,30.935,225.5266265869141,0.2727310359477997
ODP,135,841,B,-23.34568333,-175.2978667,4809.8,None,FALSE,FALSE,FALSE,FALSE,TRUE,204.9375,-13.6375,0.671839178,30.935,225.5266265869141,0.2727310359477997
ODP,136,842,A,19.336,-159.088,4430.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,146.1875,-29.5,1.2544207572937012,1.025,197.5419158935547,0.2037376761436462
ODP,136,842,B,19.336,-159.088,4430.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,146.1875,-29.5,1.2544207572937012,1.025,197.5419158935547,0.2037376761436462
ODP,136,843,A,19.342,-159.095,4411.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,146.1875,-29.5,1.2544207572937012,1.025,197.5419158935547,0.2037376761436462
ODP,136,843,C,19.342,-159.095,4404.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,146.1875,-29.5,1.2544207572937012,1.025,197.5419158935547,0.2037376761436462
ODP,138,844,A,7.921316666666667,-90.48076667,3414.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,117.75,-7.725,1.2951921224594116,1.005,637.2797852,1.773433804512024
ODP,138,844,B,7.921316666666667,-90.48076667,3414.5,None,FALSE,FALSE,TRUE,FALSE,FALSE,117.75,-7.725,1.2951921224594116,1.005,637.2797852,1.773433804512024
ODP,138,844,C,7.921316666666667,-90.48076667,3414.5,Shallow (<40 cm),FALSE,FALSE,TRUE,FALSE,FALSE,117.75,-7.725,1.2951921224594116,1.005,637.2797852,1.773433804512024
ODP,138,845,A,9.5825,-94.5908,3704.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,121.375,-7.725,0.8408901691436768,1.91,756.5333251953125,1.6108331680297852
ODP,138,846,A,-3.094933333,-90.81796667,3295.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,138.125,-8.9375,2.0223512649536133,58.872499999999995,505.2977294921875,2.6141912937164307
ODP,138,846,B,-3.094933333,-90.81796667,3295.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,138.125,-8.9375,2.0223512649536133,58.872499999999995,505.2977294921875,2.6141912937164307
ODP,138,847,A,0.1932166666666666,-95.32045,3334.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,135,-8.9375,1.753225326538086,63.529999999999994,662.0830688476562,3.326027154922486
ODP,138,847,B,0.1932166666666666,-95.32045,3334.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,135,-8.9375,1.753225326538086,63.529999999999994,662.0830688476562,3.326027154922486
ODP,138,847,D,0.19295,-95.31991667,3335.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,135,-8.9375,1.753225326538086,63.529999999999994,662.0830688476562,3.326027154922486
ODP,138,848,A,-2.9939,-110.47985,3853.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,157.125,-8.9375,1.6262640953063965,61.6175,415.005127,1.9264219999313352
ODP,138,848,B,-2.9939,-110.47985,3855.6,None,FALSE,FALSE,FALSE,FALSE,FALSE,157.125,-8.9375,1.6262640953063965,61.6175,415.005127,1.9264219999313352
ODP,138,848,C,-2.994183333,-110.4800833,3855.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,157.125,-8.9375,1.6262640953063965,61.6175,415.005127,1.9264219999313352
ODP,138,848,D,-2.994333333,-110.4801333,3854.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,157.125,-8.9375,1.6262640953063965,61.6175,415.005127,1.9264219999313352
ODP,138,849,A,0.18305,-110.5197167,3837.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,152.625,-8.9375,1.6085567474365234,67.69749999999999,612.4656982421875,3.934932231903076
ODP,138,849,B,0.18305,-110.5197167,3839.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,152.625,-8.9375,1.6085567474365234,67.69749999999999,612.4656982421875,3.934932231903076
ODP,138,850,A,1.2972833333333331,-110.5213833,3786.1,None,FALSE,FALSE,FALSE,FALSE,FALSE,150.5625,-8.9375,1.5795024633407593,68.47500000000001,561.5793457,4.0609540939331055
ODP,138,851,A,2.770383333333333,-110.5718,3761.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,148.4375,-8.9375,1.5473378896713257,68.7,500.4606934,3.179551362991333
ODP,138,851,B,2.770383333333333,-110.5718,3760.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,148.4375,-8.9375,1.5473378896713257,68.7,500.4606934,3.179551362991333
ODP,138,851,D,2.7702333333333335,-110.5715667,3759.3,None,FALSE,FALSE,TRUE,FALSE,FALSE,148.4375,-8.9375,1.5473378896713257,68.7,500.4606934,3.179551362991333
ODP,138,851,E,2.7702166666666668,-110.5714833,3760.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,148.4375,-8.9375,1.5473378896713257,68.7,500.4606934,3.179551362991333
ODP,138,852,A,5.292766666666667,-110.0763167,3861,None,FALSE,FALSE,FALSE,FALSE,FALSE,141.9375,-7.725,1.4925940036773682,60.24,396.4998779296875,1.5045474767684937
ODP,138,852,B,5.292766666666667,-110.0763167,3859.9,None,FALSE,FALSE,FALSE,FALSE,FALSE,141.9375,-7.725,1.4925940036773682,60.24,396.4998779296875,1.5045474767684937
ODP,138,852,C,5.292516666666667,-110.0760333,3859.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,141.9375,-7.725,1.4925940036773682,60.24,396.4998779296875,1.5045474767684937
ODP,138,853,A,7.211016666666667,-109.7514,3714.3,None,FALSE,FALSE,FALSE,FALSE,FALSE,136.5,-7.725,1.5611555576324463,49.379999999999995,317.58135986328125,1.1824052333831787
ODP,138,853,B,7.211016666666667,-109.7514,3715.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,136.5,-7.725,1.5611555576324463,49.379999999999995,317.58135986328125,1.1824052333831787
ODP,138,853,C,7.210833333333333,-109.7513,3714.8,None,FALSE,FALSE,FALSE,FALSE,FALSE,136.5,-7.725,1.5611555576324463,49.379999999999995,317.58135986328125,1.1824052333831787
ODP,138,853,D,7.21085,-109.7512333,3712.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,136.5,-7.725,1.5611555576324463,49.379999999999995,317.58135986328125,1.1824052333831787
ODP,138,853,E,7.21085,-109.7512333,3713.5,None,FALSE,FALSE,FALSE,FALSE,FALSE,136.5,-7.725,1.5611555576324463,49.379999999999995,317.58135986328125,1.1824052333831787
ODP,138,854,A,11.223883333333331,-109.5942,3567.9,None,FALSE,FALSE,FALSE,FALSE,FALSE,127.4375,-7.725,2.067049741744995,32.214999999999996,306.0994873046875,0.2344072759151458
ODP,138,854,B,11.223883333333331,-109.5942,3567.4,None,FALSE,FALSE,FALSE,FALSE,FALSE,127.4375,-7.725,2.067049741744995,32.214999999999996,306.0994873046875,0.2344072759151458
ODP,138,854,C,11.22385,-109.59415,3568.2,None,FALSE,FALSE,FALSE,FALSE,FALSE,127.4375,-7.725,2.067049741744995,32.214999999999996,306.0994873046875,0.2344072759151458
