Exp,Site,Hole,Core,Type,Section,A/W,Top offset (cm),Bottom offset (cm),Top depth CCSF (m),Bottom depth CCSF (m),d18O stack species,benthic d18O,cib d13C,uvi d13C
361,U1474,F,5,H,3,W,42.0,43.0,36.284,36.294,uvi & cib,4.391333333333333,0.035,-0.892
361,U1474,F,5,H,3,W,54.0,55.0,36.403999999999996,36.413999999999994,uvi & cib,4.223,-0.138,-1.0425
361,U1474,F,5,H,3,W,67.0,68.0,36.534,36.544,uvi & cib,4.161,0.1,-0.8929999999999999
361,U1474,F,5,H,3,W,79.0,80.0,36.653999999999996,36.663999999999994,uvi & cib,4.38375,0.509,-1.2853333333333332
361,U1474,F,5,H,3,W,91.0,92.0,36.773999999999994,36.784,uvi & cib,4.707333333333334,-1.0275,-1.628
361,U1474,F,5,H,3,W,103.0,104.0,36.894,36.903999999999996,uvi & cib,4.80575,-0.6255,-1.4569999999999999
361,U1474,F,5,H,3,W,115.0,116.0,37.013999999999996,37.023999999999994,uvi,4.656,,-1.642
361,U1474,F,5,H,3,W,128.0,129.0,37.144,37.153999999999996,uvi & cib,4.6025,-0.69,-1.648
361,U1474,F,5,H,3,W,140.0,141.0,37.263999999999996,37.273999999999994,uvi & cib,4.5280000000000005,-0.22,-1.57
361,U1474,F,5,H,4,W,2.0,3.0,37.384,37.394,uvi & cib,4.444333333333334,-0.363,-1.302
361,U1474,F,5,H,4,W,14.0,15.0,37.504,37.513999999999996,uvi & cib,4.241999999999999,-0.43,-0.982
361,U1474,F,5,H,4,W,15.0,16.0,37.513999999999996,37.523999999999994,uvi,4.395,,-1.021
361,U1474,F,5,H,4,W,27.0,28.0,37.634,37.644,uvi & cib,4.3373333333333335,-0.42,-1.1775
361,U1474,F,5,H,4,W,39.0,40.0,37.754,37.763999999999996,uvi & cib,4.199333333333333,-0.18,-0.9835
361,U1474,F,5,H,4,W,51.0,52.0,37.873999999999995,37.884,uvi & cib,3.9003333333333337,0.107,-0.522
361,U1474,F,5,H,4,W,63.0,64.0,37.994,38.004,uvi & cib,3.99,,-0.653
361,U1474,F,5,H,4,W,76.0,77.0,38.123999999999995,38.134,uvi & cib,3.8673333333333333,0.15,-0.5505
361,U1474,F,5,H,4,W,88.0,89.0,38.244,38.254,uvi & cib,3.636333333333333,0.15,-0.34850000000000003
361,U1474,F,5,H,4,W,112.0,113.0,38.483999999999995,38.494,uvi & cib,3.444,0.435,
361,U1474,F,5,H,4,W,125.0,126.0,38.614,38.623999999999995,cib,3.462,0.508,
361,U1474,F,5,H,4,W,137.0,138.0,38.733999999999995,38.744,cib,3.48,0.362,
361,U1474,F,5,H,4,W,149.0,150.0,38.854,38.864,uvi & cib,3.6109999999999998,0.225,-1.131
361,U1474,F,5,H,5,W,11.0,12.0,38.974,38.983999999999995,uvi & cib,4.3053333333333335,-0.2485,-1.517
361,U1474,F,5,H,5,W,36.0,37.0,39.224,39.233999999999995,uvi & cib,4.476833333333333,-0.056,-0.9932000000000001
361,U1474,F,5,H,5,W,48.0,49.0,39.343999999999994,39.354,uvi & cib,4.5466,0.424,-1.1006666666666665
361,U1474,F,5,H,5,W,60.0,61.0,39.464,39.474,uvi & cib,4.30525,0.058,-0.9655
361,U1474,F,5,H,5,W,73.0,74.0,39.593999999999994,39.604,uvi & cib,4.091,0.409,-0.46849999999999997
361,U1474,F,5,H,5,W,85.0,86.0,39.714,39.724,uvi & cib,3.958,0.307,-0.906
361,U1474,F,5,H,5,W,97.0,98.0,39.833999999999996,39.843999999999994,uvi & cib,4.0185,0.142,-0.658
361,U1474,F,5,H,5,W,109.0,110.0,39.954,39.964,uvi & cib,3.9050000000000002,-0.293,-0.581
361,U1474,F,5,H,5,W,121.0,122.0,40.074,40.083999999999996,uvi & cib,4.1259999999999994,-0.26,-0.821
361,U1474,F,5,H,5,W,134.0,135.0,40.204,40.214,uvi & cib,4.1075,0.236,-0.733
361,U1474,F,5,H,5,W,146.0,147.0,40.324,40.333999999999996,uvi & cib,4.2695,-0.099,-0.639
361,U1474,F,5,H,6,W,20.0,21.0,40.564,40.574,uvi & cib,4.397,0.201,-1.039
361,U1474,F,5,H,6,W,33.0,34.0,40.693999999999996,40.704,uvi & cib,4.2605,-0.027,-0.731
361,U1474,F,5,H,6,W,45.0,46.0,40.814,40.824,uvi & cib,4.111666666666666,-0.27449999999999997,-0.554
361,U1474,F,5,H,6,W,57.0,58.0,40.934,40.943999999999996,uvi & cib,4.0225,0.383,-0.334
361,U1474,F,5,H,6,W,69.0,70.0,41.053999999999995,41.064,uvi & cib,3.962,0.467,-0.696
361,U1474,F,5,H,6,W,82.0,83.0,41.184,41.193999999999996,uvi & cib,3.936,0.388,-0.636
361,U1474,F,5,H,6,W,94.0,95.0,41.303999999999995,41.314,uvi & cib,3.746,0.842,-0.654
361,U1474,F,5,H,6,W,106.0,107.0,41.424,41.434,uvi & cib,4.3919999999999995,-0.17,-0.669
361,U1474,F,5,H,6,W,118.0,119.0,41.544,41.553999999999995,uvi & cib,4.346500000000001,0.166,-0.664
361,U1474,F,5,H,6,W,131.0,132.0,41.674,41.684,uvi & cib,4.3255,0.049,-1.018
361,U1474,F,5,H,6,W,143.0,144.0,41.794,41.803999999999995,uvi & cib,4.2989999999999995,-0.361,-0.614
361,U1474,D,6,H,1,W,142.0,143.0,41.919000000000004,41.929,uvi & cib,3.8505000000000003,0.383,-0.688
361,U1474,D,6,H,2,W,4.0,5.0,42.039,42.049,uvi & cib,3.9985,-0.037,-0.154
361,U1474,D,6,H,2,W,17.0,18.0,42.169000000000004,42.179,uvi & cib,3.994,0.449,-0.594
361,U1474,D,6,H,2,W,29.0,30.0,42.289,42.299,uvi & cib,3.712,0.511,-0.116
361,U1474,D,6,H,2,W,41.0,42.0,42.409,42.419000000000004,uvi & cib,3.8925,0.376,-0.678
361,U1474,D,6,H,2,W,53.0,54.0,42.529,42.539,uvi & cib,4.2546,0.0775,-0.773
361,U1474,D,6,H,2,W,66.0,67.0,42.659,42.669000000000004,uvi & cib,4.5504999999999995,-0.257,-0.916
361,U1474,D,6,H,2,W,78.0,79.0,42.779,42.789,uvi & cib,4.5634999999999994,0.125,-0.991
361,U1474,D,6,H,2,W,90.0,91.0,42.899,42.909,uvi & cib,4.4885,0.056,-1.218
361,U1474,D,6,H,3,W,13.0,14.0,43.629000000000005,43.639,uvi & cib,4.356999999999999,-0.397,-0.973
361,U1474,D,6,H,3,W,26.0,27.0,43.759,43.769000000000005,uvi & cib,4.306,-0.174,-0.876
361,U1474,D,6,H,3,W,38.0,39.0,43.879000000000005,43.889,uvi & cib,4.25,-0.167,-0.693
361,U1474,D,6,H,3,W,50.0,51.0,43.999,44.009,uvi & cib,4.0815,0.299,-0.58
361,U1474,D,6,H,3,W,62.0,63.0,44.119,44.129000000000005,uvi & cib,3.688,0.42,-0.081
361,U1474,D,6,H,3,W,75.0,76.0,44.249,44.259,uvi & cib,3.424,0.399,-0.152
361,U1474,D,6,H,3,W,87.0,88.0,44.369,44.379000000000005,uvi & cib,3.4175,0.608,-0.106
361,U1474,D,6,H,3,W,99.0,100.0,44.489000000000004,44.499,uvi & cib,3.3899999999999997,0.512,-0.424
361,U1474,D,6,H,3,W,111.0,112.0,44.609,44.619,uvi & cib,3.3785,0.474,-0.336
361,U1474,D,6,H,3,W,124.0,125.0,44.739000000000004,44.749,uvi & cib,3.5093333333333336,0.5885,-0.087
361,U1474,D,6,H,3,W,136.0,137.0,44.859,44.869,cib,3.818,0.472,
361,U1474,D,6,H,3,W,148.0,149.0,44.979,44.989000000000004,uvi & cib,3.904,0.548,-0.13
361,U1474,D,6,H,4,W,10.32,11.32,45.1022,45.1122,cib,3.9970000000000003,0.432,
361,U1474,D,6,H,4,W,22.56,23.56,45.2246,45.2346,uvi & cib,4.2044999999999995,0.479,-0.562
361,U1474,D,6,H,4,W,34.8,35.8,45.347,45.357,uvi & cib,4.2305,0.033,-0.65
361,U1474,D,6,H,4,W,47.04,48.04,45.4694,45.479400000000005,uvi & cib,4.297000000000001,-0.12,-0.755
361,U1474,D,6,H,4,W,59.28,60.28,45.5918,45.601800000000004,uvi & cib,4.268,0.005,-0.835
361,U1474,D,6,H,4,W,71.52,72.52,45.714200000000005,45.7242,uvi & cib,4.148,0.256,-0.811
361,U1474,D,6,H,4,W,83.76,84.76,45.836600000000004,45.8466,uvi & cib,3.9099999999999997,0.375,-0.273
361,U1474,D,6,H,4,W,96.0,97.0,45.959,45.969,uvi & cib,3.678,0.476,-0.387
361,U1474,D,6,H,4,W,108.24,109.24,46.0814,46.0914,cib,3.904,0.367,
361,U1474,D,6,H,4,W,120.48,121.48,46.2038,46.2138,uvi & cib,4.0635,0.248,-0.444
361,U1474,D,6,H,4,W,132.72,133.72,46.3262,46.336200000000005,uvi & cib,4.4395,-0.171,-1.163
361,U1474,D,6,H,4,W,144.96,145.96,46.4486,46.458600000000004,uvi & cib,4.372999999999999,-0.082,-1.177
361,U1474,D,6,H,5,W,7.2,8.2,46.571000000000005,46.581,uvi & cib,4.6745,-0.173,-1.25
361,U1474,D,6,H,5,W,19.44,20.44,46.693400000000004,46.7034,uvi & cib,4.505,-0.182,-1.282
361,U1474,D,6,H,5,W,31.68,32.68,46.8158,46.8258,uvi & cib,4.678,-0.233,-1.141
361,U1474,D,6,H,5,W,43.92,44.92,46.9382,46.9482,uvi & cib,4.4885,-0.078,-1.01
361,U1474,D,6,H,5,W,56.16,57.16,47.0606,47.0706,uvi & cib,4.0675,0.228,-0.703
361,U1474,D,6,H,5,W,68.4,69.4,47.183,47.193000000000005,uvi & cib,4.0835,-0.111,-0.779
361,U1474,D,6,H,5,W,80.64,81.64,47.305400000000006,47.315400000000004,uvi & cib,4.2204999999999995,0.271,-0.571
361,U1474,D,6,H,5,W,92.88,93.88,47.427800000000005,47.4378,uvi & cib,4.009,-0.144,-0.416
361,U1474,D,6,H,5,W,93.0,94.0,47.429,47.439,uvi & cib,4.006,,-0.273
361,U1474,D,6,H,5,W,105.12,106.12,47.550200000000004,47.5602,uvi & cib,3.8970000000000002,0.463,-0.338
361,U1474,D,6,H,5,W,117.36,118.36,47.6726,47.6826,uvi & cib,3.8840000000000003,0.112,-0.419
361,U1474,D,6,H,5,W,129.6,130.6,47.795,47.805,uvi & cib,3.859,0.649,0.009
361,U1474,D,6,H,6,W,4.08,5.08,48.0398,48.049800000000005,cib,3.605,0.752,
361,U1474,D,6,H,6,W,16.0,17.0,48.159,48.169000000000004,cib,3.692,,
361,U1474,D,6,H,6,W,16.32,17.32,48.162200000000006,48.172200000000004,cib,,0.429,
361,U1474,D,6,H,6,W,28.56,29.56,48.284600000000005,48.2946,uvi & cib,3.6510000000000002,0.735,-0.368
361,U1474,D,6,H,6,W,40.8,41.8,48.407000000000004,48.417,uvi & cib,3.5725000000000002,0.548,0.12
361,U1474,D,6,H,6,W,53.04,54.04,48.5294,48.5394,uvi & cib,3.599,0.682,-0.311
361,U1474,D,6,H,6,W,65.28,66.28,48.6518,48.6618,uvi & cib,3.6270000000000002,0.748,-0.137
361,U1474,D,6,H,6,W,77.52,78.52,48.7742,48.784200000000006,uvi & cib,3.7335000000000003,0.671,-0.174
361,U1474,D,6,H,6,W,89.76,90.76,48.8966,48.906600000000005,uvi & cib,3.802,0.425,-0.389
361,U1474,D,6,H,6,W,90.0,91.0,48.899,48.909,cib,3.792,,
