Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),Transition Depth,Green bands assoc. with transition,Red bands assoc. with transition,Green bands deeper than transiition,Red bands deeper than transiition,Unusable image,Bottomwater O2 (umol/L),CaCO3 (%),Productivity (mgC/m2/day),Organic Carbon (%),Sedimentation Rate (cm/ka)
DSDP,75,530,*,-19.1877,9.3858,4629.0,None,False,False,False,False,True,200.375,42.89,1068.614501953125,1.4510644674301147,1.6855554580688477
DSDP,75,532,*,-19.7435,10.5188,1331.0,None,False,False,False,False,False,173.8125,58.565,1716.503662109375,2.892839193344116,1.684684157371521
DSDP,76,533,*,31.26,-74.8698,3191.0,None,False,False,False,False,False,240.625,28.3525,188.80831909179688,0.6223658919334412,3.992779016494751
DSDP,76,534,*,28.3433,-75.3817,4973.0,None,False,False,False,False,False,237.1875,45.24250000000001,158.58026123046875,0.4410222768783569,1.8751723766326904
DSDP,77,535,*,23.708,-84.5162,3450.0,Shallow (<40 cm),False,False,False,False,False,,55.010000000000005,201.8212890625,0.2782283723354339,
DSDP,77,536,*,23.4898,-85.2097,2790.0,Deep (>40 cm),False,False,False,False,False,,79.35,197.2725372314453,0.2975931167602539,
DSDP,77,537,*,23.9335,-85.4603,3123.0,None,False,False,False,False,False,,79.35,197.2725372314453,0.2932604551315307,6.224766254425049
DSDP,77,538,*,23.8497,-85.171,2820.0,None,False,False,False,True,False,,79.35,197.2725372314453,0.2873267829418182,6.070364952087402
DSDP,77,540,*,23.8288,-84.3708,2926.0,Deep (>40 cm),False,False,False,False,False,,55.010000000000005,201.8212890625,0.2599786221981048,
DSDP,79,544,*,33.7667,-9.405,3606.0,None,False,False,False,False,False,226.14285278320312,56.473333333333336,594.5791015625,0.8675883412361145,6.710572719573975
DSDP,79,545,*,33.6643,-9.3647,3142.0,None,False,False,False,False,False,226.14285278320312,56.473333333333336,594.5791015625,0.8985422849655151,6.797929763793945
DSDP,79,546,*,33.7785,-9.5643,3958.0,Deep (>40 cm),False,False,False,False,False,226.14285278320312,56.473333333333336,594.5791015625,0.8398017883300781,6.703227996826172
DSDP,79,547,*,33.7807,-9.3497,3938.0,Deep (>40 cm),False,False,False,False,False,226.14285278320312,56.473333333333336,594.5791015625,0.8808615803718567,6.703956604003906
DSDP,80,548,*,48.9158,-12.164,1251.0,Shallow (<40 cm),False,False,False,False,False,239.6875,69.83250000000001,998.7850341796876,0.5526382923126221,
DSDP,80,549,*,49.088,-13.098,2515.0,None,False,False,False,False,True,237.5625,54.27,1010.1298828125,0.5577744841575623,1.3940932750701904
DSDP,80,550,*,48.5152,-13.4395,4420.0,Deep (>40 cm),False,True,False,False,False,238.5,65.33333333333333,982.0533447265624,0.4992914199829101,1.610849380493164
DSDP,80,551,*,48.9107,-13.5015,3887.0,None,False,False,False,False,False,238.5,65.33333333333333,982.0533447265624,0.5170162916183472,1.7987838983535769
DSDP,81,552,*,56.0427,-23.2313,2301.0,None,False,False,False,False,False,260.0625,41.9925,1079.474609375,0.5686253309249878,1.0848442316055298
DSDP,81,555,*,56.5617,-20.7822,1659.0,None,False,False,False,False,False,254.0,65.91749999999999,1108.470458984375,0.5437133312225342,0.7932840585708618
DSDP,82,557,*,38.8325,-32.5597,2143.0,None,False,False,False,False,False,265.375,83.5,388.4613952636719,0.3133421838283539,2.7747464179992676
DSDP,82,564,*,33.7393,-43.7672,3820.0,None,False,False,False,False,False,264.125,72.84,244.8780975341797,0.41675665974617,0.980142056941986
DSDP,84,565,*,9.7282,-86.0907,3099.0,None,False,False,False,False,False,82.125,6.6225000000000005,575.7074584960938,2.3316664695739746,3.133653402328491
DSDP,84,566,*,12.8057,-90.6965,3745.0,None,False,False,False,False,False,103.5999984741211,16.53,628.7232666015625,1.3742741346359253,1.111931085586548
DSDP,84,568,*,13.0722,-90.8,2010.0,None,False,False,False,False,False,101.66666412353516,31.25,589.016357421875,1.333548665046692,1.0291075706481934
DSDP,84,569,*,12.9385,-90.8392,2744.0,None,False,False,False,False,True,103.5999984741211,16.53,628.7232666015625,1.3861266374588013,1.0728145837783811
DSDP,84,570,*,13.2853,-91.3928,1698.0,None,False,False,False,False,False,104.5,0.0,692.099853515625,1.455625057220459,1.015903353691101
DSDP,85,571,*,3.9973,-114.1422,3962.0,None,False,False,False,False,False,152.0,78.385,465.4805908203125,1.2224470376968384,2.531810522079468
DSDP,85,572,*,1.4348,-113.842,3893.0,None,False,False,False,True,False,154.3125,71.4075,560.1002197265625,1.5718737840652466,3.2917613983154297
DSDP,85,573,*,0.4985,-133.3095,4301.0,None,False,False,False,False,False,175.5,67.815,517.3289184570312,0.4249963760375976,1.4167882204055786
DSDP,85,574,*,4.2087,-133.3302,4561.0,None,False,False,False,False,False,172.625,75.9325,397.8450012207031,0.4256979525089264,1.663136005401611
DSDP,85,575,*,5.85,-135.036,4536.0,None,False,False,False,False,False,173.9375,71.75,380.0593872070313,0.5849237442016602,1.2853072881698608
DSDP,86,576,*,32.356,164.2757,6217.0,None,False,False,False,False,False,176.5,0.4275,267.02410888671875,0.978125274181366,0.2430706620216369
DSDP,86,577,*,32.4418,157.7233,2675.0,Shallow (<40 cm),False,False,True,False,False,174.25,41.89,281.23883056640625,1.4192898273468018,0.5617451667785645
DSDP,86,578,*,33.926,151.629,6010.0,None,False,False,False,False,False,171.875,0.205,305.3218688964844,0.6377851963043213,0.2647802829742431
DSDP,87,582,*,31.7752,133.9138,4879.0,None,False,False,False,False,False,167.39999389648438,7.430000000000001,240.36474609375,1.18737530708313,4.259231090545654
DSDP,87,583,*,31.8333,133.8567,4634.0,None,False,False,False,False,False,167.39999389648438,7.430000000000001,240.36474609375,1.2072906494140625,4.536983966827393
DSDP,87,584,*,40.4667,143.9517,4078.0,None,False,False,False,False,False,178.4375,1.9433333333333336,959.1861572265624,1.7155232429504397,1.693551778793335
DSDP,89,586,*,-0.4973,158.4982,2207.0,Shallow (<40 cm),False,False,True,False,False,159.375,77.1625,251.3786163330078,0.7280757427215576,1.489150047302246
DSDP,90,587,*,-21.1847,161.3332,1101.0,None,False,False,False,False,False,162.8125,56.925,205.72723388671875,0.6094214916229248,
DSDP,90,588,*,-26.1117,161.2267,1533.0,None,False,False,False,False,False,166.5625,81.88999999999999,228.62298583984375,0.6528087258338928,
DSDP,90,591,*,-31.5843,164.4487,2131.0,Deep (>40 cm),False,False,False,False,False,163.9375,80.58500000000001,327.1247253417969,0.7660332918167114,
DSDP,93,603,*,35.4943,-70.0283,4633.0,None,False,False,False,False,False,259.5,26.77,232.9053497314453,0.4831506907939911,1.7283917665481567
DSDP,93,604,*,38.7132,-72.5492,2361.0,None,False,False,False,False,False,256.125,20.533333333333335,763.7562866210938,1.2116097211837769,7.733096122741699
DSDP,94,606,*,37.3387,-35.4998,3007.0,Deep (>40 cm),False,False,True,False,False,270.3125,85.1675,347.6056823730469,0.2895148694515228,1.6362009048461914
DSDP,94,607,*,41.0012,-32.9573,3427.0,Shallow (<40 cm),False,False,False,True,False,268.25,81.2525,507.3629760742187,0.2938894033432007,2.730443000793457
DSDP,94,608,*,42.8367,-23.0875,3526.0,Deep (>40 cm),False,True,False,True,False,247.1875,88.7325,573.9307250976562,0.3876851499080658,1.8269158601760864
DSDP,94,609,*,49.8778,-24.2382,3884.0,Deep (>40 cm),False,True,True,False,False,257.0,74.2025,1130.1986083984375,0.4201594293117523,1.9725899696350095
DSDP,94,610,*,53.2215,-18.8868,2417.0,Shallow (<40 cm),False,False,True,False,False,242.0625,57.4525,1196.58935546875,0.5678374171257019,1.815537929534912
DSDP,94,611,*,52.8412,-30.3097,3203.0,Deep (>40 cm),False,True,True,False,False,277.8125,41.9225,1148.7310791015625,0.3021582067012787,3.9904592037200928
DSDP,95,612,*,38.8202,-72.7738,1386.0,None,False,False,False,False,False,256.125,20.533333333333335,763.7562866210938,1.219339370727539,7.926984786987305
DSDP,95,613,*,38.771,-72.5238,2309.0,None,False,False,False,False,False,256.125,20.533333333333335,763.7562866210938,1.2065463066101074,7.733096122741699
DSDP,96,614,*,25.068,-86.1368,3310.0,Deep (>40 cm),False,True,True,False,False,,,235.51528930664065,0.4395442306995392,7.729884624481201
DSDP,96,615,*,25.2223,-85.9922,3268.0,Shallow (<40 cm),False,False,True,False,False,,,254.27127075195312,0.4516197443008423,7.768874645233154
DSDP,96,616,*,26.8112,-86.8805,2983.0,Shallow (<40 cm),False,False,False,False,False,,,295.51202392578125,0.5857140421867371,9.693264961242676
DSDP,96,617,*,26.6988,-88.5278,2467.0,None,False,False,True,False,False,,,252.0130157470703,0.5659552216529846,13.239940643310549
DSDP,96,618,*,27.0113,-91.2622,2412.0,None,False,False,False,False,False,,,376.4681396484375,0.8074536919593811,21.90481948852539
DSDP,96,620,*,26.8353,-88.3708,2608.0,Shallow (<40 cm),False,True,False,False,False,,,252.0130157470703,0.5778443813323975,12.8947172164917
DSDP,96,621,*,26.731,-88.496,2481.0,Shallow (<40 cm),False,False,False,False,False,,,252.0130157470703,0.5733363628387451,13.072291374206545
DSDP,96,622,*,26.6902,-88.3803,2491.0,Shallow (<40 cm),False,False,False,False,False,,,252.0130157470703,0.5644866824150085,12.659039497375488
DSDP,96,623,*,25.7682,-86.2307,3177.0,None,False,False,True,True,False,,,235.51528930664065,0.5158779621124268,8.308537483215332
ODP,100,625,A,28.831666666666667,-87.16,889.0,None,False,False,False,False,False,,,650.8184204101562,0.8128834962844849,
ODP,100,625,B,28.831666666666667,-87.16,889.0,None,False,False,False,False,False,,,650.8184204101562,0.8128834962844849,
ODP,101,626,A,25.600016666666665,-79.54676666666667,846.8,None,False,False,False,False,True,169.1666717529297,80.64,676.7464599609375,0.2187154442071914,
ODP,101,626,B,25.600616666666667,-79.54676666666667,860.0,None,False,False,False,False,False,169.1666717529297,80.64,676.7464599609375,0.2187154442071914,
ODP,101,626,C,25.600316666666668,-79.54666666666667,855.0,None,False,False,False,False,True,169.1666717529297,80.64,676.7464599609375,0.2187154442071914,
ODP,101,627,A,27.635,-78.2942,1026.0,None,False,False,False,False,False,185.3125,,917.4163208007812,0.1393272876739502,
ODP,101,627,B,27.635,-78.2942,1036.0,None,False,False,False,True,False,185.3125,,917.4163208007812,0.1393272876739502,
ODP,101,628,A,27.5308,-78.3158,974.0,None,False,False,False,False,False,185.3125,,917.4163208007812,0.1420037150382995,
ODP,101,629,A,27.4065,-78.3683,563.0,None,False,False,False,False,False,185.3125,,917.4163208007812,0.1436286866664886,
ODP,101,630,A,27.449,-78.3405,815.0,None,False,False,False,False,False,185.3125,,917.4163208007812,0.1436286866664886,
ODP,101,630,B,27.449,-78.3405,815.0,None,False,False,False,False,False,185.3125,,917.4163208007812,0.1436286866664886,
ODP,101,630,C,27.449,-78.3405,815.0,None,False,False,False,True,False,185.3125,,917.4163208007812,0.1436286866664886,
ODP,101,631,A,23.5867,-75.7427,1102.0,None,False,False,False,False,False,236.0,68.8125,436.8988037109375,0.1415255516767501,2.253826379776001
ODP,101,632,A,23.8407,-75.4355,2007.0,None,False,False,False,False,False,236.0,68.8125,436.8988037109375,0.1575606912374496,1.5318349599838257
ODP,101,633,A,23.6885,-75.6235,1690.0,None,False,False,False,False,False,236.0,68.8125,436.8988037109375,0.1440847963094711,2.101419687271118
ODP,101,634,A,25.3837,-77.3147,2864.0,None,False,False,False,False,False,205.75,73.2125,662.137939453125,0.1598310470581054,1.7833356857299805
ODP,101,635,A,25.4188,-77.332,3445.0,None,False,False,False,False,True,205.75,73.2125,662.137939453125,0.1598310470581054,1.7779597043991089
ODP,101,635,B,25.4197,-77.333,3483.0,None,False,False,False,False,False,205.75,73.2125,662.137939453125,0.1598310470581054,1.7779597043991089
ODP,101,636,A,25.4185,-77.3058,3581.0,None,False,False,False,False,True,205.75,73.2125,662.137939453125,0.1598310470581054,1.7779597043991089
ODP,103,637,A,42.0883,-12.8633,5311.0,None,False,False,False,False,True,249.75,29.74,626.4092407226562,0.4919983446598053,1.2650154829025269
ODP,103,638,B,42.1533,-12.1967,4673.0,None,False,False,False,False,False,249.75,29.74,626.4092407226562,0.5374429225921631,1.308235764503479
ODP,103,639,A,42.1433,-12.2483,4735.0,None,False,False,False,False,False,249.75,29.74,626.4092407226562,0.5303611755371094,1.331026315689087
ODP,103,639,B,42.1433,-12.25,4758.0,None,False,False,False,False,False,249.75,29.74,626.4092407226562,0.5303611755371094,1.331026315689087
ODP,103,641,A,42.155,-12.1817,4646.0,None,False,False,False,False,False,249.75,29.74,626.4092407226562,0.5374429225921631,1.308235764503479
ODP,104,642,B,67.225,2.9283,1281.6,Deep (>40 cm),False,True,False,True,False,305.6875,18.4575,1135.6458740234375,0.7644306421279907,2.644483804702759
ODP,104,642,C,67.22,2.9299999999999997,1281.4,None,False,False,False,False,False,305.6875,18.4575,1135.6458740234375,0.7644306421279907,2.644483804702759
ODP,104,642,D,67.22,2.9299999999999997,1281.4,None,False,False,False,False,False,305.6875,18.4575,1135.6458740234375,0.7644306421279907,2.644483804702759
ODP,104,643,A,67.715,1.0333,2768.7,None,False,False,False,False,False,304.5,33.8025,1091.585205078125,0.6433858871459961,2.8424384593963623
ODP,104,644,A,66.6783,4.5767,1225.2,None,False,False,False,False,False,306.875,12.0,1270.8468017578125,0.7792343497276306,2.2193219661712646
ODP,104,644,B,66.6783,4.5767,1224.8,Shallow (<40 cm),False,False,False,False,False,306.875,12.0,1270.8468017578125,0.7792343497276306,2.2193219661712646
ODP,105,645,A,70.4572,-64.6543,2007.1,Shallow (<40 cm),False,False,False,False,False,,,443.6804504394531,1.0521302223205566,18.860546112060547
ODP,105,645,B,70.4572,-64.6543,2008.2,Shallow (<40 cm),False,False,False,False,False,,,443.6804504394531,1.0521302223205566,18.860546112060547
ODP,105,645,C,70.4572,-64.6543,2007.7,Shallow (<40 cm),False,False,False,False,False,,,443.6804504394531,1.0521302223205566,18.860546112060547
ODP,105,645,F,70.458,-64.6548,2008.3,Shallow (<40 cm),False,False,False,True,False,,,443.6804504394531,1.0521302223205566,18.860546112060547
ODP,105,646,A,58.2093,-48.3691,3440.3,Shallow (<40 cm),False,True,False,False,False,301.625,57.2225,690.9517822265625,0.5390336513519287,4.897006511688232
ODP,105,646,B,58.2093,-48.3691,3440.3,None,False,False,True,False,False,301.625,57.2225,690.9517822265625,0.5390336513519287,4.897006511688232
ODP,105,647,A,53.3313,-45.262,3868.5,Deep (>40 cm),False,False,False,False,False,290.5625,59.9425,1031.970458984375,0.3864444196224212,2.127525329589844
ODP,105,647,B,53.3313,-45.262,3860.2,None,False,False,False,True,False,290.5625,59.9425,1031.970458984375,0.3864444196224212,2.127525329589844
ODP,106,648,A,22.921833333333332,-44.94716666666667,3299.4,None,False,False,False,False,True,247.1875,81.33250000000001,153.08990478515625,0.2381232529878616,3.5788140296936035
ODP,106,649,B,23.368983333333333,-44.950716666666665,3516.9,None,False,False,False,False,True,246.0,67.18,149.03594970703125,0.2355862259864807,3.040292739868164
ODP,106,649,C,23.368983333333333,-44.950716666666665,3518.4,None,False,False,False,False,True,246.0,67.18,149.03594970703125,0.2355862259864807,3.040292739868164
ODP,106,649,E,23.368983333333333,-44.950716666666665,3519.4,None,False,False,False,False,True,246.0,67.18,149.03594970703125,0.2355862259864807,3.040292739868164
ODP,106,649,F,23.368983333333333,-44.950716666666665,3514.4,None,False,False,False,False,True,246.0,67.18,149.03594970703125,0.2355862259864807,3.040292739868164
ODP,106,649,G,23.369333333333337,-44.9512,3517.7,None,False,False,False,False,True,246.0,67.18,149.03594970703125,0.2355862259864807,3.040292739868164
ODP,106,649,H,23.369333333333337,-44.9512,3510.7,None,False,False,False,False,True,246.0,67.18,149.03594970703125,0.2355862259864807,3.040292739868164
ODP,107,650,A,39.3567,13.9008,3516.3,None,False,False,False,False,False,,,304.03302001953125,0.8481898903846741,
ODP,107,651,A,40.1505,12.7565,3578.0,None,False,False,False,False,True,,,348.2627868652344,0.783112108707428,
ODP,107,652,A,40.355,12.1432,3446.0,None,False,False,False,False,False,,,348.2627868652344,0.7635009288787842,
ODP,107,653,A,40.2643,11.4498,2817.0,Deep (>40 cm),False,True,False,True,False,,,327.9131774902344,0.7353905439376831,
ODP,107,653,B,40.2643,11.4492,2817.0,Deep (>40 cm),False,True,False,True,False,,,327.9131774902344,0.7353905439376831,
ODP,107,654,A,40.5793,10.6967,2208.0,None,False,False,False,False,False,,,343.0469055175781,0.7915595173835754,
ODP,107,655,A,40.1722,12.4653,3290.0,Deep (>40 cm),False,True,False,False,False,,,348.2627868652344,0.7752476334571838,
ODP,108,657,A,21.3315,-20.9488,4232.0,Shallow (<40 cm),False,False,False,False,False,238.1875,63.675,1250.415283203125,0.4398886859416961,4.439361095428467
ODP,108,657,B,21.3315,-20.9488,4232.0,Deep (>40 cm),False,False,False,False,False,238.1875,63.675,1250.415283203125,0.4398886859416961,4.439361095428467
ODP,108,658,A,20.7492,-18.5808,2263.5,None,False,False,False,False,False,223.3125,53.385,3786.85009765625,1.3107852935791016,7.392223358154297
ODP,108,658,B,20.7492,-18.5808,2264.2,None,False,False,False,False,False,223.3125,53.385,3786.85009765625,1.3107852935791016,7.392223358154297
ODP,108,658,C,20.7492,-18.5808,2262.9,None,False,False,False,False,False,223.3125,53.385,3786.85009765625,1.3107852935791016,7.392223358154297
ODP,108,659,A,18.0772,-21.0262,3071.2,Shallow (<40 cm),False,True,True,False,False,240.625,56.395,735.1532592773438,0.46573406457901,2.1656930446624756
ODP,108,659,B,18.0772,-21.0262,3073.4,None,False,True,True,False,False,240.625,56.395,735.1532592773438,0.46573406457901,2.1656930446624756
ODP,108,660,A,10.0135,-19.2456,4332.2,Deep (>40 cm),False,True,False,True,False,216.875,39.182500000000005,414.5109558105469,0.5951512455940247,4.200286865234375
ODP,108,660,B,10.0135,-19.2456,4332.3,Deep (>40 cm),False,False,True,False,False,216.875,39.182500000000005,414.5109558105469,0.5951512455940247,4.200286865234375
ODP,108,661,A,9.4468,-19.3861,4012.7,Deep (>40 cm),False,False,False,False,False,222.5625,46.4375,400.43890380859375,0.5910152196884155,3.6632072925567623
ODP,108,661,B,9.4468,-19.3861,4013.1,Deep (>40 cm),False,False,False,False,False,222.5625,46.4375,400.43890380859375,0.5910152196884155,3.6632072925567623
ODP,108,662,A,-1.3902,-11.7392,3813.8,Deep (>40 cm),False,False,False,False,False,247.625,87.655,340.99591064453125,0.3793519139289856,0.79319167137146
ODP,108,662,B,-1.3902,-11.7392,3813.8,Shallow (<40 cm),False,False,False,False,False,247.625,87.655,340.99591064453125,0.3793519139289856,0.79319167137146
ODP,108,663,A,-1.1978,-11.8785,3607.6,Deep (>40 cm),False,True,False,True,False,247.625,87.655,340.99591064453125,0.3902184069156647,0.7318926453590393
ODP,108,663,B,-1.1978,-11.8785,3607.4,None,False,False,False,False,False,247.625,87.655,340.99591064453125,0.3902184069156647,0.7318926453590393
ODP,108,664,B,0.1072999999999999,-23.2275,3806.3,Shallow (<40 cm),False,False,True,False,False,247.25,80.02000000000001,536.0897827148438,0.4147518575191498,0.7438831329345703
ODP,108,664,C,0.1072999999999999,-23.2275,3806.8,Deep (>40 cm),False,True,True,False,False,247.25,80.02000000000001,536.0897827148438,0.4147518575191498,0.7438831329345703
ODP,108,664,D,0.1072999999999999,-23.2275,3801.7,None,False,True,True,False,False,247.25,80.02000000000001,536.0897827148438,0.4147518575191498,0.7438831329345703
ODP,108,665,A,2.9512,-19.6678,4740.4,None,False,False,False,False,False,245.0625,71.4225,419.4068908691406,0.4396774768829345,1.1366370916366575
ODP,108,665,B,2.9512,-19.6678,4741.8,None,False,False,False,False,False,245.0625,71.4225,419.4068908691406,0.4396774768829345,1.1366370916366575
ODP,108,666,A,3.4973,-20.1672,4516.8,None,False,False,False,False,False,244.125,63.175,358.53369140625,0.4383829534053802,1.401729941368103
ODP,108,667,A,4.5692,-21.9113,3525.0,None,False,False,False,False,False,244.3125,70.9,325.8851318359375,0.4799261093139648,1.878091096878052
ODP,108,667,B,4.5692,-21.9113,3524.7,None,False,False,False,True,False,244.3125,70.9,325.8851318359375,0.4799261093139648,1.878091096878052
ODP,108,668,A,4.7687,-20.927,2690.0,None,False,False,False,False,False,243.4375,67.935,321.0959167480469,0.4786891937255859,2.2102460861206055
ODP,108,668,B,4.7687,-20.927,2693.1,None,False,False,False,False,False,243.4375,67.935,321.0959167480469,0.4786891937255859,2.2102460861206055
ODP,109,669,A,23.517,-45.0458,1979.0,None,False,False,False,False,True,247.0,85.62333333333333,149.4871368408203,0.2285108566284179,2.9148573875427246
ODP,110,671,A,15.5258,-58.7325,4931.1,None,False,False,False,False,False,251.3125,22.8475,432.6888732910156,0.4081209599971771,1.9222573041915896
ODP,110,671,B,15.5258,-58.7325,4931.7,None,False,False,False,False,False,251.3125,22.8475,432.6888732910156,0.4081209599971771,1.9222573041915896
ODP,110,672,A,15.54,-58.641,4982.5,None,False,False,False,False,False,251.3125,22.8475,432.6888732910156,0.4142228662967682,1.935150146484375
ODP,110,673,A,15.5317,-58.81,4667.4,None,False,False,False,False,False,251.3125,22.8475,432.6888732910156,0.4012013375759125,1.904981017112732
ODP,110,673,B,15.532,-58.8082,4678.7,None,False,False,False,False,False,251.3125,22.8475,432.6888732910156,0.4012013375759125,1.904981017112732
ODP,110,674,A,15.5382,-58.8515,4550.2,None,False,False,False,False,False,251.3125,22.8475,432.6888732910156,0.4012013375759125,1.904981017112732
ODP,110,675,A,15.5295,-58.7168,5007.8,None,False,False,False,False,True,251.3125,22.8475,432.6888732910156,0.4081209599971771,1.9222573041915896
ODP,111,677,A,1.2023,-83.737,3472.0,None,False,False,False,False,False,100.125,19.055,553.8994140625,3.075449228286743,3.872474670410156
ODP,111,677,B,1.2024,-83.737,3473.0,None,False,False,False,False,False,100.125,19.055,553.8994140625,3.075449228286743,3.872474670410156
ODP,111,678,A,1.2168,-83.7232,3464.0,None,False,False,False,False,True,100.125,19.055,553.8994140625,3.0723047256469727,3.872474670410156
ODP,111,678,B,1.2168,-83.7232,3465.0,None,False,False,False,False,False,100.125,19.055,553.8994140625,3.0723047256469727,3.872474670410156
ODP,112,679,A,-11.058666666666667,-78.2653,434.0,None,False,False,False,False,False,134.86666870117188,3.66,3623.68212890625,2.239043951034546,0.4461353421211242
ODP,112,679,B,-11.063333333333333,-78.27233333333334,458.0,None,False,False,False,False,False,134.86666870117188,3.66,3623.68212890625,2.239043951034546,0.4461353421211242
ODP,112,679,D,-11.063833333333331,-78.27216666666666,462.0,None,False,False,False,False,False,134.86666870117188,3.66,3623.68212890625,2.239043951034546,0.4461353421211242
ODP,112,680,A,-11.065,-78.07783333333333,272.0,None,False,False,False,False,False,134.86666870117188,3.66,3623.68212890625,2.246281385421753,0.500157356262207
ODP,112,680,B,-11.065,-78.07783333333333,273.0,None,False,False,False,False,False,134.86666870117188,3.66,3623.68212890625,2.246281385421753,0.500157356262207
ODP,112,681,A,-10.976666666666668,-77.95766666666667,161.0,None,False,False,False,False,False,133.0,,6302.67919921875,2.252204656600952,
ODP,112,681,B,-10.976666666666668,-77.95766666666667,162.0,None,False,False,False,False,False,133.0,,6302.67919921875,2.252204656600952,
ODP,112,682,A,-11.2665,-79.06216666666667,3801.0,None,False,False,False,False,False,138.3125,2.96,1293.7939453125,2.1108272075653076,0.4382067620754242
ODP,112,683,A,-9.028166666666667,-80.40666666666667,3087.0,None,False,False,False,False,False,135.25,4.855,1572.628173828125,1.985558032989502,0.8317403197288513
ODP,112,684,A,-8.9915,-79.95583333333333,438.0,None,False,False,False,True,False,130.46153259277344,18.41,4606.45166015625,1.9917875528335571,0.784231424331665
ODP,112,684,B,-8.9915,-79.95583333333333,439.0,None,False,False,False,False,False,130.46153259277344,18.41,4606.45166015625,1.9917875528335571,0.784231424331665
ODP,112,685,A,-9.113,-80.5835,5093.0,None,False,False,False,False,False,135.25,4.855,1572.628173828125,1.9557321071624756,0.7943376898765564
ODP,112,686,A,-13.480166666666667,-76.8915,454.0,None,False,False,False,False,False,135.9166717529297,,5068.28076171875,1.9055730104446411,0.7147599458694458
ODP,112,686,B,-13.480166666666667,-76.8915,458.0,None,False,False,False,False,False,135.9166717529297,,5068.28076171875,1.9055730104446411,0.7147599458694458
ODP,112,687,A,-12.863,-76.9905,316.0,None,False,False,False,False,False,135.60000610351562,,6485.990234375,2.0417282581329346,0.5993144512176514
ODP,112,687,B,-12.863,-76.9905,316.0,None,False,False,False,False,False,135.60000610351562,,6485.990234375,2.0417282581329346,0.5993144512176514
ODP,112,688,A,-11.537666666666668,-78.94283333333334,3827.0,None,False,False,False,False,False,134.86666870117188,3.66,3623.68212890625,2.0955328941345215,0.4182674586772918
ODP,113,689,B,-64.517,3.0999,2080.0,None,False,False,False,False,False,246.4375,,236.89895629882812,0.2506893575191498,0.1821735948324203
ODP,113,689,C,-64.517,3.1004,2080.3,None,False,False,False,False,False,246.4375,,236.89895629882812,0.2506893575191498,0.1817641258239746
ODP,113,690,A,-65.16048333333333,1.2049333333333334,2914.0,None,False,False,False,False,False,246.0625,,229.23519897460935,0.253236711025238,0.1805511713027954
ODP,113,690,B,-65.16048333333333,1.2049333333333334,2914.0,None,False,False,False,False,False,246.0625,,229.23519897460935,0.253236711025238,0.1805511713027954
ODP,113,690,C,-65.16035,1.20475,2914.0,None,False,False,False,False,False,246.0625,,229.23519897460935,0.253236711025238,0.1805511713027954
ODP,113,691,A,-70.742,-13.811,3035.0,None,False,False,False,False,True,271.125,,295.8845520019531,0.3250114619731903,0.7974199056625366
ODP,113,692,A,-70.72411666666666,-13.820133333333333,2880.0,None,False,False,False,False,True,271.125,,295.8845520019531,0.3250114619731903,0.7974199056625366
ODP,113,692,B,-70.72386666666667,-13.819916666666666,2875.0,None,False,False,False,False,False,271.125,,295.8845520019531,0.3250114619731903,0.7974199056625366
ODP,113,693,A,-70.83153333333334,-14.5735,2359.0,None,False,False,False,False,False,270.3125,,274.2377014160156,0.3191975057125091,1.0082155466079712
ODP,113,693,B,-70.83146666666667,-14.57435,2359.0,Deep (>40 cm),False,False,True,False,False,270.3125,,274.2377014160156,0.3191975057125091,1.0082155466079712
ODP,113,694,A,-66.847,-33.4465,4653.4,None,False,False,False,False,False,257.125,0.0,194.48350524902344,0.2927184402942657,2.11872935295105
ODP,113,694,B,-66.847,-33.4471,4653.4,None,False,False,False,False,True,257.125,0.0,194.48350524902344,0.2927184402942657,2.11872935295105
ODP,113,694,C,-66.847,-33.4461,4653.4,None,False,False,False,False,False,257.125,0.0,194.48350524902344,0.2927184402942657,2.11872935295105
ODP,113,695,A,-62.39126666666667,-43.45158333333333,1300.1,None,False,False,False,False,False,248.125,14.935,187.9476318359375,0.4260951280593872,5.339701175689697
ODP,113,696,A,-61.84908333333333,-42.93306666666667,650.0,None,False,False,False,False,False,249.375,,169.29844665527344,0.4498336613178253,4.4952802658081055
ODP,113,697,A,-61.810566666666666,-40.2878,3480.0,Deep (>40 cm),False,True,False,True,False,248.875,16.0025,148.0052490234375,0.3663237392902374,4.298647880554199
ODP,114,698,A,-51.459,-33.0993,2137.5,None,False,False,False,False,True,235.625,0.055,487.6351013183594,0.5401591658592224,0.5651628375053406
ODP,114,699,A,-51.542,-30.677,3705.5,None,False,False,False,False,False,237.1875,0.2725,454.4241638183594,0.4360919594764709,0.8861336708068848
ODP,114,700,A,-51.533,-30.2783,3601.0,None,False,False,False,False,True,237.1875,0.2725,454.4241638183594,0.4138006567955017,0.913478672504425
ODP,114,700,B,-51.533,-30.2781,3601.0,None,False,False,False,False,True,237.1875,0.2725,454.4241638183594,0.4138006567955017,0.913478672504425
ODP,114,701,A,-51.985,-23.2123,4636.7,None,False,False,False,False,False,236.25,2.4850000000000003,367.14013671875,0.2975674867630005,1.144500732421875
