Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),Transition Depth,Green bands assoc. with transition,Red bands assoc. with transition,Green bands deeper than transiition,Red bands deeper than transiition,Unusable image,Bottomwater O2 (umol/L),CaCO3 (%),Productivity (mgC/m2/day),Organic Carbon (%),Sedimentation Rate (cm/ka)
ODP,167,1014,A,32.8332,-119.981,1164.8,None,False,False,False,False,False,80.75,27.3925,1175.6739501953125,2.478851318359375,1.9038740396499632
ODP,167,1014,B,32.8341,-119.981,1166.7,None,False,False,False,False,False,80.75,27.3925,1175.6739501953125,2.478851318359375,1.9038740396499632
ODP,167,1014,C,32.8341,-119.981,1165.4,None,False,False,False,False,False,80.75,27.3925,1175.6739501953125,2.478851318359375,1.9038740396499632
ODP,167,1014,D,32.8341,-119.981,1166.0,None,False,False,False,False,False,80.75,27.3925,1175.6739501953125,2.478851318359375,1.9038740396499632
ODP,167,1015,A,33.7154,-118.819,900.8,None,False,False,False,False,False,65.30769348144531,36.18,1478.2744140625,3.2512075901031494,
ODP,167,1015,B,33.7154,-118.818,901.5,None,False,False,False,False,False,65.30769348144531,36.18,1478.2744140625,3.2512075901031494,
ODP,167,1016,A,34.5403,-122.276,3834.3,None,False,False,False,False,False,106.9375,0.88,1084.189208984375,2.24652361869812,2.297046422958374
ODP,167,1016,B,34.5386,-122.276,3836.6,None,False,False,False,False,False,106.9375,0.88,1084.189208984375,2.24652361869812,2.297046422958374
ODP,167,1016,C,34.5382,-122.276,3835.2,None,False,False,False,False,False,106.9375,0.88,1084.189208984375,2.24652361869812,2.297046422958374
ODP,167,1016,D,34.5384,-122.276,3834.4,None,False,False,False,False,False,106.9375,0.88,1084.189208984375,2.24652361869812,2.297046422958374
ODP,167,1017,A,34.5348,-121.107,955.6,None,False,False,False,False,False,90.26667022705078,3.0,1769.093505859375,2.499250650405884,2.465928077697754
ODP,167,1017,B,34.5349,-121.106,955.1,None,False,False,False,False,False,90.26667022705078,3.0,1769.093505859375,2.499250650405884,2.465928077697754
ODP,167,1017,C,34.5349,-121.107,956.1,None,False,False,True,False,False,90.26667022705078,3.0,1769.093505859375,2.499250650405884,2.465928077697754
ODP,167,1017,D,34.5348,-121.107,955.3,None,False,False,False,False,False,90.26667022705078,3.0,1769.093505859375,2.499250650405884,2.465928077697754
ODP,167,1017,E,34.535,-121.107,955.5,None,False,False,False,False,False,90.26667022705078,3.0,1769.093505859375,2.499250650405884,2.465928077697754
ODP,167,1018,A,36.9883,-123.277,2477.4,None,False,False,False,False,False,97.8125,3.21,1169.54296875,2.506176710128784,2.432051658630371
ODP,167,1018,B,36.9897,-123.275,2475.6,None,False,False,False,False,False,97.8125,3.21,1169.54296875,2.506176710128784,2.432051658630371
ODP,167,1018,C,36.9898,-123.275,2476.8,None,False,False,False,False,False,97.8125,3.21,1169.54296875,2.506176710128784,2.432051658630371
ODP,167,1018,D,36.9899,-123.275,2476.0,None,False,False,False,False,False,97.8125,3.21,1169.54296875,2.506176710128784,2.432051658630371
ODP,167,1019,A,41.6828,-124.933,980.1,None,False,False,False,False,False,88.625,2.995,1451.17236328125,1.7391945123672483,17.883480072021484
ODP,167,1019,B,41.6829,-124.933,984.1,None,False,False,True,False,False,88.625,2.995,1451.17236328125,1.7391945123672483,17.883480072021484
ODP,167,1019,C,41.6829,-124.932,976.9,None,False,False,False,False,False,88.625,2.995,1451.17236328125,1.7391945123672483,17.883480072021484
ODP,167,1019,D,41.6828,-124.933,977.6,None,False,False,False,False,False,88.625,2.995,1451.17236328125,1.7391945123672483,17.883480072021484
ODP,167,1019,E,41.6827,-124.933,978.2,None,False,False,False,False,False,88.625,2.995,1451.17236328125,1.7391945123672483,17.883480072021484
ODP,167,1020,A,41.009,-126.434,3041.6,None,False,False,False,False,False,99.0625,4.9975,1002.3060302734376,1.5980745553970337,14.789931297302246
ODP,167,1020,B,41.009,-126.434,3038.8,None,False,False,False,False,False,99.0625,4.9975,1002.3060302734376,1.5980745553970337,14.789931297302246
ODP,167,1020,C,41.008,-126.434,3037.9,None,False,False,False,False,False,99.0625,4.9975,1002.3060302734376,1.5980745553970337,14.789931297302246
ODP,167,1020,D,41.008,-126.434,3037.8,None,False,False,False,False,False,99.0625,4.9975,1002.3060302734376,1.5980745553970337,14.789931297302246
ODP,167,1021,A,39.0875,-127.783,4215.0,None,False,False,True,False,False,115.8125,1.145,729.6407470703125,0.751749575138092,2.436556816101074
ODP,167,1021,B,39.0875,-127.783,4211.5,Deep (>40 cm),False,False,True,False,False,115.8125,1.145,729.6407470703125,0.751749575138092,2.436556816101074
ODP,167,1021,C,39.0874,-127.783,4212.9,Deep (>40 cm),False,False,True,False,False,115.8125,1.145,729.6407470703125,0.751749575138092,2.436556816101074
ODP,167,1021,D,39.0873,-127.783,4212.4,Shallow (<40 cm),False,False,True,False,False,115.8125,1.145,729.6407470703125,0.751749575138092,2.436556816101074
ODP,167,1022,A,40.0808,-125.342,1927.0,None,False,False,False,False,False,96.6875,5.807499999999999,1204.2567138671875,2.087217092514038,13.901196479797363
ODP,167,1022,B,40.0808,-125.342,1926.0,None,False,False,True,False,False,96.6875,5.807499999999999,1204.2567138671875,2.087217092514038,13.901196479797363
ODP,167,1022,C,40.0807,-125.342,1926.0,None,False,False,False,False,False,96.6875,5.807499999999999,1204.2567138671875,2.087217092514038,13.901196479797363
ODP,168,1023,A,47.9173,-128.792,2593.3,None,False,False,False,False,False,85.375,18.1275,790.18603515625,1.5582501888275146,14.718908309936523
ODP,168,1024,A,47.9087,-128.749,2612.4,None,False,False,True,False,False,85.375,18.1275,790.18603515625,1.556792378425598,14.718908309936523
ODP,168,1024,B,47.9046,-128.752,2614.0,None,False,False,False,False,False,85.375,18.1275,790.18603515625,1.556792378425598,14.718908309936523
ODP,168,1025,A,47.8875,-128.648,2606.2,Shallow (<40 cm),False,False,True,False,False,85.375,18.1275,790.18603515625,1.5572326183319092,15.468510627746582
ODP,168,1025,B,47.8833,-128.65,2613.6,None,False,False,False,False,False,85.375,18.1275,790.18603515625,1.5572326183319092,15.468510627746582
ODP,168,1026,A,47.7626,-127.759,2658.1,None,False,False,False,False,False,83.4375,19.6425,937.2064208984376,1.6550816297531128,28.33656311035156
ODP,168,1027,B,47.7569,-127.73,2657.0,None,False,False,False,True,False,83.4375,19.6425,937.2064208984376,1.6550816297531128,28.33656311035156
ODP,168,1028,A,47.858,-128.504,2659.0,None,False,False,False,False,False,85.375,18.1275,790.18603515625,1.5660972595214844,16.703903198242188
ODP,168,1029,A,47.8317,-128.376,2653.0,None,False,False,False,False,False,85.375,18.1275,790.18603515625,1.574203610420227,19.295259475708008
ODP,168,1030,A,47.8975,-128.561,2574.0,None,False,False,True,False,False,85.375,18.1275,790.18603515625,1.5619871616363523,16.703903198242188
ODP,168,1030,B,47.8975,-128.561,2573.0,Shallow (<40 cm),False,False,True,True,False,85.375,18.1275,790.18603515625,1.5619871616363523,16.703903198242188
ODP,168,1031,A,47.89,-128.566,2588.0,None,False,False,False,False,False,85.375,18.1275,790.18603515625,1.5619871616363523,16.703903198242188
ODP,169,1035,A,48.43366666666667,-128.68203333333332,2444.9,None,False,False,False,False,False,87.0625,16.9925,1061.3599853515625,1.584619402885437,19.080602645874023
ODP,169,1035,C,48.4332,-128.68103333333335,2447.5,None,False,False,False,False,True,87.0625,16.9925,1061.3599853515625,1.584619402885437,19.080602645874023
ODP,169,1035,D,48.433683333333335,-128.67998333333333,2448.3,None,False,False,False,False,False,87.0625,16.9925,1061.3599853515625,1.584619402885437,19.080602645874023
ODP,169,1035,E,48.432766666666666,-128.68091666666666,2453.1,None,False,False,True,False,False,87.0625,16.9925,1061.3599853515625,1.584619402885437,19.080602645874023
ODP,169,1035,F,48.43311666666666,-128.68101666666666,2447.4,None,False,False,False,False,True,87.0625,16.9925,1061.3599853515625,1.584619402885437,19.080602645874023
ODP,169,1035,H,48.43053333333334,-128.68185,2443.3,None,False,False,False,False,False,87.0625,16.9925,1061.3599853515625,1.584619402885437,19.080602645874023
ODP,169,1036,A,48.45616666666667,-128.70975,2407.4,None,False,False,False,False,False,87.0625,16.9925,1061.3599853515625,1.5813090801239014,17.80323600769043
ODP,169,1036,B,48.4564,-128.71011666666666,2414.4,None,False,False,False,False,False,87.0625,16.9925,1061.3599853515625,1.5813090801239014,17.80323600769043
ODP,169,1036,C,48.456633333333336,-128.71051666666668,2413.5,Shallow (<40 cm),False,False,False,False,False,87.0625,16.9925,1061.3599853515625,1.5813090801239014,17.80323600769043
ODP,169,1037,A,40.95495,-127.51515,3302.3,None,False,False,False,False,False,109.625,4.79,770.068603515625,1.323243498802185,10.114657402038574
ODP,169,1037,B,40.95498333333333,-127.515,3300.2,None,False,False,False,False,False,109.625,4.79,770.068603515625,1.323243498802185,10.114657402038574
ODP,169,1038,A,41.00026666666667,-127.4943,3221.8,None,False,False,False,False,True,104.125,8.2425,788.3373413085938,1.3553305864334106,10.223490715026855
ODP,169,1038,B,41.000416666666666,-127.49785,3254.3,None,False,False,False,False,False,104.125,8.2425,788.3373413085938,1.3553305864334106,10.223490715026855
ODP,169,1038,C,41.003033333333335,-127.4934,3227.2,None,False,False,False,False,False,104.125,8.2425,788.3373413085938,1.3553305864334106,10.223490715026855
ODP,169,1038,D,41.0024,-127.49358333333332,3225.2,None,False,False,False,False,False,104.125,8.2425,788.3373413085938,1.3553305864334106,10.223490715026855
ODP,169,1038,E,41.00001666666667,-127.4941,3209.2,None,False,False,False,False,True,104.125,8.2425,788.3373413085938,1.3553305864334106,10.223490715026855
ODP,169,1038,F,40.9955,-127.48813333333334,3240.2,None,False,False,False,False,True,109.625,4.79,770.068603515625,1.3553305864334106,10.338850021362305
ODP,169,1038,G,40.99543333333333,-127.4881,3239.2,None,False,False,False,False,True,109.625,4.79,770.068603515625,1.3553305864334106,10.338850021362305
ODP,169,1038,H,41.000083333333336,-127.49421666666667,3222.2,None,False,False,False,False,False,104.125,8.2425,788.3373413085938,1.3553305864334106,10.223490715026855
ODP,169,1038,I,40.99805,-127.49273333333332,3215.2,None,False,False,False,True,False,109.625,4.79,770.068603515625,1.3553305864334106,10.338850021362305
ODP,170,1039,A,9.6399,-86.2001,4351.7,None,False,False,False,False,False,82.125,6.6225000000000005,575.7074584960938,2.4514241218566895,3.3111748695373535
ODP,170,1039,B,9.64,-86.2,4353.5,None,False,False,False,False,False,82.125,6.6225000000000005,575.7074584960938,2.4514241218566895,3.3111748695373535
ODP,170,1040,A,9.6617,-86.1791,4177.0,None,False,False,False,False,False,82.125,6.6225000000000005,575.7074584960938,2.4514241218566895,3.280855178833008
ODP,170,1040,B,9.6617,-86.1791,4178.0,None,False,False,False,False,False,82.125,6.6225000000000005,575.7074584960938,2.4514241218566895,3.280855178833008
ODP,170,1041,A,9.7337,-86.1165,3306.1,None,False,False,False,False,False,82.125,6.6225000000000005,575.7074584960938,2.3316664695739746,3.1822104454040527
ODP,170,1043,A,9.6545,-86.186,4312.7,None,False,False,False,False,False,82.125,6.6225000000000005,575.7074584960938,2.4514241218566895,3.280855178833008
ODP,172,1054,A,33.0,-76.28333333333333,1291.3,None,False,False,False,False,False,212.1499938964844,21.675,317.1669006347656,0.618434727191925,6.750256538391113
ODP,172,1054,B,32.99975,-76.28333333333333,1293.6,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.618434727191925,6.750256538391113
ODP,172,1054,C,32.99946666666666,-76.28333333333333,1294.7,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.618434727191925,6.750256538391113
ODP,172,1055,A,32.78403333333333,-76.28616666666667,1798.7,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.6084473133087158,6.961663246154785
ODP,172,1055,B,32.784016666666666,-76.28631666666666,1797.7,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.6084473133087158,6.961663246154785
ODP,172,1055,C,32.78426666666667,-76.28633333333333,1797.7,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.6084473133087158,6.961663246154785
ODP,172,1055,D,32.78451666666667,-76.28631666666666,1798.6,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.6084473133087158,6.961663246154785
ODP,172,1055,E,32.78488333333333,-76.28633333333333,1797.7,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.6084473133087158,6.961663246154785
ODP,172,1056,A,32.485,-76.33005,2166.7,None,False,False,True,True,False,213.4375,21.675,237.93788146972656,0.5708475112915039,7.369790077209473
ODP,172,1056,B,32.485033333333334,-76.32998333333333,2166.6,Shallow (<40 cm),False,False,True,False,False,213.4375,21.675,237.93788146972656,0.5708475112915039,7.369790077209473
ODP,172,1056,C,32.48518333333333,-76.33018333333334,2166.9,Shallow (<40 cm),False,True,True,False,False,213.4375,21.675,237.93788146972656,0.5708475112915039,7.369790077209473
ODP,172,1056,D,32.485366666666664,-76.33041666666666,2166.4,None,False,False,False,False,False,213.4375,21.675,237.93788146972656,0.5708475112915039,7.369790077209473
ODP,172,1057,A,32.029183333333336,-76.07921666666667,2583.7,Deep (>40 cm),False,True,True,False,False,213.4375,21.675,237.93788146972656,0.5862347483634949,6.703216075897217
ODP,172,1057,B,32.028866666666666,-76.07923333333333,2584.5,Deep (>40 cm),False,True,True,False,False,213.4375,21.675,237.93788146972656,0.5862347483634949,6.703216075897217
ODP,172,1057,C,32.02856666666667,-76.07925,2583.2,Deep (>40 cm),False,True,True,False,False,213.4375,21.675,237.93788146972656,0.5862347483634949,6.703216075897217
ODP,172,1058,A,31.69025,-75.43008333333333,2984.5,None,False,False,True,False,False,229.75,28.625000000000004,194.2734375,0.6648938655853271,5.376448631286621
ODP,172,1058,B,31.690033333333332,-75.43006666666666,2984.0,Shallow (<40 cm),False,True,False,False,False,229.75,28.625000000000004,194.2734375,0.6648938655853271,5.376448631286621
ODP,172,1058,C,31.689766666666667,-75.43001666666666,2984.0,Shallow (<40 cm),False,False,False,False,False,229.75,28.625000000000004,194.2734375,0.6648938655853271,5.376448631286621
ODP,172,1059,A,31.67435,-75.41878333333334,2985.4,Shallow (<40 cm),False,False,False,False,False,229.75,28.625000000000004,194.2734375,0.6648938655853271,5.376448631286621
ODP,172,1059,B,31.674216666666663,-75.41853333333333,2985.2,Shallow (<40 cm),False,False,True,False,False,229.75,28.625000000000004,194.2734375,0.6648938655853271,5.376448631286621
ODP,172,1059,C,31.674033333333337,-75.4183,2984.7,None,False,False,False,False,False,229.75,28.625000000000004,194.2734375,0.6648938655853271,5.376448631286621
ODP,172,1060,A,30.75995,-74.4665,3481.2,Deep (>40 cm),False,True,True,False,False,242.75,33.7425,177.4263916015625,0.5449356436729431,3.3409576416015625
ODP,172,1060,B,30.75975,-74.46648333333333,3480.8,Deep (>40 cm),False,True,True,False,False,242.75,33.7425,177.4263916015625,0.5449356436729431,3.3409576416015625
ODP,172,1060,C,30.75946666666667,-74.4665,3481.2,Deep (>40 cm),False,True,True,False,False,242.75,33.7425,177.4263916015625,0.5449356436729431,3.3409576416015625
ODP,172,1061,A,29.974966666666667,-73.59988333333334,4046.6,None,False,False,True,False,False,254.0625,34.44,160.489990234375,0.5205385684967041,2.8472235202789307
ODP,172,1061,B,29.975283333333337,-73.59985,4043.6,None,False,False,True,False,False,254.0625,34.44,160.489990234375,0.5205385684967041,2.8472235202789307
ODP,172,1061,C,29.97525,-73.59986666666667,4036.8,Deep (>40 cm),False,True,True,False,False,254.0625,34.44,160.489990234375,0.5205385684967041,2.8472235202789307
ODP,172,1061,D,29.97555,-73.59983333333334,4038.4,Deep (>40 cm),False,True,False,False,False,254.0625,34.44,160.489990234375,0.5205385684967041,2.8472235202789307
ODP,172,1061,E,29.975933333333337,-73.59988333333334,4035.7,Deep (>40 cm),False,True,True,False,False,254.0625,34.44,160.489990234375,0.5205385684967041,2.8472235202789307
ODP,172,1062,A,28.246366666666667,-74.40698333333333,4763.3,Deep (>40 cm),False,True,False,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1062,B,28.246483333333337,-74.407,4763.0,Deep (>40 cm),False,False,True,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1062,C,28.246583333333337,-74.40693333333333,4760.6,Deep (>40 cm),False,True,True,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1062,D,28.246333333333332,-74.40693333333333,4760.2,Deep (>40 cm),False,True,True,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1062,E,28.246083333333335,-74.41758333333334,4774.0,Deep (>40 cm),False,True,True,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1062,F,28.246183333333335,-74.41775,4773.7,Deep (>40 cm),False,True,True,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1062,G,28.245916666666663,-74.41036666666666,4747.5,Shallow (<40 cm),False,False,True,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1062,H,28.2459,-74.41033333333333,4745.3,Deep (>40 cm),False,True,True,False,False,247.5,43.505,154.35020446777344,0.4831040203571319,2.019936800003052
ODP,172,1063,A,33.686733333333336,-57.61496666666667,4583.5,Deep (>40 cm),False,False,True,False,False,259.5625,28.7375,210.1807098388672,0.4204699397087097,1.1431567668914795
ODP,172,1063,B,33.686483333333335,-57.61496666666667,4583.0,Deep (>40 cm),False,True,True,False,False,259.5625,28.7375,210.1807098388672,0.4204699397087097,1.1431567668914795
ODP,172,1063,C,33.68635,-57.61505,4584.1,Deep (>40 cm),False,False,True,False,False,259.5625,28.7375,210.1807098388672,0.4204699397087097,1.1431567668914795
ODP,172,1063,D,33.6862,-57.615116666666665,4584.3,Deep (>40 cm),False,True,False,False,False,259.5625,28.7375,210.1807098388672,0.4204699397087097,1.1431567668914795
ODP,172,1064,A,32.54533333333333,-57.07646666666667,5568.3,None,False,False,True,False,False,258.0,24.675,190.82313537597656,0.4325825870037079,0.7809510231018066
ODP,175,1075,A,-4.785333333333333,10.074983333333334,2995.7,None,False,False,False,False,False,183.3999938964844,38.43333333333334,2581.432861328125,2.2696475982666016,10.947245597839355
ODP,175,1075,B,-4.785333333333333,10.075033333333334,2995.2,None,False,False,False,False,True,183.3999938964844,38.43333333333334,2581.432861328125,2.2696475982666016,10.947245597839355
ODP,175,1075,C,-4.785333333333333,10.075166666666666,2995.5,None,False,False,False,False,False,183.3999938964844,38.43333333333334,2581.432861328125,2.2696475982666016,10.947245597839355
ODP,175,1076,A,-5.068866666666667,11.101533333333334,1404.2,None,False,False,False,False,False,180.14285278320312,63.035,4331.33251953125,2.452255964279175,11.18528938293457
ODP,175,1076,B,-5.0689166666666665,11.101533333333334,1402.1,None,False,False,False,False,False,180.14285278320312,63.035,4331.33251953125,2.452255964279175,11.18528938293457
ODP,175,1076,C,-5.06885,11.10175,1402.4,None,False,False,False,False,False,180.14285278320312,63.035,4331.33251953125,2.452255964279175,11.18528938293457
ODP,175,1076,D,-5.06885,11.101916666666666,1401.0,None,False,False,False,False,False,180.14285278320312,63.035,4331.33251953125,2.452255964279175,11.18528938293457
ODP,175,1077,A,-5.17995,10.4366,2380.0,None,False,False,False,False,False,192.375,33.375,2974.1181640625,2.367928266525269,10.981104850769045
ODP,175,1077,B,-5.179966666666667,10.436383333333334,2381.4,None,False,False,False,False,False,192.375,33.375,2974.1181640625,2.367928266525269,10.981104850769045
ODP,175,1077,C,-5.179983333333333,10.43615,2385.2,None,False,False,False,False,False,192.375,33.375,2974.1181640625,2.367928266525269,10.981104850769045
ODP,175,1078,A,-11.920233333333334,13.400216666666669,427.2,None,False,False,False,False,False,195.18182373046875,,699.680419921875,2.243141412734986,
ODP,175,1078,B,-11.920533333333331,13.400283333333334,426.1,None,False,False,False,False,False,195.18182373046875,,699.680419921875,2.243141412734986,
ODP,175,1078,C,-11.920783333333333,13.400266666666669,426.0,None,False,False,False,False,False,195.18182373046875,,699.680419921875,2.243141412734986,
ODP,175,1078,D,-11.9211,13.400283333333334,427.4,None,False,False,False,False,False,195.18182373046875,,699.680419921875,2.243141412734986,
ODP,175,1079,A,-11.929633333333332,13.309066666666666,737.9,None,False,False,False,False,False,195.18182373046875,,699.680419921875,2.2363669872283936,
ODP,175,1079,B,-11.929466666666666,13.308983333333334,738.2,None,False,False,False,False,False,195.18182373046875,,699.680419921875,2.2363669872283936,
ODP,175,1079,C,-11.92995,13.30935,737.9,None,False,False,False,False,False,195.18182373046875,,699.680419921875,2.2363669872283936,
ODP,175,1080,A,-16.559666666666665,10.82005,2765.8,None,False,False,False,False,False,205.5,55.32,1404.5499267578125,2.407244920730591,4.558812618255615
ODP,175,1080,B,-16.559933333333333,10.820066666666667,2767.9,None,False,False,False,False,False,205.5,55.32,1404.5499267578125,2.407244920730591,4.558812618255615
ODP,175,1081,A,-19.6197,11.319333333333333,794.1,None,False,False,False,False,False,147.625,,2584.525146484375,3.4366261959075928,1.992282509803772
ODP,175,1081,B,-19.619966666666667,11.319316666666667,793.1,None,False,False,False,False,False,147.625,,2584.525146484375,3.4366261959075928,1.992282509803772
ODP,175,1081,C,-19.620216666666668,11.319366666666667,793.8,None,False,False,False,False,False,147.625,,2584.525146484375,3.4366261959075928,1.992282509803772
ODP,175,1082,A,-21.093966666666667,11.8206,1279.3,None,False,False,False,False,False,171.875,48.056666666666665,1260.2396240234375,3.092534065246582,2.3311028480529785
ODP,175,1082,B,-21.0942,11.820533333333334,1280.4,None,False,False,False,False,False,171.875,48.056666666666665,1260.2396240234375,3.092534065246582,2.3311028480529785
ODP,175,1082,C,-21.094483333333333,11.820566666666666,1282.1,None,False,False,False,False,False,171.875,48.056666666666665,1260.2396240234375,3.092534065246582,2.3311028480529785
ODP,175,1083,A,-20.894733333333335,11.217866666666666,2178.1,None,False,False,False,False,False,153.875,46.29,1797.371826171875,2.7133615016937256,2.138744592666626
ODP,175,1083,B,-20.895016666666667,11.2179,2183.1,None,False,False,False,False,False,153.875,46.29,1797.371826171875,2.7133615016937256,2.138744592666626
ODP,175,1083,C,-20.895233333333337,11.217883333333331,2178.9,None,False,False,False,False,False,153.875,46.29,1797.371826171875,2.7133615016937256,2.138744592666626
ODP,175,1083,D,-20.895233333333337,11.217883333333331,2178.3,None,False,False,False,False,False,153.875,46.29,1797.371826171875,2.7133615016937256,2.138744592666626
ODP,175,1084,A,-25.513916666666667,13.027783333333334,1991.9,None,False,False,False,False,False,189.5625,53.5,1944.73046875,2.3992738723754883,4.080226898193359
ODP,175,1084,B,-25.513683333333333,13.027783333333334,1992.8,None,False,False,False,False,False,189.5625,53.5,1944.73046875,2.3992738723754883,4.080226898193359
ODP,175,1084,C,-25.5134,13.027783333333334,1991.8,None,False,False,False,False,False,189.5625,53.5,1944.73046875,2.3992738723754883,4.080226898193359
ODP,175,1085,A,-29.374433333333332,13.990116666666667,1713.2,None,False,False,False,False,False,210.5625,78.14,732.1900024414062,1.4971052408218384,7.934890270233154
ODP,175,1085,B,-29.374433333333332,13.989833333333332,1713.0,None,False,False,False,False,False,210.5625,78.14,732.1900024414062,1.4971052408218384,7.934890270233154
ODP,175,1086,A,-31.552683333333334,15.660383333333334,781.1,None,False,False,False,False,False,198.9375,71.0,1120.8668212890625,1.7361555099487305,9.851902961730955
ODP,175,1086,B,-31.55265,15.660083333333333,784.5,None,False,False,False,False,True,198.9375,71.0,1120.8668212890625,1.7361555099487305,9.851902961730955
ODP,175,1087,A,-31.464683333333333,15.3109,1371.6,None,False,False,False,False,False,198.9375,71.0,1120.8668212890625,1.538041591644287,10.597393035888672
ODP,175,1087,B,-31.464966666666665,15.3109,1371.6,None,False,False,False,False,False,198.9375,71.0,1120.8668212890625,1.538041591644287,10.597393035888672
ODP,175,1087,C,-31.465233333333337,15.3109,1371.6,None,False,False,False,False,False,198.9375,71.0,1120.8668212890625,1.538041591644287,10.597393035888672
ODP,177,1088,A,-41.1361,13.5628,2082.2,None,False,False,False,False,False,228.125,55.735,841.3515625,0.3798041939735412,0.2656446695327759
ODP,177,1088,B,-41.136066666666665,13.562833333333334,2081.2,None,False,False,False,False,False,228.125,55.735,841.3515625,0.3798041939735412,0.2656446695327759
ODP,177,1088,C,-41.1361,13.5629,2082.9,None,False,False,False,False,False,228.125,55.735,841.3515625,0.3798041939735412,0.2656446695327759
ODP,177,1089,A,-40.9364,9.8941,4619.3,Deep (>40 cm),False,True,True,False,False,224.3125,28.3225,814.612060546875,0.568619966506958,0.5428207516670227
ODP,177,1089,B,-40.9364,9.8941,4623.8,None,False,False,False,False,False,224.3125,28.3225,814.612060546875,0.568619966506958,0.5428207516670227
ODP,177,1089,C,-40.9361,9.894,4621.2,Deep (>40 cm),False,False,False,True,False,224.3125,28.3225,814.612060546875,0.568619966506958,0.5428207516670227
ODP,177,1089,D,-40.9364,9.8937,4617.5,Deep (>40 cm),False,True,False,True,False,224.3125,28.3225,814.612060546875,0.568619966506958,0.5428207516670227
ODP,177,1090,A,-42.9137,8.8997,3698.6,Deep (>40 cm),False,False,False,False,False,226.625,50.5575,509.91497802734375,0.5616052150726318,0.4461605846881866
ODP,177,1090,B,-42.9137,8.8997,3699.4,Deep (>40 cm),False,False,True,False,False,226.625,50.5575,509.91497802734375,0.5616052150726318,0.4461605846881866
ODP,177,1090,C,-42.9135,8.8998,3703.7,Deep (>40 cm),False,False,True,False,False,226.625,50.5575,509.91497802734375,0.5616052150726318,0.4461605846881866
ODP,177,1090,D,-42.9136,8.9,3702.1,Deep (>40 cm),False,False,True,False,False,226.625,50.5575,509.91497802734375,0.5616052150726318,0.4461605846881866
ODP,177,1090,E,-42.9136,8.8999,3704.2,None,False,False,True,False,False,226.625,50.5575,509.91497802734375,0.5616052150726318,0.4461605846881866
ODP,177,1091,A,-47.0947,5.9187,4360.5,Deep (>40 cm),False,False,True,False,False,221.3125,29.6325,281.279296875,0.3364256918430328,0.7646751403808594
ODP,177,1091,B,-47.0947,5.9187,4356.6,Deep (>40 cm),False,False,False,False,False,221.3125,29.6325,281.279296875,0.3364256918430328,0.7646751403808594
ODP,177,1091,C,-47.0948,5.9194,4366.4,None,False,False,True,False,False,221.3125,29.6325,281.279296875,0.3364256918430328,0.7646751403808594
ODP,177,1091,D,-47.0948,5.9194,4366.8,Deep (>40 cm),False,False,True,False,False,221.3125,29.6325,281.279296875,0.3364256918430328,0.7646751403808594
ODP,177,1091,E,-47.0949,5.9192,4366.2,None,False,False,True,False,False,221.3125,29.6325,281.279296875,0.3364256918430328,0.7646751403808594
ODP,177,1092,A,-46.4118,7.0799,1976.3,None,False,False,False,False,False,223.0,38.825,309.2966613769531,0.2996164858341217,0.6662206053733826
ODP,177,1092,B,-46.4118,7.0799,1972.9,None,False,False,False,False,False,223.0,38.825,309.2966613769531,0.2996164858341217,0.6662206053733826
ODP,177,1092,C,-46.4116,7.0799,1973.3,None,False,False,False,False,False,223.0,38.825,309.2966613769531,0.2996164858341217,0.6662206053733826
ODP,177,1093,A,-49.9766,5.8654,3623.9,None,False,False,False,False,False,222.625,21.265,279.1446838378906,0.3589721918106079,1.1435967683792114
ODP,177,1093,B,-49.9765,5.8655,3630.6,None,False,False,False,False,False,222.625,21.265,279.1446838378906,0.3589721918106079,1.1435967683792114
ODP,177,1093,C,-49.9766,5.8658,3631.7,None,False,False,False,False,False,222.625,21.265,279.1446838378906,0.3589721918106079,1.1435967683792114
ODP,177,1094,A,-53.1802,5.1304,2807.6,Shallow (<40 cm),False,False,True,False,False,232.25,15.8025,172.78973388671875,0.2847883403301239,2.170826196670532
ODP,177,1094,B,-53.1804,5.1305,2806.7,None,False,False,False,False,False,232.25,15.8025,172.78973388671875,0.2847883403301239,2.170826196670532
