leg,site,hole,well logging,latitude,longitude,ocean,ocean hemisphere,sea,physographic feature,hard rock feature,ta,td,re-entry,site survey,site termination,crust,equipment test,heat flow,in situ pore water,hydraulic piston core,variable length hpc,pressure core barrel,punch core,extended core barrel,water depth(m),total penetration(m),drilled penetration(m),cored penetration(m),number of cores recovered,meters recovered,percent recovery,meters of hard rock cored,number of hard rock cores,meters of hard rock recovered,depth to basememnt(m),oldest sediment sub-bottom depth,oldest sediment depth below sealevel,oldest sediment core number,oldest sediment age,oldest sediment lithology,oldest sediment lithology composition,oldest sediment source,oldest sediment heterogeneity,oldest sediment hardness,oldest comp1,oldest comp2,hard rock descriptions and comments
18,177,,NO,50.4697,-130.205,PACIFIC,NORTH,,RIDGE,,06/23/1971,06/27/1971,NO,NO,WEATHER,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2006,9.0,,9.0,1.0,9.0,100,,,,,9.0,2015.0,1,NO AGE GIVEN,SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
18,177,,NO,50.4697,-130.205,PACIFIC,NORTH,,RIDGE,,06/23/1971,06/27/1971,NO,NO,WEATHER,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2006,9.0,,9.0,1.0,9.0,100,,,,,9.0,2015.0,1,NO AGE GIVEN,SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
18,178,,NO,56.9563,-147.131,PACIFIC,NORTH,,PLAIN,,06/30/1971,07/06/1971,NO,NO,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4218,794.0,275.0,520.0,59.0,212.0,40,17.0,2.0,0.4,,777.5,4996.0,57,NO AGE GIVEN,CLAYEY SHALE,,,,,unk - 0000,unk - 0000,BASALT
18,179,,NO,56.409,-145.9887,PACIFIC,NORTH,,PLAIN,,07/06/1971,07/07/1971,NO,NO,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3781,109.0,,109.0,13.0,70.0,64,,,,,89.0,3870.0,10,NO AGE GIVEN,SILTY CLAY WITH ASSORTED PEBBLES,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
18,180,,NO,57.3627,-147.8562,PACIFIC,NORTH,,TRENCH,,07/08/1971,07/11/1971,NO,NO,CHIEF SCIENTIST DECISION,,NO,NO,NO,NO,NO,NO,NO,NO,4923,470.5,233.0,238.0,25.0,82.0,34,,,,,470.5,5394.0,25,NO AGE GIVEN,SILTY CLAY AND CLAYEY SILT,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
18,181,,NO,57.4383,-148.4647,PACIFIC,NORTH,,SLOPE,,07/11/1971,07/15/1971,NO,NO,CHIEF SCIENTIST DECISION,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,3086,369.0,110.0,260.0,30.0,106.0,40,,,,,369.0,3455.0,30,NO AGE GIVEN,SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
18,182,,NO,57.8827,-148.7165,PACIFIC,NORTH,,SLOPE,,07/15/1971,07/16/1971,NO,NO,WEATHER,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,1419,123.0,69.0,54.0,6.0,12.0,22,,,,,123.0,1542.0,6,NO AGE GIVEN,CLAYEY SILT WITH GRANULES AND PEBBLES,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,SERPENTINE,unk - 0000,
18,182,,NO,57.8827,-148.7165,PACIFIC,NORTH,,SLOPE,,07/15/1971,07/16/1971,NO,NO,WEATHER,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,1419,123.0,69.0,54.0,6.0,12.0,22,,,,,123.0,1542.0,6,NO AGE GIVEN,CLAYEY SILT WITH GRANULES AND PEBBLES,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,SERPENTINE,unk - 0000,
19,183,,NO,52.5717,-161.2055,PACIFIC,NORTH,,PLAIN,,07/24/1971,07/28/1971,NO,YES,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4708,516.0,155.0,361.0,40.0,150.0,41,11.0,2.0,0.03,505.0,505.0,5213.0,39,NO AGE GIVEN,NANNO LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,NANNOFOSSIL,unk - 0000,BASALT
19,184,,NO,53.7107,-170.9232,PACIFIC,NORTH,BERING,PLATEAU,,07/30/1971,08/01/1971,NO,YES,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1910,603.0,417.0,186.0,23.0,123.0,66,,,,,599.0,2509.0,22,NO AGE GIVEN,MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,unk - 0000,
19,184,,NO,53.7107,-170.9232,PACIFIC,NORTH,BERING,PLATEAU,,07/30/1971,08/01/1971,NO,YES,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1910,603.0,417.0,186.0,23.0,123.0,66,,,,,599.0,2509.0,22,NO AGE GIVEN,MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,unk - 0000,
19,185,,NO,54.4288,-169.2432,PACIFIC,NORTH,BERING,SPUR,,08/05/1971,08/07/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2110,728.0,512.0,216.0,27.0,98.0,45,,,,,587.0,2697.0,17,NO AGE GIVEN,SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
19,186,,NO,51.1302,-174.0057,PACIFIC,NORTH,,BASIN,,08/09/1971,08/12/1971,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4522,926.0,681.0,245.0,28.0,143.0,58,,,,,926.0,5448.0,28,NO AGE GIVEN,SILTY CLAY AND SILT-RICH CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
19,187,,NO,51.11,-173.9533,PACIFIC,NORTH,,BASIN,,08/12/1971,08/13/1971,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4567,370.0,334.0,36.0,4.0,6.8,18,,,,,370.0,4937.0,4,NO AGE GIVEN,DIATOMACEOUS SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,
19,188,,NO,53.7535,178.6593,PACIFIC,NORTH,BERING,RIDGE,,08/15/1971,08/16/1971,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2649,638.0,492.0,146.0,18.0,57.0,39,,,,,582.0,3231.0,15,NO AGE GIVEN,MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,unk - 0000,
19,189,,NO,54.0357,170.223,PACIFIC,NORTH,BERING,RIDGE,,08/18/1971,08/22/1971,NO,YES,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3437,871.0,697.0,174.0,20.0,74.0,42,,,,,733.0,4170.0,13,NO AGE GIVEN,SILT-RICH CLAYSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,unk - 0000,
19,190,,NO,55.5592,171.6403,PACIFIC,NORTH,BERING,BASIN,,08/22/1971,08/24/1971,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3875,627.0,485.0,142.0,16.0,85.0,59,,,,,618.0,4493.0,15,NO AGE GIVEN,"CLAY,MUDSTONE,AND LIMESTONE",DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,unk - 0000,
19,191,,NO,56.945,168.1787,PACIFIC,NORTH,BERING,BASIN,,08/28/1971,08/28/1971,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3854,919.0,789.0,130.0,16.0,44.0,33,19.0,,1.4,900.0,527.0,4381.0,12,NO AGE GIVEN,SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,BASALT
19,191,,NO,56.945,168.1787,PACIFIC,NORTH,BERING,BASIN,,08/28/1971,08/28/1971,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3854,919.0,789.0,130.0,16.0,44.0,33,19.0,,1.4,900.0,527.0,4381.0,12,NO AGE GIVEN,SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,BASALT
19,191,,NO,56.945,168.1787,PACIFIC,NORTH,BERING,BASIN,,08/28/1971,08/28/1971,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3854,919.0,789.0,130.0,16.0,44.0,33,19.0,,1.4,900.0,527.0,4381.0,12,NO AGE GIVEN,SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,BASALT
19,192,,NO,53.0095,164.7135,PACIFIC,NORTH,,GUYOT,,08/30/1971,09/04/1971,NO,YES,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3014,942.0,634.0,308.0,35.0,152.0,49,,,,,793.0,3807.0,28,NO AGE GIVEN,NANNO LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,NANNOFOSSIL,unk - 0000,
19,192,,NO,53.0095,164.7135,PACIFIC,NORTH,,GUYOT,,08/30/1971,09/04/1971,NO,YES,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3014,942.0,634.0,308.0,35.0,152.0,49,,,,,793.0,3807.0,28,NO AGE GIVEN,NANNO LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,NANNOFOSSIL,unk - 0000,
19,193,,NO,45.8033,155.8712,PACIFIC,NORTH,,RISE,,09/06/1971,09/07/1971,NO,NO,ILLNESS OR INJURY,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4811,71.0,42.0,29.0,4.0,12.0,41,,,,,71.0,4882.0,4,NO AGE GIVEN,SILT AND GLASS-RICH CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,SERPENTINE,unk - 0000,
20,194,,NO,33.978,148.8107,PACIFIC,NORTH,,ABYSSAL FLOOR,,09/19/1971,09/22/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5754,256.0,216.0,40.0,5.0,15.0,37,,,,,246.9,6001.0,5,NO AGE GIVEN,CHERT,SILICEOUS,PELAGIC,MONOGENIC,HARD,OTHER SILICEOUS,unk - 0000,
20,195,,NO,32.7733,146.9788,PACIFIC,NORTH,,ABYSSAL FLOOR,,09/22/1971,09/29/1971,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5968,310.0,279.0,31.0,5.0,14.0,45,,,,,272.4,6240.0,4,NO AGE GIVEN,CHERT,SILICEOUS,PELAGIC,MONOGENIC,HARD,OTHER SILICEOUS,unk - 0000,
20,195,,NO,32.7733,146.9788,PACIFIC,NORTH,,ABYSSAL FLOOR,,09/22/1971,09/29/1971,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5968,310.0,279.0,31.0,5.0,14.0,45,,,,,272.4,6240.0,4,NO AGE GIVEN,CHERT,SILICEOUS,PELAGIC,MONOGENIC,HARD,OTHER SILICEOUS,unk - 0000,
20,195,,NO,32.7733,146.9788,PACIFIC,NORTH,,ABYSSAL FLOOR,,09/22/1971,09/29/1971,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5968,310.0,279.0,31.0,5.0,14.0,45,,,,,272.4,6240.0,4,NO AGE GIVEN,CHERT,SILICEOUS,PELAGIC,MONOGENIC,HARD,OTHER SILICEOUS,unk - 0000,
20,196,,NO,30.1162,148.5748,PACIFIC,NORTH,,ABYSSAL FLOOR,,09/29/1971,10/02/1971,NO,NO,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,6194,377.0,337.0,40.0,6.0,8.5,21,,,,,360.9,6555.0,5,NO AGE GIVEN,CHERTY LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,ESTIMATED CARBONATE,CHALCEDONY,
20,197,,NO,30.2907,147.6743,PACIFIC,NORTH,,ABYSSAL FLOOR,,10/03/1971,10/08/1971,NO,YES,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,6153,283.0,275.0,8.0,1.0,1.0,12,8.0,1.0,1.0,275.0,283.0,6436.0,1,NO AGE GIVEN,,,,,,unk - 0000,unk - 0000,THOLEIITIC BASALT
20,198,,NO,25.8257,154.5842,PACIFIC,NORTH,,BASIN,,10/10/1971,10/14/1971,NO,NO,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5848,,,,,,0,,,,,,,,,,,,,,unk - 0000,unk - 0000,
20,199,,NO,13.513,156.1723,PACIFIC,NORTH,,BASIN,,10/23/1971,10/26/1971,NO,NO,WEATHER,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,6100,456.0,332.0,124.0,13.0,59.0,47,,,,,447.0,6547.0,12,NO AGE GIVEN,ZEOLITIC TUFF COMPOSED OF GLASS SHARDS,DETRITAL,TERRIGENOUS,MONOGENIC,HARD,unk - 3300,unk - 0000,
20,200,,NO,12.8367,156.7827,PACIFIC,NORTH,,GUYOT,,10/26/1971,10/27/1971,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1479,114.0,19.0,95.0,10.0,36.0,37,,,,,114.0,1593.0,10,NO AGE GIVEN,FORAM OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,FORAMINIFERA,unk - 0000,
20,200,,NO,12.8367,156.7827,PACIFIC,NORTH,,GUYOT,,10/26/1971,10/27/1971,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1479,114.0,19.0,95.0,10.0,36.0,37,,,,,114.0,1593.0,10,NO AGE GIVEN,FORAM OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,FORAMINIFERA,unk - 0000,
20,202,,NO,12.815,156.9525,PACIFIC,NORTH,,GUYOT,,10/28/1971,10/30/1971,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1515,154.0,97.0,56.0,6.0,2.5,4,,,,,74.0,1589.0,2,NO AGE GIVEN,CALCITE GRAINS,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,ESTIMATED CARBONATE,unk - 0000,
21,203,,NO,-22.1537,-177.5462,PACIFIC,SOUTH,,BASIN,,11/17/1971,11/19/1971,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2720,409.0,367.0,42.0,5.0,20.3,48,,,,,402.0,3122.0,5,NO AGE GIVEN,CLAY-RICH NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,CLAY MINERAL,OLIVINE BASALT
21,204,,NO,-24.9545,-174.1115,PACIFIC,SOUTH,,TRENCH,,11/20/1971,11/21/1971,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5354,160.0,81.0,79.0,9.0,49.4,62,,,,,130.0,5484.0,8,NO AGE GIVEN,VITRIC TUFF,DETRITAL,TERRIGENOUS,MONOGENIC,HARD,unk - 3300,unk - 0000,
21,204,,NO,-24.9545,-174.1115,PACIFIC,SOUTH,,TRENCH,,11/20/1971,11/21/1971,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5354,160.0,81.0,79.0,9.0,49.4,62,,,,,130.0,5484.0,8,NO AGE GIVEN,VITRIC TUFF,DETRITAL,TERRIGENOUS,MONOGENIC,HARD,unk - 3300,unk - 0000,
21,205,,NO,-25.5165,177.8992,PACIFIC,SOUTH,,BASIN,,11/24/1971,11/27/1971,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4320,355.0,67.0,288.0,32.0,134.7,46,10.0,2.0,5.0,337.0,337.0,4657.0,30,NO AGE GIVEN,NANNO LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,NANNOFOSSIL,unk - 0000,BASALTIC PILLOW LAVA
21,206,,NO,-32.0125,165.4525,PACIFIC,SOUTH,TASMAN,BASIN,,11/30/1971,12/03/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3196,416.0,16.0,400.0,45.0,243.6,60,,,,,416.0,3612.0,45,NO AGE GIVEN,CLAY NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,CLAY MINERAL,
21,206,,NO,-32.0125,165.4525,PACIFIC,SOUTH,TASMAN,BASIN,,11/30/1971,12/03/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3196,416.0,16.0,400.0,45.0,243.6,60,,,,,416.0,3612.0,45,NO AGE GIVEN,CLAY NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,CLAY MINERAL,
21,206,,NO,-32.0125,165.4525,PACIFIC,SOUTH,TASMAN,BASIN,,11/30/1971,12/03/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3196,416.0,16.0,400.0,45.0,243.6,60,,,,,416.0,3612.0,45,NO AGE GIVEN,CLAY NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,CLAY MINERAL,
21,206,,NO,-32.0125,165.4525,PACIFIC,SOUTH,TASMAN,BASIN,,11/30/1971,12/03/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3196,416.0,16.0,400.0,45.0,243.6,60,,,,,416.0,3612.0,45,NO AGE GIVEN,CLAY NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,CLAY MINERAL,
21,207,,NO,-36.9625,165.4343,PACIFIC,SOUTH,TASMAN,RISE,,12/12/1971,12/15/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1389,47.0,5.0,42.0,5.0,38.0,90,,,,,47.0,1436.0,5,NO AGE GIVEN,FORAM-RICH NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
21,207,,NO,-36.9625,165.4343,PACIFIC,SOUTH,TASMAN,RISE,,12/12/1971,12/15/1971,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1389,47.0,5.0,42.0,5.0,38.0,90,,,,,47.0,1436.0,5,NO AGE GIVEN,FORAM-RICH NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
21,208,,NO,-26.1102,161.2212,PACIFIC,SOUTH,TASMAN,RISE,,12/23/1971,12/24/1971,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1545,594.0,288.0,306.0,34.0,255.4,83,,,,,594.0,2139.0,34,NO AGE GIVEN,NANNO CALCIC CHALK,CALCAREOUS,PELAGIC,MONOGENIC,FIRM,ESTIMATED CARBONATE,unk - 0000,
21,209,,NO,-15.9365,152.1878,PACIFIC,SOUTH,CORAL,PLATEAU,,12/28/1971,12/29/1971,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1428,344.0,43.0,301.0,34.0,76.7,25,,,,,344.0,1772.0,34,NO AGE GIVEN,LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,ESTIMATED CARBONATE,unk - 0000,
21,209,,NO,-15.9365,152.1878,PACIFIC,SOUTH,CORAL,PLATEAU,,12/28/1971,12/29/1971,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1428,344.0,43.0,301.0,34.0,76.7,25,,,,,344.0,1772.0,34,NO AGE GIVEN,LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,ESTIMATED CARBONATE,unk - 0000,
21,210,,NO,-13.7665,152.8963,PACIFIC,SOUTH,CORAL,BASIN,,12/30/1971,01/04/1972,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4643,711.0,261.0,450.0,50.0,262.3,58,,,,,711.0,5354.0,50,NO AGE GIVEN,FORAM-BEARING CALCIC AND NANNO-RICH CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,NANNOFOSSIL,
22,211,,NO,-9.7755,102.6992,INDIAN,,,BASIN,,01/21/1972,01/24/1972,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5518,447.0,305.0,142.5,15.0,67.2,47,19.5,2.0,8.5,428.0,437.5,5956.0,14,NO AGE GIVEN,CLAY-RICH NANNO OOZE AND NANNO CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,NANNOFOSSIL,BASALT
22,212,,NO,-19.189,99.2973,INDIAN,,,BASIN,,01/27/1972,02/01/1972,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,6233,521.0,155.0,366.0,39.0,174.3,47,5.0,2.0,4.05,516.0,487.5,6721.0,35,NO AGE GIVEN,ZEOLITIC CLAYSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,CLAY MINERAL,METABASALT WITH LIMESTONE INCLUSIONS
22,213,,NO,-10.2118,93.8962,INDIAN,,,BASIN,,02/04/1972,02/07/1972,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5601,172.5,,172.5,19.0,145.5,84,18.0,3.0,8.6,154.0,151.5,5753.0,16,NO AGE GIVEN,CLAY-BEARING IRON OXIDE SEDIMENT,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,IRON,BASALT
22,213,,NO,-10.2118,93.8962,INDIAN,,,BASIN,,02/04/1972,02/07/1972,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5601,172.5,,172.5,19.0,145.5,84,18.0,3.0,8.6,154.0,151.5,5753.0,16,NO AGE GIVEN,CLAY-BEARING IRON OXIDE SEDIMENT,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,IRON,BASALT
22,214,,NO,-11.3368,88.718,INDIAN,,,RIDGE,,02/08/1972,02/12/1972,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1655,500.0,5.5,494.5,54.0,346.0,69,10.0,2.0,4.0,490.0,390.0,2045.0,41,NO AGE GIVEN,VOLCANIC CLAYSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,VOLC MATERIAL FRAG,BASALT
22,215,,NO,-8.1217,86.7917,INDIAN,,,BASIN,,02/13/1972,02/15/1972,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5309,175.0,,175.0,20.0,113.3,64,19.5,4.0,13.3,154.0,155.5,5465.0,17,NO AGE GIVEN,VOLCANIC GLASS,DETRITAL,TERRIGENOUS,MONOGENIC,SOFT,unk - 3300,GLASS,BASALT
22,216,,NO,1.4622,90.208,INDIAN,,,RIDGE,,02/18/1972,02/22/1972,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2237,477.5,124.5,353.0,38.0,170.8,48,20.5,3.0,13.2,457.0,453.0,2690.0,35,NO AGE GIVEN,"VOLCANIC CLAY,MICARB CHALK AND ASH",DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,VOLC MATERIAL FRAG,BASALT
22,216,,NO,1.4622,90.208,INDIAN,,,RIDGE,,02/18/1972,02/22/1972,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2237,477.5,124.5,353.0,38.0,170.8,48,20.5,3.0,13.2,457.0,453.0,2690.0,35,NO AGE GIVEN,"VOLCANIC CLAY,MICARB CHALK AND ASH",DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,VOLC MATERIAL FRAG,BASALT
22,217,,NO,8.9262,90.5388,INDIAN,,,RIDGE,,02/24/1972,02/29/1972,NO,YES,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3010,614.5,269.0,345.5,37.0,183.4,53,,,,,610.5,3621.0,36,NO AGE GIVEN,DOLOMITE,CALCAREOUS,PELAGIC,MONOGENIC,HARD,DOLOMITE,unk - 0000,
22,217,,NO,8.9262,90.5388,INDIAN,,,RIDGE,,02/24/1972,02/29/1972,NO,YES,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3010,614.5,269.0,345.5,37.0,183.4,53,,,,,610.5,3621.0,36,NO AGE GIVEN,DOLOMITE,CALCAREOUS,PELAGIC,MONOGENIC,HARD,DOLOMITE,unk - 0000,
22,218,,NO,8.007,86.2828,INDIAN,,,FAN,,03/01/1972,03/04/1972,NO,NO,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3749,773.0,522.0,251.0,27.0,59.4,23,,,,,773.0,4522.0,27,NO AGE GIVEN,CLAYEY SILT,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,SERPENTINE,unk - 0000,
23,219,,NO,9.0292,72.8778,INDIAN,,ARAB,RIDGE,,03/10/1972,03/13/1972,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1764,273.0,38.0,235.0,28.0,172.5,73,,,,,273.0,2037.0,27,NO AGE GIVEN,FORAM OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,FORAMINIFERA,unk - 0000,
23,219,,NO,9.0292,72.8778,INDIAN,,ARAB,RIDGE,,03/10/1972,03/13/1972,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1764,273.0,38.0,235.0,28.0,172.5,73,,,,,273.0,2037.0,27,NO AGE GIVEN,FORAM OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,FORAMINIFERA,unk - 0000,
