leg,site,hole,well logging,latitude,longitude,ocean,ocean hemisphere,sea,physographic feature,hard rock feature,ta,td,re-entry,site survey,site termination,crust,equipment test,heat flow,in situ pore water,hydraulic piston core,variable length hpc,pressure core barrel,punch core,extended core barrel,water depth(m),total penetration(m),drilled penetration(m),cored penetration(m),number of cores recovered,meters recovered,percent recovery,meters of hard rock cored,number of hard rock cores,meters of hard rock recovered,depth to basememnt(m),oldest sediment sub-bottom depth,oldest sediment depth below sealevel,oldest sediment core number,oldest sediment age,oldest sediment lithology,oldest sediment lithology composition,oldest sediment source,oldest sediment heterogeneity,oldest sediment hardness,oldest comp1,oldest comp2,hard rock descriptions and comments
36,328,,NO,-49.8112,-36.6588,ATLANTIC,SOUTH,,BASIN,,04/24/1974,04/27/1974,NO,NO,,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5095,397.0,285.0,112.0,12.0,62.0,55,,,,,397.0,5492.0,12,NO AGE GIVEN,CLAYSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,unk - 0000,
36,328,,NO,-49.8112,-36.6588,ATLANTIC,SOUTH,,BASIN,,04/24/1974,04/27/1974,NO,NO,,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5095,397.0,285.0,112.0,12.0,62.0,55,,,,,397.0,5492.0,12,NO AGE GIVEN,CLAYSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,unk - 0000,
36,329,,NO,-50.6552,-46.0955,ATLANTIC,SOUTH,,BANK,,05/04/1974,05/06/1974,NO,NO,,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1519,464.5,152.0,312.0,33.0,215.0,68,,,,,464.5,1984.0,33,NO AGE GIVEN,NANNO MICRITE CHALK,CALCAREOUS,PELAGIC,MONOGENIC,FIRM,ESTIMATED CARBONATE,unk - 0000,
36,330,,NO,-50.9198,-46.8833,ATLANTIC,SOUTH,,RISE,,05/06/1974,05/08/1974,NO,NO,,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,2626,575.5,414.0,161.0,17.0,85.0,52,19.0,2.0,19.0,,575.5,3202.0,17,NO AGE GIVEN,CLAYSTONE AND LIGNITE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,unk - 0000,METASEDIMENTARY GNEISS
36,330,,NO,-50.9198,-46.8833,ATLANTIC,SOUTH,,RISE,,05/06/1974,05/08/1974,NO,NO,,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,2626,575.5,414.0,161.0,17.0,85.0,52,19.0,2.0,19.0,,575.5,3202.0,17,NO AGE GIVEN,CLAYSTONE AND LIGNITE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,unk - 0000,METASEDIMENTARY GNEISS
36,331,,NO,-37.8833,-38.1153,ATLANTIC,SOUTH,,BASIN,,05/13/1974,05/15/1974,NO,NO,WEATHER,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5077,18.0,0.0,18.0,2.0,8.0,44,,,,,8.5,5086.0,1,NO AGE GIVEN,DIATOM-RICH SILTY CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,DIATOM,
37,332,,NO,36.8787,-33.641,ATLANTIC,NORTH,,VALLEY,,06/17/1974,06/17/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1818,73.0,66.0,7.0,1.0,4.0,57,,,,,7.0,1825.0,1,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
37,332,,NO,36.8787,-33.641,ATLANTIC,NORTH,,VALLEY,,06/17/1974,06/17/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1818,73.0,66.0,7.0,1.0,4.0,57,,,,,7.0,1825.0,1,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
37,332,,NO,36.8787,-33.641,ATLANTIC,NORTH,,VALLEY,,06/17/1974,06/17/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1818,73.0,66.0,7.0,1.0,4.0,57,,,,,7.0,1825.0,1,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
37,332,,NO,36.8787,-33.641,ATLANTIC,NORTH,,VALLEY,,06/17/1974,06/17/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1818,73.0,66.0,7.0,1.0,4.0,57,,,,,7.0,1825.0,1,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
37,332,,NO,36.8787,-33.641,ATLANTIC,NORTH,,VALLEY,,06/17/1974,06/17/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1818,73.0,66.0,7.0,1.0,4.0,57,,,,,7.0,1825.0,1,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
37,333,,NO,36.8408,-33.6675,ATLANTIC,NORTH,,VALLEY,,07/06/1974,07/07/1974,NO,NO,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1666,231.0,162.0,69.0,9.0,38.0,55,10.0,2.0,0.1,,221.5,1888.0,7,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,SPARSELY PHYRIC BASALT
37,333,,NO,36.8408,-33.6675,ATLANTIC,NORTH,,VALLEY,,07/06/1974,07/07/1974,NO,NO,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1666,231.0,162.0,69.0,9.0,38.0,55,10.0,2.0,0.1,,221.5,1888.0,7,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,SPARSELY PHYRIC BASALT
37,334,,NO,37.0355,-34.4145,ATLANTIC,NORTH,,BASIN,,07/14/1974,07/17/1974,NO,NO,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2619,376.0,123.0,253.0,27.0,99.0,39,117.0,13.0,24.0,,253.8,2873.0,15,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,BASALT OVER GABBRO AND PERIDOTITE
37,335,,NO,37.2957,-35.1987,ATLANTIC,NORTH,,,PILLOW,07/18/1974,07/21/1974,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3188,562.0,410.0,152.0,16.0,59.0,38,108.0,12.0,41.0,,449.5,3638.0,5,NO AGE GIVEN,FORAM-BEARING NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,PILLOW BASALT
38,336,,NO,63.351,-7.7878,ATLANTIC,NORTH,NORWEGIAN,,,08/07/1974,08/09/1974,NO,NO,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,811,515.0,119.0,396.0,44.0,221.0,55,39.0,6.0,14.0,484.0,463.0,1274.0,37,NO AGE GIVEN,RED CLAYSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3100,unk - 0000,FINE-GRAINED TRACHYBASALT
38,337,,NO,64.8717,-5.3418,ATLANTIC,NORTH,NORWEGIAN,BASIN,,08/11/1974,08/12/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2631,132.0,0.0,132.0,15.0,98.0,74,19.0,3.0,12.0,113.0,113.5,2745.0,12,NO AGE GIVEN,DUSKY YELLOW CLAY,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3100,unk - 0000,BASALT
38,338,,NO,67.7852,5.3877,ATLANTIC,NORTH,NORWEGIAN,PLATEAU,,08/14/1974,08/16/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1297,437.0,10.0,427.0,45.0,209.0,48,35.0,4.0,13.0,401.0,408.5,1706.0,42,NO AGE GIVEN,SANDY MUD,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,PHOSPHATE,unk - 0000,BASALT
38,339,,NO,67.2108,6.3175,ATLANTIC,NORTH,NORWEGIAN,DIAPIR,,08/17/1974,08/17/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1262,108.0,0.0,108.0,12.0,50.0,46,,,,,108.0,1370.0,12,NO AGE GIVEN,DIATOM OOZE,SILICEOUS,PELAGIC,MONOGENIC,SOFT,DIATOM,unk - 0000,
38,340,,NO,67.2078,6.3063,ATLANTIC,NORTH,NORWEGIAN,DIAPIR,,08/17/1974,08/18/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1206,104.5,0.0,104.0,11.0,67.0,64,,,,,104.5,1311.0,11,NO AGE GIVEN,DIATOM OOZE,SILICEOUS,PELAGIC,MONOGENIC,SOFT,DIATOM,unk - 0000,
38,341,,NO,67.335,6.1107,ATLANTIC,NORTH,NORWEGIAN,,,08/18/1974,08/20/1974,NO,NO,HYDROCARBON HAZARD,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1439,456.0,143.0,313.0,34.0,213.0,68,,,,,456.0,1895.0,34,NO AGE GIVEN,DIATOMACEOUS MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,DIATOM,
38,342,,NO,67.9507,4.9337,ATLANTIC,NORTH,NORWEGIAN,PLATEAU,,08/20/1974,08/21/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1303,170.0,95.0,75.0,8.0,48.0,63,17.0,2.0,10.0,153.0,151.5,1455.0,6,NO AGE GIVEN,SANDY GLAUCONITIC MUD,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3300,GLAUCONITE,HOLOCRYSTALLINE BASALT
38,343,,NO,68.7152,5.7622,ATLANTIC,NORTH,NORWEGIAN,BASIN,,08/22/1974,08/24/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3131,284.0,152.0,132.0,16.0,59.0,44,31.0,4.0,8.0,251.0,284.0,3415.0,16,NO AGE GIVEN,QUARTZ RICH CLAY MINERAL RICH MUD,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3300,CLAY MINERAL,ALTERED BASALT
38,344,,NO,76.1497,7.8753,ATLANTIC,NORTH,GREENLAND,RIDGE,,08/27/1974,08/29/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2156,414.0,76.0,338.0,37.0,140.0,41,36.0,4.0,19.0,377.0,377.5,2534.0,33,NO AGE GIVEN,QUARTZ RICH SANDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,MICA,QUARTZ,BASALT
38,345,,NO,69.8372,-1.2377,ATLANTIC,NORTH,NORWEGIAN,BASIN,FLOW,09/01/1974,09/05/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3195,802.0,466.0,336.0,36.0,189.0,56,60.0,4.0,9.0,762.0,764.0,3959.0,32,NO AGE GIVEN,SILTSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,SERPENTINE,unk - 0000,BASALT BRECCIA
38,346,,NO,69.8892,-8.6855,ATLANTIC,NORTH,NORWEGIAN,RIDGE,,09/06/1974,09/07/1974,NO,NO,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,732,187.0,0.0,187.0,20.0,120.0,64,,,,,187.0,919.0,20,NO AGE GIVEN,CALCAREOUS MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,unk - 0000,
38,347,,NO,69.8718,-8.6967,ATLANTIC,NORTH,NORWEGIAN,RIDGE,,09/07/1974,09/08/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,745,190.0,166.0,24.0,4.0,13.0,54,,,,,190.0,935.0,4,NO AGE GIVEN,CARBONATE RICH CLAY MINERAL RICH MUD,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3300,CLAY MINERAL,
38,348,,NO,68.503,-12.462,ATLANTIC,NORTH,NORWEGIAN,PLATEAU,,09/09/1974,09/12/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1763,544.0,228.0,316.0,34.0,214.0,67,17.0,3.0,8.0,527.0,531.5,2295.0,32,NO AGE GIVEN,MUD/MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3300,unk - 0000,VARIOLITIC BASALT
38,349,,NO,69.2068,-8.0967,ATLANTIC,NORTH,NORWEGIAN,RIDGE,,09/13/1974,09/14/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,915,319.5,199.0,120.0,13.0,81.0,67,,,,,319.5,1235.0,13,NO AGE GIVEN,QUARTZ RICH CLAY MINERAL RICH MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,CLAY MINERAL,
38,350,,NO,67.0557,-8.2947,ATLANTIC,NORTH,NORWEGIAN,RIDGE,,09/15/1974,09/16/1974,NO,NO,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1275,388.0,238.0,150.0,16.0,49.0,32,26.0,2.0,4.0,362.0,362.5,1638.0,14,NO AGE GIVEN,MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,unk - 0000,BASALT BRECCIA/DIABASE BASALT
38,352,,NO,63.6495,-12.471,ATLANTIC,NORTH,,RIDGE,,09/19/1974,09/19/1974,NO,NO,WEATHER,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,990,103.0,57.0,46.0,6.0,26.0,56,,,,,54.5,1045.0,6,NO AGE GIVEN,GRAVELS,,,,,unk - 0000,unk - 0000,
38,352,,NO,63.6495,-12.471,ATLANTIC,NORTH,,RIDGE,,09/19/1974,09/19/1974,NO,NO,WEATHER,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,990,103.0,57.0,46.0,6.0,26.0,56,,,,,54.5,1045.0,6,NO AGE GIVEN,GRAVELS,,,,,unk - 0000,unk - 0000,
39,353,,NO,10.915,-44.0375,ATLANTIC,NORTH,,FRACTURE ZONE,,10/21/1974,10/23/1974,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5165,384.0,361.0,23.0,3.0,5.0,21,,,,,270.5,5436.0,3,NO AGE GIVEN,CLAY MINERAL RICH QUARTZ RICH MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,QUARTZ,
39,353,,NO,10.915,-44.0375,ATLANTIC,NORTH,,FRACTURE ZONE,,10/21/1974,10/23/1974,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5165,384.0,361.0,23.0,3.0,5.0,21,,,,,270.5,5436.0,3,NO AGE GIVEN,CLAY MINERAL RICH QUARTZ RICH MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,QUARTZ,
39,353,,NO,10.915,-44.0375,ATLANTIC,NORTH,,FRACTURE ZONE,,10/21/1974,10/23/1974,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,5165,384.0,361.0,23.0,3.0,5.0,21,,,,,270.5,5436.0,3,NO AGE GIVEN,CLAY MINERAL RICH QUARTZ RICH MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,QUARTZ,
39,354,,NO,5.8992,-44.1963,ATLANTIC,NORTH,,RISE,,10/27/1974,10/31/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4045,900.0,689.0,211.0,19.0,119.0,56,14.0,1.0,8.0,,881.0,4926.0,18,NO AGE GIVEN,MARLY CALCAREOUS CHALK,CALCAREOUS,PELAGIC,MONOGENIC,FIRM,ESTIMATED CARBONATE,FORAMINIFERA,DIABASIC BASALT
39,355,,NO,-15.7098,-30.6005,ATLANTIC,SOUTH,,BASIN,,11/08/1974,11/12/1974,NO,YES,OBJECTIVE REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4901,461.5,254.5,207.0,22.0,118.0,57,11.0,2.0,3.0,,461.5,5363.0,22,NO AGE GIVEN,NANNOFOSSIL RICH CARBONATE CHALK,CALCAREOUS,PELAGIC,MONOGENIC,FIRM,CARBONATE,NANNOFOSSIL,THOLEIITE BASALT OWS OR SILLS W/INTERCALATED SEDIMENT
39,356,,NO,-28.287,-41.088,ATLANTIC,SOUTH,,PLATEAU,,11/16/1974,11/21/1974,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3175,741.0,323.0,418.0,44.0,316.0,75,,,,,741.0,3916.0,44,NO AGE GIVEN,MARLY DOLOMITIC LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,CARBONATE,DOLOMITE,
39,356,,NO,-28.287,-41.088,ATLANTIC,SOUTH,,PLATEAU,,11/16/1974,11/21/1974,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3175,741.0,323.0,418.0,44.0,316.0,75,,,,,741.0,3916.0,44,NO AGE GIVEN,MARLY DOLOMITIC LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,CARBONATE,DOLOMITE,
39,357,,NO,-30.0042,-35.5598,ATLANTIC,SOUTH,,RISE,,11/23/1974,11/28/1974,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2086,797.0,323.0,473.0,51.0,345.0,72,,,,,797.0,2883.0,51,NO AGE GIVEN,SILICIFIED MARLY LIMESTONE,CALCAREOUS,TRANSITIONAL,HETEROGENIC,HARD,ESTIMATED CARBONATE,unk - 0000,
39,358,,NO,-37.6552,-35.9637,ATLANTIC,SOUTH,,BASIN,,11/30/1974,12/03/1974,NO,NO,WEATHER,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4962,842.0,690.0,152.0,16.0,89.0,58,,,,,826.5,5789.0,16,NO AGE GIVEN,MARLY CHALK AND MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,unk - 0000,
39,359,,NO,-34.985,-4.4972,ATLANTIC,SOUTH,,SEAMOUNT,,12/10/1974,12/11/1974,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1655,107.0,57.0,50.0,8.0,27.0,54,,,,,94.5,1750.0,4,NO AGE GIVEN,FORAM NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
39,359,,NO,-34.985,-4.4972,ATLANTIC,SOUTH,,SEAMOUNT,,12/10/1974,12/11/1974,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,1655,107.0,57.0,50.0,8.0,27.0,54,,,,,94.5,1750.0,4,NO AGE GIVEN,FORAM NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,FORAMINIFERA,
40,360,,NO,-35.8458,18.0965,ATLANTIC,SOUTH,,CONTINENTAL RISE,,12/21/1974,12/27/1974,NO,YES,WEATHER,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,2949,839.5,364.0,475.0,50.0,278.0,58,,,,,839.5,3789.0,50,NO AGE GIVEN,NANNOFOSSIL RICH CLAY MINERAL RICH MUD,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3300,CLAY MINERAL,
40,361,,NO,-35.0662,15.4485,ATLANTIC,SOUTH,,CONTINENTAL RISE,,01/05/1975,01/12/1975,NO,YES,DRILL BIT WORN OUT,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,4549,1314.0,849.0,465.0,49.0,222.0,47,,,,,1314.0,5863.0,49,NO AGE GIVEN,SHALE,,,,,unk - 0000,unk - 0000,
40,362,,NO,-19.7575,10.5325,ATLANTIC,SOUTH,,RIDGE,,01/17/1975,01/20/1975,NO,NO,MECHANICAL OR EQUIPMENT FAILURE,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,1325,805.5,387.0,418.0,44.0,367.0,87,,,,,805.5,2131.0,44,NO AGE GIVEN,CLAY MINERAL RICH NANNOFOSSIL CHALK,CALCAREOUS,PELAGIC,MONOGENIC,FIRM,NANNOFOSSIL,CLAY MINERAL,
40,362,,NO,-19.7575,10.5325,ATLANTIC,SOUTH,,RIDGE,,01/17/1975,01/20/1975,NO,NO,MECHANICAL OR EQUIPMENT FAILURE,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,1325,805.5,387.0,418.0,44.0,367.0,87,,,,,805.5,2131.0,44,NO AGE GIVEN,CLAY MINERAL RICH NANNOFOSSIL CHALK,CALCAREOUS,PELAGIC,MONOGENIC,FIRM,NANNOFOSSIL,CLAY MINERAL,
40,363,,NO,-19.6458,9.0467,ATLANTIC,SOUTH,,RIDGE,,01/24/1975,01/28/1975,NO,NO,DRILL BIT WORN OUT,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,2248,715.0,335.0,380.0,40.0,227.0,59,,,,,707.0,2955.0,40,NO AGE GIVEN,INDURATED CARBONATE CHALK,CALCAREOUS,PELAGIC,MONOGENIC,HARD,unk - 1111,unk - 0000,
40,364,,NO,-11.572,11.9717,ATLANTIC,SOUTH,,SYNCLINE,,01/30/1975,02/06/1975,NO,NO,DRILL BIT WORN OUT,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,2448,1086.0,659.0,427.0,46.0,296.0,69,,,,,1033.0,3481.0,42,NO AGE GIVEN,DOLOMITE DOLOMITE,CALCAREOUS,PELAGIC,MONOGENIC,HARD,DOLOMITE,unk - 0000,
40,365,,NO,-11.6517,11.8953,ATLANTIC,SOUTH,,CANYON (SUBMARINE),,02/06/1975,02/08/1975,NO,NO,CHIEF SCIENTIST DECISION,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,3018,687.0,624.0,63.0,7.0,35.0,55,,,,,687.0,3705.0,7,NO AGE GIVEN,MICA RICH CLAY MINERAL RICH MUD,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3300,CLAY MINERAL,
41,366,,NO,5.678,-19.8513,ATLANTIC,NORTH,,RISE,,02/22/1975,02/27/1975,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2853,850.5,332.0,518.0,55.0,304.0,58,,,,,850.5,3704.0,55,NO AGE GIVEN,MARLSTONE OR ARGILLACEOUS LIMESTONE,CALCAREOUS,TRANSITIONAL,HETEROGENIC,HARD,ESTIMATED CARBONATE,unk - 0000,
41,366,,NO,5.678,-19.8513,ATLANTIC,NORTH,,RISE,,02/22/1975,02/27/1975,NO,NO,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2853,850.5,332.0,518.0,55.0,304.0,58,,,,,850.5,3704.0,55,NO AGE GIVEN,MARLSTONE OR ARGILLACEOUS LIMESTONE,CALCAREOUS,TRANSITIONAL,HETEROGENIC,HARD,ESTIMATED CARBONATE,unk - 0000,
41,367,,NO,12.4868,-20.0472,ATLANTIC,NORTH,,BASIN,FLOW,03/03/1975,03/10/1975,NO,YES,OPERATIONAL LIMIT REACHED,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4748,1153.0,806.0,347.0,40.0,174.0,50,7.0,3.0,6.6,1146.0,1148.0,5896.0,38,NO AGE GIVEN,CLAY MINERAL RICH CARBONATE LIMESTONE,CALCAREOUS,TRANSITIONAL,MONOGENIC,HARD,CARBONATE,CLAY MINERAL,BASALT
41,368,,NO,17.5072,-21.3538,ATLANTIC,NORTH,,RISE,SILL,03/13/1975,03/20/1975,NO,NO,HYDROCARBON HAZARD,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,3366,984.5,402.0,582.0,63.0,328.0,56,,,,,984.5,4351.0,63,NO AGE GIVEN,SHALES,,,,,unk - 0000,unk - 0000,BASALT SILLS INTRUDING BLACK SHALES
41,369,,NO,26.5925,-14.9987,ATLANTIC,NORTH,,CONTINENTAL SLOPE,,03/23/1975,03/24/1975,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,1752,42.0,0.0,42.0,5.0,36.0,85,,,,,41.0,1793.0,5,NO AGE GIVEN,GREEN CLAYEY NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,unk - 0000,
41,369,,NO,26.5925,-14.9987,ATLANTIC,NORTH,,CONTINENTAL SLOPE,,03/23/1975,03/24/1975,NO,YES,MECHANICAL OR EQUIPMENT FAILURE,CONTINENTAL,NO,NO,NO,NO,NO,NO,NO,NO,1752,42.0,0.0,42.0,5.0,36.0,85,,,,,41.0,1793.0,5,NO AGE GIVEN,GREEN CLAYEY NANNO OOZE,CALCAREOUS,PELAGIC,MONOGENIC,SOFT,NANNOFOSSIL,unk - 0000,
41,370,,NO,32.8375,-10.776,ATLANTIC,NORTH,,BASIN,,03/29/1975,04/08/1975,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,4214,1176.0,693.0,483.0,51.0,203.0,42,,,,,1176.0,5390.0,51,NO AGE GIVEN,CALCAREOUS ARGILLITIC SILTSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,SERPENTINE,unk - 0000,
42,371,,NO,37.598,5.2592,ATLANTIC,NORTH,MED,BASIN,,04/14/1975,04/18/1975,NO,YES,CHIEF SCIENTIST DECISION,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2792,551.0,489.0,62.0,8.0,43.0,69,,,,,551.0,3343.0,8,NO AGE GIVEN,SILTY CALCAREOUS(OR DOLOMITIC?)MUD WITH GYPSUM,DETRITAL,TERRIGENOUS,HETEROGENIC,SOFT,unk - 3300,ESTIMATED CARBONATE,
42,372,,NO,40.08,4.7965,ATLANTIC,NORTH,MED,RISE,,04/19/1975,04/24/1975,NO,YES,DRILL BIT WORN OUT,OCEANIC,NO,NO,NO,NO,NO,NO,NO,NO,2699,885.0,454.0,431.0,46.0,316.0,73,,,,,885.0,3584.0,46,NO AGE GIVEN,CARBONATE RICH CLAY MINERAL RICH MUDSTONE,DETRITAL,TERRIGENOUS,HETEROGENIC,HARD,unk - 3300,CLAY MINERAL,
