/* DATA DESCRIPTION:
	RC10-182 * LATITUDE: 45.617000 * LONGITUDE: 177.870000 * DATE/TIME: 1966-06-26T00:00:00 * ELEVATION: -5561.0 m * Recovery: 11.3 m * CAMPAIGN: RC10 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC10-203 * LATITUDE: 41.700000 * LONGITUDE: -172.000000 * DATE/TIME: 1966-07-20T00:00:00 * ELEVATION: -5883.0 m * Recovery: 11.3 m * CAMPAIGN: RC10 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC10-206 * LATITUDE: 47.217000 * LONGITUDE: -170.400000 * DATE/TIME: 1966-07-23T00:00:00 * ELEVATION: -5497.0 m * Recovery: 11.52 m * CAMPAIGN: RC10 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-76 * LATITUDE: -54.380000 * LONGITUDE: -22.130000 * DATE/TIME: 1967-02-17T00:00:00 * ELEVATION: -5229.0 m * Recovery: 10.26 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-78 * LATITUDE: -50.870000 * LONGITUDE: -9.867000 * DATE/TIME: 1967-02-19T00:00:00 * ELEVATION: -3115.0 m * Recovery: 10.63 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-80 * LATITUDE: -46.750000 * LONGITUDE: -0.050000 * DATE/TIME: 1967-02-21T00:00:00 * ELEVATION: -3656.0 m * Recovery: 7.83 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-120 * LATITUDE: -43.520000 * LONGITUDE: 79.867000 * DATE/TIME: 1967-04-18T00:00:00 * ELEVATION: -3193.0 m * Recovery: 9.54 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-121 * LATITUDE: -39.720000 * LONGITUDE: 82.250000 * DATE/TIME: 1967-04-19T00:00:00 * ELEVATION: -3426.0 m * Recovery: 5.52 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-170 * LATITUDE: 44.483000 * LONGITUDE: -163.400000 * DATE/TIME: 1967-07-21T00:00:00 * ELEVATION: -5451.0 m * Recovery: 10.02 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-171 * LATITUDE: 46.600000 * LONGITUDE: -159.700000 * DATE/TIME: 1967-07-22T00:00:00 * ELEVATION: -5167.0 m * Recovery: 11.61 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-193 * LATITUDE: 39.950000 * LONGITUDE: -140.100000 * DATE/TIME: 1967-08-26T00:00:00 * ELEVATION: -4748.0 m * Recovery: 10.2 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-195 * LATITUDE: 31.850000 * LONGITUDE: -140.000000 * DATE/TIME: 1967-08-28T00:00:00 * ELEVATION: -4934.0 m * Recovery: 9.7 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-209 * LATITUDE: 3.650000 * LONGITUDE: -140.100000 * DATE/TIME: 1967-09-07T00:00:00 * ELEVATION: -4400.0 m * Recovery: 14.63 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-210 * LATITUDE: 1.817000 * LONGITUDE: -140.100000 * DATE/TIME: 1967-09-08T00:00:00 * ELEVATION: -4420.0 m * Recovery: 14.05 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-63 * LATITUDE: 5.967000 * LONGITUDE: -142.700000 * DATE/TIME: 1968-03-09T00:00:00 * ELEVATION: -4949.0 m * Recovery: 15.58 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-65 * LATITUDE: 4.650000 * LONGITUDE: -145.000000 * DATE/TIME: 1968-03-10T00:00:00 * ELEVATION: -4868.0 m * Recovery: 24.26 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-66 * LATITUDE: 2.617000 * LONGITUDE: -148.200000 * DATE/TIME: 1968-03-11T00:00:00 * ELEVATION: -4755.0 m * Recovery: 28 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-176 * LATITUDE: 43.000000 * LONGITUDE: -157.800000 * DATE/TIME: 1968-08-29T00:00:00 * ELEVATION: -5365.0 m * Recovery: 10.55 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-225 * LATITUDE: -53.670000 * LONGITUDE: -123.100000 * DATE/TIME: 1968-11-24T00:00:00 * ELEVATION: -2964.0 m * Recovery: 3.49 m * LOCATION: Southern East Pacific Rise * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-289 * LATITUDE: -47.900000 * LONGITUDE: -23.700000 * DATE/TIME: 1969-02-13T00:00:00 * ELEVATION: -4484.0 m * Recovery: 10.21 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-294 * LATITUDE: -37.270000 * LONGITUDE: -10.100000 * DATE/TIME: 1969-02-18T00:00:00 * ELEVATION: -3308.0 m * Recovery: 9.31 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-412 * LATITUDE: 40.683000 * LONGITUDE: 166.980000 * DATE/TIME: 1969-07-27T00:00:00 * ELEVATION: -5656.0 m * Recovery: 8.8 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-413 * LATITUDE: 43.283000 * LONGITUDE: 166.900000 * DATE/TIME: 1969-07-28T00:00:00 * ELEVATION: -5015.0 m * Recovery: 10.26 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-416 * LATITUDE: 36.400000 * LONGITUDE: 166.730000 * DATE/TIME: 1969-07-31T00:00:00 * ELEVATION: -5319.0 m * Recovery: 10.24 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-113 * LATITUDE: -1.652000 * LONGITUDE: -103.600000 * DATE/TIME: 1970-04-29T00:00:00 * ELEVATION: -3195.0 m * Recovery: 9.94 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-227 * LATITUDE: -21.880000 * LONGITUDE: 8.872000 * DATE/TIME: 1970-10-07T00:00:00 * ELEVATION: -4301.0 m * Recovery: 11.32 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-228 * LATITUDE: -22.330000 * LONGITUDE: 11.198000 * DATE/TIME: 1970-10-08T00:00:00 * ELEVATION: -3204.0 m * Recovery: 11.2 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
