"Exp","Site","Hole","Core","Type","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CSF-B (m)","Bottom depth CSF-B (m)","Image (PNG) link","Image filename","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"346","U1423","B","1","H","0.000","4.090","0.000","4.090","23374451","346U1423B1.png","2013-09-11 00:29:44","COCO","CORE5001791","53098711","","",""
"346","U1423","B","1","H","0.000","4.090","0.000","4.090","23374451","346U1423B1.png","2013-09-07 03:45:11","COCO","CORE5001791","52298311","","",""
"346","U1423","B","1","H","0.000","4.090","0.000","4.090","23374451","346U1423B1.png","2013-09-12 07:29:58","COCO","CORE5001791","53338961","","",""
"346","U1423","B","1","H","0.000","4.090","0.000","4.090","22672261","346U1423B1.png","2013-08-24 12:56:37","COCO","CORE5001791","49771831","","",""
"346","U1424","A","1","H","0.000","6.800","0.000","6.800","23561811","346U1424A1.png","2013-09-10 19:29:41","COCO","CORE5014401","53041531","","",""
"346","U1424","A","1","H","0.000","6.800","0.000","6.800","22726731","346U1424A1.png","2013-08-25 17:51:22","COCO","CORE5014401","49885911","","",""
"346","U1424","A","1","H","0.000","6.800","0.000","6.800","23561811","346U1424A1.png","2013-09-10 09:29:17","COCO","CORE5014401","52977411","","",""
"346","U1424","A","1","H","0.000","6.800","0.000","6.800","23561811","346U1424A1.png","2013-09-09 20:29:05","COCO","CORE5014401","52794471","","",""
"346","U1424","B","1","H","0.000","2.670","0.000","2.670","23403171","346U1424B1.png","2013-09-07 12:45:28","COCO","CORE5025861","52372731","","",""
"346","U1424","B","1","H","0.000","2.670","0.000","2.670","22779831","346U1424B1.png","2013-08-26 21:52:09","COCO","CORE5025861","50086241","","",""
"346","U1424","B","1","H","0.000","2.670","0.000","2.670","22779831","346U1424B1.png","2013-09-07 23:36:44","COCO","CORE5025861","52438701","","",""
"346","U1425","B","1","H","0.000","8.820","0.000","8.800","23519641","346U1425B1.png","2013-09-12 01:29:58","COCO","CORE5039471","53301601","","",""
"346","U1425","B","1","H","0.000","8.820","0.000","8.800","22840851","346U1425B1.png","2013-08-30 04:09:38","COCO","CORE5039471","50617891","","",""
"346","U1425","B","1","H","0.000","8.820","0.000","8.800","23519641","346U1425B1.png","2013-09-09 05:29:11","COCO","CORE5039471","52644421","","",""
"346","U1425","B","1","H","0.000","8.820","0.000","8.800","22840851","346U1425B1.png","2013-08-28 12:58:29","COCO","CORE5039471","50275431","","",""
"346","U1425","D","1","H","0.000","5.280","0.000","5.280","23393181","346U1425D1.png","2013-09-07 09:46:10","COCO","CORE5068491","52353101","","",""
"346","U1425","D","1","H","0.000","5.280","0.000","5.280","23626311","346U1425D1.png","2013-09-10 20:29:29","COCO","CORE5068491","53067131","","",""
"346","U1425","D","1","H","0.000","5.280","0.000","5.280","23126171","346U1425D1.png","2013-09-13 04:24:02","COCO","CORE5068491","53448931","","",""
"346","U1425","D","1","H","0.000","5.280","0.000","5.280","23126171","346U1425D1.png","2013-09-03 07:53:03","COCO","CORE5068491","51147021","","",""
"346","U1425","E","1","H","0.000","5.690","0.000","5.690","24313351","346U1425E1.png","2013-09-25 04:25:58","COCO","CORE5267141","55102051","","",""
"346","U1426","A","1","H","0.000","2.470","0.000","2.470","23288171","346U1426A1.png","2013-09-07 22:30:35","COCO","CORE5088171","52433121","","",""
"346","U1426","A","1","H","0.000","2.470","0.000","2.470","23288171","346U1426A1.png","2013-09-06 01:53:14","COCO","CORE5088171","51906981","","",""
"346","U1426","A","1","H","0.000","2.470","0.000","2.470","23288171","346U1426A1.png","2013-09-08 04:15:35","COCO","CORE5088171","52474741","","",""
"346","U1426","A","1","H","0.000","2.470","0.000","2.470","23503711","346U1426A1.png","2013-09-09 01:07:57","COCO","CORE5088171","52586581","","",""
"346","U1426","A","1","H","0.000","2.470","0.000","2.470","23288171","346U1426A1.png","2013-09-10 05:29:35","COCO","CORE5088171","52949951","","",""
"346","U1426","B","1","H","0.000","6.210","0.000","6.200","23288851","346U1426B1.png","2013-09-07 02:15:57","COCO","CORE5110181","52286771","","",""
"346","U1426","B","1","H","0.000","6.210","0.000","6.200","23288851","346U1426B1.png","2013-09-06 02:05:24","COCO","CORE5110181","51907601","","",""
"346","U1426","C","1","H","0.000","6.480","0.000","6.480","23295951","346U1426C1.png","2013-09-25 10:09:50","COCO","CORE5112811","55108671","","",""
"346","U1426","C","1","H","0.000","6.480","0.000","6.480","23295951","346U1426C1.png","2013-09-06 04:38:51","COCO","CORE5112811","51932641","","",""
"346","U1426","C","1","H","0.000","6.480","0.000","6.480","23420891","346U1426C1.png","2013-09-07 19:16:46","COCO","CORE5112811","52413691","","",""
"346","U1426","D","1","H","0.000","4.400","0.000","4.400","23363771","346U1426D1.png","2013-09-07 01:28:35","COCO","CORE5128131","52283371","","",""
"346","U1426","D","1","H","0.000","4.400","0.000","4.400","23411171","346U1426D1.png","2013-09-07 16:16:39","COCO","CORE5128131","52389251","","",""
"346","U1426","D","1","H","0.000","4.400","0.000","4.400","23411171","346U1426D1.png","2013-09-11 04:31:18","COCO","CORE5128131","53129511","","",""
"346","U1426","D","1","H","0.000","4.400","0.000","4.400","23411171","346U1426D1.png","2013-09-07 23:15:48","COCO","CORE5128131","52436541","","",""
"346","U1427","A","1","H","0.000","1.790","0.000","1.790","23401301","346U1427A1.png","2013-09-07 12:02:24","COCO","CORE5132731","52369191","","",""
"346","U1427","A","1","H","0.000","1.790","0.000","1.790","23476971","346U1427A1.png","2013-09-08 18:08:09","COCO","CORE5132731","52521341","","",""
"346","U1427","A","1","H","0.000","1.790","0.000","1.790","23401301","346U1427A1.png","2013-09-07 15:31:43","COCO","CORE5132731","52387301","","",""
"346","U1427","A","1","H","0.000","1.790","0.000","1.790","23401301","346U1427A1.png","2013-09-09 00:30:40","COCO","CORE5132731","52578941","","",""
"346","U1427","B","1","H","0.000","4.800","0.000","4.800","23600021","346U1427B1.png","2013-09-10 10:30:34","COCO","CORE5163411","52980631","","",""
"346","U1427","B","1","H","0.000","4.800","0.000","4.800","23701731","346U1427B1.png","2013-09-12 01:42:14","COCO","CORE5163411","53302571","","",""
"346","U1427","B","1","H","0.000","4.800","0.000","4.800","23701731","346U1427B1.png","2013-09-12 06:31:41","COCO","CORE5163411","53330301","","",""
"346","U1427","C","1","H","0.000","8.050","0.000","8.000","24269811","346U1427C1.png","2013-09-23 04:18:15","COCO","CORE5254351","54887411","","",""
"346","U1428","A","1","H","0.000","6.370","0.000","6.370","23749731","346U1428A1.png","2013-09-13 01:22:56","COCO","CORE5180911","53422951","","",""
"346","U1428","B","1","H","0.000","2.490","0.000","2.490","23985911","346U1428B1.png","2013-09-17 04:59:15","COCO","CORE5213591","54009051","","",""
"346","U1429","A","1","H","0.000","6.400","0.000","6.400","23864961","346U1429A1.png","2013-09-15 03:37:26","COCO","CORE5192631","53699351","","",""
"346","U1429","B","1","H","0.000","2.930","0.000","2.900","23865171","346U1429B1.png","2013-09-15 03:40:55","COCO","CORE5201811","53699571","","",""
"346","U1429","C","1","H","0.000","4.160","0.000","4.100","23944411","346U1429C1.png","2013-09-16 07:55:42","COCO","CORE5208221","53895881","","",""
"346","U1429","C","1","H","0.000","4.160","0.000","4.100","23944411","346U1429C1.png","2013-09-17 05:02:15","COCO","CORE5208221","54009211","","",""
"346","U1430","A","1","H","0.000","3.580","0.000","3.580","24103551","346U1430A1.png","2013-09-20 08:39:02","COCO","CORE5220491","54411091","","",""
"346","U1430","B","1","H","0.000","8.270","0.000","8.270","24103871","346U1430B1.png","2013-09-20 08:44:52","COCO","CORE5234591","54411411","","",""
"346","U1430","C","1","H","0.000","4.780","0.000","4.780","24270231","346U1430C1.png","2013-09-23 04:22:06","COCO","CORE5246231","54889961","","",""
"349","U1431","A","1","H","0.000","9.450","0.000","9.400","24478261","349U1431A1.png","2014-02-01 10:22:45","COCO","CORE5292811","55249561","","",""
"349","U1431","B","1","H","0.000","7.630","0.000","7.500","24494881","349U1431B1.png","2014-02-01 21:38:04","COCO","CORE5295711","55405111","","",""
"349","U1431","C","1","H","0.000","4.790","0.000","4.700","24501271","349U1431C1.png","2014-02-02 01:38:14","COCO","CORE5298611","55469441","Split Liner At Top","",""
"349","U1431","D","1","H","0.000","3.220","0.000","3.200","24508421","349U1431D1.png","2014-02-17 12:27:01","COCO","CORE5300001","57767081","","",""
"349","U1432","C","1","H","0.000","7.950","0.000","7.900","24844141","349U1432C1.png","2014-02-24 06:08:21","COCO","CORE5449121","58167251","Water Core","",""
"349","U1433","A","1","H","0.000","8.900","0.000","8.900","25031061","349U1433A1.png","2014-03-16 04:29:46","COCO","CORE5470911","59360691","","",""
"350","U1436","A","1","H","0.000","4.300","0.000","4.300","25233271","350U1436A1.png","2014-04-11 09:38:42","COCO","CORE5628181","60675471","","",""
"350","U1436","B","1","H","0.000","4.890","0.000","4.890","25827271","350U1436B1.png","2014-05-26 01:02:35","COCO","CORE5762431","63062371","","",""
"350","U1436","C","1","H","0.000","5.470","0.000","5.400","25850481","350U1436C1.png","2014-05-26 16:02:47","COCO","CORE5766881","63175651","","",""
"350","U1437","B","1","H","0.000","5.280","0.000","5.200","25357641","350U1437B1.png","2014-04-16 02:06:31","COCO","CORE5638451","61177971","","",""
"351","U1438","A","1","H","0.000","7.500","0.000","7.500","25926141","351U1438A1.png","2014-06-09 10:24:46","COCO","CORE5777511","63551871","","",""
"351","U1438","B","1","H","0.000","7.260","0.000","7.200","25926171","351U1438B1.png","2014-06-09 10:26:08","COCO","CORE5778331","63551901","","",""
"352","U1439","A","1","H","0.000","6.760","0.000","6.760","26712991","352U1439A1.png","2014-08-23 05:41:29","COCO","CORE5946081","66536451","","",""
"352","U1439","A","1","H","0.000","6.760","0.000","6.760","26712991","352U1439A1.png","2014-08-22 10:16:11","COCO","CORE5946081","66507691","","",""
"352","U1440","A","1","H","0.000","3.710","0.000","3.700","26713221","352U1440A1.png","2014-08-22 10:20:31","COCO","CORE5960151","66507921","","",""
"352","U1441","A","1","R","0.000","1.410","0.000","1.410","26844151","352U1441A1.png","2014-09-12 03:03:37","COCO","CORE6056851","67407031","","",""
"352","U1442","A","1","R","0.000","5.670","0.000","4.000","26889721","352U1442A1.png","2014-09-15 03:37:32","COCO","CORE6070191","67527141","","",""
"353","U1443","A","1","H","0.000","1.820","0.000","1.800","27163841","353U1443A1.png","2014-12-11 10:32:09","COCO","CORE6137071","68564061","Note Broken CB, Offset Vessel 10Mtrs N","",""
"353","U1443","B","1","H","0.000","9.080","0.000","9.000","27164391","353U1443B1.png","2014-12-11 10:40:13","COCO","CORE6164411","68564571","Split Liner Throughout","",""
"353","U1443","C","1","F","0.000","1.440","0.000","1.400","27307381","353U1443C1.png","2014-12-18 08:12:24","COCO","CORE6174581","68906551","5 Extra CW Runs For C-Hole","",""
"353","U1443","D","1","F","0.000","3.490","0.000","3.400","27307661","353U1443D1.png","2014-12-18 08:17:44","COCO","CORE6181121","68906831","","",""
"353","U1444","A","1","H","0.000","7.100","0.000","7.100","27380001","353U1444A1.png","2014-12-27 06:19:19","COCO","CORE6183801","69262091","1st Run: Broken CB","",""
"353","U1444","B","1","H","0.000","9.890","0.000","9.500","27400151","353U1444B1.png","2014-12-28 07:34:28","COCO","CORE6203491","69324071","","",""
"353","U1445","A","1","H","0.000","6.960","0.000","6.900","27443321","353U1445A1.png","2015-01-02 08:06:47","COCO","CORE6216481","69581841","","",""
"353","U1445","B","1","H","0.000","4.530","0.000","4.500","27633991","353U1445B1.png","2015-01-07 13:42:57","COCO","CORE6265271","70522421","Two WL Runs To Close LFV Flapper","",""
"353","U1445","C","1","H","0.000","4.480","0.000","4.400","27645361","353U1445C1.png","2015-01-07 18:40:14","COCO","CORE6269191","70621731","","",""
"353","U1446","A","1","H","0.000","4.350","0.000","4.300","27733611","353U1446A1.png","2015-01-11 02:24:20","COCO","CORE6281901","71019401","","",""
"353","U1446","B","1","H","0.000","8.120","0.000","8.100","27793261","353U1446B1.png","2015-01-12 03:42:38","COCO","CORE6295121","71281271","","",""
"353","U1446","C","1","H","0.000","7.990","0.000","7.900","27800101","353U1446C1.png","2015-01-12 07:34:18","COCO","CORE6298571","71328631","","",""
"353","U1447","A","1","H","0.000","3.370","0.000","3.300","27859001","353U1447A1.png","2015-01-16 04:33:45","COCO","CORE6307731","71519281","","",""
"353","U1447","B","1","H","0.000","5.470","0.000","5.400","28089831","353U1447B1.png","2015-01-21 08:49:21","COCO","CORE6357771","72615071","","",""
"353","U1447","C","1","H","0.000","6.950","0.000","6.900","28095021","353U1447C1.png","2015-01-21 13:47:46","COCO","CORE6361231","72646921","","",""
"353","U1448","A","1","H","0.000","2.470","0.000","2.400","28148381","353U1448A1.png","2015-01-22 13:57:57","COCO","CORE6366351","72903321","","",""
"353","U1448","B","1","H","0.000","8.600","0.000","8.600","28245661","353U1448B1.png","2015-01-24 07:59:02","COCO","CORE6395401","73230571","","",""
"353","U1448","C","1","H","0.000","5.830","0.000","5.800","28337891","353U1448C1.png","2015-01-26 01:13:29","COCO","CORE6407981","73470511","","",""
"354","U1449","A","1","H","0.000","6.270","0.000","6.200","28430461","354U1449A1.png","2015-02-12 11:26:32","COCO","CORE6413551","73772511","","",""
"354","U1449","B","1","H","0.000","7.910","0.000","7.900","28428341","354U1449B1.png","2015-02-12 07:29:51","COCO","CORE6427251","73760681","","",""
"354","U1450","A","1","H","0.000","8.520","0.000","8.500","28428351","354U1450A1.png","2015-02-12 07:30:09","COCO","CORE6430311","73760691","","",""
"354","U1451","A","1","H","0.000","6.560","0.000","6.500","28505461","354U1451A1.png","2015-02-18 01:46:59","COCO","CORE6461871","74030801","","",""
"354","U1452","B","1","H","0.000","8.210","0.000","8.200","28745031","354U1452B1.png","2015-03-12 13:55:54","COCO","CORE6527721","74716411","","",""
"354","U1452","C","1","H","0.000","7.080","0.000","7.000","28789591","354U1452C1.png","2015-03-14 21:56:40","COCO","CORE6536741","74829591","","",""
"354","U1453","A","1","H","0.000","9.060","0.000","9.000","28802141","354U1453A1.png","2015-03-15 21:56:59","COCO","CORE6541231","74874041","","",""
"354","U1454","A","1","H","0.000","7.540","0.000","7.500","28848421","354U1454A1.png","2015-03-19 09:26:08","COCO","CORE6554551","74993641","","",""
"354","U1454","B","1","H","0.000","7.100","0.000","7.100","28852521","354U1454B1.png","2015-03-19 14:26:47","COCO","CORE6555081","75000071","","",""
"354","U1454","D","1","H","0.000","8.680","0.000","8.680","28896951","354U1454D1.png","2015-03-22 07:26:58","COCO","CORE6565291","75111651","","",""
"354","U1455","A","1","H","0.000","0.900","0.000","0.900","28902841","354U1455A1.png","2015-03-22 13:27:30","COCO","CORE6567251","75133131","","",""
"354","U1455","B","1","H","0.000","6.880","0.000","6.880","28902851","354U1455B1.png","2015-03-22 13:27:40","COCO","CORE6567361","75133141","","",""
"354","U1455","C","1","H","0.000","8.440","0.000","8.440","28901681","354U1455C1.png","2015-03-22 12:27:26","COCO","CORE6568261","75129751","","",""
"355","U1456","A","1","H","0.000","4.540","0.000","4.500","29022331","355U1456A1.png","2015-04-11 12:58:27","COCO","CORE6601321","75661801","","",""
"355","U1456","B","1","H","0.000","0.690","0.000","0.600","29153681","355U1456B1.png","2015-04-15 07:22:51","COCO","CORE6652011","76512831","","",""
"355","U1456","C","1","H","0.000","7.380","0.000","7.300","29171631","355U1456C1.png","2015-04-15 21:23:04","COCO","CORE6656311","76636971","","",""
"355","U1457","A","1","H","0.000","8.740","0.000","8.700","29446321","355U1457A1.png","2015-05-17 21:01:42","COCO","CORE6718481","78368041","","",""
"355","U1457","B","1","H","0.000","3.220","0.000","3.200","29525401","355U1457B1.png","2015-05-20 08:24:33","COCO","CORE6726001","78695951","","",""
"356","U1458","A","1","H","0.000","1.050","0.000","1.000","29724251","356U1458A1.png","2015-08-05 06:08:16","COCO","CORE6783641","79805231","","",""
"356","U1459","C","1","1","0.000","2.650","0.000","2.650","29805821","356U1459C1.png","2015-08-09 09:09:41","COCO","CORE6800121","80030021","","",""
"356","U1460","A","1","F","0.000","2.130","0.000","2.100","29848571","356U1460A1.png","2015-08-13 03:50:13","COCO","CORE6818751","80210071","","",""
"356","U1460","B","1","F","0.000","2.630","0.000","2.600","29966261","356U1460B1.png","2015-08-15 02:50:45","COCO","CORE6841171","80556471","","",""
"356","U1461","A","1","F","0.000","1.650","0.000","1.600","30059801","356U1461A1.png","2015-08-17 20:51:40","COCO","CORE6870671","80795041","Water Core","",""
"356","U1461","B","1","H","0.000","4.400","0.000","4.400","30158141","356U1461B1.png","2015-08-19 03:52:27","COCO","CORE6883511","81039691","","",""
"356","U1461","C","1","H","0.000","8.390","0.000","8.390","30414541","356U1461C1.png","2015-08-24 05:54:24","COCO","CORE6916901","81758031","","",""
"356","U1462","A","1","X","0.000","0.250","0.000","0.250","30715471","356U1462A1.png","2015-09-01 13:56:48","COCO","CORE6952361","82827281","","",""
"356","U1462","B","1","X","0.000","0.300","0.000","0.300","30797581","356U1462B1.png","2015-09-05 05:25:21","COCO","CORE6973101","83192841","","",""
"356","U1463","B","1","H","0.000","7.880","0.000","7.880","30993361","356U1463B1.png","2015-09-13 00:28:58","COCO","CORE7001191","83970891","","",""
"356","U1463","C","1","H","0.000","4.110","0.000","4.100","31121651","356U1463C1.png","2015-09-16 05:48:19","COCO","CORE7020161","84494511","","",""
"356","U1463","D","1","H","0.000","1.460","0.000","1.400","31254291","356U1463D1.png","2015-09-18 00:49:38","COCO","CORE7033501","84818011","","",""
"356","U1464","B","1","H","0.000","2.260","0.000","2.200","31367391","356U1464B1.png","2015-09-19 13:49:32","COCO","CORE7043921","85034561","","",""
"356","U1464","D","1","H","0.000","3.550","0.000","3.500","31522711","356U1464D1.png","2015-09-24 16:57:50","COCO","CORE7066691","85648131","","",""
"359","U1465","A","1","H","0.000","7.130","0.000","7.100","31643031","359U1465A1.png","2015-10-20 09:45:06","COCO","CORE7086721","85991371","","",""
"359","U1466","A","1","H","0.000","5.030","0.000","5.000","31647211","359U1466A1.png","2015-10-20 11:44:58","COCO","CORE7092751","86027271","","",""
"359","U1467","A","1","H","0.000","3.500","0.000","3.500","31862891","359U1467A1.png","2015-10-30 06:31:32","COCO","CORE7149021","87037451","","",""
"359","U1467","B","1","H","0.000","3.460","0.000","3.460","31862981","359U1467B1.png","2015-10-30 06:32:45","COCO","CORE7152231","87037511","","",""
"359","U1467","C","1","H","0.000","6.690","0.000","6.690","32011591","359U1467C1.png","2015-11-02 08:16:02","COCO","CORE7199821","87529721","","",""
"359","U1468","A","1","H","0.000","3.350","0.000","3.350","32200591","359U1468A1.png","2015-11-07 12:17:11","COCO","CORE7218671","88088751","","",""
"359","U1470","A","1","H","0.000","2.170","0.000","2.100","32402091","359U1470A1.png","2015-11-15 08:19:45","COCO","CORE7267711","89163331","","",""
"359","U1471","A","1","H","0.000","4.620","0.000","4.600","32456061","359U1471A1.png","2015-11-18 00:20:12","COCO","CORE7279311","89446621","","",""
"359","U1471","B","1","H","0.000","6.620","0.000","6.620","32633621","359U1471B1.png","2015-11-22 20:22:32","COCO","CORE7313981","90272311","","",""
"359","U1471","C","1","H","0.000","7.850","0.000","7.800","32573391","359U1471C1.png","2015-11-21 11:21:51","COCO","CORE7314261","89985521","","",""
"359","U1472","A","1","H","0.000","5.070","0.000","5.070","32739591","359U1472A1.png","2015-11-27 07:25:02","COCO","CORE7335211","90722241","","",""
"361","U1474","A","1","H","0.000","5.430","0.000","5.400","33444521","361U1474A1.png","2016-02-12 15:04:35","COCO","CORE7597351","95027471","","",""
"361","U1474","B","1","H","0.000","4.780","0.000","4.780","33463611","361U1474B1.png","2016-02-13 00:04:47","COCO","CORE7614821","95084531","","",""
"361","U1474","C","1","H","0.000","3.070","0.000","3.070","33530421","361U1474C1.png","2016-02-14 00:05:17","COCO","CORE7626211","95241671","","",""
"361","U1474","D","1","H","0.000","7.890","0.000","7.890","33575261","361U1474D1.png","2016-02-15 07:05:32","COCO","CORE7626321","95333591","","",""
"361","U1474","F","1","H","0.000","3.230","0.000","3.200","33652511","361U1474F1.png","2016-02-17 00:05:59","COCO","CORE7637981","95479491","","",""
"361","U1474","H","1","H","0.000","9.820","0.000","9.500","33770091","361U1474H1.png","2016-02-19 01:06:53","COCO","CORE7644961","95644761","","",""
"361","U1475","A","1","H","0.000","1.480","0.000","1.480","33782711","361U1475A1.png","2016-02-24 13:08:10","COCO","CORE7645491","95801231","","",""
"361","U1475","B","1","H","0.000","6.420","0.000","6.400","33784631","361U1475B1.png","2016-02-24 15:08:13","COCO","CORE7645681","95808751","","",""
"361","U1475","C","1","H","0.000","9.570","0.000","9.500","33869671","361U1475C1.png","2016-02-26 10:08:54","COCO","CORE7658501","96020921","","",""
"361","U1475","D","1","H","0.000","8.520","0.000","8.500","34075381","361U1475D1.png","2016-03-01 03:10:08","COCO","CORE7669411","96379571","","",""
"361","U1475","E","1","H","0.000","4.980","0.000","4.980","33980991","361U1475E1.png","2016-02-28 11:09:49","COCO","CORE7681931","96220141","Misfire","",""
"361","U1476","A","1","H","0.000","5.720","0.000","5.700","34788441","361U1476A1.png","2016-03-19 10:20:56","COCO","CORE7696241","97961001","","",""
"361","U1476","B","1","H","0.000","5.920","0.000","5.900","34788951","361U1476B1.png","2016-03-19 10:25:26","COCO","CORE7708921","97961331","","",""
"361","U1476","C","1","H","0.000","5.720","0.000","5.700","34789381","361U1476C1.png","2016-03-19 10:28:31","COCO","CORE7722131","97962091","","",""
"361","U1476","E","1","H","0.000","6.840","0.000","6.800","34790061","361U1476E1.png","2016-03-19 10:33:32","COCO","CORE7731451","97962551","","",""
"361","U1477","A","1","H","0.000","7.560","0.000","7.500","34790481","361U1477A1.png","2016-03-19 10:35:55","COCO","CORE7738181","97963351","","",""
"361","U1477","B","1","H","0.000","4.130","0.000","4.100","34790901","361U1477B1.png","2016-03-19 10:39:59","COCO","CORE7748711","97963681","","",""
"361","U1478","A","1","H","0.000","6.670","0.000","6.670","34791671","361U1478A1.png","2016-03-19 10:46:47","COCO","CORE7758981","97967011","","",""
"361","U1478","C","1","H","0.000","1.540","0.000","1.500","34835791","361U1478C1.png","2016-03-19 20:21:27","COCO","CORE7786991","98033621","","",""
"361","U1478","D","1","H","0.000","6.710","0.000","6.700","34933331","361U1478D1.png","2016-03-21 02:21:44","COCO","CORE7796001","98154761","","",""
"361","U1479","A","1","H","0.000","1.010","0.000","1.000","35013021","361U1479A1.png","2016-03-24 20:21:53","COCO","CORE7801531","98326211","","",""
"361","U1479","B","1","H","0.000","6.250","0.000","6.200","35016161","361U1479B1.png","2016-03-24 22:21:54","COCO","CORE7801731","98333341","","",""
"361","U1479","D","1","H","0.000","9.390","0.000","9.390","35227561","361U1479D1.png","2016-03-28 12:26:58","COCO","CORE7827711","98790901","","",""
"361","U1479","F","1","H","0.000","9.500","0.000","9.500","35301201","361U1479F1.png","2016-03-29 11:24:47","COCO","CORE7834241","98928131","","",""
"361","U1479","G","1","H","0.000","9.290","0.000","9.290","35301211","361U1479G1.png","2016-03-29 11:24:59","COCO","CORE7834501","98928141","","",""
"361","U1479","H","1","H","0.000","5.570","0.000","5.570","35304031","361U1479H1.png","2016-03-29 12:25:48","COCO","CORE7834761","98931001","","",""
"361","U1479","I","1","H","0.000","6.310","0.000","6.300","35325601","361U1479I1.png","2016-03-29 20:24:48","COCO","CORE7836671","98955491","","",""
"362","U1480","A","1","H","0.000","5.940","0.000","5.940","36348061","362U1480A1.png","2016-09-30 09:01:02","COCO","CORE7851721","100567151","","",""
"362","U1480","B","1","H","0.000","9.950","0.000","9.500","35631551","362U1480B1.png","2016-08-21 17:18:18","COCO","CORE7851921","99412011","","",""
"362","U1480","C","1","H","0.000","9.680","0.000","9.500","35451481","362U1480C1.png","2016-08-15 09:49:17","COCO","CORE7852201","99088721","","",""
"362","U1480","E","1","H","0.000","7.760","0.000","7.760","35451491","362U1480E1.png","2016-08-15 09:49:26","COCO","CORE7852861","99088731","","",""
"362","U1480","H","1","H","0.000","4.460","0.000","4.460","36069751","362U1480H1.png","2016-09-07 05:57:09","COCO","CORE7966281","100022531","","",""
"363","U1482","A","1","H","0.000","2.980","0.000","2.900","38221761","363U1482A1.png","2016-11-17 14:45:05","COCO","CORE8031421","102418001","IceField Orientation Tool","",""
"363","U1482","B","1","H","0.000","6.120","0.000","6.100","36643361","363U1482B1.png","2016-10-20 09:55:12","COCO","CORE8063731","100905181","","",""
"363","U1482","C","1","H","0.000","9.430","0.000","9.400","36856341","363U1482C1.png","2016-10-23 10:17:31","COCO","CORE8078751","101184191","","",""
"363","U1482","D","1","H","0.000","4.410","0.000","4.400","36963481","363U1482D1.png","2016-10-25 15:23:16","COCO","CORE8102311","101272351","","",""
"363","U1483","A","1","H","0.000","8.630","0.000","8.600","36992241","363U1483A1.png","2016-10-26 17:43:43","COCO","CORE8105991","101301891","","",""
"363","U1483","B","1","H","0.000","2.050","0.000","2.000","37112591","363U1483B1.png","2016-10-28 15:20:15","COCO","CORE8124311","101407761","","",""
"363","U1483","C","1","H","0.000","6.330","0.000","6.300","37301341","363U1483C1.png","2016-10-31 09:42:24","COCO","CORE8136821","101547011","","",""
"363","U1484","A","1","H","0.000","5.050","0.000","5.000","37357101","363U1484A1.png","2016-11-07 05:54:48","COCO","CORE8151511","101626221","Flex-It Tool","",""
"363","U1484","B","1","H","0.000","7.880","0.000","7.800","37454521","363U1484B1.png","2016-11-08 17:15:43","COCO","CORE8166771","101709311","FlexIt Tool","",""
"363","U1484","C","1","H","0.000","1.640","0.000","1.600","37545891","363U1484C1.png","2016-11-09 21:48:40","COCO","CORE8176791","101784921","Spud at 10:10 Hrs Lcl. SF at 1041.9mtrsFlex-it tool","",""
"363","U1485","A","1","H","0.000","7.580","0.000","7.500","37738351","363U1485A1.png","2016-11-11 13:19:58","COCO","CORE8186441","101929791","Spud at 1310 Hrs lcl, IceField","",""
"363","U1485","B","1","H","0.000","1.970","0.000","1.900","37848671","363U1485B1.png","2016-11-12 19:56:18","COCO","CORE8210281","102028051","Ice Field Tool","",""
"363","U1485","C","1","H","0.000","8.510","0.000","8.500","37962521","363U1485C1.png","2016-11-14 10:57:37","COCO","CORE8241521","102149101","Water Core, Ice field tool","",""
"363","U1485","D","1","H","0.000","5.940","0.000","5.900","37969331","363U1485D1.png","2016-11-14 13:27:27","COCO","CORE8242811","102153371","","",""
"363","U1486","A","1","H","0.000","9.950","0.000","9.500","37996531","363U1486A1.png","2016-11-14 22:06:56","COCO","CORE8247451","102188291","","",""
"363","U1486","B","1","H","0.000","5.990","0.000","5.990","37998281","363U1486B1.png","2016-11-14 22:37:00","COCO","CORE8247951","102191291","Icefield Tool","",""
"363","U1486","C","1","H","0.000","7.340","0.000","7.300","38124761","363U1486C1.png","2016-11-16 05:08:12","COCO","CORE8270091","102301441","IceField Tool","",""
"363","U1486","D","1","H","0.000","1.230","0.000","1.200","38192421","363U1486D1.png","2016-11-17 03:16:07","COCO","CORE8279401","102388661","Ice field tool","",""
"363","U1487","A","1","H","0.000","6.400","0.000","6.400","38250871","363U1487A1.png","2016-11-18 00:22:04","COCO","CORE8286671","102459701","Ice field tool","",""
"363","U1487","B","1","H","0.000","2.710","0.000","2.700","38321351","363U1487B1.png","2016-11-18 19:53:08","COCO","CORE8295811","102543941","Ice field tool.","",""
"363","U1488","A","1","H","0.000","5.890","0.000","5.890","38414911","363U1488A1.png","2016-11-21 02:59:08","COCO","CORE8303921","102644521","Ice field tool.","",""
"363","U1488","B","1","H","0.000","0.930","0.000","0.900","38519401","363U1488B1.png","2016-11-22 11:15:39","COCO","CORE8335491","102708031","Ice field tool. Broken liner.","",""
