"Exp","Site","Hole","Core","Type","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CSF-B (m)","Bottom depth CSF-B (m)","Image (PNG) link","Image filename","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"363","U1488","C","1","H","0.000","7.270","0.000","7.270","38640001","363U1488C1.png","2016-11-24 03:57:37","COCO","CORE8347871","102805731","Ice field tool.","",""
"363","U1489","A","1","H","0.000","9.530","0.000","9.500","38695171","363U1489A1.png","2016-11-25 06:58:58","COCO","CORE8354411","102854401","Ice field tool.","",""
"363","U1489","B","1","H","0.000","5.760","0.000","5.700","38695181","363U1489B1.png","2016-11-25 06:59:03","COCO","CORE8354681","102854411","IceField Tool","",""
"363","U1489","C","1","H","0.000","3.590","0.000","3.500","38741441","363U1489C1.png","2016-11-26 05:14:31","COCO","CORE8369861","102889081","Ice field tool.","",""
"363","U1489","D","1","H","0.000","3.690","0.000","3.690","38890541","363U1489D1.png","2016-11-29 04:23:43","COCO","CORE8393361","103058621","","",""
"363","U1490","A","1","H","0.000","4.230","0.000","4.200","38978821","363U1490A1.png","2016-12-01 07:40:39","COCO","CORE8402261","103108611","Ice field tool.","",""
"363","U1490","B","1","H","0.000","7.510","0.000","7.500","39140371","363U1490B1.png","2016-12-03 14:42:05","COCO","CORE8427551","103253101","IceField Tool","",""
"363","U1490","C","1","H","0.000","2.500","0.000","2.500","39225281","363U1490C1.png","2016-12-04 18:04:38","COCO","CORE8437821","103331161","Icefield Tool. Missed Mud line, reshoot","",""
"366","U1491","A","1","H","0.000","1.320","0.000","1.300","39407341","366U1491A1.png","2016-12-17 09:30:04","COCO","CORE8445391","103431331","","",""
"366","U1491","B","1","H","0.000","3.690","0.000","3.690","39407351","366U1491B1.png","2016-12-17 09:30:10","COCO","CORE8445161","103431341","","",""
"366","U1491","C","1","H","0.000","0.050","0.000","0.050","39407401","366U1491C1.png","2016-12-17 09:30:31","COCO","CORE8449871","103431391","","",""
"366","U1492","A","1","H","0.000","5.440","0.000","5.400","39418351","366U1492A1.png","2016-12-19 08:35:54","COCO","CORE8455921","103449701","","",""
"366","U1492","B","1","H","0.000","7.120","0.000","7.100","39435111","366U1492B1.png","2016-12-20 13:44:02","COCO","CORE8465291","103474661","","",""
"366","U1492","C","1","H","0.000","6.370","0.000","6.370","39466891","366U1492C1.png","2016-12-21 17:45:48","COCO","CORE8477861","103510131","","",""
"366","U1493","A","1","H","0.000","0.090","0.000","0.090","39626871","366U1493A1.png","2017-01-06 08:04:03","COCO","CORE8505641","103672781","","",""
"366","U1493","B","1","F","0.000","0.680","0.000","0.680","39626881","366U1493B1.png","2017-01-06 08:04:07","COCO","CORE8505701","103672791","","",""
"366","U1494","A","1","F","0.000","4.420","0.000","4.400","39626971","366U1494A1.png","2017-01-06 08:04:44","COCO","CORE8518911","103672881","","",""
"366","U1495","A","1","F","0.000","1.290","0.000","1.290","39647831","366U1495A1.png","2017-01-07 03:53:57","COCO","CORE8528131","103690711","","",""
"366","U1495","B","1","F","0.000","0.410","0.000","0.400","39651141","366U1495B1.png","2017-01-07 11:54:27","COCO","CORE8530681","103696461","","",""
"366","U1496","A","1","F","0.000","3.040","0.000","3.040","39669761","366U1496A1.png","2017-01-08 01:24:35","COCO","CORE8534051","103712101","","",""
"366","U1496","B","1","F","0.000","1.930","0.000","1.900","39697591","366U1496B1.png","2017-01-08 22:55:15","COCO","CORE8548211","103740541","","",""
"366","U1496","C","1","R","0.000","2.450","0.000","2.450","39725461","366U1496C1.png","2017-01-09 23:56:03","COCO","CORE8560221","103758611","","",""
"366","U1497","A","1","F","0.000","0.860","0.000","0.860","39759591","366U1497A1.png","2017-01-14 02:14:20","COCO","CORE8563941","103808821","","",""
"366","U1497","B","1","F","0.000","3.730","0.000","3.700","39768711","366U1497B1.png","2017-01-14 15:31:41","COCO","CORE8571691","103823831","","",""
"366","U1498","A","1","R","0.000","5.400","0.000","5.400","39822971","366U1498A1.png","2017-01-24 09:45:41","COCO","CORE8607251","103904421","","",""
"367","U1499","A","1","H","0.000","7.500","0.000","7.500","40030241","367U1499A1.png","2017-02-16 14:48:31","COCO","CORE8649391","104153061","","RETAIN THIS COPY.",""
"367","U1499","A","1","H","0.000","7.500","0.000","7.500","40201161","367U1499A1.png","2017-03-28 01:36:41","COCO","CORE8649391","104909081","","",""
"368","U1501","A","1","H","0.000","9.730","0.000","9.500","41793901","368U1501A1.png","2017-05-26 10:32:07","COCO","CORE8718891","106061591","","",""
"368","U1501","B","1","H","0.000","9.830","0.000","9.500","40829571","368U1501B1.png","2017-04-16 09:37:58","COCO","CORE8719211","105199201","","",""
"368","U1501","C","1","H","0.000","9.240","0.000","9.240","40835881","368U1501C1.png","2017-04-16 13:37:58","COCO","CORE8719531","105204001","","",""
"368","U1505","A","1","H","0.000","0.380","0.000","0.300","41843561","368U1505A1.png","2017-05-29 15:56:55","COCO","CORE8789301","106111171","","",""
"368","U1505","C","1","H","0.000","8.230","0.000","8.200","41849921","368U1505C1.png","2017-05-29 19:42:06","COCO","CORE8789671","106119621","","",""
"368","U1505","D","1","H","0.000","3.950","0.000","3.950","42057351","368U1505D1.png","2017-06-03 01:56:25","COCO","CORE8818401","106439871","","",""
"369","U1512","A","1","R","0.000","0.660","0.000","0.660","43709381","369U1512A1.png","2017-10-09 10:51:30","COCO","CORE9038661","108154421","Attempt 2 Sea Floor Tags B-4 Actual Recovery","",""
"369","U1513","A","1","H","0.000","5.370","0.000","5.300","44081221","369U1513A1.png","2017-10-21 03:49:37","COCO","CORE9081811","108494811","Icefield Tool","",""
"369","U1513","B","1","H","0.000","8.730","0.000","8.700","44162971","369U1513B1.png","2017-10-24 09:35:05","COCO","CORE9099351","108579111","Ice field tool","",""
"369","U1514","A","1","H","0.000","8.150","0.000","8.100","44458871","369U1514A1.png","2017-11-03 02:52:52","COCO","CORE9137061","108873471","Spud U1514A at 22:20hrs. Icefield tool","",""
"369","U1515","A","1","R","0.000","4.860","0.000","4.860","44744301","369U1515A1.png","2017-11-10 12:12:37","COCO","CORE9179891","109155491","Push Core, Brk Circ","",""
"369","U1516","A","1","H","0.000","4.680","0.000","4.680","44815951","369U1516A1.png","2017-11-14 16:19:46","COCO","CORE9196281","109241791","FlexIt","",""
"371","U1506","A","1","R","0.000","2.250","0.000","2.250","42604081","371U1506A1.png","2017-08-14 05:13:51","COCO","CORE8846221","107030061","","",""
"371","U1507","A","1","H","0.000","6.220","0.000","6.200","42341841","371U1507A1.png","2017-08-07 14:48:50","COCO","CORE8863431","106696751","","",""
"371","U1508","A","1","H","0.000","1.350","0.000","1.300","42758751","371U1508A1.png","2017-08-21 10:02:08","COCO","CORE8910141","107193041","","",""
"371","U1510","A","1","H","0.000","5.080","0.000","5.000","43300431","371U1510A1.png","2017-09-12 17:55:55","COCO","CORE8980581","107764531","","",""
"371","U1510","B","1","H","0.000","9.300","0.000","9.300","43427761","371U1510B1.png","2017-09-15 11:11:34","COCO","CORE9002491","107900321","","",""
"371","U1511","A","1","R","0.000","7.610","0.000","7.500","43475481","371U1511A1.png","2017-09-17 08:11:44","COCO","CORE9010041","107953031","","",""
"372","U1517","C","1","H","0.000","5.700","0.000","5.700","45188611","372U1517C1.png","2017-12-31 09:18:21","COCO","CORE9241141","109650541","","",""
"374","U1521","A","1","R","0.000","4.280","0.000","4.280","45212891","374U1521A1.png","2018-01-17 07:23:11","COCO","CORE9281261","109670281","Spud U1521A at 06:45, SF at 573mtrs","",""
"374","U1522","A","1","R","0.000","2.890","0.000","2.890","45446151","374U1522A1.png","2018-01-22 14:12:27","COCO","CORE9307451","109880291","","",""
"374","U1523","A","1","H","0.000","8.510","0.000","8.500","45617401","374U1523A1.png","2018-01-29 12:25:13","COCO","CORE9335691","110047771","","",""
"374","U1523","E","1","H","0.000","9.860","0.000","9.500","45690511","374U1523E1.png","2018-02-03 09:17:22","COCO","CORE9348691","110118511","Spud at 08:10hrs","",""
"374","U1524","A","1","H","0.000","4.020","0.000","4.000","45723941","374U1524A1.png","2018-02-04 20:13:11","COCO","CORE9353541","110213871","Ice field tool","",""
"374","U1525","A","1","H","0.000","8.620","0.000","8.600","45871601","374U1525A1.png","2018-02-07 12:59:25","COCO","CORE9373561","110342891"," Ice field tool. Mechanical Shear","",""
"375","U1518","C","1","H","0.000","9.130","0.000","9.100","46033981","375U1518C1.png","2018-03-15 05:38:35","COCO","CORE9389001","110651201","","",""
"375","U1518","E","1","H","0.000","8.750","0.000","8.700","46033991","375U1518E1.png","2018-03-15 05:38:47","COCO","CORE9389511","110651211","","",""
"375","U1519","D","1","H","0.000","4.360","0.000","4.300","46781381","375U1519D1.png","2018-04-28 00:50:41","COCO","CORE9497161","111462951","","",""
"375","U1519","E","1","H","0.000","4.560","0.000","4.560","46781401","375U1519E1.png","2018-04-28 00:50:52","COCO","CORE9501421","111462971","","",""
"375","U1520","C","1","1","0.000","0.410","0.000","0.410","46781531","375U1520C1.png","2018-04-28 00:52:20","COCO","CORE9443871","111463111","","",""
"375","U1520","D","1","H","0.000","5.930","0.000","5.930","46782021","375U1520D1.png","2018-04-28 00:55:51","COCO","CORE9528971","111463671","","",""
"375","U1526","A","1","R","0.000","0.230","0.000","0.230","46782441","375U1526A1.png","2018-04-28 00:58:44","COCO","CORE9521901","111464051","","",""
"375","U1526","B","1","H","0.000","5.810","0.000","5.800","46869101","375U1526B1.png","2018-05-02 15:20:33","COCO","CORE9591961","111600941","","",""
"376","U1528","A","1","R","0.000","6.030","0.000","6.030","47005421","376U1528A1.png","2018-05-25 05:25:24","COCO","CORE9604491","111800921","","",""
"376","U1529","A","1","R","0.000","3.000","0.000","3.000","47014661","376U1529A1.png","2018-05-27 19:10:58","COCO","CORE9611121","111839201","Approx 5mbsf amp incr.  rocks and boulders probably more!! Work DS.!!","",""
"376","U1529","B","1","R","0.000","0.320","0.000","0.320","47015291","376U1529B1.png","2018-05-27 22:41:05","COCO","CORE9611441","111840381","","",""
"376","U1530","A","1","R","0.000","0.530","0.000","0.530","47290561","376U1530A1.png","2018-06-14 03:14:53","COCO","CORE9641841","112179491","","",""
"376","U1531","A","1","R","0.000","1.140","0.000","1.140","47474231","376U1531A1.png","2018-06-22 21:48:41","COCO","CORE9670561","112420351","Excess Torque & Overpull","",""
"376","U1531","B","1","R","0.000","0.500","0.000","0.500","47474761","376U1531B1.png","2018-06-23 00:48:43","COCO","CORE9670841","112421041","","",""
"376","U1531","C","1","R","0.000","2.350","0.000","2.350","47498471","376U1531C1.png","2018-06-23 22:34:29","COCO","CORE9671461","112441061","","",""
"378","U1553","A","1","H","0.000","3.080","0.000","3.000","55747041","378U1553A1.png","2020-01-16 09:56:50","COCO","CORE10740481","118068371","","",""
"378","U1553","B","1","H","0.000","6.130","0.000","6.000","56285131","378U1553B1.png","2020-01-29 23:34:12","COCO","CORE10756531","118557231","","",""
"378","U1553","E","1","H","0.000","8.290","0.000","8.290","56146591","378U1553E1.png","2020-01-25 12:31:14","COCO","CORE10790161","118432751","","",""
"379","U1532","A","1","H","0.000","5.630","0.000","5.600","47757151","379U1532A1.png","2019-02-01 18:51:13","COCO","CORE9710041","112721781","","",""
"379","U1533","A","1","H","0.000","9.670","0.000","9.500","48281891","379U1533A1.png","2019-02-26 12:13:11","COCO","CORE9762661","113087071","","",""
"379","U1533","C","1","H","0.000","7.740","0.000","7.700","48393651","379U1533C1.png","2019-02-28 13:33:59","COCO","CORE9776191","113181401","","",""
"379","U1533","D","1","H","0.000","4.830","0.000","4.800","48406631","379U1533D1.png","2019-03-01 00:49:13","COCO","CORE9778001","113190071","","",""
"379T","J1001","A","1","H","0.000","9.660","0.000","9.500","52510821","379TJ1001A1.png","2019-07-29 21:54:26","COCO","CORE10183171","115791311","Water core, Full Core","",""
"379T","J1001","B","1","H","0.000","5.700","0.000","5.700","52540421","379TJ1001B1.png","2019-07-30 18:55:06","COCO","CORE10183471","115807181","Extra Time To Pressure Up - Cushioned Seat In LSS","",""
"379T","J1001","C","1","H","0.000","4.560","0.000","4.500","52573971","379TJ1001C1.png","2019-07-31 07:25:24","COCO","CORE10194061","115823631","2 runs water core, Slow To Pressure Up","",""
"379T","J1001","D","1","H","0.000","6.130","0.000","6.100","52612121","379TJ1001D1.png","2019-08-01 04:56:13","COCO","CORE10198431","115857881","Lazy shot. 3.4m heave.","",""
"379T","J1001","E","1","H","0.000","9.480","0.000","9.400","52614541","379TJ1001E1.png","2019-08-01 06:11:17","COCO","CORE10198631","115860811","","",""
"379T","J1002","A","1","H","0.000","2.150","0.000","2.100","52645141","379TJ1002A1.png","2019-08-02 04:56:37","COCO","CORE10203051","115888901","Good Shot","",""
"379T","J1002","B","1","H","0.000","8.870","0.000","8.870","52704901","379TJ1002B1.png","2019-08-03 01:57:02","COCO","CORE10211691","115939961","","",""
"379T","J1002","C","1","H","0.000","6.900","0.000","6.900","52754791","379TJ1002C1.png","2019-08-03 23:12:17","COCO","CORE10218921","115983511","","",""
"379T","J1003","A","1","H","0.000","3.640","0.000","3.600","52788021","379TJ1003A1.png","2019-08-05 09:42:39","COCO","CORE10225281","116012071","","",""
"379T","J1003","B","1","H","0.000","5.690","0.000","5.600","52835061","379TJ1003B1.png","2019-08-06 05:42:52","COCO","CORE10232851","116042011","","",""
"379T","J1004","A","1","H","0.000","3.280","0.000","3.200","52855081","379TJ1004A1.png","2019-08-07 00:34:16","COCO","CORE10236341","116062021","","",""
"379T","J1004","B","1","H","0.000","6.800","0.000","6.700","52885221","379TJ1004B1.png","2019-08-07 13:19:30","COCO","CORE10242441","116090101","","",""
"379T","J1004","C","1","H","0.000","9.650","0.000","9.400","52912591","379TJ1004C1.png","2019-08-08 02:04:52","COCO","CORE10244851","116112451","","",""
"379T","J1005","A","1","H","0.000","6.920","0.000","6.900","52944501","379TJ1005A1.png","2019-08-09 04:20:50","COCO","CORE10248111","116138351","","",""
"379T","J1005","B","1","H","0.000","2.520","0.000","2.500","52987611","379TJ1005B1.png","2019-08-09 17:20:57","COCO","CORE10256961","116168161","","",""
"379T","J1005","C","1","H","0.000","8.220","0.000","8.200","53038801","379TJ1005C1.png","2019-08-10 10:36:55","COCO","CORE10262541","116197391","Chg Inner/Outer Seals","",""
"379T","J1006","A","1","H","0.000","8.640","0.000","8.600","53083601","379TJ1006A1.png","2019-08-11 04:22:37","COCO","CORE10266851","116234061","Reshoot.","",""
"379T","J1006","B","1","H","0.000","4.410","0.000","4.400","53135871","379TJ1006B1.png","2019-08-11 22:38:15","COCO","CORE10277291","116275721","","",""
"379T","J1006","C","1","H","0.000","5.420","0.000","5.400","53171561","379TJ1006C1.png","2019-08-12 12:53:31","COCO","CORE10282181","116302541","","",""
"379T","J1007","A","1","H","0.000","6.800","0.000","6.800","53213181","379TJ1007A1.png","2019-08-13 04:53:46","COCO","CORE10290511","116325801","","",""
"379T","J1007","B","1","H","0.000","4.370","0.000","4.370","53259171","379TJ1007B1.png","2019-08-13 18:24:04","COCO","CORE10299571","116360041","","",""
"379T","J1007","C","1","H","0.000","9.760","0.000","9.500","53305181","379TJ1007C1.png","2019-08-14 10:39:28","COCO","CORE10304871","116387991","","",""
"379T","J1008","A","1","H","0.000","4.040","0.000","4.000","53348421","379TJ1008A1.png","2019-08-14 23:39:38","COCO","CORE10309811","116416441","","",""
"379T","J1008","B","1","H","0.000","9.420","0.000","9.400","53392121","379TJ1008B1.png","2019-08-15 14:40:06","COCO","CORE10313781","116446741","","",""
"379T","J1008","C","1","H","0.000","6.960","0.000","6.900","53430041","379TJ1008C1.png","2019-08-16 04:55:36","COCO","CORE10321851","116472041","","",""
"382","U1534","A","1","H","0.000","3.530","0.000","3.500","48608301","382U1534A1.png","2019-03-31 12:23:06","COCO","CORE9806311","113412301","Spud U1534A at 01:50","",""
"382","U1534","B","1","H","0.000","1.510","0.000","1.500","48716501","382U1534B1.png","2019-04-02 02:23:59","COCO","CORE9823311","113484571","Shattered Liner","",""
"382","U1534","C","1","H","0.000","6.330","0.000","6.300","48720831","382U1534C1.png","2019-04-02 04:39:08","COCO","CORE9823541","113487031","","",""
"382","U1534","D","1","H","0.000","9.710","0.000","9.500","48747371","382U1534D1.png","2019-04-02 12:22:34","COCO","CORE9833491","113507551","Replaced inner and outer seals.","",""
"382","U1535","A","1","H","0.000","2.790","0.000","2.700","48801171","382U1535A1.png","2019-04-03 06:07:55","COCO","CORE9839021","113546491","","",""
"382","U1536","A","1","F","0.000","4.530","0.000","4.500","49067251","382U1536A1.png","2019-04-09 17:55:21","COCO","CORE9853891","113640911","Mechancial shear.","",""
"382","U1536","B","1","H","0.000","5.590","0.000","5.590","49271601","382U1536B1.png","2019-04-13 00:43:16","COCO","CORE9878851","113772471","","",""
"382","U1536","C","1","H","0.000","6.630","0.000","6.600","49360501","382U1536C1.png","2019-04-14 05:58:54","COCO","CORE9886421","113820441","Mechanical shear; WS-35Kts; Heave-4Mtrs","",""
"382","U1536","D","1","H","0.000","6.860","0.000","6.860","49597241","382U1536D1.png","2019-04-20 10:15:39","COCO","CORE9894091","113939281","Shattered, Impacted Lnr, Pump Out","",""
"382","U1537","A","1","H","0.000","2.530","0.000","2.500","50010471","382U1537A1.png","2019-04-29 10:51:50","COCO","CORE9921441","114142891","","",""
"382","U1537","B","1","H","0.000","7.400","0.000","7.400","50035041","382U1537B1.png","2019-04-29 22:04:26","COCO","CORE9937731","114165301","Spud at 00:10","",""
"382","U1537","C","1","H","0.000","5.790","0.000","5.790","50036541","382U1537C1.png","2019-04-29 23:04:28","COCO","CORE9938151","114166091","Spud U1537C @ 04:35hrs","",""
"382","U1537","D","1","H","0.000","6.300","0.000","6.300","50050041","382U1537D1.png","2019-04-30 11:04:31","COCO","CORE9943861","114175641","","",""
"382","U1538","A","1","H","0.000","7.890","0.000","7.800","50392941","382U1538A1.png","2019-05-05 08:46:02","COCO","CORE9960041","114351301","","",""
"382","U1538","B","1","H","0.000","8.490","0.000","8.490","50841701","382U1538B1.png","2019-05-11 11:42:31","COCO","CORE9995281","114599091","","",""
"382","U1538","C","1","H","0.000","6.130","0.000","6.100","50853501","382U1538C1.png","2019-05-11 14:35:32","COCO","CORE9995891","114602821","Mechanical shear.","",""
"382","U1538","D","1","H","0.000","2.930","0.000","2.900","50911561","382U1538D1.png","2019-05-13 11:28:25","COCO","CORE10004131","114648311","MECHANICAL SHEAR","",""
"383","U1539","A","1","H","0.000","4.560","0.000","4.560","51564431","383U1539A1.png","2019-06-14 03:20:54","COCO","CORE10017931","115136761","","",""
"383","U1539","B","1","H","0.000","9.210","0.000","9.200","51128991","383U1539B1.png","2019-06-04 17:51:16","COCO","CORE10028081","114816941","","",""
"383","U1539","C","1","H","0.000","9.700","0.000","9.500","51129021","383U1539C1.png","2019-06-04 17:51:43","COCO","CORE10028841","114816971","","",""
"383","U1540","A","1","H","0.000","8.930","0.000","8.930","51296961","383U1540A1.png","2019-06-09 01:10:09","COCO","CORE10051861","114956101","","",""
"383","U1540","B","1","H","0.000","3.120","0.000","3.100","51380201","383U1540B1.png","2019-06-10 14:41:10","COCO","CORE10064131","115015531","","",""
"383","U1540","C","1","H","0.000","6.770","0.000","6.770","51447051","383U1540C1.png","2019-06-11 17:47:22","COCO","CORE10071771","115056501","","",""
"383","U1540","D","1","H","0.000","8.920","0.000","8.900","51451551","383U1540D1.png","2019-06-11 18:47:23","COCO","CORE10072071","115058791","","",""
"383","U1541","A","1","H","0.000","9.670","0.000","9.500","51614421","383U1541A1.png","2019-06-18 16:39:56","COCO","CORE10086131","115169891","","",""
"383","U1541","B","1","H","0.000","7.060","0.000","7.060","51616711","383U1541B1.png","2019-06-18 18:25:01","COCO","CORE10086611","115172161","","",""
"383","U1541","C","1","H","0.000","4.060","0.000","4.060","51697781","383U1541C1.png","2019-06-20 01:11:09","COCO","CORE10098151","115222181","","",""
"383","U1542","A","1","H","0.000","7.050","0.000","7.050","51905841","383U1542A1.png","2019-07-06 15:03:49","COCO","CORE10105411","115385991","","",""
"383","U1542","B","1","H","0.000","1.460","0.000","1.400","51906071","383U1542B1.png","2019-07-06 15:06:27","COCO","CORE10121281","115386201","","",""
"383","U1542","C","1","H","0.000","3.330","0.000","3.300","51906081","383U1542C1.png","2019-07-06 15:06:43","COCO","CORE10121411","115386211","","",""
"383","U1542","D","1","H","0.000","4.800","0.000","4.800","51957101","383U1542D1.png","2019-07-07 15:46:45","COCO","CORE10130661","115422061","","",""
"383","U1543","A","1","H","0.000","7.060","0.000","7.060","52168821","383U1543A1.png","2019-07-12 03:14:27","COCO","CORE10139801","115588061","","",""
"383","U1543","B","1","H","0.000","1.140","0.000","1.100","52215281","383U1543B1.png","2019-07-12 22:26:53","COCO","CORE10161801","115619091","","",""
"385","U1545","A","1","H","0.000","4.440","0.000","4.440","54960041","385U1545A1.png","2019-10-31 10:51:50","COCO","CORE10353991","117533361","","",""
"385","U1545","B","1","H","0.000","3.720","0.000","3.720","54428441","385U1545B1.png","2019-10-17 17:42:59","COCO","CORE10376321","117114951","","",""
"385","U1545","C","1","H","0.000","3.590","0.000","3.590","55089481","385U1545C1.png","2019-11-02 12:22:34","COCO","CORE10620491","117612771","","",""
"385","U1546","A","1","H","0.000","3.820","0.000","3.800","53903711","385U1546A1.png","2019-10-05 13:22:17","COCO","CORE10413221","116769911","","",""
"385","U1546","B","1","H","0.000","4.260","0.000","4.260","54438481","385U1546B1.png","2019-10-17 22:13:28","COCO","CORE10437061","117120151","","",""
"385","U1546","D","1","H","0.000","3.940","0.000","3.940","55101751","385U1546D1.png","2019-11-02 16:07:55","COCO","CORE10638811","117618891","","",""
"385","U1547","A","1","H","0.000","5.360","0.000","5.300","54335661","385U1547A1.png","2019-10-16 03:12:45","COCO","CORE10492431","117056901","","",""
"385","U1547","B","1","H","0.000","6.270","0.000","6.200","54494141","385U1547B1.png","2019-10-20 08:04:15","COCO","CORE10503881","117171251","","",""
"385","U1548","A","1","H","0.000","1.830","0.000","1.830","54502231","385U1548A1.png","2019-10-20 21:34:18","COCO","CORE10528071","117181861","","",""
"385","U1548","B","1","H","0.000","5.940","0.000","5.900","54572961","385U1548B1.png","2019-10-22 07:04:46","COCO","CORE10536571","117227071","","",""
"385","U1548","C","1","H","0.000","7.640","0.000","7.600","55400841","385U1548C1.png","2019-11-08 17:01:57","COCO","CORE10680991","117818251","","",""
"385","U1548","D","1","H","0.000","6.360","0.000","6.300","55456521","385U1548D1.png","2019-11-09 11:47:32","COCO","CORE10687681","117853271","","",""
"385","U1548","E","1","H","0.000","5.660","0.000","5.660","55482601","385U1548E1.png","2019-11-09 20:17:21","COCO","CORE10698451","117866141","","",""
"385","U1549","A","1","H","0.000","6.460","0.000","6.460","54642261","385U1549A1.png","2019-10-25 19:35:41","COCO","CORE10557051","117308431","","",""
"385","U1549","B","1","H","0.000","5.480","0.000","5.400","54775011","385U1549B1.png","2019-10-27 22:51:29","COCO","CORE10568271","117398891","","",""
"385","U1550","A","1","H","0.000","5.800","0.000","5.800","54813471","385U1550A1.png","2019-10-28 15:06:45","COCO","CORE10586621","117429101","","",""
"385","U1550","B","1","H","0.000","5.510","0.000","5.400","54923151","385U1550B1.png","2019-10-30 16:37:15","COCO","CORE10600511","117503951","","",""
"385","U1551","A","1","H","0.000","2.620","0.000","2.600","55225571","385U1551A1.png","2019-11-04 21:03:33","COCO","CORE10656511","117692731","","",""
"385","U1551","B","1","H","0.000","4.850","0.000","4.800","55275051","385U1551B1.png","2019-11-06 02:31:09","COCO","CORE10663001","117724731","","",""
"385","U1552","A","1","H","0.000","3.070","0.000","3.000","55548521","385U1552A1.png","2019-11-10 20:48:03","COCO","CORE10709511","117912751","","",""
"385","U1552","B","1","H","0.000","7.580","0.000","7.500","55594231","385U1552B1.png","2019-11-11 14:33:26","COCO","CORE10716011","117944591","","",""
"385","U1552","C","1","H","0.000","4.360","0.000","4.300","55625131","385U1552C1.png","2019-11-11 21:18:24","COCO","CORE10720171","117963391","","",""
"390C","U1556","A","1","H","0.000","9.020","0.000","9.000","3039052","390CU1556A1.png","2022-02-14 17:58:33","COCO","CORE10841951","44776362","","",""
"390C","U1557","A","1","H","0.000","9.630","0.000","9.500","3039342","390CU1557A1.png","2022-02-14 18:02:40","COCO","CORE10854131","44776652","Water core first shoot.","",""
"390C","U1557","B","1","H","0.000","4.070","0.000","4.070","3039352","390CU1557B1.png","2022-02-14 18:02:53","COCO","CORE10854401","44776662","Spud @ 15:15","",""
"390C","U1558","A","1","H","0.000","3.470","0.000","3.400","3039972","390CU1558A1.png","2022-02-14 18:10:17","COCO","CORE10878911","44777282","","",""
"390C","U1559","A","1","H","0.000","3.540","0.000","3.500","3040152","390CU1559A1.png","2022-02-14 18:12:52","COCO","CORE10886681","44777462","","",""
"396","U1565","A","1","R","0.000","0.260","0.000","0.260","58600541","396U1565A1.png","2021-08-28 17:42:22","COCO","CORE11053411","119856811","","",""
"396","U1565","B","1","R","0.000","6.940","0.000","6.940","58603371","396U1565B1.png","2021-08-16 10:47:07","COCO","CORE11054241","119396461","","",""
"396","U1566","A","1","R","0.000","4.200","0.000","4.200","58613731","396U1566A1.png","2021-08-16 20:32:24","COCO","CORE11055941","119405781","","",""
"396","U1567","A","1","H","0.000","5.410","0.000","5.400","58795111","396U1567A1.png","2021-08-22 20:08:48","COCO","CORE11076651","119566631","","",""
"396","U1568","A","1","H","0.000","3.890","0.000","3.890","58912431","396U1568A1.png","2021-08-24 20:55:14","COCO","CORE11091091","119661721","","",""
"396","U1569","A","1","R","0.000","3.340","0.000","3.340","59088491","396U1569A1.png","2021-08-28 17:33:52","COCO","CORE11109601","119856661","","",""
"396","U1570","A","1","R","0.000","5.700","0.000","5.700","59194421","396U1570A1.png","2021-08-31 20:11:35","COCO","CORE11122191","119967661","","",""
"396","U1570","B","1","R","0.000","5.970","0.000","5.970","59272011","396U1570B1.png","2021-09-02 10:03:31","COCO","CORE11131391","120039141","","",""
"396","U1570","D","1","R","0.000","0.070","0.000","0.070","59380661","396U1570D1.png","2021-09-04 14:46:25","COCO","CORE11144041","120118871","","",""
"396","U1571","A","1","R","0.000","1.180","0.000","1.180","59441511","396U1571A1.png","2021-09-07 02:56:28","COCO","CORE11149301","120168931","","",""
"396","U1571","B","1","H","0.000","5.070","0.000","5.000","59588481","396U1571B1.png","2021-09-11 02:26:43","COCO","CORE11165171","120289001","","",""
"396","U1572","A","1","R","0.000","4.940","0.000","4.940","59666821","396U1572A1.png","2021-09-12 12:34:24","COCO","CORE11174041","120367751","","",""
"396","U1572","B","1","H","0.000","6.780","0.000","6.780","59856651","396U1572B1.png","2021-09-15 22:37:49","COCO","CORE11191811","120534621","","",""
"396","U1574","A","1","R","0.000","5.670","0.000","5.670","60114791","396U1574A1.png","2021-09-25 16:25:13","COCO","CORE11215461","120780621","","",""
"396","U1574","C","1","H","0.000","9.910","0.000","9.500","60246221","396U1574C1.png","2021-10-01 18:46:42","COCO","CORE11225861","120900091","","",""
