Leg,Site,Hole,Ageprofile Fossil Group,Ageprofile Depth Top,Ageprofile Depth Base,Ageprofile Age Young,Ageprofile Age Old,Ageprofile Datum ID,Ageprofile Datum Description                                                    ,Ageprofile Datum Type,Genus Subgenus                                                                  ,Species Subspecies                                                              ,Depth Map Type,MCD Flag,Compression Flag
198,1212.0,   A,1.0,92.25,96.1,64.8,               64.80,1860.0,Cruciplacolithus primus                                                         ,FO                   ,Cruciplacolithus                                                                ,primus                                                                          ,              ,        ,         
198,1212.0,   A,1.0,92.25,96.1,64.5,               64.50,36.0,Cruciplacolithus tenuis                                                         ,FO                   ,Cruciplacolithus                                                                ,tenuis                                                                          ,              ,        ,         
198,1212.0,   A,4.0,99.79,96.11,64.7,               64.70,2335.0,Parvularugoglobigerina eugubina                                                 ,LO                   ,Parvularugoglobigerina                                                          ,eugubina                                                                        ,              ,        ,         
198,1212.0,   A,4.0,99.84,106.33,64.97,              129.94,6585.0,Woodringina claytonensis                                                        ,FO                   ,Woodringina                                                                     ,claytonensis                                                                    ,              ,        ,         
198,1212.0,   A,4.0,99.84,106.33,72.8,               72.80,1475.0,Gansserina gansseri                                                             ,FO                   ,Gansserina                                                                      ,gansseri                                                                        ,              ,        ,         
198,1212.0,   A,4.0,99.84,106.33,63.0,               63.00,1501.0,Praemurica inconstans                                                           ,FO                   ,Praemurica                                                                      ,inconstans                                                                      ,              ,        ,         
198,1212.0,   A,4.0,99.84,106.33,61.0,               61.00,2626.0,Morozovella angulata                                                            ,FO                   ,Morozovella                                                                     ,angulata                                                                        ,              ,        ,         
198,1212.0,   A,4.0,99.84,106.33,60.9,               60.90,1466.0,Morozovella conicotruncata                                                      ,FO                   ,Morozovella                                                                     ,conicotruncata                                                                  ,              ,        ,         
198,1212.0,   A,4.0,99.84,106.33,64.97,               64.97,1516.0,Parvularugoglobigerina eugubina                                                 ,FO                   ,Parvularugoglobigerina                                                          ,eugubina                                                                        ,              ,        ,         
198,1212.0,   A,1.0,106.38,101.6,83.5,              167.00,6300.0,Arkhangelskiella cymbiformis                                                    ,FO                   ,Arkhangelskiella                                                                ,cymbiformis                                                                     ,              ,        ,         
198,1212.0,   A,1.0,106.38,101.6,65.4,              130.80,6250.0,Micula prinsii                                                                  ,FO                   ,Micula                                                                          ,prinsii                                                                         ,              ,        ,         
198,1212.0,   A,1.0,106.38,101.6,66.2,              132.40,6255.0,Micula murus                                                                    ,FO                   ,Micula                                                                          ,murus                                                                           ,              ,        ,         
198,1212.0,   A,1.0,106.38,101.6,78.5,               78.50,1975.0,Ceratolithoides aculeus                                                         ,FO                   ,Ceratolithoides                                                                 ,aculeus                                                                         ,              ,        ,         
198,1212.0,   B,4.0,6.69,0.0,15.0,               15.00,5010.0,Globigerinatella insueta                                                        ,LO                   ,Globigerinatella                                                                ,insueta                                                                         ,              ,        ,         
198,1212.0,   B,4.0,6.74,16.69,18.8,               18.80,3865.0,Globigerinatella insueta                                                        ,FO                   ,Globigerinatella                                                                ,insueta                                                                         ,              ,        ,         
198,1212.0,   B,1.0,6.74,16.69,0.95,                1.90,6125.0,Gephyrocapsa parallela                                                          ,FO                   ,Gephyrocapsa                                                                    ,parallela                                                                       ,              ,        ,         
198,1212.0,   B,1.0,6.74,16.69,1.73,                3.46,6130.0,Gephyrocapsa caribbeanica                                                       ,FO                   ,Gephyrocapsa                                                                    ,caribbeanica                                                                    ,              ,        ,         
198,1212.0,   B,1.0,16.69,6.74,0.46,                0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
198,1212.0,   B,4.0,26.01,16.74,1.9,                1.90,2505.0,Globigerinoides extremus                                                        ,LO                   ,Globigerinoides                                                                 ,extremus                                                                        ,              ,        ,         
198,1212.0,   B,1.0,26.01,16.74,1.95,                1.95,46.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
198,1212.0,   B,4.0,26.06,35.68,8.58,                8.58,4920.0,Globigerinoides extremus                                                        ,FO                   ,Globigerinoides                                                                 ,extremus                                                                        ,              ,        ,         
198,1212.0,   B,4.0,26.06,35.68,2.09,                2.09,486.0,Globorotalia inflata                                                            ,FO                   ,Globorotalia                                                                    ,inflata                                                                         ,              ,        ,         
198,1212.0,   B,1.0,35.67,26.06,2.78,                    ,6160.0,Discoaster tamalis                                                              ,LO                   ,Discoaster                                                                      ,tamalis                                                                         ,              ,        ,         
198,1212.0,   B,1.0,35.67,26.06,2.63,                    ,6135.0,Discoaster surculus                                                             ,LO                   ,Discoaster                                                                      ,surculus                                                                        ,              ,        ,         
198,1212.0,   B,1.0,35.67,26.06,2.52,                2.52,3285.0,Discoaster pentaradiatus                                                        ,LO                   ,Discoaster                                                                      ,pentaradiatus                                                                   ,              ,        ,         
198,1212.0,   B,4.0,45.19,35.72,3.85,                    ,6465.0,Globorotalia margaritae                                                         ,LO                   ,Globorotalia                                                                    ,margaritae                                                                      ,              ,        ,         
198,1212.0,   B,4.0,45.19,35.72,3.11,                    ,6445.0,Dentoglobigerina altispira                                                      ,LO                   ,Dentoglobigerina                                                                ,altispira                                                                       ,              ,        ,         
198,1212.0,   B,4.0,45.19,35.72,3.11,                    ,6450.0,Sphaeroidinellopsis seminulina                                                  ,LO                   ,Sphaeroidinellopsis                                                             ,seminulina                                                                      ,              ,        ,         
198,1212.0,   B,4.0,45.24,54.69,5.82,               11.64,6485.0,Globorotalia tumida                                                             ,FO                   ,Globorotalia                                                                    ,tumida                                                                          ,              ,        ,         
198,1212.0,   B,4.0,45.24,54.69,6.2,                6.20,4900.0,Globigerinoides conglobatus                                                     ,FO                   ,Globigerinoides                                                                 ,conglobatus                                                                     ,              ,        ,         
198,1212.0,   B,4.0,45.24,54.69,6.09,                6.09,4895.0,Globorotalia margaritae                                                         ,FO                   ,Globorotalia                                                                    ,margaritae                                                                      ,              ,        ,         
198,1212.0,   B,1.0,54.68,45.24,4.56,                    ,6730.0,Amaurolithus spp.                                                               ,LO                   ,Amaurolithus                                                                    ,spp.                                                                            ,              ,        ,         
198,1212.0,   B,4.0,54.68,45.24,3.77,                    ,6460.0,Globorotalia plesiotumida                                                       ,LO                   ,Globorotalia                                                                    ,plesiotumida                                                                    ,              ,        ,         
198,1212.0,   B,1.0,54.73,62.88,5.07,               10.14,6155.0,Ceratolithus rugosus                                                            ,FO                   ,Ceratolithus                                                                    ,rugosus                                                                         ,              ,        ,         
198,1212.0,   B,4.0,54.73,62.88,4.5,                4.50,666.0,Globorotalia puncticulata                                                       ,FO                   ,Globorotalia                                                                    ,puncticulata                                                                    ,              ,        ,         
198,1212.0,   B,1.0,54.73,62.88,5.99,               11.98,6735.0,Amaurolithus spp.                                                               ,FO                   ,Amaurolithus                                                                    ,spp.                                                                            ,              ,        ,         
198,1212.0,   B,4.0,54.73,62.88,8.58,                8.58,4925.0,Globorotalia plesiotumida                                                       ,FO                   ,Globorotalia                                                                    ,plesiotumida                                                                    ,              ,        ,         
198,1212.0,   B,4.0,62.88,54.73,5.49,                    ,6745.0,Globoquadrina dehiscens                                                         ,LO                   ,Globoquadrina                                                                   ,dehiscens                                                                       ,              ,        ,         
198,1212.0,   B,4.0,62.9,63.05,23.4,               46.80,6530.0,Globigerinoides trilobus                                                        ,FO                   ,Globigerinoides                                                                 ,trilobus                                                                        ,              ,        ,         
198,1212.0,   B,4.0,62.9,63.05,23.2,               23.20,1071.0,Globoquadrina dehiscens                                                         ,FO                   ,Globoquadrina                                                                   ,dehiscens                                                                       ,              ,        ,         
198,1212.0,   B,4.0,62.9,63.05,16.1,               16.10,971.0,Praeorbulina glomerosa                                                          ,FO                   ,Praeorbulina                                                                    ,glomerosa                                                                       ,              ,        ,         
198,1212.0,   B,4.0,63.05,62.91,43.6,               43.60,1276.0,Morozovella aragonensis                                                         ,LO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
198,1212.0,   B,1.0,63.92,63.08,55.9,                    ,6230.0,Ericsonia robusta                                                               ,LO                   ,Ericsonia                                                                       ,robusta                                                                         ,              ,        ,         
198,1212.0,   B,1.0,63.92,63.08,34.3,               34.30,1845.0,Discoaster barbadiensis                                                         ,LO                   ,Discoaster                                                                      ,barbadiensis                                                                    ,              ,        ,         
198,1212.0,   B,4.0,63.97,73.4,54.7,               54.70,1356.0,Igorina broedermanni                                                            ,FO                   ,Igorina                                                                         ,broedermanni                                                                    ,              ,        ,         
198,1212.0,   B,1.0,63.97,73.4,49.7,               49.70,106.0,Discoaster sublodoensis                                                         ,FO                   ,Discoaster                                                                      ,sublodoensis                                                                    ,              ,        ,         
198,1212.0,   B,1.0,73.4,63.97,50.6,               50.60,211.0,Tribrachiatus orthostylus                                                       ,LO                   ,Tribrachiatus                                                                   ,orthostylus                                                                     ,              ,        ,         
198,1212.0,   B,4.0,73.4,63.97,39.0,               39.00,1236.0,Acarinina primitiva                                                             ,LO                   ,Acarinina                                                                       ,primitiva                                                                       ,              ,        ,         
198,1212.0,   B,1.0,73.45,83.14,52.8,              105.60,71.0,Discoaster lodoensis                                                            ,FO                   ,Discoaster                                                                      ,lodoensis                                                                       ,              ,        ,         
198,1212.0,   B,4.0,73.45,83.14,50.8,               50.80,1296.0,Acarinina pentacamerata                                                         ,FO                   ,Acarinina                                                                       ,pentacamerata                                                                   ,              ,        ,         
198,1212.0,   B,1.0,73.45,83.14,53.64,               53.64,1795.0,Tribrachiatus orthostylus                                                       ,FO                   ,Tribrachiatus                                                                   ,orthostylus                                                                     ,              ,        ,         
198,1212.0,   B,4.0,73.45,83.14,52.3,               52.30,1301.0,Morozovella aragonensis                                                         ,FO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
198,1212.0,   B,4.0,73.45,83.14,55.9,              111.80,6575.0,Morozovella subbotinae                                                          ,FO                   ,Morozovella                                                                     ,subbotinae                                                                      ,              ,        ,         
198,1212.0,   B,4.0,83.14,73.45,53.6,               53.60,1321.0,Morozovella aequa                                                               ,LO                   ,Morozovella                                                                     ,aequa                                                                           ,              ,        ,         
198,1212.0,   B,4.0,83.14,73.45,56.3,               56.30,1386.0,Acarinina mckannai                                                              ,LO                   ,Acarinina                                                                       ,mckannai                                                                        ,              ,        ,         
198,1212.0,   B,1.0,83.14,73.45,55.33,               55.33,1910.0,Fasciculithus tympaniformis                                                     ,LO                   ,Fasciculithus                                                                   ,tympaniformis                                                                   ,              ,        ,         
198,1212.0,   B,4.0,83.14,73.45,54.7,               54.70,1336.0,Morozovella velascoensis                                                        ,LO                   ,Morozovella                                                                     ,velascoensis                                                                    ,              ,        ,         
198,1212.0,   B,4.0,83.19,92.46,56.5,               56.50,1396.0,Acarinina soldadoensis                                                          ,FO                   ,Acarinina                                                                       ,soldadoensis                                                                    ,              ,        ,         
198,1212.0,   B,4.0,83.19,92.46,56.5,               56.50,1406.0,Morozovella aequa                                                               ,FO                   ,Morozovella                                                                     ,aequa                                                                           ,              ,        ,         
198,1212.0,   B,1.0,83.19,92.46,59.7,               59.70,126.0,Fasciculithus tympaniformis                                                     ,FO                   ,Fasciculithus                                                                   ,tympaniformis                                                                   ,              ,        ,         
198,1212.0,   B,4.0,83.19,92.46,60.0,               60.00,1456.0,Morozovella velascoensis                                                        ,FO                   ,Morozovella                                                                     ,velascoensis                                                                    ,              ,        ,         
198,1212.0,   B,1.0,83.19,92.46,56.2,               56.20,81.0,Discoaster multiradiatus                                                        ,FO                   ,Discoaster                                                                      ,multiradiatus                                                                   ,              ,        ,         
198,1212.0,   B,4.0,83.19,92.46,59.1,               59.10,1421.0,Acarinina mckannai                                                              ,FO                   ,Acarinina                                                                       ,mckannai                                                                        ,              ,        ,         
198,1212.0,   B,1.0,92.45,83.2,58.6,                    ,6235.0,Chiasmolithus danicus                                                           ,LO                   ,Chiasmolithus                                                                   ,danicus                                                                         ,              ,        ,         
198,1212.0,   B,4.0,92.5,101.86,61.0,               61.00,2626.0,Morozovella angulata                                                            ,FO                   ,Morozovella                                                                     ,angulata                                                                        ,              ,        ,         
198,1212.0,   B,4.0,92.5,101.86,60.9,               60.90,1466.0,Morozovella conicotruncata                                                      ,FO                   ,Morozovella                                                                     ,conicotruncata                                                                  ,              ,        ,         
198,1212.0,   B,1.0,92.5,101.86,63.8,               63.80,16.0,Chiasmolithus danicus                                                           ,FO                   ,Chiasmolithus                                                                   ,danicus                                                                         ,              ,        ,         
198,1212.0,   B,1.0,92.5,101.86,64.5,               64.50,36.0,Cruciplacolithus tenuis                                                         ,FO                   ,Cruciplacolithus                                                                ,tenuis                                                                          ,              ,        ,         
198,1212.0,   B,1.0,92.5,101.86,59.9,               59.90,1880.0,Fasciculithus ulii                                                              ,FO                   ,Fasciculithus                                                                   ,ulii                                                                            ,              ,        ,         
198,1212.0,   B,4.0,101.85,92.5,65.0,               65.00,2681.0,Abathomphalus mayaroensis                                                       ,LO                   ,Abathomphalus                                                                   ,mayaroensis                                                                     ,              ,        ,         
198,1212.0,   B,1.0,101.9,111.47,65.4,              130.80,6250.0,Micula prinsii                                                                  ,FO                   ,Micula                                                                          ,prinsii                                                                         ,              ,        ,         
198,1212.0,   B,1.0,120.73,120.89,67.5,               67.50,1335.0,Lithraphidites quadratus                                                        ,FO                   ,Lithraphidites                                                                  ,quadratus                                                                       ,              ,        ,         
198,1212.0,   B,1.0,120.93,128.58,66.2,              132.40,6255.0,Micula murus                                                                    ,FO                   ,Micula                                                                          ,murus                                                                           ,              ,        ,         
198,1212.0,   B,4.0,128.62,143.42,68.6,              137.20,6590.0,Abathomphalus mayaroensis                                                       ,FO                   ,Abathomphalus                                                                   ,mayaroensis                                                                     ,              ,        ,         
198,1212.0,   B,4.0,128.62,143.42,69.6,               69.60,1465.0,Racemiguembelina fructicosa                                                     ,FO                   ,Racemiguembelina                                                                ,fructicosa                                                                      ,              ,        ,         
198,1212.0,   B,4.0,143.47,152.35,69.6,               69.60,1470.0,Contusotruncana contusa                                                         ,FO                   ,Contusotruncana                                                                 ,contusa                                                                         ,              ,        ,         
198,1212.0,   B,1.0,152.34,143.48,69.6,                    ,6275.0,Tranolithus orionatus                                                           ,LO                   ,Tranolithus                                                                     ,orionatus                                                                       ,              ,        ,         
198,1212.0,   B,1.0,162.74,152.44,71.3,                    ,6280.0,Uniplanarius trifidus                                                           ,LO                   ,Uniplanarius                                                                    ,trifidus                                                                        ,              ,        ,         
198,1212.0,   B,4.0,162.84,168.98,72.8,               72.80,1475.0,Gansserina gansseri                                                             ,FO                   ,Gansserina                                                                      ,gansseri                                                                        ,              ,        ,         
198,1212.0,   B,4.0,173.58,176.45,73.8,              147.60,6595.0,Globotruncana aegyptiaca                                                        ,FO                   ,Globotruncana                                                                   ,aegyptiaca                                                                      ,              ,        ,         
198,1212.0,   B,1.0,176.49,188.02,77.0,              154.00,6290.0,Uniplanarius sissinghii                                                         ,FO                   ,Uniplanarius                                                                    ,sissinghii                                                                      ,              ,        ,         
198,1212.0,   B,1.0,188.06,197.61,83.5,              167.00,6300.0,Arkhangelskiella cymbiformis                                                    ,FO                   ,Arkhangelskiella                                                                ,cymbiformis                                                                     ,              ,        ,         
198,1212.0,   B,1.0,197.61,188.06,75.3,               75.30,3835.0,Eiffellithus eximius                                                            ,LO                   ,Eiffellithus                                                                    ,eximius                                                                         ,              ,        ,         
198,1212.0,   B,1.0,197.66,199.9,91.0,               91.00,2045.0,Eiffellithus eximius                                                            ,FO                   ,Eiffellithus                                                                    ,eximius                                                                         ,              ,        ,         
198,1212.0,   B,1.0,197.66,199.9,78.5,               78.50,1975.0,Ceratolithoides aculeus                                                         ,FO                   ,Ceratolithoides                                                                 ,aculeus                                                                         ,              ,        ,         
198,1212.0,   B,4.0,197.66,199.9,79.5,               79.50,1490.0,Globotruncana ventricosa                                                        ,FO                   ,Globotruncana                                                                   ,ventricosa                                                                      ,              ,        ,         
198,1212.0,   B,4.0,197.66,199.9,88.0,              176.00,6610.0,Contusotruncana fornicata                                                       ,FO                   ,Contusotruncana                                                                 ,fornicata                                                                       ,              ,        ,         
198,1212.0,   B,1.0,197.66,199.9,76.0,              152.00,6285.0,Uniplanarius trifidus                                                           ,FO                   ,Uniplanarius                                                                    ,trifidus                                                                        ,              ,        ,         
198,1212.0,   B,1.0,199.93,204.3,106.1,              212.20,6375.0,Axopodorhabdus albianus                                                         ,FO                   ,Axopodorhabdus                                                                  ,albianus                                                                        ,              ,        ,         
198,1212.0,   B,1.0,204.3,207.35,119.0,              119.00,2160.0,Eprolithus floralis                                                             ,FO                   ,Eprolithus                                                                      ,floralis                                                                        ,              ,        ,         
198,1212.0,   B,4.0,204.3,207.35,102.0,              204.00,6665.0,Heterohelix moremani                                                            ,FO                   ,Heterohelix                                                                     ,moremani                                                                        ,              ,        ,         
198,1212.0,   B,1.0,207.4,207.6,101.7,              101.70,2105.0,Eiffellithus turriseiffelii                                                     ,FO                   ,Eiffellithus                                                                    ,turriseiffelii                                                                  ,              ,        ,         
198,1212.0,   B,4.0,207.4,207.6,109.5,              219.00,6680.0,Ticinella primula                                                               ,FO                   ,Ticinella                                                                       ,primula                                                                         ,              ,        ,         
198,1212.0,   B,1.0,207.4,207.6,112.6,              225.20,6395.0,Prediscosphaera columnata                                                       ,FO                   ,Prediscosphaera                                                                 ,columnata                                                                       ,              ,        ,         
198,1212.0,   B,1.0,207.4,207.6,105.0,              210.00,6420.0,Eiffellithus monechiae                                                          ,FO                   ,Eiffellithus                                                                    ,monechiae                                                                       ,              ,        ,         
198,1212.0,   B,1.0,207.4,207.6,107.3,              214.60,6380.0,Tranolithus orionatus                                                           ,FO                   ,Tranolithus                                                                     ,orionatus                                                                       ,              ,        ,         
198,1213.0,   A,4.0,8.38,0.0,1.9,                1.90,2505.0,Globigerinoides extremus                                                        ,LO                   ,Globigerinoides                                                                 ,extremus                                                                        ,              ,        ,         
198,1213.0,   A,4.0,8.43,12.91,6.2,                6.20,4900.0,Globigerinoides conglobatus                                                     ,FO                   ,Globigerinoides                                                                 ,conglobatus                                                                     ,              ,        ,         
198,1213.0,   A,4.0,8.43,12.91,8.58,                8.58,4920.0,Globigerinoides extremus                                                        ,FO                   ,Globigerinoides                                                                 ,extremus                                                                        ,              ,        ,         
198,1213.0,   A,1.0,12.91,8.43,0.46,                0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
198,1213.0,   A,4.0,12.96,27.6,6.4,                6.40,776.0,Pulleniatina primalis                                                           ,FO                   ,Pulleniatina                                                                    ,primalis                                                                        ,              ,        ,         
198,1213.0,   A,1.0,29.9,27.65,1.95,                1.95,46.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
198,1213.0,   A,4.0,29.9,27.65,3.11,                    ,6450.0,Sphaeroidinellopsis seminulina                                                  ,LO                   ,Sphaeroidinellopsis                                                             ,seminulina                                                                      ,              ,        ,         
198,1213.0,   A,1.0,39.62,29.95,4.56,                    ,6730.0,Amaurolithus spp.                                                               ,LO                   ,Amaurolithus                                                                    ,spp.                                                                            ,              ,        ,         
198,1213.0,   A,1.0,39.62,29.95,2.63,                    ,6135.0,Discoaster surculus                                                             ,LO                   ,Discoaster                                                                      ,surculus                                                                        ,              ,        ,         
198,1213.0,   A,1.0,39.62,29.95,2.78,                    ,6160.0,Discoaster tamalis                                                              ,LO                   ,Discoaster                                                                      ,tamalis                                                                         ,              ,        ,         
198,1213.0,   A,1.0,39.69,52.92,5.07,               10.14,6155.0,Ceratolithus rugosus                                                            ,FO                   ,Ceratolithus                                                                    ,rugosus                                                                         ,              ,        ,         
198,1213.0,   A,4.0,39.69,52.92,5.82,               11.64,6485.0,Globorotalia tumida                                                             ,FO                   ,Globorotalia                                                                    ,tumida                                                                          ,              ,        ,         
198,1213.0,   A,1.0,39.69,52.92,5.99,               11.98,6735.0,Amaurolithus spp.                                                               ,FO                   ,Amaurolithus                                                                    ,spp.                                                                            ,              ,        ,         
198,1213.0,   A,4.0,52.97,56.43,2.09,                2.09,486.0,Globorotalia inflata                                                            ,FO                   ,Globorotalia                                                                    ,inflata                                                                         ,              ,        ,         
198,1213.0,   A,4.0,57.27,57.53,95.4,              190.80,6640.0,Whiteinella baltica                                                             ,FO                   ,Whiteinella                                                                     ,baltica                                                                         ,              ,        ,         
198,1213.0,   A,1.0,57.53,57.28,75.3,               75.30,3835.0,Eiffellithus eximius                                                            ,LO                   ,Eiffellithus                                                                    ,eximius                                                                         ,              ,        ,         
198,1213.0,   A,1.0,57.54,66.35,91.0,               91.00,2045.0,Eiffellithus eximius                                                            ,FO                   ,Eiffellithus                                                                    ,eximius                                                                         ,              ,        ,         
198,1213.0,   A,1.0,66.34,57.54,94.0,                    ,6340.0,Lithraphidites acutus                                                           ,LO                   ,Lithraphidites                                                                  ,acutus                                                                          ,              ,        ,         
198,1213.0,   A,1.0,66.34,57.54,69.6,                    ,6275.0,Tranolithus orionatus                                                           ,LO                   ,Tranolithus                                                                     ,orionatus                                                                       ,              ,        ,         
198,1213.0,   A,1.0,66.35,76.04,96.8,              193.60,6335.0,Lithraphidites acutus                                                           ,FO                   ,Lithraphidites                                                                  ,acutus                                                                          ,              ,        ,         
198,1213.0,   A,4.0,76.05,85.44,102.0,              204.00,6665.0,Heterohelix moremani                                                            ,FO                   ,Heterohelix                                                                     ,moremani                                                                        ,              ,        ,         
198,1213.0,   A,4.0,85.44,95.25,99.1,              198.20,6650.0,Rotalipora globotruncanoides                                                    ,FO                   ,Rotalipora                                                                      ,globotruncanoides                                                               ,              ,        ,         
198,1213.0,   A,1.0,114.84,124.93,106.1,              212.20,6375.0,Axopodorhabdus albianus                                                         ,FO                   ,Axopodorhabdus                                                                  ,albianus                                                                        ,              ,        ,         
198,1213.0,   A,1.0,170.14,189.3,105.0,              210.00,6420.0,Eiffellithus monechiae                                                          ,FO                   ,Eiffellithus                                                                    ,monechiae                                                                       ,              ,        ,         
198,1213.0,   A,1.0,170.14,189.3,101.7,              101.70,2105.0,Eiffellithus turriseiffelii                                                     ,FO                   ,Eiffellithus                                                                    ,turriseiffelii                                                                  ,              ,        ,         
198,1213.0,   A,1.0,189.33,198.9,115.2,              230.40,6390.0,Rhagodiscus achylostaurion                                                      ,FO                   ,Rhagodiscus                                                                     ,achylostaurion                                                                  ,              ,        ,         
198,1213.0,   A,1.0,189.33,198.9,112.6,              225.20,6395.0,Prediscosphaera columnata                                                       ,FO                   ,Prediscosphaera                                                                 ,columnata                                                                       ,              ,        ,         
198,1213.0,   A,1.0,189.33,198.9,119.0,              119.00,2160.0,Eprolithus floralis                                                             ,FO                   ,Eprolithus                                                                      ,floralis                                                                        ,              ,        ,         
