Leg,Site,Hole,Ageprofile Fossil Group,Ageprofile Depth Top,Ageprofile Depth Base,Ageprofile Age Young,Ageprofile Age Old,Ageprofile Datum ID,Ageprofile Datum Description                                                    ,Ageprofile Datum Type,Genus Subgenus                                                                  ,Species Subspecies                                                              ,Depth Map Type,MCD Flag,Compression Flag
167,1010.0,   C,1.0,15.38,24.76,1.44,1.44,7491.0,Gephyrocapsa large                                                              ,FO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1010.0,   C,1.0,62.76,53.5,3.82,3.82,7496.0,Reticulofenestra pseudoumbilicus                                                ,LO                   ,Reticulofenestra                                                                ,pseudoumbilicus                                                                 ,              ,        ,         
167,1010.0,   C,2.0,62.79,72.33,6.6,6.6,7421.0,Lamprocyrtis heteroporos                                                        ,FO                   ,Lamprocyrtis                                                                    ,heteroporos                                                                     ,              ,        ,         
167,1010.0,   C,1.0,75.06,74.32,5.55,5.55,7621.0,Discoaster quinqueramus/berggrenii                                              ,LO                   ,Discoaster                                                                      ,quinqueramus/berggrenii                                                         ,              ,        ,         
167,1010.0,   C,2.0,91.32,100.71,7.55,7.55,331.0,Stichocorys peregrina                                                           ,FO                   ,Stichocorys                                                                     ,peregrina                                                                       ,              ,        ,         
167,1010.0,   C,2.0,100.7,91.32,7.7,7.7,336.0,Diartus hughesi                                                                 ,LO                   ,Diartus                                                                         ,hughesi                                                                         ,              ,        ,         
167,1010.0,   C,1.0,110.29,100.74,9.4,9.4,56.0,Discoaster hamatus                                                              ,LO                   ,Discoaster                                                                      ,hamatus                                                                         ,              ,        ,         
167,1010.0,   C,5.0,119.53,110.32,8.4,8.4,7386.0,Denticulopsis hustedtii                                                         ,LCO                  ,Denticulopsis                                                                   ,hustedtii                                                                       ,              ,        ,         
167,1010.0,   C,2.0,119.53,110.32,10.0,10.0,7426.0,Cyrtocapsella japonica                                                          ,LO                   ,Cyrtocapsella                                                                   ,japonica                                                                        ,              ,        ,         
167,1010.0,   C,5.0,119.53,110.32,11.4,11.4,7401.0,Denticulopsis praedimorpha                                                      ,LCO                  ,Denticulopsis                                                                   ,praedimorpha                                                                    ,              ,        ,         
167,1010.0,   C,1.0,148.29,139.07,13.19,13.19,7501.0,Cyclicargolithus floridanus                                                     ,LCO                  ,Cyclicargolithus                                                                ,floridanus                                                                      ,              ,        ,         
167,1010.0,   C,2.0,148.34,157.88,12.39,12.39,7431.0,Cyrtocapsella japonica                                                          ,FO                   ,Cyrtocapsella                                                                   ,japonica                                                                        ,              ,        ,         
167,1010.0,   C,5.0,157.92,166.89,12.8,12.8,2391.0,Denticulopsis praedimorpha                                                      ,FO                   ,Denticulopsis                                                                   ,praedimorpha                                                                    ,              ,        ,         
167,1010.0,   C,5.0,174.9,180.91,13.1,13.1,2006.0,Denticulopsis hustedtii                                                         ,FCO                  ,Denticulopsis                                                                   ,hustedtii                                                                       ,              ,        ,         
167,1010.0,   C,1.0,184.76,184.62,13.6,13.6,1645.0,Sphenolithus heteromorphus                                                      ,LO                   ,Sphenolithus                                                                    ,heteromorphus                                                                   ,              ,        ,         
167,1010.0,   E,1.0,56.9,47.49,3.82,3.82,7496.0,Reticulofenestra pseudoumbilicus                                                ,LO                   ,Reticulofenestra                                                                ,pseudoumbilicus                                                                 ,              ,        ,         
167,1010.0,   E,1.0,75.89,56.95,5.55,5.55,7621.0,Discoaster quinqueramus/berggrenii                                              ,LO                   ,Discoaster                                                                      ,quinqueramus/berggrenii                                                         ,              ,        ,         
167,1010.0,   E,5.0,104.0,94.5,8.4,8.4,7386.0,Denticulopsis hustedtii                                                         ,LCO                  ,Denticulopsis                                                                   ,hustedtii                                                                       ,              ,        ,         
167,1010.0,   E,5.0,104.54,94.62,9.0,9.0,7391.0,Denticulopsis dimorpha                                                          ,LO                   ,Denticulopsis                                                                   ,dimorpha                                                                        ,              ,        ,         
167,1010.0,   E,2.0,104.54,94.62,7.7,7.7,336.0,Diartus hughesi                                                                 ,LO                   ,Diartus                                                                         ,hughesi                                                                         ,              ,        ,         
167,1010.0,   E,1.0,113.6,104.57,9.4,9.4,7511.0,Catinaster calyculus                                                            ,LO                   ,Catinaster                                                                      ,calyculus                                                                       ,              ,        ,         
167,1010.0,   E,5.0,113.65,123.07,9.8,9.8,7396.0,Denticulopsis dimorpha                                                          ,FO                   ,Denticulopsis                                                                   ,dimorpha                                                                        ,              ,        ,         
167,1010.0,   E,2.0,123.06,113.65,10.0,10.0,7426.0,Cyrtocapsella japonica                                                          ,LO                   ,Cyrtocapsella                                                                   ,japonica                                                                        ,              ,        ,         
167,1010.0,   E,5.0,132.91,123.08,11.4,11.4,7401.0,Denticulopsis praedimorpha                                                      ,LCO                  ,Denticulopsis                                                                   ,praedimorpha                                                                    ,              ,        ,         
167,1010.0,   E,1.0,132.91,123.08,11.35,11.35,7516.0,Discoaster kugleri                                                              ,LO                   ,Discoaster                                                                      ,kugleri                                                                         ,              ,        ,         
167,1010.0,   E,2.0,151.94,161.21,11.86,11.86,351.0,Diartus petterssoni                                                             ,FO                   ,Diartus                                                                         ,petterssoni                                                                     ,              ,        ,         
167,1010.0,   E,5.0,151.94,161.21,12.8,12.8,2391.0,Denticulopsis praedimorpha                                                      ,FO                   ,Denticulopsis                                                                   ,praedimorpha                                                                    ,              ,        ,         
167,1010.0,   E,2.0,151.94,161.21,12.39,12.39,7431.0,Cyrtocapsella japonica                                                          ,FO                   ,Cyrtocapsella                                                                   ,japonica                                                                        ,              ,        ,         
167,1010.0,   E,1.0,161.2,151.95,12.14,12.14,7521.0,Calcidiscus premacintyrei                                                       ,LCO                  ,Calcidiscus                                                                     ,premacintyrei                                                                   ,              ,        ,         
167,1010.0,   E,5.0,170.62,180.21,13.1,13.1,2006.0,Denticulopsis hustedtii                                                         ,FCO                  ,Denticulopsis                                                                   ,hustedtii                                                                       ,              ,        ,         
167,1011.0,   B,2.0,27.79,18.7,1.25,1.25,7646.0,Lamprocyrtis neoheteroporus/nigriniae evolutionary transition                   ,FO                   ,Lamprocyrtis                                                                    ,neoheteroporus/nigriniae evolutionary transition                                ,              ,        ,         
167,1011.0,   B,4.0,37.18,27.84,1.2,1.2,7566.0,Neogloboquadrina humerosa                                                       ,LO                   ,Neogloboquadrina                                                                ,humerosa                                                                        ,              ,        ,         
167,1011.0,   B,1.0,37.18,27.84,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
167,1011.0,   B,1.0,65.73,56.43,1.96,1.96,7506.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
167,1011.0,   B,4.0,75.18,65.8,1.9,1.9,7571.0,Neogloboquadrina asanoi                                                         ,LO                   ,Neogloboquadrina                                                                ,asanoi                                                                          ,              ,        ,         
167,1011.0,   B,1.0,94.33,84.94,2.52,2.52,3285.0,Discoaster pentaradiatus                                                        ,LO                   ,Discoaster                                                                      ,pentaradiatus                                                                   ,              ,        ,         
167,1011.0,   B,4.0,122.68,132.33,3.3,3.3,7576.0,Globorotalia inflata                                                            ,FO                   ,Globorotalia                                                                    ,inflata                                                                         ,              ,        ,         
167,1011.0,   B,1.0,138.13,132.36,3.82,3.82,7496.0,Reticulofenestra pseudoumbilicus                                                ,LO                   ,Reticulofenestra                                                                ,pseudoumbilicus                                                                 ,              ,        ,         
167,1011.0,   B,1.0,138.16,145.96,4.99,4.99,7526.0,Ceratolithus acutus                                                             ,FO                   ,Ceratolithus                                                                    ,acutus                                                                          ,              ,        ,         
167,1011.0,   B,1.0,166.11,156.36,5.55,5.55,7621.0,Discoaster quinqueramus/berggrenii                                              ,LO                   ,Discoaster                                                                      ,quinqueramus/berggrenii                                                         ,              ,        ,         
167,1011.0,   B,5.0,175.31,166.11,8.3,8.3,7361.0,Denticulopsis spp.                                                              ,LO                   ,Denticulopsis                                                                   ,spp.                                                                            ,              ,        ,         
167,1011.0,   B,5.0,175.31,166.15,9.0,9.0,7391.0,Denticulopsis dimorpha                                                          ,LO                   ,Denticulopsis                                                                   ,dimorpha                                                                        ,              ,        ,         
167,1011.0,   B,2.0,213.86,204.32,7.55,7.55,7611.0,Stichocorys delmontensis/peregrina evolutionary transition                      ,FO                   ,Stichocorys                                                                     ,delmontensis/peregrina evolutionary transition                                  ,              ,        ,         
167,1011.0,   B,5.0,252.65,243.03,8.4,8.4,7386.0,Denticulopsis hustedtii                                                         ,LCO                  ,Denticulopsis                                                                   ,hustedtii                                                                       ,              ,        ,         
167,1011.0,   B,2.0,262.05,252.7,7.7,7.7,336.0,Diartus hughesi                                                                 ,LO                   ,Diartus                                                                         ,hughesi                                                                         ,              ,        ,         
167,1011.0,   B,5.0,262.05,252.65,9.0,9.0,7391.0,Denticulopsis dimorpha                                                          ,LO                   ,Denticulopsis                                                                   ,dimorpha                                                                        ,              ,        ,         
167,1011.0,   B,2.0,262.5,262.08,8.8,8.8,7436.0,Lychnocanoma nipponica magnacornuta                                             ,LO                   ,Lychnocanoma                                                                    ,nipponica magnacornuta                                                          ,              ,        ,         
167,1012.0,   A,1.0,43.29,33.69,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
167,1012.0,   A,1.0,62.34,71.86,1.0,1.0,7641.0,Gephyrocapsa oceanica s.l.                                                      ,Frent                ,Gephyrocapsa                                                                    ,oceanica s.l.                                                                   ,              ,        ,         
167,1012.0,   A,4.0,81.25,71.79,1.2,1.2,7566.0,Neogloboquadrina humerosa                                                       ,LO                   ,Neogloboquadrina                                                                ,humerosa                                                                        ,              ,        ,         
167,1012.0,   A,1.0,90.6,81.29,1.24,1.24,7531.0,Gephyrocapsa large                                                              ,LO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1012.0,   A,1.0,100.38,100.71,1.44,1.44,7491.0,Gephyrocapsa large                                                              ,FO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1012.0,   A,1.0,119.25,110.03,1.96,1.96,7506.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
167,1012.0,   A,4.0,127.6,119.29,1.9,1.9,7571.0,Neogloboquadrina asanoi                                                         ,LO                   ,Neogloboquadrina                                                                ,asanoi                                                                          ,              ,        ,         
167,1012.0,   A,1.0,166.35,156.32,2.52,2.52,3285.0,Discoaster pentaradiatus                                                        ,LO                   ,Discoaster                                                                      ,pentaradiatus                                                                   ,              ,        ,         
167,1012.0,   A,1.0,225.46,215.82,3.82,3.82,7496.0,Reticulofenestra pseudoumbilicus                                                ,LO                   ,Reticulofenestra                                                                ,pseudoumbilicus                                                                 ,              ,        ,         
167,1012.0,   A,4.0,236.09,243.43,3.3,3.3,7576.0,Globorotalia inflata                                                            ,FO                   ,Globorotalia                                                                    ,inflata                                                                         ,              ,        ,         
167,1012.0,   A,1.0,262.89,273.95,5.07,5.07,6155.0,Ceratolithus rugosus                                                            ,FO                   ,Ceratolithus                                                                    ,rugosus                                                                         ,              ,        ,         
167,1012.0,   A,4.0,273.94,262.89,5.6,5.6,7581.0,Globorotalia conomiozea                                                         ,LO                   ,Globorotalia                                                                    ,conomiozea                                                                      ,              ,        ,         
167,1013.0,   A,1.0,43.45,33.22,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
167,1013.0,   A,1.0,52.99,62.53,1.0,1.0,7641.0,Gephyrocapsa  oceanica s.l.                                                     ,Frent                ,Gephyrocapsa                                                                    ,oceanica s.l.                                                                   ,              ,        ,         
167,1013.0,   A,1.0,82.08,72.03,1.24,1.24,7531.0,Gephyrocapsa large                                                              ,LO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1013.0,   A,1.0,82.08,90.35,1.44,1.44,7491.0,Gephyrocapsa large                                                              ,FO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1013.0,   A,1.0,90.42,94.79,10.96,10.96,7541.0,Gephyrocapsa oceanica s.l.                                                      ,FO                   ,Gephyrocapsa                                                                    ,oceanica s.l.                                                                   ,              ,        ,         
167,1013.0,   A,1.0,102.88,94.82,1.96,1.96,7506.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
167,1013.0,   A,4.0,102.88,94.82,1.9,1.9,7571.0,Neogloboquadrina asanoi                                                         ,LO                   ,Neogloboquadrina                                                                ,asanoi                                                                          ,              ,        ,         
167,1013.0,   A,1.0,145.43,135.88,2.78,2.78,6160.0,Discoaster tamalis                                                              ,LO                   ,Discoaster                                                                      ,tamalis                                                                         ,              ,        ,         
167,1014.0,   A,1.0,41.1,31.98,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
167,1014.0,   A,1.0,41.1,49.47,1.0,1.0,7641.0,Gephyrocapsa oceanica s.l.                                                      ,Frent                ,Gephyrocapsa                                                                    ,oceanica s.l.                                                                   ,              ,        ,         
167,1014.0,   A,2.0,49.47,41.41,1.0,1.0,251.0,Eucyrtidium matuyamai                                                           ,LO                   ,Eucyrtidium                                                                     ,matuyamai                                                                       ,              ,        ,         
167,1014.0,   A,4.0,49.51,54.07,1.76,1.76,7586.0,Neogloboquadrina dutertrei                                                      ,FO                   ,Neogloboquadrina                                                                ,dutertrei                                                                       ,              ,        ,         
167,1014.0,   A,4.0,83.1,73.58,1.2,1.2,7566.0,Neogloboquadrina humerosa                                                       ,LO                   ,Neogloboquadrina                                                                ,humerosa                                                                        ,              ,        ,         
167,1014.0,   A,1.0,102.44,92.87,1.24,1.24,7531.0,Gephyrocapsa large                                                              ,LO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1014.0,   A,1.0,111.62,120.98,1.44,1.44,7491.0,Gephyrocapsa large                                                              ,FO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1014.0,   A,4.0,150.17,140.57,1.9,1.9,7571.0,Neogloboquadrina asanoi                                                         ,LO                   ,Neogloboquadrina                                                                ,asanoi                                                                          ,              ,        ,         
167,1014.0,   A,2.0,150.21,159.82,2.0,2.0,271.0,Eucyrtidium matuyamai                                                           ,FO                   ,Eucyrtidium                                                                     ,matuyamai                                                                       ,              ,        ,         
167,1014.0,   A,4.0,195.58,187.56,2.25,2.25,7591.0,"Neogloboquadrina sp. ""rounded""                                                  ",LO                   ,Neogloboquadrina                                                                ,"sp. ""rounded""                                                                   ",              ,        ,         
167,1014.0,   A,4.0,205.68,195.62,2.5,2.5,7596.0,Globorotalia puncticulata                                                       ,LO                   ,Globorotalia                                                                    ,puncticulata                                                                    ,              ,        ,         
167,1014.0,   A,2.0,223.89,229.63,2.9,2.9,7441.0,Cycladophora davisiana davisiana                                                ,FO                   ,Cycladophora                                                                    ,davisiana davisiana                                                             ,              ,        ,         
167,1014.0,   A,1.0,265.27,256.64,2.78,2.78,6160.0,Discoaster tamalis                                                              ,LO                   ,Discoaster                                                                      ,tamalis                                                                         ,              ,        ,         
167,1014.0,   A,4.0,304.1,314.37,3.3,3.3,7576.0,Globorotalia inflata                                                            ,FO                   ,Globorotalia                                                                    ,inflata                                                                         ,              ,        ,         
167,1014.0,   A,2.0,324.06,333.34,2.7,2.7,7476.0,Lamprocyrtis neoheteroporos                                                     ,LO                   ,Lamprocyrtis                                                                    ,neoheteroporos                                                                  ,              ,        ,         
167,1014.0,   A,1.0,352.92,341.84,3.82,3.82,7496.0,Reticulofenestra pseudoumbilicus                                                ,LO                   ,Reticulofenestra                                                                ,pseudoumbilicus                                                                 ,              ,        ,         
167,1014.0,   A,1.0,372.18,391.89,5.07,5.07,7656.0,Ceratolithus spp.                                                               ,FO                   ,Ceratolithus                                                                    ,spp.                                                                            ,              ,        ,         
167,1016.0,   A,4.0,17.53,18.05,1.76,1.76,7586.0,Neogloboquadrina dutertrei                                                      ,FO                   ,Neogloboquadrina                                                                ,dutertrei                                                                       ,              ,        ,         
167,1016.0,   A,1.0,24.28,22.78,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
167,1016.0,   A,2.0,26.99,26.5,0.5,0.4,241.0,Stylatractus universus                                                          ,LO                   ,Stylatractus                                                                    ,universus                                                                       ,              ,        ,         
167,1016.0,   A,5.0,36.64,27.03,0.3,0.3,1811.0,Simonseniella curvirostris                                                      ,LO                   ,Simonseniella                                                                   ,curvirostris                                                                    ,              ,        ,         
167,1016.0,   A,2.0,36.68,45.75,1.0,1.0,7446.0,Lamprocyrtis nigriniae                                                          ,FO                   ,Lamprocyrtis                                                                    ,nigriniae                                                                       ,              ,        ,         
167,1016.0,   A,4.0,45.75,36.68,1.2,1.2,7566.0,Neogloboquadrina humerosa                                                       ,LO                   ,Neogloboquadrina                                                                ,humerosa                                                                        ,              ,        ,         
167,1016.0,   A,5.0,45.79,55.49,1.05,1.05,1826.0,Rhizosolenia matuyamai                                                          ,FO                   ,Rhizosolenia                                                                    ,matuyamai                                                                       ,              ,        ,         
167,1016.0,   A,2.0,55.48,45.79,1.7,1.7,7461.0,Lamprocyrtis heteroporos                                                        ,LO                   ,Lamprocyrtis                                                                    ,heteroporos                                                                     ,              ,        ,         
167,1016.0,   A,5.0,55.52,64.76,1.58,1.58,7366.0,Simonseniella curvirostris                                                      ,FO                   ,Simonseniella                                                                   ,curvirostris                                                                    ,              ,        ,         
167,1016.0,   A,1.0,55.52,64.76,1.0,1.0,7641.0,Gephyrocapsa oceanica s.l.                                                      ,FO                   ,Gephyrocapsa                                                                    ,oceanica s.l.                                                                   ,              ,        ,         
167,1016.0,   A,1.0,74.69,64.8,1.96,1.96,7506.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
167,1016.0,   A,4.0,74.69,64.8,1.9,1.9,7571.0,Neogloboquadrina asanoi                                                         ,LO                   ,Neogloboquadrina                                                                ,asanoi                                                                          ,              ,        ,         
167,1016.0,   A,2.0,74.73,84.16,2.0,2.0,271.0,Eucyrtidium matuyamai                                                           ,FO                   ,Eucyrtidium                                                                     ,matuyamai                                                                       ,              ,        ,         
167,1016.0,   A,5.0,95.88,93.68,2.4,2.4,7411.0,Thalassiosira convexa                                                           ,LO                   ,Thalassiosira                                                                   ,convexa                                                                         ,              ,        ,         
167,1016.0,   A,4.0,105.39,95.92,2.25,2.25,7591.0,"Neogloboquadrina sp. ""rounded""                                                  ",LO                   ,Neogloboquadrina                                                                ,"sp. ""rounded""                                                                   ",              ,        ,         
167,1016.0,   A,5.0,105.39,95.92,2.0,2.0,1846.0,Neodenticula koizumii                                                           ,LO                   ,Neodenticula                                                                    ,koizumii                                                                        ,              ,        ,         
167,1016.0,   A,2.0,105.43,115.64,2.9,2.9,7441.0,Cycladophora davisiana davisiana                                                ,FO                   ,Cycladophora                                                                    ,davisiana davisiana                                                             ,              ,        ,         
167,1016.0,   A,1.0,125.3,115.68,2.78,2.78,6160.0,Discoaster tamalis                                                              ,LO                   ,Discoaster                                                                      ,tamalis                                                                         ,              ,        ,         
167,1016.0,   A,4.0,125.3,115.68,2.5,2.5,7596.0,Globorotalia puncticulata                                                       ,LO                   ,Globorotalia                                                                    ,puncticulata                                                                    ,              ,        ,         
167,1016.0,   A,2.0,154.0,149.31,3.5,3.5,7626.0,Anthocyrtidium pliocenica                                                       ,LO                   ,Anthocyrtidium                                                                  ,pliocenica                                                                      ,              ,        ,         
167,1016.0,   A,1.0,155.95,154.45,3.82,3.82,7496.0,Reticulofenestra pseudoumbilicus                                                ,LO                   ,Reticulofenestra                                                                ,pseudoumbilicus                                                                 ,              ,        ,         
167,1016.0,   A,1.0,162.0,163.42,4.99,4.99,7526.0,Ceratolithus acutus                                                             ,FO                   ,Ceratolithus                                                                    ,acutus                                                                          ,              ,        ,         
167,1016.0,   A,2.0,192.45,182.93,5.9,5.9,7451.0,Dictyophimus splendens                                                          ,LO                   ,Dictyophimus                                                                    ,splendens                                                                       ,              ,        ,         
167,1016.0,   A,2.0,221.38,211.85,6.25,6.25,7456.0,Lychnocanoma nipponica nipponica                                                ,LO                   ,Lychnocanoma                                                                    ,nipponica nipponica                                                             ,              ,        ,         
167,1016.0,   A,5.0,288.87,297.7,7.25,7.25,7406.0,Nitzschia reinholdii                                                            ,FO                   ,Nitzschia                                                                       ,reinholdii                                                                      ,              ,        ,         
167,1016.0,   B,1.0,22.9,22.16,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
167,1016.0,   B,2.0,30.62,30.44,0.5,0.4,241.0,Stylatractus universus                                                          ,LO                   ,Stylatractus                                                                    ,universus                                                                       ,              ,        ,         
167,1016.0,   B,2.0,40.15,49.36,1.0,1.0,7446.0,Lamprocyrtis nigriniae                                                          ,FO                   ,Lamprocyrtis                                                                    ,nigriniae                                                                       ,              ,        ,         
167,1016.0,   B,1.0,49.35,40.15,1.24,1.24,7531.0,Gephyrocapsa large                                                              ,LO                   ,Gephyrocapsa                                                                    ,large                                                                           ,              ,        ,         
167,1016.0,   B,5.0,49.39,59.11,1.58,1.58,7366.0,Simonseniella curvirostris                                                      ,FO                   ,Simonseniella                                                                   ,curvirostris                                                                    ,              ,        ,         
167,1016.0,   B,2.0,59.11,49.39,1.7,1.7,7461.0,Lamprocyrtis heteroporos                                                        ,LO                   ,Lamprocyrtis                                                                    ,heteroporos                                                                     ,              ,        ,         
167,1016.0,   B,2.0,68.66,77.55,2.0,2.0,271.0,Eucyrtidium matuyamai                                                           ,FO                   ,Eucyrtidium                                                                     ,matuyamai                                                                       ,              ,        ,         
167,1016.0,   B,1.0,77.54,68.66,1.96,1.96,7506.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
167,1016.0,   B,2.0,106.67,116.08,2.9,2.9,7441.0,Cycladophora davisiana davisiana                                                ,FO                   ,Cycladophora                                                                    ,davisiana davisiana                                                             ,              ,        ,         
167,1016.0,   B,5.0,116.08,106.67,2.4,2.4,7411.0,Thalassiosira convexa                                                           ,LO                   ,Thalassiosira                                                                   ,convexa                                                                         ,              ,        ,         
167,1016.0,   B,1.0,125.7,116.13,2.78,2.78,6160.0,Discoaster tamalis                                                              ,LO                   ,Discoaster                                                                      ,tamalis                                                                         ,              ,        ,         
167,1016.0,   B,2.0,163.65,154.16,3.5,3.5,7626.0,Anthocyrtidium pliocenica                                                       ,LO                   ,Anthocyrtidium                                                                  ,pliocenica                                                                      ,              ,        ,         
167,1016.0,   B,1.0,163.65,154.16,3.82,3.82,7496.0,Reticulofenestra pseudoumbilicus                                                ,LO                   ,Reticulofenestra                                                                ,pseudoumbilicus                                                                 ,              ,        ,         
167,1016.0,   B,1.0,163.68,173.1,5.07,5.07,7656.0,Ceratolithus spp.                                                               ,FO                   ,Ceratolithus                                                                    ,spp.                                                                            ,              ,        ,         
167,1016.0,   B,5.0,173.1,163.68,2.67,2.67,7416.0,Neodenticula kamtschatica                                                       ,LCO                  ,Neodenticula                                                                    ,kamtschatica                                                                    ,              ,        ,         
167,1016.0,   B,2.0,201.75,192.23,5.9,5.9,7451.0,Dictyophimus splendens                                                          ,LO                   ,Dictyophimus                                                                    ,splendens                                                                       ,              ,        ,         
167,1017.0,   B,1.0,5.25,15.22,0.09,0.09,7636.0,Emiliania huxleyi                                                               ,Facme                ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
167,1017.0,   B,2.0,91.3,81.83,0.5,0.4,241.0,Stylatractus universus                                                          ,LO                   ,Stylatractus                                                                    ,universus                                                                       ,              ,        ,         
167,1017.0,   B,1.0,91.3,81.83,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
