105.5,15.47
105.525,20.28
105.55,19.25
105.575,17.88
105.6,18.91
105.625,19.25
105.65,18.56
105.675,18.73
105.7,19.32
105.725,19.32
105.75,18.73
105.775,19.32
105.8,19.25
105.825,20.49
105.85,21.07
105.875,19.94
105.9,19.6
105.925,20.28
105.95,20.97
105.975,22.24
106.0,22.35
106.025,20.97
106.05,19.94
106.075,22.83
106.1,24.58
106.125,25.78
106.15,27.22
106.175,26.34
106.2,26.34
106.225,26.05
106.25,26.34
106.275,28.88
106.3,34.04
106.325,34.53
106.35,27.5
106.375,28.1
106.4,27.8
106.425,27.22
106.45,28.19
106.475,30.44
106.5,31.02
106.525,31.31
106.55,30.94
106.575,31.02
106.6,29.85
106.625,28.1
106.65,26.13
106.675,26.34
106.7,25.75
106.725,25.46
106.75,25.46
106.775,26.05
106.8,26.05
106.825,26.34
106.85,25.44
106.875,26.34
106.9,27.22
106.925,26.93
106.95,26.05
106.975,24.29
107.0,20.49
107.022,23.41
107.024,22.69
107.047,24.0
107.049,23.72
107.072,24.58
107.074,24.07
107.097,24.88
107.099,23.72
107.122,24.88
107.124,24.07
107.147,24.58
107.149,23.72
107.172,24.58
107.174,23.72
107.197,24.29
107.199,23.03
107.222,24.0
107.224,23.38
107.247,24.58
107.249,23.72
107.272,24.88
107.274,24.41
107.297,25.46
107.299,24.75
107.322,25.46
107.324,24.75
107.347,25.46
107.349,24.75
107.372,25.75
107.374,24.07
107.397,24.88
107.399,23.72
107.422,24.29
107.424,23.38
107.447,24.0
107.449,23.03
107.472,23.71
107.474,22.69
107.497,23.41
107.499,22.35
107.522,22.83
107.524,21.66
107.547,22.83
107.549,22.69
107.572,23.41
107.574,22.35
107.597,23.41
107.599,22.69
107.622,23.12
107.624,22.35
107.647,23.12
107.649,22.35
107.672,23.12
107.674,22.0
107.697,23.71
107.699,22.69
107.722,23.12
107.724,21.66
107.747,22.83
107.749,21.32
107.772,22.83
107.774,20.97
107.797,22.54
107.799,21.66
107.822,22.83
107.824,21.66
107.847,22.54
107.849,28.19
107.872,22.83
107.874,21.66
107.897,23.12
107.899,22.0
107.922,23.71
107.924,22.35
107.947,23.41
107.949,22.35
107.972,23.12
107.974,21.66
107.997,22.54
107.999,21.32
108.022,21.66
108.024,20.28
108.047,20.19
108.049,19.6
108.072,20.78
108.074,19.6
108.097,21.36
108.099,20.63
108.122,22.24
108.124,21.32
108.147,23.71
108.149,23.38
108.172,25.17
108.174,23.72
108.197,25.17
108.199,24.07
108.222,25.46
108.224,24.75
108.247,25.46
108.249,24.75
108.272,25.46
108.274,23.72
108.297,24.88
108.299,23.72
108.322,24.58
108.324,23.72
108.347,24.29
108.349,23.38
108.372,25.46
108.374,23.72
108.397,26.05
108.399,25.1
108.422,26.63
108.424,25.44
108.447,26.63
108.449,25.78
108.472,25.75
108.474,24.75
108.497,24.29
108.521,26.05
108.524,25.1
108.546,26.34
108.549,24.41
108.571,22.83
108.574,21.66
108.596,19.61
108.599,18.56
108.621,17.85
108.624,16.85
108.646,17.85
108.649,16.5
108.671,19.32
108.674,18.91
108.696,23.71
108.699,23.03
108.721,25.46
108.724,24.75
108.746,26.05
108.749,25.1
108.771,26.34
108.774,25.44
108.796,26.93
108.799,26.13
108.821,28.1
108.824,27.16
108.846,28.97
108.849,27.85
108.871,29.27
108.874,28.19
108.896,29.56
108.899,28.19
108.921,28.97
108.924,27.5
108.946,28.1
108.949,26.82
108.971,27.51
108.974,25.78
108.996,26.34
108.999,25.1
109.021,26.34
109.024,24.75
109.046,26.05
109.049,24.75
109.071,27.51
109.074,26.82
109.096,29.56
109.099,28.88
109.121,30.73
109.124,28.88
109.146,30.73
109.149,29.57
109.171,29.85
109.174,28.53
109.196,28.1
109.199,26.82
109.221,26.34
109.224,24.75
109.246,27.51
109.249,26.82
109.271,29.56
109.274,28.19
109.296,29.56
109.299,28.53
109.321,29.56
109.324,28.19
109.346,29.56
109.349,27.85
109.371,29.85
109.374,28.53
109.396,30.44
109.399,28.88
109.421,31.02
109.424,29.91
109.446,31.61
109.449,29.91
109.471,30.73
109.474,29.57
109.496,30.73
109.499,29.91
109.521,30.73
109.524,29.57
109.546,30.73
109.549,29.57
109.571,30.14
109.574,28.53
109.596,28.97
109.599,27.85
109.621,27.8
109.624,26.47
109.646,27.51
109.649,26.13
109.671,27.51
109.674,26.47
109.696,27.8
109.699,25.78
109.721,27.8
109.724,25.78
109.746,28.1
109.749,27.16
109.771,28.97
109.774,27.85
109.796,29.56
109.799,28.53
109.821,30.14
